original_rank,original_score,exp,facts,new_ranks,new_rank,new_scores,new_score,prediction,exp_length
1,3.580371910061331e-08,"[(6320, 3, 38), (19773, 10, 7830), (19773, 3, 39), (20500, 10, 7830), (20045, 3, 39), (6320, 3, 39), (20500, 3, 39), (20045, 10, 7830), (25135, 10, 7830), (24659, 10, 7830), (25135, 3, 38), (24659, 3, 38)]","[([(24659, 10, 7830), (6320, 3, 38), (24659, 3, 38)], 0.0, 'xrule'), ([(25135, 3, 38), (25135, 10, 7830), (6320, 3, 38)], 0.0, 'xrule'), ([(19773, 10, 7830), (19773, 3, 39), (6320, 3, 39)], 0.0, 'xrule'), ([(20045, 10, 7830), (20045, 3, 39), (6320, 3, 39)], 0.0, 'xrule'), ([(20500, 10, 7830), (6320, 3, 39), (20500, 3, 39)], 0.0, 'xrule')]",[1],1.0,[0.9847954511642456],0.9847954511642456,"(6320, 10, 7830)",12
1,2.7909027977557344e-08,"[(11388, 10, 7830), (4882, 3, 6), (11388, 3, 6), (17113, 3, 6), (16042, 3, 6), (17113, 10, 7830), (10456, 3, 6), (11521, 3, 6), (10456, 10, 7830), (11521, 10, 7830), (16042, 10, 7830)]","[([(4882, 3, 6), (10456, 3, 6), (10456, 10, 7830)], 0.0, 'xrule'), ([(11388, 10, 7830), (4882, 3, 6), (11388, 3, 6)], 0.0, 'xrule'), ([(11521, 10, 7830), (4882, 3, 6), (11521, 3, 6)], 0.0, 'xrule'), ([(16042, 3, 6), (4882, 3, 6), (16042, 10, 7830)], 0.0, 'xrule'), ([(17113, 3, 6), (17113, 10, 7830), (4882, 3, 6)], 0.0, 'xrule')]",[1],1.0,[0.990282416343689],0.990282416343689,"(4882, 10, 7830)",11
1,9.861518712739326e-09,"[(18840, 3, 39), (7125, 3, 39), (11096, 10, 7830), (18840, 10, 7830), (15463, 3, 39), (12065, 10, 7830), (12065, 3, 39), (15463, 10, 7830), (11096, 3, 39), (15740, 10, 7830), (15740, 3, 39)]","[([(11096, 3, 39), (7125, 3, 39), (11096, 10, 7830)], 0.0, 'xrule'), ([(12065, 10, 7830), (7125, 3, 39), (12065, 3, 39)], 0.0, 'xrule'), ([(15463, 3, 39), (7125, 3, 39), (15463, 10, 7830)], 0.0, 'xrule'), ([(15740, 10, 7830), (7125, 3, 39), (15740, 3, 39)], 0.0, 'xrule'), ([(18840, 3, 39), (7125, 3, 39), (18840, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9946212768554688],0.9946212768554688,"(7125, 10, 7830)",11
1,8.774312831860698e-09,"[(20989, 2, 30), (8301, 2, 30), (10273, 2, 30), (20989, 10, 7830), (9798, 10, 7830), (9015, 10, 7830), (10273, 10, 7830), (5269, 3, 733), (9015, 3, 733), (5269, 2, 30), (9798, 2, 30), (8301, 10, 7830)]","[([(5269, 3, 733), (9015, 3, 733), (9015, 10, 7830)], 0.0, 'xrule'), ([(8301, 2, 30), (8301, 10, 7830), (5269, 2, 30)], 0.0, 'xrule'), ([(9798, 2, 30), (9798, 10, 7830), (5269, 2, 30)], 0.0, 'xrule'), ([(10273, 10, 7830), (5269, 2, 30), (10273, 2, 30)], 0.0, 'xrule'), ([(20989, 10, 7830), (20989, 2, 30), (5269, 2, 30)], 0.0, 'xrule')]",[1],1.0,[0.9767467975616455],0.9767467975616455,"(5269, 10, 7830)",12
1,3.598073616828401e-09,"[(6383, 3, 10), (16979, 10, 7830), (16979, 3, 10), (21843, 3, 10), (21843, 10, 7830)]","[([(6383, 3, 10), (16979, 10, 7830), (16979, 3, 10)], 0.0, 'xrule'), ([(6383, 3, 10), (21843, 10, 7830), (21843, 3, 10)], 0.0, 'xrule')]",[1],1.0,[0.9766885638237],0.9766885638237,"(6383, 10, 7830)",5
1,9.406750933749208e-09,"[(9644, 2, 31), (10373, 10, 7830), (5380, 2, 31), (12676, 10, 7830), (10373, 2, 31), (16070, 10, 7830), (9644, 10, 7830), (10561, 2, 31), (10561, 10, 7830), (16070, 2, 31), (12676, 2, 31)]","[([(9644, 2, 31), (5380, 2, 31), (9644, 10, 7830)], 0.0, 'xrule'), ([(5380, 2, 31), (10373, 10, 7830), (10373, 2, 31)], 0.0, 'xrule'), ([(5380, 2, 31), (10561, 2, 31), (10561, 10, 7830)], 0.0, 'xrule'), ([(5380, 2, 31), (12676, 10, 7830), (12676, 2, 31)], 0.0, 'xrule'), ([(16070, 10, 7830), (5380, 2, 31), (16070, 2, 31)], 0.0, 'xrule')]",[1],1.0,[0.9870015382766724],0.9870015382766724,"(5380, 10, 7830)",11
1,3.679509363863076e-09,"[(25291, 10, 7830), (17113, 10, 7830), (7097, 3, 39), (25539, 3, 39), (25291, 3, 39), (25539, 10, 7830), (18970, 10, 7830), (20890, 3, 39), (18970, 3, 39), (20890, 10, 7830), (17113, 3, 39)]","[([(17113, 10, 7830), (7097, 3, 39), (17113, 3, 39)], 0.0, 'xrule'), ([(18970, 10, 7830), (18970, 3, 39), (7097, 3, 39)], 0.0, 'xrule'), ([(20890, 3, 39), (7097, 3, 39), (20890, 10, 7830)], 0.0, 'xrule'), ([(25291, 10, 7830), (25291, 3, 39), (7097, 3, 39)], 0.0, 'xrule'), ([(25539, 10, 7830), (25539, 3, 39), (7097, 3, 39)], 0.0, 'xrule')]",[1],1.0,[0.9505835771560669],0.9505835771560669,"(7097, 10, 7830)",11
1,1.1674138988837512e-07,"[(21458, 3, 6), (18555, 10, 7830), (12570, 10, 7830), (18260, 3, 6), (18555, 3, 6), (5665, 3, 6), (12570, 3, 6), (18260, 10, 7830), (15839, 3, 6), (21458, 10, 7830), (15839, 10, 7830)]","[([(12570, 10, 7830), (5665, 3, 6), (12570, 3, 6)], 0.0, 'xrule'), ([(15839, 10, 7830), (5665, 3, 6), (15839, 3, 6)], 0.0, 'xrule'), ([(18260, 3, 6), (5665, 3, 6), (18260, 10, 7830)], 0.0, 'xrule'), ([(18555, 3, 6), (5665, 3, 6), (18555, 10, 7830)], 0.0, 'xrule'), ([(21458, 10, 7830), (5665, 3, 6), (21458, 3, 6)], 0.0, 'xrule')]",[1],1.0,[0.9704890847206116],0.9704890847206116,"(5665, 10, 7830)",11
1,1.3795589438814204e-05,"[(20818, 11, 7956), (21959, 11, 7956), (18454, 11, 7956), (20818, 3, 6), (6976, 3, 6), (18454, 3, 6), (21472, 3, 6), (15619, 11, 7956), (21959, 3, 6), (21472, 11, 7956), (15619, 3, 6)]","[([(6976, 3, 6), (15619, 11, 7956), (15619, 3, 6)], 0.0, 'xrule'), ([(18454, 11, 7956), (6976, 3, 6), (18454, 3, 6)], 0.0, 'xrule'), ([(20818, 3, 6), (6976, 3, 6), (20818, 11, 7956)], 0.0, 'xrule'), ([(21472, 11, 7956), (6976, 3, 6), (21472, 3, 6)], 0.0, 'xrule'), ([(6976, 3, 6), (21959, 11, 7956), (21959, 3, 6)], 0.0, 'xrule')]",[1],1.0,[0.9999064207077026],0.9999064207077026,"(6976, 11, 7956)",11
1,2.871291258088604e-07,"[(5627, 3, 6), (21405, 10, 7830), (21405, 3, 6), (21959, 3, 6), (22652, 3, 36), (11145, 3, 6), (5627, 3, 36), (19242, 10, 7830), (11145, 10, 7830), (19242, 3, 6), (21959, 10, 7830), (22652, 10, 7830)]","[([(5627, 3, 36), (22652, 3, 36), (22652, 10, 7830)], 0.0, 'xrule'), ([(11145, 3, 6), (11145, 10, 7830), (5627, 3, 6)], 0.0, 'xrule'), ([(19242, 10, 7830), (19242, 3, 6), (5627, 3, 6)], 0.0, 'xrule'), ([(21405, 10, 7830), (21405, 3, 6), (5627, 3, 6)], 0.0, 'xrule'), ([(21959, 10, 7830), (21959, 3, 6), (5627, 3, 6)], 0.0, 'xrule')]",[1],1.0,[0.9726431965827942],0.9726431965827942,"(5627, 10, 7830)",12
1,9.579575355189718e-09,"[(15578, 3, 9), (16412, 10, 7830), (16412, 1, 65), (5586, 1, 65), (24632, 10, 7830), (15578, 10, 7830), (9516, 10, 7830), (9516, 3, 9), (12545, 3, 9), (12545, 10, 7830), (24632, 3, 9), (5586, 3, 9)]","[([(5586, 1, 65), (16412, 10, 7830), (16412, 1, 65)], 0.0, 'xrule'), ([(9516, 3, 9), (9516, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(12545, 3, 9), (12545, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(15578, 3, 9), (15578, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(24632, 3, 9), (5586, 3, 9), (24632, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9941174983978271],0.9941174983978271,"(5586, 10, 7830)",12
1,0.07337050884962082,"[(18763, 2, 68), (18763, 12, 4492), (23140, 2, 68), (23140, 3, 78), (5586, 3, 78), (5586, 2, 68), (23140, 3, 6), (5586, 3, 6), (23140, 12, 4492), (18763, 3, 6)]","[([(23140, 3, 78), (23140, 12, 4492), (5586, 3, 78)], 0.5547, 'xrule'), ([(5586, 3, 6), (23140, 12, 4492), (23140, 3, 6)], 0.4261, 'xrule'), ([(23140, 2, 68), (23140, 12, 4492), (5586, 2, 68)], 0.4215, 'xrule'), ([(5586, 3, 6), (18763, 12, 4492), (18763, 3, 6)], 0.2911, 'xrule'), ([(18763, 2, 68), (18763, 12, 4492), (5586, 2, 68)], 0.27380002, 'xrule')]",[3],3.0,[0.006649687420576811],0.006649687420576811,"(5586, 12, 4492)",10
1,0.00042496295645833015,"[(6900, 3, 741), (21872, 8, 7393), (6900, 3, 40), (6900, 2, 68), (6900, 3, 41), (21872, 3, 41), (21872, 3, 741), (24326, 8, 7393), (21872, 3, 40), (22529, 2, 68), (24326, 2, 68), (22529, 8, 7393)]","[([(6900, 3, 741), (21872, 8, 7393), (21872, 3, 741)], 0.017600004, 'xrule'), ([(6900, 2, 68), (24326, 2, 68), (24326, 8, 7393)], -0.0013999939, 'xrule'), ([(6900, 2, 68), (22529, 8, 7393), (22529, 2, 68)], -0.0041999966, 'xrule'), ([(21872, 3, 40), (6900, 3, 40), (21872, 8, 7393)], -0.036, 'xrule'), ([(21872, 8, 7393), (21872, 3, 41), (6900, 3, 41)], -0.039399996, 'xrule')]",[4],4.0,[7.415794129883579e-07],7.415794129883579e-07,"(6900, 8, 7393)",12
1,4.1949319573575394e-09,"[(23625, 1, 65), (11777, 1, 65), (22360, 1, 65), (23520, 10, 7830), (23625, 10, 7830), (22106, 10, 7830), (22106, 1, 65), (22360, 10, 7830), (11777, 10, 7830), (23520, 1, 65), (5645, 1, 65)]","[([(11777, 10, 7830), (11777, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22106, 10, 7830), (22106, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22360, 1, 65), (22360, 10, 7830), (5645, 1, 65)], 0.0, 'xrule'), ([(23520, 10, 7830), (23520, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(23625, 10, 7830), (23625, 1, 65), (5645, 1, 65)], 0.0, 'xrule')]",[1],1.0,[0.9969902038574219],0.9969902038574219,"(5645, 10, 7830)",11
1,0.0008862688555382192,"[(12095, 8, 7427), (25101, 2, 30), (25101, 3, 10), (25101, 3, 9), (12095, 3, 10), (5844, 2, 30), (25101, 8, 7427), (5844, 3, 10), (5844, 3, 39), (5844, 3, 9), (25101, 3, 39)]","[([(5844, 2, 30), (25101, 8, 7427), (25101, 2, 30)], 0.2013, 'xrule'), ([(25101, 8, 7427), (25101, 3, 39), (5844, 3, 39)], 0.19829997, 'xrule'), ([(12095, 8, 7427), (12095, 3, 10), (5844, 3, 10)], 0.09289998, 'xrule'), ([(25101, 8, 7427), (25101, 3, 10), (5844, 3, 10)], 0.0704, 'xrule'), ([(25101, 8, 7427), (25101, 3, 9), (5844, 3, 9)], 0.050599992, 'xrule')]",[1],1.0,[7.870237459428608e-05],7.870237459428608e-05,"(5844, 8, 7427)",11
1,7.97808897914365e-05,"[(4870, 2, 888), (16088, 2, 171), (24480, 2, 31), (4870, 2, 68), (19769, 9, 8151), (21950, 2, 68), (16088, 9, 8151), (19769, 2, 888), (4870, 2, 31), (21950, 9, 8151), (16573, 2, 171), (24480, 9, 8151), (4870, 2, 171), (16573, 9, 8151)]","[([(16088, 2, 171), (16088, 9, 8151), (4870, 2, 171)], 0.07139999, 'xrule'), ([(24480, 2, 31), (24480, 9, 8151), (4870, 2, 31)], 0.03310001, 'xrule'), ([(4870, 2, 68), (21950, 2, 68), (21950, 9, 8151)], 0.022499979, 'xrule'), ([(16573, 2, 171), (4870, 2, 171), (16573, 9, 8151)], 0.018899977, 'xrule'), ([(4870, 2, 888), (19769, 2, 888), (19769, 9, 8151)], 0.018299997, 'xrule')]",[1],1.0,[0.0955507680773735],0.0955507680773735,"(4870, 9, 8151)",14
1,0.00014518971147481352,"[(11633, 3, 6059), (6054, 2, 305), (12756, 9, 8151), (11633, 3, 189), (14192, 2, 305), (11633, 9, 8151), (6054, 3, 6059), (14192, 9, 8151), (6054, 3, 189), (12756, 4, 66), (6054, 4, 66), (11633, 2, 305)]","[([(11633, 3, 6059), (11633, 9, 8151), (6054, 3, 6059)], 0.10780001, 'xrule'), ([(6054, 2, 305), (14192, 9, 8151), (14192, 2, 305)], -0.109799996, 'xrule'), ([(11633, 9, 8151), (11633, 3, 189), (6054, 3, 189)], -0.114700004, 'xrule'), ([(12756, 4, 66), (6054, 4, 66), (12756, 9, 8151)], -0.1395, 'xrule'), ([(11633, 9, 8151), (6054, 2, 305), (11633, 2, 305)], -0.1856, 'xrule')]",[3],3.0,[0.0023418685887008905],0.0023418685887008905,"(6054, 9, 8151)",12
1,0.014452626928687096,"[(16437, 8, 7410), (12637, 8, 7410), (16773, 8, 7410), (25223, 3, 10), (16773, 3, 9), (12637, 3, 10), (16437, 3, 9), (6205, 3, 10), (12781, 8, 7410), (6205, 3, 9), (25223, 8, 7410), (12781, 3, 10)]","[([(16437, 8, 7410), (16437, 3, 9), (6205, 3, 9)], 0.0023999999, 'xrule'), ([(12637, 8, 7410), (6205, 3, 10), (12637, 3, 10)], 0.0019999999, 'xrule'), ([(12781, 3, 10), (6205, 3, 10), (12781, 8, 7410)], -0.0016000001, 'xrule'), ([(16773, 8, 7410), (6205, 3, 9), (16773, 3, 9)], -0.0023000003, 'xrule'), ([(25223, 8, 7410), (6205, 3, 10), (25223, 3, 10)], -0.0028, 'xrule')]",[3],3.0,[4.167328370385803e-06],4.167328370385803e-06,"(6205, 8, 7410)",12
1,0.00012833354412578046,"[(22349, 11, 7956), (22564, 4, 66), (6004, 3, 39), (19349, 11, 7956), (14665, 3, 39), (6004, 4, 66), (22564, 11, 7956), (19349, 4, 66), (14665, 4, 66), (14665, 11, 7956), (22349, 4, 66)]","[([(14665, 4, 66), (14665, 11, 7956), (6004, 4, 66)], 0.0, 'xrule'), ([(19349, 11, 7956), (19349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(22349, 11, 7956), (22349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(22564, 4, 66), (22564, 11, 7956), (6004, 4, 66)], 0.0, 'xrule'), ([(14665, 11, 7956), (6004, 3, 39), (14665, 3, 39)], 0.0, 'xrule')]",[1],1.0,[0.9946348667144775],0.9946348667144775,"(6004, 11, 7956)",11
1,0.0002951537608169019,"[(17481, 2, 68), (9725, 2, 68), (24421, 11, 8038), (12589, 11, 8038), (17481, 11, 8038), (9725, 11, 8038), (6263, 3, 56), (24421, 3, 56), (6263, 3, 20), (6263, 2, 68), (12589, 3, 20), (12589, 2, 68)]","[([(12589, 11, 8038), (6263, 3, 20), (12589, 3, 20)], 0.0, 'xrule'), ([(24421, 3, 56), (24421, 11, 8038), (6263, 3, 56)], 0.0, 'xrule'), ([(9725, 2, 68), (9725, 11, 8038), (6263, 2, 68)], 0.0, 'xrule'), ([(12589, 11, 8038), (6263, 2, 68), (12589, 2, 68)], 0.0, 'xrule'), ([(17481, 2, 68), (17481, 11, 8038), (6263, 2, 68)], 0.0, 'xrule')]",[3],3.0,[0.014174717478454113],0.014174717478454113,"(6263, 11, 8038)",12
1,1.2131610382937197e-08,"[(10597, 2, 31), (6914, 2, 31), (19941, 2, 31), (19491, 2, 31), (12878, 10, 7830), (21418, 2, 31), (21418, 10, 7830), (12878, 2, 31), (19941, 10, 7830), (10597, 10, 7830), (19491, 10, 7830)]","[([(10597, 2, 31), (10597, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(12878, 2, 31), (12878, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(19491, 2, 31), (19491, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(19941, 2, 31), (19941, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(21418, 10, 7830), (6914, 2, 31), (21418, 2, 31)], 0.0, 'xrule')]",[1],1.0,[0.9382147192955017],0.9382147192955017,"(6914, 10, 7830)",11
1,4.18413728766609e-05,"[(13186, 11, 7956), (6344, 2, 171), (16379, 4, 485), (15172, 2, 31), (6344, 4, 485), (13186, 2, 31), (21785, 2, 171), (21785, 11, 7956), (16379, 11, 7956), (6344, 2, 31), (15172, 11, 7956), (13186, 2, 171)]","[([(13186, 2, 171), (13186, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(21785, 2, 171), (21785, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(6344, 4, 485), (16379, 11, 7956), (16379, 4, 485)], 0.0, 'xrule'), ([(13186, 11, 7956), (13186, 2, 31), (6344, 2, 31)], 0.0, 'xrule'), ([(15172, 2, 31), (15172, 11, 7956), (6344, 2, 31)], 0.0, 'xrule')]",[1],1.0,[0.9984089732170105],0.9984089732170105,"(6344, 11, 7956)",12
1,1.025166298518343e-07,"[(12437, 2, 31), (20513, 10, 7830), (20581, 10, 7830), (12437, 10, 7830), (7788, 2, 31), (17546, 10, 7830), (20581, 2, 31), (19633, 10, 7830), (20513, 2, 31), (19633, 2, 31), (17546, 2, 31)]","[([(12437, 2, 31), (12437, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(17546, 10, 7830), (17546, 2, 31), (7788, 2, 31)], 0.0, 'xrule'), ([(19633, 2, 31), (19633, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(20513, 2, 31), (20513, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(20581, 2, 31), (20581, 10, 7830), (7788, 2, 31)], 0.0, 'xrule')]",[1],1.0,[0.9947242140769958],0.9947242140769958,"(7788, 10, 7830)",11
1,2.1284087381445715e-08,"[(19767, 2, 68), (21418, 2, 68), (21743, 2, 68), (19767, 10, 7830), (21794, 10, 7830), (21794, 2, 68), (21418, 10, 7830), (5920, 2, 68), (21743, 10, 7830), (15839, 10, 7830), (15839, 2, 68)]","[([(15839, 10, 7830), (15839, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(19767, 10, 7830), (19767, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(21418, 10, 7830), (21418, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(21743, 2, 68), (5920, 2, 68), (21743, 10, 7830)], 0.0, 'xrule'), ([(21794, 10, 7830), (5920, 2, 68), (21794, 2, 68)], 0.0, 'xrule')]",[1],1.0,[0.9802587032318115],0.9802587032318115,"(5920, 10, 7830)",11
1,0.00044393775169737637,"[(16799, 4, 66), (19761, 3, 4546), (6437, 3, 4546), (6437, 3, 100), (6437, 4, 66), (19761, 11, 8038), (15849, 11, 8038), (11340, 11, 8038), (15849, 4, 66), (11340, 4, 66), (21749, 3, 100), (16799, 11, 8038), (21749, 11, 8038)]","[([(6437, 4, 66), (11340, 11, 8038), (11340, 4, 66)], 0.0, 'xrule'), ([(6437, 4, 66), (15849, 11, 8038), (15849, 4, 66)], 0.0, 'xrule'), ([(16799, 11, 8038), (16799, 4, 66), (6437, 4, 66)], 0.0, 'xrule'), ([(6437, 3, 100), (21749, 3, 100), (21749, 11, 8038)], 0.0, 'xrule'), ([(19761, 11, 8038), (19761, 3, 4546), (6437, 3, 4546)], 0.0, 'xrule')]",[3],3.0,[0.00020976127416361123],0.00020976127416361123,"(6437, 11, 8038)",13
1,0.0038276715204119682,"[(7080, 3, 10), (9442, 8, 7410), (9442, 3, 10), (21960, 3, 37), (20319, 2, 31), (21960, 8, 7410), (7080, 2, 31), (7080, 3, 37), (7080, 2, 30), (20319, 2, 30), (20319, 8, 7410), (9442, 2, 68), (7080, 2, 68)]","[([(21960, 3, 37), (7080, 3, 37), (21960, 8, 7410)], 0.1329, 'xrule'), ([(9442, 2, 68), (7080, 2, 68), (9442, 8, 7410)], 0.037400007, 'xrule'), ([(20319, 2, 30), (20319, 8, 7410), (7080, 2, 30)], 0.020900011, 'xrule'), ([(7080, 2, 31), (20319, 2, 31), (20319, 8, 7410)], -0.014500022, 'xrule'), ([(7080, 3, 10), (9442, 3, 10), (9442, 8, 7410)], -0.029500008, 'xrule')]",[9],9.0,[1.0381035764339686e-07],1.0381035764339686e-07,"(7080, 8, 7410)",13
1,3.360280231845536e-08,"[(22998, 4, 66), (6848, 4, 66), (15964, 10, 7830), (11145, 4, 66), (15964, 4, 66), (21070, 10, 7830), (11145, 10, 7830), (21959, 10, 7830), (22998, 10, 7830), (21959, 4, 66), (21070, 4, 66)]","[([(11145, 10, 7830), (6848, 4, 66), (11145, 4, 66)], 0.0, 'xrule'), ([(21070, 10, 7830), (6848, 4, 66), (21070, 4, 66)], 0.0, 'xrule'), ([(21959, 4, 66), (6848, 4, 66), (21959, 10, 7830)], 0.0, 'xrule'), ([(6848, 4, 66), (22998, 10, 7830), (22998, 4, 66)], 0.0, 'xrule'), ([(15964, 4, 66), (6848, 4, 66), (15964, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9424673914909363],0.9424673914909363,"(6848, 10, 7830)",11
1,0.001694337697699666,"[(23360, 2, 1188), (23360, 9, 7903), (18250, 9, 7903), (5517, 2, 1188), (5517, 2, 1323), (19469, 2, 1188), (14219, 2, 1323), (19469, 9, 7903), (14219, 9, 7903), (18250, 2, 1323), (9818, 2, 1188), (9818, 9, 7903)]","[([(23360, 2, 1188), (23360, 9, 7903), (5517, 2, 1188)], 0.0041999817, 'xrule'), ([(14219, 9, 7903), (14219, 2, 1323), (5517, 2, 1323)], 0.0027999878, 'xrule'), ([(19469, 2, 1188), (19469, 9, 7903), (5517, 2, 1188)], 0.0013999939, 'xrule'), ([(9818, 2, 1188), (9818, 9, 7903), (5517, 2, 1188)], 0.00069999695, 'xrule'), ([(18250, 2, 1323), (18250, 9, 7903), (5517, 2, 1323)], 0.00059998035, 'xrule')]",[9],9.0,[1.555843118694611e-05],1.555843118694611e-05,"(5517, 9, 7903)",12
1,0.00016190372116398066,"[(12800, 3, 9), (9633, 8, 7567), (24283, 1, 65), (24283, 8, 7567), (7097, 1, 65), (7097, 3, 10), (9633, 3, 41), (12800, 3, 10), (7097, 3, 9), (12800, 8, 7567), (7097, 3, 41), (23082, 1, 65), (23082, 8, 7567)]","[([(12800, 3, 10), (7097, 3, 10), (12800, 8, 7567)], 0.0413, 'xrule'), ([(7097, 1, 65), (23082, 1, 65), (23082, 8, 7567)], -0.078099996, 'xrule'), ([(12800, 3, 9), (7097, 3, 9), (12800, 8, 7567)], -0.1426, 'xrule'), ([(24283, 1, 65), (24283, 8, 7567), (7097, 1, 65)], -0.1507, 'xrule'), ([(7097, 3, 41), (9633, 8, 7567), (9633, 3, 41)], -0.21949998, 'xrule')]",[6],6.0,[2.1686059881176334e-06],2.1686059881176334e-06,"(7097, 8, 7567)",13
1,0.011794748716056347,"[(8416, 3, 37), (24713, 3, 37), (23900, 2, 31), (24713, 3, 50), (5756, 3, 50), (24713, 8, 7410), (18934, 8, 7410), (18934, 3, 37), (5756, 2, 31), (8416, 8, 7410), (23900, 8, 7410), (5756, 3, 37)]","[([(23900, 2, 31), (5756, 2, 31), (23900, 8, 7410)], 0.019900002, 'xrule'), ([(24713, 8, 7410), (5756, 3, 37), (24713, 3, 37)], -0.031899996, 'xrule'), ([(24713, 3, 50), (24713, 8, 7410), (5756, 3, 50)], -0.050199993, 'xrule'), ([(18934, 8, 7410), (18934, 3, 37), (5756, 3, 37)], -0.057299994, 'xrule'), ([(8416, 3, 37), (5756, 3, 37), (8416, 8, 7410)], -0.06339999, 'xrule')]",[5],5.0,[1.1973531854891917e-06],1.1973531854891917e-06,"(5756, 8, 7410)",12
1,0.002314773853868246,"[(5447, 3, 10), (17698, 3, 519), (14701, 3, 10), (5447, 3, 9), (17698, 3, 78), (17698, 8, 7410), (17698, 3, 10), (14701, 3, 9), (5447, 3, 519), (5447, 3, 78), (14701, 8, 7410)]","[([(17698, 3, 78), (5447, 3, 78), (17698, 8, 7410)], 0.07879996, 'xrule'), ([(17698, 8, 7410), (17698, 3, 519), (5447, 3, 519)], -0.0066000223, 'xrule'), ([(14701, 3, 9), (14701, 8, 7410), (5447, 3, 9)], -0.023100019, 'xrule'), ([(5447, 3, 10), (14701, 3, 10), (14701, 8, 7410)], -0.02970004, 'xrule'), ([(5447, 3, 10), (17698, 8, 7410), (17698, 3, 10)], -0.050900042, 'xrule')]",[14],14.0,[2.040649889067936e-07],2.040649889067936e-07,"(5447, 8, 7410)",11
1,1.2339714885456488e-05,"[(16972, 11, 8038), (23538, 11, 8038), (23538, 4, 66), (6394, 3, 20), (20543, 3, 20), (23752, 11, 8038), (16972, 4, 66), (23752, 4, 66), (20543, 11, 8038), (6394, 4, 66), (16972, 3, 20)]","[([(6394, 3, 20), (16972, 11, 8038), (16972, 3, 20)], 0.0, 'xrule'), ([(20543, 11, 8038), (6394, 3, 20), (20543, 3, 20)], 0.0, 'xrule'), ([(16972, 11, 8038), (16972, 4, 66), (6394, 4, 66)], 0.0, 'xrule'), ([(23538, 11, 8038), (6394, 4, 66), (23538, 4, 66)], 0.0, 'xrule'), ([(23752, 11, 8038), (23752, 4, 66), (6394, 4, 66)], 0.0, 'xrule')]",[4],4.0,[0.013436304405331612],0.013436304405331612,"(6394, 11, 8038)",11
1,0.00013240447151474655,"[(13224, 3, 6), (13224, 11, 7956), (22045, 3, 6), (20519, 3, 6), (20757, 3, 6), (22045, 11, 7956), (24677, 3, 6), (24677, 11, 7956), (20519, 11, 7956), (5627, 3, 6), (20757, 11, 7956)]","[([(13224, 3, 6), (13224, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20519, 3, 6), (20519, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20757, 3, 6), (20757, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(22045, 3, 6), (22045, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(24677, 3, 6), (24677, 11, 7956), (5627, 3, 6)], 0.0, 'xrule')]",[1],1.0,[0.9991251826286316],0.9991251826286316,"(5627, 11, 7956)",11
1,2.1323852706700563e-05,"[(13012, 4, 66), (13012, 3, 40), (23089, 11, 7956), (10988, 3, 40), (13012, 11, 7956), (23089, 4, 66), (7125, 4, 66), (7125, 3, 40), (14020, 3, 40), (14020, 11, 7956), (10988, 11, 7956)]","[([(13012, 4, 66), (7125, 4, 66), (13012, 11, 7956)], 0.0, 'xrule'), ([(23089, 4, 66), (7125, 4, 66), (23089, 11, 7956)], 0.0, 'xrule'), ([(10988, 3, 40), (10988, 11, 7956), (7125, 3, 40)], 0.0, 'xrule'), ([(13012, 11, 7956), (13012, 3, 40), (7125, 3, 40)], 0.0, 'xrule'), ([(14020, 3, 40), (14020, 11, 7956), (7125, 3, 40)], 0.0, 'xrule')]",[1],1.0,[0.999914288520813],0.999914288520813,"(7125, 11, 7956)",11
