exp,new_scores,facts,new_ranks,original_score,new_score,new_rank,prediction,original_rank,exp_length
"[(43, 118, 774), (592, 127, 226), (592, 62, 226), (1088, 18, 1424), (7278, 66, 592), (226, 15, 592), (236, 37, 1928), (7278, 82, 1424), (773, 18, 1424), (1088, 118, 774), (43, 18, 1424), (226, 118, 774), (1928, 118, 774), (773, 118, 774), (7278, 179, 236)]",[0.9686855673789978],"[([(226, 15, 592), (592, 127, 226), (592, 62, 226), (226, 118, 774), (7278, 66, 592)], 0.014400002, 'xrule'), ([(7278, 82, 1424), (773, 18, 1424), (773, 118, 774)], 0.013700001, 'xrule'), ([(1088, 18, 1424), (7278, 82, 1424), (1088, 118, 774)], 0.012200002, 'xrule'), ([(1928, 118, 774), (236, 37, 1928), (7278, 179, 236)], 0.0053000003, 'xrule'), ([(43, 118, 774), (7278, 82, 1424), (43, 18, 1424)], 0.0052000023, 'xrule')]",[1],0.9920915365219116,0.9686855673789978,1.0,"(7278, 118, 774)",1,15
"[(6260, 38, 1864), (1864, 12, 1912), (6571, 45, 1912), (6260, 8, 8095), (3691, 232, 160), (6571, 3, 1912), (8095, 100, 160), (1912, 8, 6260), (1912, 8, 3691), (1912, 8, 6571), (3691, 8, 1912), (6571, 8, 6260), (1912, 38, 1864), (1912, 45, 6571), (6260, 8, 6571), (1912, 3, 3691), (6571, 8, 1912), (6260, 8, 1912), (1864, 1, 1912), (3691, 3, 1912), (8095, 8, 1912)]",[0.44071507453918457],"[([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (6260, 8, 8095), (3691, 3, 1912), (8095, 8, 1912)], 0.09290001, 'xrule'), ([(6260, 8, 8095), (3691, 232, 160), (8095, 100, 160)], 0.06290001, 'xrule'), ([(6260, 8, 6571), (1912, 8, 6571), (1912, 8, 3691), (1912, 3, 3691), (6571, 45, 1912), (3691, 8, 1912), (6571, 8, 1912), (6571, 8, 6260), (3691, 3, 1912), (6571, 3, 1912), (1912, 45, 6571)], 0.0519, 'xrule'), ([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (1912, 8, 6260), (3691, 3, 1912), (6260, 8, 1912)], 0.048100024, 'xrule'), ([(1912, 8, 3691), (6260, 38, 1864), (1864, 12, 1912), (1912, 3, 3691), (3691, 8, 1912), (1864, 1, 1912), (1912, 38, 1864), (3691, 3, 1912)], 0.040200025, 'xrule')]",[6],0.664778470993042,0.44071507453918457,6.0,"(6260, 8, 3691)",1,21
"[(1990, 10, 6946), (457, 182, 3202), (1501, 10, 1614), (1990, 10, 6045), (1614, 210, 3202), (7734, 210, 3202), (6946, 210, 3202), (6045, 27, 2197), (1501, 10, 6045), (1990, 10, 7734), (6045, 27, 1949), (1949, 19, 457), (7734, 27, 2197)]",[0.9479649066925049],"[([(1990, 10, 6946), (6946, 210, 3202), (1990, 10, 6045)], 0.051100016, 'xrule'), ([(7734, 210, 3202), (6045, 27, 2197), (7734, 27, 2197)], -0.0069999695, 'xrule'), ([(6045, 27, 1949), (457, 182, 3202), (1949, 19, 457)], -0.009599984, 'xrule'), ([(1990, 10, 7734), (7734, 210, 3202), (1990, 10, 6045)], -0.012099981, 'xrule'), ([(1614, 210, 3202), (1501, 10, 6045), (1501, 10, 1614)], -0.013699949, 'xrule')]",[1],0.9898172616958618,0.9479649066925049,1.0,"(6045, 210, 3202)",1,13
"[(236, 63, 8790), (410, 25, 62), (3139, 25, 62), (8790, 128, 90), (9105, 61, 3111), (3139, 108, 90), (8790, 61, 3111), (236, 44, 410), (8790, 213, 90), (3139, 129, 90), (8790, 129, 90), (5048, 25, 62), (236, 63, 5048), (236, 44, 8790), (3139, 208, 90), (9105, 25, 62), (3139, 166, 90), (236, 63, 9105), (8790, 166, 90), (3139, 128, 90)]",[0.993599534034729],"[([(236, 63, 5048), (236, 44, 8790), (236, 63, 8790), (5048, 25, 62)], 0.036000013, 'xrule'), ([(3139, 129, 90), (8790, 129, 90), (3139, 25, 62), (8790, 166, 90), (8790, 128, 90), (3139, 128, 90), (3139, 208, 90), (8790, 213, 90), (3139, 108, 90), (3139, 166, 90)], 0.004999995, 'xrule'), ([(236, 44, 8790), (236, 63, 8790), (236, 63, 9105), (9105, 25, 62)], -0.028400004, 'xrule'), ([(9105, 61, 3111), (8790, 61, 3111), (9105, 25, 62)], -0.029699981, 'xrule'), ([(236, 44, 8790), (236, 63, 8790), (236, 44, 410), (410, 25, 62)], -0.04790002, 'xrule')]",[1],0.9913109540939331,0.993599534034729,1.0,"(8790, 25, 62)",1,20
"[(7538, 25, 62), (6791, 61, 3111), (10578, 25, 62), (706, 89, 6791), (987, 16, 32), (32, 15, 13584), (13584, 25, 62), (32, 15, 6791), (7538, 61, 3111), (484, 89, 10578), (987, 25, 62), (706, 89, 10578), (484, 89, 6791)]",[0.9912449717521667],"[([(7538, 25, 62), (6791, 61, 3111), (7538, 61, 3111)], 0.0959, 'xrule'), ([(484, 89, 10578), (10578, 25, 62), (484, 89, 6791)], 0.0909, 'xrule'), ([(32, 15, 6791), (987, 25, 62), (987, 16, 32)], 0.0894, 'xrule'), ([(32, 15, 6791), (32, 15, 13584), (13584, 25, 62)], 0.0804, 'xrule'), ([(706, 89, 6791), (10578, 25, 62), (706, 89, 10578)], 0.0724, 'xrule')]",[1],0.990455687046051,0.9912449717521667,1.0,"(6791, 25, 62)",1,13
"[(3028, 58, 119), (119, 152, 637), (637, 152, 119), (8319, 159, 8194), (11158, 154, 2620), (13101, 154, 2620), (119, 15, 11158), (119, 15, 8194), (637, 154, 2620), (8319, 66, 8675), (119, 58, 637), (119, 58, 3028), (8675, 154, 2620), (3028, 154, 2620), (637, 58, 119), (119, 15, 13101)]",[0.28228726983070374],"[([(119, 15, 8194), (3028, 154, 2620), (119, 58, 3028), (3028, 58, 119)], 0.029299999, 'xrule'), ([(119, 15, 8194), (119, 15, 13101), (13101, 154, 2620)], 0.010699999, 'xrule'), ([(8319, 159, 8194), (8319, 66, 8675), (8675, 154, 2620)], 0.008099999, 'xrule'), ([(119, 15, 8194), (11158, 154, 2620), (119, 15, 11158)], 0.0029999986, 'xrule'), ([(119, 15, 8194), (119, 152, 637), (119, 58, 637), (637, 152, 119), (637, 58, 119), (637, 154, 2620)], 0.00090000033, 'xrule')]",[1],0.4746376872062683,0.28228726983070374,1.0,"(8194, 154, 2620)",1,16
"[(3138, 26, 1960), (738, 14, 160), (738, 26, 1960), (2154, 30, 1062), (738, 30, 1062), (1062, 7, 2154), (1062, 7, 738), (3138, 26, 990), (2154, 26, 990), (3138, 26, 64), (2154, 26, 64), (3138, 14, 160), (2154, 14, 160)]",[0.49328306317329407],"[([(3138, 26, 64), (2154, 26, 64), (3138, 26, 1960)], 0.013300002, 'xrule'), ([(3138, 26, 1960), (3138, 26, 990), (2154, 26, 990)], -0.0014000013, 'xrule'), ([(738, 14, 160), (738, 26, 1960), (2154, 14, 160)], -0.0053000003, 'xrule'), ([(738, 26, 1960), (2154, 30, 1062), (738, 30, 1062), (1062, 7, 2154), (1062, 7, 738)], -0.013500005, 'xrule'), ([(3138, 26, 1960), (3138, 14, 160), (2154, 14, 160)], -0.016599998, 'xrule')]",[3],0.6236992478370667,0.49328306317329407,3.0,"(2154, 26, 1960)",1,13
"[(8274, 13, 32), (6258, 28, 32), (7200, 28, 119), (7200, 26, 990), (9659, 13, 32), (6258, 31, 466), (7200, 26, 1098), (9659, 28, 32), (9800, 26, 1098), (8274, 26, 1098), (9659, 13, 119), (9800, 13, 32), (9800, 26, 990), (7200, 31, 466)]",[0.7800722122192383],"[([(6258, 28, 32), (6258, 31, 466), (7200, 31, 466)], 0.025700003, 'xrule'), ([(7200, 26, 1098), (9800, 13, 32), (9800, 26, 1098)], 0.016499996, 'xrule'), ([(8274, 13, 32), (8274, 26, 1098), (7200, 26, 1098)], 0.00030000508, 'xrule'), ([(7200, 28, 119), (9659, 13, 119), (9659, 13, 32), (9659, 28, 32)], -0.0034999996, 'xrule'), ([(7200, 26, 990), (9800, 13, 32), (9800, 26, 990)], -0.0072000027, 'xrule')]",[1],0.8547556400299072,0.7800722122192383,1.0,"(7200, 28, 32)",1,14
"[(784, 17, 862), (783, 119, 784), (801, 19, 46), (801, 17, 393), (783, 77, 784), (4433, 17, 393), (801, 17, 862), (1745, 17, 862), (784, 119, 783), (1745, 19, 46), (4433, 19, 46), (784, 77, 783), (783, 8, 4433), (4689, 17, 393), (4689, 17, 862)]",[0.9827332496643066],"[([(4433, 17, 393), (801, 17, 393), (801, 17, 862)], -0.022400007, 'xrule'), ([(4433, 19, 46), (801, 19, 46), (801, 17, 862)], -0.039800003, 'xrule'), ([(784, 17, 862), (784, 77, 783), (783, 119, 784), (783, 77, 784), (783, 8, 4433), (784, 119, 783)], -0.05350001, 'xrule'), ([(4433, 17, 393), (4689, 17, 393), (4689, 17, 862)], -0.06560001, 'xrule'), ([(4433, 19, 46), (1745, 19, 46), (1745, 17, 862)], -0.07090001, 'xrule')]",[1],0.9954941272735596,0.9827332496643066,1.0,"(4433, 17, 862)",1,15
"[(1374, 20, 1308), (1374, 20, 951), (529, 20, 6835), (529, 20, 7301), (529, 20, 1595), (8105, 52, 529), (1374, 20, 7301), (1374, 20, 6835), (529, 20, 1308), (1374, 20, 1595), (529, 20, 951)]",[0.533907413482666],"[([(1374, 20, 951), (8105, 52, 529), (529, 20, 951)], 0.3507, 'xrule'), ([(8105, 52, 529), (529, 20, 7301), (1374, 20, 7301)], 0.25039998, 'xrule'), ([(529, 20, 1308), (8105, 52, 529), (1374, 20, 1308)], 0.24709997, 'xrule'), ([(529, 20, 6835), (8105, 52, 529), (1374, 20, 6835)], 0.19489998, 'xrule'), ([(529, 20, 1595), (8105, 52, 529), (1374, 20, 1595)], 0.17509997, 'xrule')]",[1],0.8518562912940979,0.533907413482666,1.0,"(8105, 52, 1374)",1,11
"[(746, 13, 308), (2755, 13, 75), (2755, 13, 27), (2755, 13, 1682), (8011, 14, 160), (746, 14, 160), (746, 13, 27), (2755, 193, 27), (746, 13, 75), (8011, 13, 27), (8011, 13, 1682), (2755, 13, 308)]",[0.8870377540588379],"[([(2755, 193, 27), (2755, 13, 1682), (746, 13, 27), (2755, 13, 27)], 0.02790004, 'xrule'), ([(8011, 13, 27), (8011, 13, 1682), (746, 13, 27)], -0.008299947, 'xrule'), ([(2755, 13, 1682), (746, 13, 75), (2755, 13, 75)], -0.015299976, 'xrule'), ([(8011, 13, 1682), (8011, 14, 160), (746, 14, 160)], -0.0273, 'xrule'), ([(2755, 13, 1682), (746, 13, 308), (2755, 13, 308)], -0.032299995, 'xrule')]",[3],0.9694784283638,0.8870377540588379,3.0,"(746, 13, 1682)",1,12
"[(4851, 47, 1366), (1366, 19, 4851), (11195, 47, 2459), (5709, 20, 2459), (10740, 20, 52), (11195, 47, 1366), (10740, 20, 3125), (2329, 47, 3125), (2459, 19, 11195), (1366, 19, 11195), (5709, 20, 1366), (10740, 20, 2459), (10740, 20, 1328), (1328, 19, 4851), (52, 85, 434), (1366, 19, 2329), (1366, 85, 434), (4851, 47, 1328)]",[0.27228251099586487],"[([(2459, 19, 11195), (1366, 19, 11195), (10740, 20, 2459), (11195, 47, 2459), (11195, 47, 1366)], 0.036000013, 'xrule'), ([(10740, 20, 3125), (1366, 19, 2329), (2329, 47, 3125)], 0.034400046, 'xrule'), ([(5709, 20, 2459), (10740, 20, 2459), (5709, 20, 1366)], 0.03150004, 'xrule'), ([(4851, 47, 1366), (1366, 19, 4851), (10740, 20, 1328), (1328, 19, 4851), (4851, 47, 1328)], 0.02970004, 'xrule'), ([(52, 85, 434), (1366, 85, 434), (10740, 20, 52)], 0.02610004, 'xrule')]",[2],0.8317307829856873,0.27228251099586487,2.0,"(10740, 20, 1366)",1,18
"[(236, 63, 3557), (1467, 188, 1800), (2534, 101, 1467), (587, 89, 6614), (236, 44, 3557), (1800, 188, 1467), (3557, 101, 1467), (587, 112, 1800), (3183, 101, 1467), (6998, 23, 5214), (236, 44, 3183), (236, 44, 6998), (6614, 101, 1467), (2534, 23, 5214), (587, 89, 6998)]",[0.7384893298149109],"[([(236, 63, 3557), (3557, 101, 1467), (236, 44, 6998), (236, 44, 3557)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (6614, 101, 1467), (587, 89, 6614)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (1467, 188, 1800), (587, 112, 1800), (1800, 188, 1467)], 0.0021000002, 'xrule'), ([(2534, 101, 1467), (6998, 23, 5214), (2534, 23, 5214)], 0.00060000084, 'xrule'), ([(3183, 101, 1467), (236, 44, 3183), (236, 44, 6998)], 0.00060000084, 'xrule')]",[2],0.886987566947937,0.7384893298149109,2.0,"(6998, 101, 1467)",1,15
"[(11759, 98, 8248), (555, 98, 8248), (555, 98, 11218), (11759, 96, 10317), (11078, 98, 8248), (6543, 96, 10317), (11078, 96, 10317), (8714, 98, 11218), (8714, 98, 8248), (8714, 96, 10317), (6543, 98, 11218)]",[0.5569499731063843],"[([(555, 98, 8248), (555, 98, 11218), (6543, 98, 11218)], 0.025300004, 'xrule'), ([(11078, 98, 8248), (6543, 96, 10317), (11078, 96, 10317)], 0.025000006, 'xrule'), ([(8714, 98, 8248), (8714, 96, 10317), (6543, 96, 10317)], 0.024400003, 'xrule'), ([(11759, 96, 10317), (11759, 98, 8248), (6543, 96, 10317)], 0.0216, 'xrule'), ([(8714, 98, 11218), (8714, 98, 8248), (6543, 98, 11218)], 0.018800005, 'xrule')]",[3],0.9474917650222778,0.5569499731063843,3.0,"(6543, 98, 8248)",1,11
"[(999, 47, 3487), (4828, 17, 818), (3487, 17, 818), (7535, 100, 160), (2575, 17, 215), (2575, 100, 160), (7535, 17, 818), (3487, 17, 215), (3487, 19, 999), (2575, 17, 818), (7535, 19, 999), (4828, 17, 215)]",[0.6689888834953308],"[([(3487, 19, 999), (999, 47, 3487), (7535, 19, 999), (3487, 17, 215)], 0.027200043, 'xrule'), ([(2575, 17, 215), (2575, 17, 818), (7535, 17, 818)], 0.014100015, 'xrule'), ([(2575, 17, 215), (7535, 100, 160), (2575, 100, 160)], 0.012600005, 'xrule'), ([(4828, 17, 215), (7535, 17, 818), (4828, 17, 818)], -0.012199998, 'xrule'), ([(3487, 17, 818), (7535, 17, 818), (3487, 17, 215)], -0.05219996, 'xrule')]",[1],0.8892365097999573,0.6689888834953308,1.0,"(7535, 17, 215)",1,12
"[(2788, 8, 361), (267, 8, 8285), (361, 17, 862), (267, 8, 361), (1039, 8, 361), (361, 8, 2788), (4027, 17, 862), (4027, 48, 1124), (8285, 48, 1124), (361, 8, 267), (361, 8, 1039), (8285, 8, 1039), (3532, 17, 862), (2788, 8, 8285), (8285, 8, 267), (1039, 8, 8285), (3532, 48, 1124)]",[0.9100801348686218],"[([(361, 17, 862), (8285, 8, 1039), (1039, 8, 361), (1039, 8, 8285), (361, 8, 1039)], 0.2484, 'xrule'), ([(2788, 8, 361), (361, 17, 862), (2788, 8, 8285), (361, 8, 2788)], 0.2024, 'xrule'), ([(8285, 48, 1124), (3532, 17, 862), (3532, 48, 1124)], 0.1532, 'xrule'), ([(4027, 17, 862), (8285, 48, 1124), (4027, 48, 1124)], 0.14379999, 'xrule'), ([(267, 8, 8285), (361, 17, 862), (267, 8, 361), (8285, 8, 267), (361, 8, 267)], 0.0835, 'xrule')]",[1],0.9222087264060974,0.9100801348686218,1.0,"(8285, 17, 862)",1,17
"[(6402, 43, 141), (2467, 47, 6350), (1654, 47, 820), (11590, 19, 467), (6402, 19, 2467), (6350, 19, 3179), (820, 19, 3179), (6402, 19, 467), (6350, 19, 1654), (820, 43, 141), (820, 19, 1654), (6350, 19, 2467), (11590, 43, 141), (6350, 19, 467)]",[0.9965026378631592],"[([(6402, 43, 141), (6402, 19, 467), (6350, 19, 467)], 0.0011, 'xrule'), ([(6402, 43, 141), (2467, 47, 6350), (6350, 19, 2467), (6402, 19, 2467)], -0.0016999999, 'xrule'), ([(820, 19, 3179), (6350, 19, 3179), (820, 43, 141)], -0.0027, 'xrule'), ([(820, 19, 1654), (1654, 47, 820), (6350, 19, 1654), (820, 43, 141)], -0.0027, 'xrule'), ([(11590, 43, 141), (11590, 19, 467), (6350, 19, 467)], -0.0041999994, 'xrule')]",[1],0.9883594512939453,0.9965026378631592,1.0,"(6350, 43, 141)",1,14
"[(3105, 25, 62), (3105, 17, 1002), (8298, 17, 1002), (6183, 17, 2424), (6183, 25, 62), (8298, 17, 2424), (11406, 25, 62), (1756, 42, 6183), (11406, 17, 1002), (1756, 42, 8298), (6183, 19, 1198), (11406, 19, 1198)]",[0.7523435354232788],"[([(6183, 19, 1198), (11406, 17, 1002), (11406, 19, 1198)], 0.144, 'xrule'), ([(8298, 17, 1002), (1756, 42, 6183), (1756, 42, 8298)], 0.1354, 'xrule'), ([(8298, 17, 2424), (8298, 17, 1002), (6183, 17, 2424)], 0.09899999, 'xrule'), ([(3105, 17, 1002), (6183, 25, 62), (3105, 25, 62)], 0.059699982, 'xrule'), ([(11406, 25, 62), (11406, 17, 1002), (6183, 25, 62)], 0.039599985, 'xrule')]",[2],0.8010475039482117,0.7523435354232788,2.0,"(6183, 17, 1002)",1,12
"[(1892, 26, 342), (4419, 26, 64), (8377, 26, 342), (2066, 26, 64), (5802, 26, 342), (2066, 26, 342), (70, 26, 64), (1892, 26, 64), (4419, 26, 342), (5802, 26, 64), (70, 26, 342)]",[0.9266239404678345],"[([(70, 26, 64), (70, 26, 342), (8377, 26, 342)], 0.036700003, 'xrule'), ([(5802, 26, 64), (5802, 26, 342), (8377, 26, 342)], 0.034900002, 'xrule'), ([(4419, 26, 342), (4419, 26, 64), (8377, 26, 342)], 0.034, 'xrule'), ([(2066, 26, 64), (2066, 26, 342), (8377, 26, 342)], 0.0331, 'xrule'), ([(1892, 26, 64), (1892, 26, 342), (8377, 26, 342)], 0.0317, 'xrule')]",[2],0.9645830988883972,0.9266239404678345,2.0,"(8377, 26, 64)",1,11
"[(8706, 136, 1147), (5968, 26, 2948), (8706, 26, 1098), (1147, 3, 6810), (6810, 8, 1147), (1147, 159, 1630), (6810, 159, 1630), (5968, 26, 1098), (8706, 86, 410), (5968, 86, 410), (1147, 6, 8706), (5968, 86, 1630), (6810, 3, 1147), (8706, 26, 2948), (1147, 226, 1630), (410, 38, 8706), (410, 32, 5968), (1147, 38, 8706), (1147, 8, 6810)]",[0.14222532510757446],"[([(1147, 3, 6810), (6810, 8, 1147), (6810, 3, 1147), (6810, 159, 1630), (8706, 136, 1147), (1147, 38, 8706), (1147, 6, 8706), (1147, 8, 6810)], 0.078400016, 'xrule'), ([(1147, 159, 1630), (1147, 226, 1630), (1147, 38, 8706), (1147, 6, 8706), (8706, 136, 1147)], 0.07820001, 'xrule'), ([(8706, 26, 2948), (5968, 26, 2948), (5968, 86, 1630)], 0.07800001, 'xrule'), ([(8706, 86, 410), (410, 38, 8706), (5968, 86, 1630), (5968, 86, 410), (410, 32, 5968)], 0.077800006, 'xrule'), ([(8706, 26, 1098), (5968, 86, 1630), (5968, 26, 1098)], 0.055100024, 'xrule')]",[4],0.44494742155075073,0.14222532510757446,4.0,"(8706, 86, 1630)",1,19
"[(2664, 77, 2016), (4567, 25, 62), (212, 42, 8024), (8024, 25, 62), (1300, 42, 8024), (2664, 17, 1415), (2664, 41, 1300), (2016, 77, 2664), (212, 42, 4567), (2016, 38, 291), (212, 42, 2664), (291, 25, 62), (2664, 41, 212), (7965, 17, 1415), (7965, 25, 62)]",[0.994265615940094],"[([(291, 25, 62), (2664, 77, 2016), (2016, 38, 291), (2016, 77, 2664)], 0.09019998, 'xrule'), ([(1300, 42, 8024), (2664, 41, 1300), (8024, 25, 62)], 0.08429998, 'xrule'), ([(2664, 17, 1415), (7965, 17, 1415), (7965, 25, 62)], 0.0422, 'xrule'), ([(2664, 41, 212), (4567, 25, 62), (212, 42, 2664), (212, 42, 4567)], 0.03669998, 'xrule'), ([(2664, 41, 212), (212, 42, 8024), (212, 42, 2664), (8024, 25, 62)], -0.021699995, 'xrule')]",[1],0.9936367273330688,0.994265615940094,1.0,"(2664, 25, 62)",1,15
"[(5335, 26, 1098), (2272, 2, 403), (4826, 14, 2272), (5335, 14, 2272), (403, 26, 1098), (4826, 26, 1098), (1888, 26, 1098), (285, 7, 1888), (285, 7, 4826), (403, 14, 2272), (4826, 30, 285)]",[0.2754036486148834],"[([(4826, 26, 1098), (1888, 26, 1098), (4826, 14, 2272)], -0.006699994, 'xrule'), ([(4826, 30, 285), (285, 7, 1888), (4826, 14, 2272), (285, 7, 4826)], -0.0233, 'xrule'), ([(5335, 26, 1098), (1888, 26, 1098), (5335, 14, 2272)], -0.033099994, 'xrule'), ([(403, 14, 2272), (1888, 26, 1098), (2272, 2, 403), (403, 26, 1098)], -0.0467, 'xrule')]",[1],0.154959037899971,0.2754036486148834,1.0,"(1888, 14, 2272)",1,11
"[(10130, 131, 1928), (181, 219, 90), (181, 234, 90), (10130, 131, 274), (637, 206, 90), (10130, 131, 637), (637, 219, 90), (181, 139, 90), (181, 69, 4904), (637, 69, 4904), (2881, 29, 274), (637, 234, 90), (1928, 206, 90), (1928, 219, 90), (274, 219, 90), (1928, 234, 90), (274, 234, 90), (2881, 29, 181), (274, 139, 90), (181, 206, 90)]",[0.07233259826898575],"[([(10130, 131, 1928), (181, 219, 90), (181, 139, 90), (1928, 206, 90), (181, 234, 90), (1928, 234, 90), (1928, 219, 90), (181, 206, 90)], 0.10459995, 'xrule'), ([(181, 219, 90), (181, 139, 90), (181, 234, 90), (637, 206, 90), (10130, 131, 637), (637, 234, 90), (637, 219, 90), (181, 206, 90)], 0.052599967, 'xrule'), ([(2881, 29, 274), (10130, 131, 274), (2881, 29, 181)], 0.032899976, 'xrule'), ([(10130, 131, 637), (637, 69, 4904), (181, 69, 4904)], 0.028400004, 'xrule'), ([(181, 219, 90), (181, 139, 90), (181, 234, 90), (274, 234, 90), (10130, 131, 274), (274, 219, 90), (274, 139, 90), (181, 206, 90)], 0.006199956, 'xrule')]",[15],0.8042064309120178,0.07233259826898575,15.0,"(10130, 131, 181)",1,20
"[(1598, 26, 1098), (6087, 26, 1936), (9986, 26, 990), (906, 26, 1098), (2101, 26, 1098), (9986, 26, 1098), (6087, 26, 990), (3124, 26, 1098), (906, 26, 990), (1598, 26, 990), (3124, 26, 1936), (2101, 26, 990)]",[0.8724520206451416],"[([(9986, 26, 1098), (6087, 26, 990), (9986, 26, 990)], 0.093599975, 'xrule'), ([(3124, 26, 1936), (3124, 26, 1098), (6087, 26, 1936)], 0.09219998, 'xrule'), ([(906, 26, 1098), (6087, 26, 990), (906, 26, 990)], 0.08100003, 'xrule'), ([(6087, 26, 990), (2101, 26, 990), (2101, 26, 1098)], 0.07029998, 'xrule'), ([(1598, 26, 990), (6087, 26, 990), (1598, 26, 1098)], 0.06580001, 'xrule')]",[2],0.9066410064697266,0.8724520206451416,2.0,"(6087, 26, 1098)",1,12
"[(949, 48, 32), (12195, 48, 32), (7806, 24, 592), (949, 24, 592), (724, 66, 592), (949, 66, 592), (10600, 39, 592), (724, 48, 32), (3846, 13, 592), (3846, 13, 32), (10600, 66, 592), (7806, 48, 32), (7806, 66, 592), (10600, 48, 32)]",[0.018005575984716415],"[([(12195, 48, 32), (724, 48, 32), (724, 66, 592)], -0.027300008, 'xrule'), ([(3846, 13, 592), (12195, 48, 32), (3846, 13, 32)], -0.0384, 'xrule'), ([(10600, 39, 592), (12195, 48, 32), (10600, 48, 32), (10600, 66, 592)], -0.0436, 'xrule'), ([(7806, 48, 32), (7806, 66, 592), (12195, 48, 32), (7806, 24, 592)], -0.04760001, 'xrule'), ([(949, 48, 32), (949, 66, 592), (12195, 48, 32), (949, 24, 592)], -0.071200006, 'xrule')]",[15],0.08467242866754532,0.018005575984716415,15.0,"(12195, 66, 592)",1,14
"[(3381, 52, 7528), (3381, 20, 1742), (2028, 20, 9824), (1742, 138, 5659), (10650, 52, 7528), (10650, 52, 2028), (2028, 20, 11344), (3381, 20, 5659), (7528, 20, 9824), (2028, 20, 1742), (7528, 20, 11344)]",[0.6181701421737671],"[([(3381, 52, 7528), (10650, 52, 7528), (10650, 52, 2028)], 0.0034999999, 'xrule'), ([(3381, 52, 7528), (7528, 20, 9824), (2028, 20, 9824)], 0.0016000001, 'xrule'), ([(2028, 20, 11344), (3381, 52, 7528), (7528, 20, 11344)], 0.0014, 'xrule'), ([(2028, 20, 1742), (1742, 138, 5659), (3381, 20, 5659)], 0.00020000013, 'xrule'), ([(2028, 20, 1742), (3381, 20, 1742)], 0.0, 'xrule')]",[1],0.8979125618934631,0.6181701421737671,1.0,"(3381, 52, 2028)",1,11
"[(5771, 133, 32), (32, 87, 5176), (32, 87, 7635), (7635, 120, 791), (5176, 120, 791), (12905, 120, 791), (5771, 120, 791), (32, 87, 12905), (32, 87, 3936), (32, 87, 13370), (3936, 120, 791), (32, 15, 5771), (32, 15, 5176)]",[0.9959794282913208],"[([(32, 87, 13370), (7635, 120, 791), (32, 87, 7635)], -0.05759999, 'xrule'), ([(32, 87, 13370), (5176, 120, 791), (32, 87, 5176), (32, 15, 5176)], -0.06130001, 'xrule'), ([(32, 87, 13370), (5771, 133, 32), (5771, 120, 791), (32, 15, 5771)], -0.068100005, 'xrule'), ([(32, 87, 13370), (3936, 120, 791), (32, 87, 3936)], -0.0799, 'xrule'), ([(32, 87, 13370), (32, 87, 12905), (12905, 120, 791)], -0.08090001, 'xrule')]",[1],0.9951258301734924,0.9959794282913208,1.0,"(13370, 120, 791)",1,13
"[(579, 27, 889), (2565, 19, 7255), (358, 27, 889), (9150, 27, 2565), (2565, 19, 578), (889, 19, 578), (579, 27, 2565), (358, 27, 2565), (4208, 19, 578), (9150, 27, 889), (7255, 47, 4208)]",[0.43461331725120544],"[([(358, 27, 889), (358, 27, 2565), (2565, 19, 7255)], 0.100499995, 'xrule'), ([(579, 27, 889), (2565, 19, 7255), (579, 27, 2565)], 0.092999995, 'xrule'), ([(9150, 27, 889), (2565, 19, 7255), (9150, 27, 2565)], 0.07969999, 'xrule'), ([(889, 19, 578), (2565, 19, 7255), (2565, 19, 578)], 0.0795, 'xrule'), ([(889, 19, 578), (4208, 19, 578), (7255, 47, 4208)], 0.0782, 'xrule')]",[4],0.8706680536270142,0.43461331725120544,4.0,"(889, 19, 7255)",1,11
"[(10135, 17, 862), (7166, 17, 862), (8880, 17, 862), (10135, 43, 141), (8880, 43, 141), (7166, 43, 141), (8758, 17, 862), (7843, 43, 141), (13233, 43, 141), (8758, 43, 141), (13233, 17, 862)]",[0.5731886625289917],"[([(8880, 43, 141), (8880, 17, 862), (7843, 43, 141)], 0.006500001, 'xrule'), ([(7166, 43, 141), (7166, 17, 862), (7843, 43, 141)], 0.006500001, 'xrule'), ([(10135, 43, 141), (10135, 17, 862), (7843, 43, 141)], 0.004800001, 'xrule'), ([(13233, 17, 862), (13233, 43, 141), (7843, 43, 141)], 0.0046000006, 'xrule'), ([(8758, 17, 862), (8758, 43, 141), (7843, 43, 141)], -0.003999999, 'xrule')]",[2],0.8698863387107849,0.5731886625289917,2.0,"(7843, 17, 862)",1,11
