new_ranks,exp_length,exp,new_scores,original_rank,new_score,facts,new_rank,original_score,prediction
[17],8,"[(8643, 1, 7117), (7117, 9, 7118), (7049, 1, 7117), (7118, 1, 8643), (25743, 1, 7117), (7118, 1, 25743), (7049, 1, 7118), (7118, 9, 7117)]",[0.0028007300570607185],1,0.0028007300570607185,"[({(8643, 1, 7117)}, 0.2730494549082863, 'baseline'), ({(25743, 1, 7117)}, 0.007985035836012424, 'baseline'), ({(7118, 9, 7117)}, 0.005952279031702574, 'baseline'), ({(7049, 1, 7117)}, 0.0017099780585309852, 'baseline'), ({(7117, 9, 7118)}, -0.01642050316453047, 'baseline'), ({(7117, 1, 25743)}, -0.02498205477003763, 'baseline')]",17.0,0.94145667552948,"(7117, 1, 8643)"
[11533],6,"[(5175, 0, 5176), (32633, 0, 5176), (5175, 1, 6813), (5176, 1, 6813), (6813, 1, 32633), (32633, 1, 6813)]",[8.035483187995851e-05],1,8.035483187995851e-05,"[({(32633, 1, 6813)}, 0.18709151013953174, 'baseline'), ({(6813, 1, 32633)}, 0.13130037034723982, 'baseline'), ({(5175, 1, 6813)}, 0.10538570121203049, 'baseline'), ({(5176, 1, 6813)}, 0.025312344502360383, 'baseline')]",11533.0,0.9172292351722717,"(6813, 1, 5175)"
[7967],1,"[(4665, 1, 4666)]",[0.00013447090168483555],1,0.00013447090168483555,"[({(4665, 1, 4666)}, 0.4830421931273411, 'baseline')]",7967.0,0.9331414699554443,"(4666, 1, 4665)"
[2371],1,"[(30361, 1, 11813)]",[0.000519238063134253],1,0.000519238063134253,"[({(30361, 1, 11813)}, 0.016387383419545865, 'baseline')]",2371.0,0.9786085486412048,"(11813, 1, 30361)"
[3435],8,"[(10271, 1, 42), (11366, 1, 42), (4958, 1, 10271), (26527, 1, 11366), (10271, 1, 26527), (4958, 1, 11366), (42, 1, 11366), (11366, 1, 4958)]",[0.000180969582288526],1,0.000180969582288526,"[({(26527, 1, 11366)}, 0.24708203561180203, 'baseline'), ({(42, 1, 11366)}, 0.051904479928472386, 'baseline'), ({(11366, 1, 42)}, 0.027627627326046168, 'baseline'), ({(4958, 1, 11366)}, -0.002332945411529352, 'baseline'), ({(11366, 1, 4958)}, -0.005589981614562084, 'baseline')]",3435.0,0.8748989105224609,"(11366, 1, 26527)"
[4456],1,"[(22618, 1, 699)]",[7.304508471861482e-05],1,7.304508471861482e-05,"[({(22618, 1, 699)}, 0.915019680346867, 'baseline')]",4456.0,0.9501182436943054,"(699, 1, 22618)"
[28299],4,"[(12684, 1, 22584), (22585, 9, 22584), (22585, 1, 12684), (22584, 9, 22585)]",[1.3864832908438984e-05],1,1.3864832908438984e-05,"[({(12684, 1, 22584)}, 0.982327869340977, 'baseline'), ({(22584, 9, 22585)}, -0.00015308433272703505, 'baseline'), ({(22585, 9, 22584)}, -0.0038404660822955166, 'baseline')]",28299.0,0.969196081161499,"(22584, 1, 12684)"
[40493],8,"[(274, 1, 14534), (3712, 1, 10001), (6595, 1, 28826), (28826, 1, 274), (3712, 1, 28826), (274, 1, 28826), (10001, 1, 6595), (14534, 1, 3712)]",[7.638015517841268e-07],1,7.638015517841268e-07,"[({(3712, 1, 28826)}, 0.8355684754103391, 'baseline'), ({(274, 1, 28826)}, 0.002180079872992375, 'baseline'), ({(6595, 1, 28826)}, 0.0011787218704930795, 'baseline'), ({(28826, 1, 274)}, -0.015774090822568223, 'baseline')]",40493.0,0.9186691641807556,"(28826, 1, 3712)"
[434],3,"[(34810, 1, 16506), (16506, 1, 22728), (22728, 9, 34810)]",[2.825869705702644e-05],1,2.825869705702644e-05,"[({(16506, 1, 22728)}, 0.9655767583722769, 'baseline'), ({(22728, 9, 34810)}, -0.000931044165084592, 'baseline')]",434.0,0.978472113609314,"(22728, 1, 16506)"
[11613],5,"[(14509, 1, 14510), (21674, 1, 4547), (14509, 1, 21674), (4547, 1, 14510), (14510, 1, 4547)]",[6.242684321478009e-05],1,6.242684321478009e-05,"[({(21674, 1, 4547)}, 0.14990065545564693, 'baseline'), ({(14510, 1, 4547)}, 0.06322399805542389, 'baseline'), ({(4547, 1, 14510)}, 0.006308297602861506, 'baseline')]",11613.0,0.9718466401100159,"(4547, 1, 21674)"
[7435],11,"[(8310, 6, 2349), (11942, 6, 12531), (8310, 2, 4633), (8310, 6, 11942), (4632, 6, 12531), (8310, 6, 22600), (8310, 6, 8984), (11942, 6, 22600), (11942, 6, 8984), (4632, 2, 4633), (11942, 6, 2349)]",[0.0002190630475524813],1,0.0002190630475524813,"[({(8310, 6, 2349)}, 0.23896984340277513, 'baseline'), ({(8310, 2, 4633)}, 0.20675535071293683, 'baseline'), ({(8310, 6, 8984)}, 0.19593523010060426, 'baseline'), ({(8310, 6, 22600)}, 0.12333733881142195, 'baseline'), ({(8310, 6, 11942)}, 0.03020099826819387, 'baseline'), ({(8310, 6, 26961)}, 0.016512731968815714, 'baseline')]",7435.0,0.4837391674518585,"(8310, 6, 12531)"
[39279],1,"[(8641, 1, 19459)]",[2.521640908526024e-06],1,2.521640908526024e-06,"[({(8641, 1, 19459)}, 0.9989410551310037, 'baseline')]",39279.0,0.974579930305481,"(19459, 1, 8641)"
[11352],5,"[(757, 1, 17190), (8831, 1, 17190), (757, 0, 758), (8831, 0, 758), (17190, 1, 8831)]",[5.331359716365114e-05],1,5.331359716365114e-05,"[({(757, 1, 17190)}, 0.1273575230821022, 'baseline'), ({(17190, 1, 8831)}, 0.02521787114156899, 'baseline'), ({(8831, 1, 17190)}, -0.01917805248075525, 'baseline')]",11352.0,0.8933057188987732,"(17190, 1, 757)"
[4234],1,"[(28605, 1, 6067)]",[3.892602398991585e-05],1,3.892602398991585e-05,"[({(28605, 1, 6067)}, 0.9890210538303349, 'baseline')]",4234.0,0.8763036727905273,"(6067, 1, 28605)"
[1466],1,"[(27247, 1, 3929)]",[0.0006072937394492328],1,0.0006072937394492328,"[({(27247, 1, 3929)}, 0.21073309652824979, 'baseline')]",1466.0,0.9612560868263245,"(3929, 1, 27247)"
[30707],1,"[(7436, 1, 2887)]",[1.4086649571254384e-05],1,1.4086649571254384e-05,"[({(7436, 1, 2887)}, 0.5760183768554095, 'baseline')]",30707.0,0.9470379948616028,"(2887, 1, 7436)"
[1456],13,"[(2613, 1, 8734), (9950, 0, 8734), (8718, 0, 8734), (9950, 1, 12350), (23323, 1, 8733), (1538, 1, 8734), (36536, 0, 1538), (12350, 0, 1538), (8733, 0, 8734), (23323, 0, 1538), (8718, 1, 23984), (2613, 1, 36536), (23984, 0, 1538)]",[0.0002904213033616543],1,0.0002904213033616543,"[({(1538, 1, 8734)}, 0.24151043181673362, 'baseline'), ({(8733, 0, 8734)}, 0.034208933766161374, 'baseline'), ({(9950, 0, 8734)}, 0.02614466377915715, 'baseline'), ({(2613, 1, 8734)}, 0.011066059537812204, 'baseline'), ({(8718, 0, 8734)}, 0.0036008161862531077, 'baseline'), ({(25180, 0, 8734)}, -0.008611400672117455, 'baseline'), ({(8734, 1, 2613)}, -0.03225405983195601, 'baseline')]",1456.0,0.9375073909759521,"(8734, 1, 1538)"
[1880],1,"[(20700, 1, 17492)]",[0.00026600700221024454],1,0.00026600700221024454,"[({(20700, 1, 17492)}, 0.30334083359370867, 'baseline')]",1880.0,0.8671815395355225,"(17492, 1, 20700)"
[21989],5,"[(3647, 1, 3648), (3648, 1, 8714), (3647, 1, 23848), (8714, 1, 23848), (8714, 1, 3648)]",[1.6481835700687952e-05],1,1.6481835700687952e-05,"[({(3647, 1, 3648)}, 0.36221216280607116, 'baseline'), ({(8714, 1, 3648)}, -0.015068550657048173, 'baseline'), ({(3648, 1, 8714)}, -0.03316022924560471, 'baseline')]",21989.0,0.9578153491020203,"(3648, 1, 3647)"
[32802],1,"[(35514, 1, 15168)]",[1.1937060662603471e-05],1,1.1937060662603471e-05,"[({(35514, 1, 15168)}, 0.9749523308180249, 'baseline')]",32802.0,0.949526846408844,"(15168, 1, 35514)"
[11],6,"[(637, 8, 30419), (637, 8, 36622), (4502, 6, 4503), (30419, 2, 2580), (4503, 2, 2580), (4502, 6, 36622)]",[0.0019374617841094732],1,0.0019374617841094732,"[({(4502, 6, 36622)}, 0.1632972315311299, 'baseline'), ({(637, 8, 36622)}, 0.15118485239623883, 'baseline')]",11.0,0.673927366733551,"(36622, 2, 2580)"
[5667],8,"[(2834, 1, 2835), (7044, 1, 2834), (3447, 1, 7044), (2834, 1, 9780), (7044, 1, 3447), (9780, 1, 3447), (3447, 1, 2835), (2835, 1, 3447)]",[0.00013716734247282147],1,0.00013716734247282147,"[({(9780, 1, 3447)}, 0.17166552999341145, 'baseline'), ({(7044, 1, 3447)}, 0.10803739268467931, 'baseline'), ({(3447, 1, 7044)}, 0.08386919931767021, 'baseline'), ({(3447, 1, 2835)}, 0.030616144590824318, 'baseline'), ({(2835, 1, 3447)}, 0.020576636272205316, 'baseline')]",5667.0,0.9036061763763428,"(3447, 1, 9780)"
[2],3,"[(20385, 0, 184), (1038, 4, 20385), (1038, 4, 34310)]",[0.0059088668785989285],1,0.0059088668785989285,"[({(1038, 4, 34310)}, 0.16892744156984346, 'baseline')]",2.0,0.5521760582923889,"(34310, 0, 184)"
[22127],4,"[(4697, 1, 3857), (3858, 1, 3857), (3858, 1, 4697), (3857, 1, 4697)]",[1.7381864381604828e-05],1,1.7381864381604828e-05,"[({(3858, 1, 4697)}, 0.8405809281612261, 'baseline'), ({(3857, 1, 4697)}, 0.016006509730755455, 'baseline'), ({(4697, 1, 3857)}, -0.03323908620457941, 'baseline')]",22127.0,0.8556263446807861,"(4697, 1, 3858)"
[12285],1,"[(34337, 1, 624)]",[7.516924233641475e-05],1,7.516924233641475e-05,"[({(34337, 1, 624)}, 0.1574350997738314, 'baseline')]",12285.0,0.9748260378837585,"(624, 1, 34337)"
[27314],8,"[(27207, 1, 14841), (27207, 0, 11643), (14841, 1, 19445), (14841, 1, 27207), (11642, 0, 11643), (19445, 1, 14841), (19445, 0, 11643), (11642, 1, 14841)]",[1.3846374713466503e-05],1,1.3846374713466503e-05,"[({(11642, 1, 14841)}, 0.5333938431451382, 'baseline'), ({(14841, 1, 27207)}, 0.010513822492836805, 'baseline'), ({(14841, 1, 19445)}, 0.005961756196090597, 'baseline'), ({(27207, 1, 14841)}, 0.001554231134351303, 'baseline'), ({(19445, 1, 14841)}, -0.0019273954126909191, 'baseline')]",27314.0,0.9237152934074402,"(14841, 1, 11642)"
