#facts,original_score,facts,prediction,new_score,original_rank,new_ranks,new_rank,new_scores
4,0.9296045303344727,"[([(13633, 1, 4225)], 0.1095, 'xrule'), ([(4225, 1, 22136)], 0.04745976157499975, 'kelpie'), ([(4225, 1, 4226)], 0.04172668881672064, 'kelpie'), ([(4225, 1, 3916)], 0.029871205786470015, 'kelpie')]","(4225, 1, 13633)",0.0035277144925203174,1,"[26, 1123]",574.5,"[0.006568943616002798, 0.0004864853690378368]"
4,0.09593500196933746,"[([(4747, 5, 3149)], 0.00044501673668538686, 'kelpie'), ([(34665, 5, 3149), (4747, 5, 3149), (34665, 0, 22951)], -0.09909999, 'xrule'), ([(35121, 0, 22951), (4747, 5, 3149), (35121, 5, 3149)], -0.110999994, 'xrule'), ([(4747, 5, 3149), (22951, 5, 3149)], -0.1479, 'xrule')]","(4747, 0, 22951)",3.4504355426179245e-05,1,"[596, 10916]",5756.0,"[4.578852895065211e-05, 2.3220181901706383e-05]"
5,0.9246744513511658,"[([(20593, 1, 25852)], 0.98759997, 'xrule'), ([(20593, 1, 25852)], 0.8871408588648882, 'kelpie'), ([(25852, 0, 4103)], -0.005098302879241507, 'kelpie'), ([(20593, 1, 20592), (20592, 6, 25852), (20592, 1, 20593)], -0.0065000057, 'xrule'), ([(20592, 6, 25852)], -0.025764365738914285, 'kelpie')]","(25852, 1, 20593)",1.0563761406956473e-05,1,"[2477, 28740]",15608.5,"[1.4515710972773377e-05, 6.61181184113957e-06]"
4,0.9354263544082642,"[([(3453, 1, 31080)], 0.027936260176725, 'kelpie'), ([(3453, 1, 3452)], 0.0272606415266639, 'kelpie'), ([(3453, 1, 12867)], 0.0065160197715571225, 'kelpie'), ([(18417, 1, 3453)], 0.0038, 'xrule')]","(3453, 1, 18417)",0.0001686564410192659,1,"[14482, 4302]",9392.0,"[6.0368194681359455e-05, 0.00027694468735717237]"
5,0.8634375929832458,"[([(33665, 1, 22848)], 0.6801861972826596, 'kelpie'), ([(33665, 1, 22848)], 0.2824, 'xrule'), ([(6889, 1, 33665), (6889, 0, 239), (33665, 1, 6889), (22848, 0, 239)], 0.1535, 'xrule'), ([(22847, 1, 22848)], 0.022034267840649886, 'kelpie'), ([(22848, 1, 22847)], -0.0366019206425546, 'kelpie')]","(22848, 1, 33665)",1.9372088900126982e-05,1,"[8344, 23014]",15679.0,"[2.2705067749484442e-05, 1.6039110050769523e-05]"
6,0.9404630661010742,"[([(5116, 1, 15028)], 0.0957122250108083, 'kelpie'), ([(5116, 1, 15028)], 0.0393, 'xrule'), ([(15028, 1, 21701)], 0.02549848980592826, 'kelpie'), ([(5116, 1, 9495), (15028, 1, 21701), (9495, 1, 5116), (21701, 1, 9495), (9495, 1, 21701), (21701, 1, 15028)], 0.0246, 'xrule'), ([(16314, 1, 5117), (16314, 1, 15028), (5117, 1, 5116), (5117, 1, 16314), (5116, 1, 5117)], 0.021199998, 'xrule'), ([(15028, 1, 6422)], 0.01760635801363542, 'kelpie')]","(15028, 1, 5116)",4.985359373677056e-05,1,"[15030, 12144]",13587.0,"[4.4536056520882994e-05, 5.517113095265813e-05]"
3,0.9744139909744263,"[([(19664, 1, 6144)], 0.9921367675560109, 'kelpie'), ([(19664, 1, 6144)], 0.9759, 'xrule'), ([(6144, 0, 765)], -0.004609008376537797, 'kelpie')]","(6144, 1, 19664)",1.6356427295249887e-05,1,"[840, 10790]",5815.0,"[1.978938416868914e-05, 1.2923470421810634e-05]"
3,0.9725252389907837,"[([(15106, 1, 15107)], 0.9877, 'xrule'), ([(15106, 1, 15107)], 0.9855118303273636, 'kelpie'), ([(15107, 0, 24077)], -0.0013046460799187565, 'kelpie')]","(15107, 1, 15106)",1.1592647751967888e-05,1,"[4700, 14488]",9594.0,"[1.1982604519289453e-05, 1.1202690984646324e-05]"
4,0.9631841778755188,"[([(10360, 1, 758)], 0.5669401124778133, 'kelpie'), ([(10360, 1, 758)], 0.4445, 'xrule'), ([(758, 1, 10107)], -0.0187521176910521, 'kelpie'), ([(758, 1, 865)], -0.030408163618812614, 'kelpie')]","(758, 1, 10360)",0.002976161820697598,1,"[1761, 31]",896.0,"[0.00025653591728769243, 0.005695787724107504]"
4,0.9073452353477478,"[([(10508, 1, 24179)], 0.7876400817161104, 'kelpie'), ([(10508, 1, 24179)], 0.51089996, 'xrule'), ([(24178, 1, 24179)], 0.034161846137549495, 'kelpie'), ([(24179, 1, 24178)], -0.03035481743534734, 'kelpie')]","(24179, 1, 10508)",0.00010125967310159467,1,"[23231, 696]",11963.5,"[1.7611942894291133e-05, 0.0001849074033088982]"
6,0.9587638974189758,"[([(21981, 9, 9303)], 0.7891, 'xrule'), ([(21981, 9, 9303)], 0.671118542556141, 'kelpie'), ([(9303, 1, 26071), (26071, 1, 21981), (21981, 1, 26071)], 0.20120001, 'xrule'), ([(26627, 1, 9303)], 0.003932575652428161, 'kelpie'), ([(9303, 5, 6166)], 0.0038879317774609718, 'kelpie'), ([(9303, 0, 6139), (21981, 0, 6139)], -0.13560003, 'xrule')]","(9303, 9, 21981)",1.0493607760508894e-05,1,"[33435, 21104]",27269.5,"[6.738624051649822e-06, 1.4248591469367966e-05]"
5,0.28957507014274597,"[([(33711, 5, 9528)], 0.6131748996079811, 'kelpie'), ([(33711, 0, 21113), (19256, 5, 19257), (19256, 0, 21113)], 0.0, 'xrule'), ([(21113, 1, 9528), (21113, 5, 19257), (33711, 5, 9528), (21113, 1, 19257), (19257, 1, 21113), (21113, 5, 9528), (9528, 1, 21113)], 0.0, 'xrule'), ([(27098, 5, 19257), (33711, 5, 9528), (27098, 5, 9528)], 0.0, 'xrule'), ([(33711, 0, 21113)], -0.09386875199677563, 'kelpie')]","(33711, 5, 19257)",0.0007331768574658781,1,"[55, 123]",89.0,"[0.0009271791204810143, 0.000539174594450742]"
3,0.9478031992912292,"[([(33545, 1, 18247)], 0.981, 'xrule'), ([(33545, 1, 18247)], 0.9802640584437202, 'kelpie'), ([(18247, 0, 9486)], 0.003078798703854217, 'kelpie')]","(18247, 1, 33545)",6.393577905328129e-06,1,"[24672, 27321]",25996.5,"[5.739343578170519e-06, 7.0478122324857395e-06]"
5,0.19860407710075378,"[([(20114, 6, 20115)], 0.056734076712528086, 'kelpie'), ([(20114, 6, 22561), (20114, 6, 20115), (22561, 2, 2580)], -0.00019999995, 'xrule'), ([(8813, 2, 2580), (20114, 6, 8813), (20114, 6, 20115)], -0.00029999996, 'xrule'), ([(30667, 2, 2580), (20114, 6, 20115), (20114, 6, 30667)], -0.00029999996, 'xrule'), ([(12790, 8, 20115)], -0.024182134356885033, 'kelpie')]","(20115, 2, 2580)",0.0008500952390022576,1,"[14, 32]",23.0,"[0.0009228104026988149, 0.0007773800753057003]"
6,0.9537962079048157,"[([(15927, 1, 23239)], 0.6985983703065519, 'kelpie'), ([(15927, 1, 23239)], 0.60760003, 'xrule'), ([(23239, 0, 708), (708, 1, 15927), (15927, 1, 708)], 0.5418, 'xrule'), ([(15927, 0, 1786), (1786, 1, 23239), (23239, 1, 1786)], 0.3269, 'xrule'), ([(23239, 1, 1786)], 0.05993304681655862, 'kelpie'), ([(1786, 1, 23239)], 0.018050889446949308, 'kelpie')]","(23239, 1, 15927)",4.9523947382112965e-05,1,"[13146, 12729]",12937.5,"[4.027599425171502e-05, 5.877190051251091e-05]"
6,0.926688015460968,"[([(18054, 1, 13338)], 0.7841748463946481, 'kelpie'), ([(18054, 1, 13338)], 0.1353, 'xrule'), ([(9357, 1, 13338)], 0.018054942543763892, 'kelpie'), ([(13338, 1, 13339)], 0.00628254837402499, 'kelpie'), ([(35743, 5, 2060), (2060, 0, 18054), (35743, 0, 13338)], -0.018399999, 'xrule'), ([(14307, 1, 16747), (16747, 0, 18054), (16747, 1, 14307), (14307, 0, 13338)], -0.042700008, 'xrule')]","(13338, 1, 18054)",2.2080611870478606e-05,1,"[36950, 19957]",28453.5,"[6.584809852938633e-06, 3.757641388801858e-05]"
4,0.8343851566314697,"[([(865, 1, 9806)], 0.09753368335692897, 'kelpie'), ([(865, 1, 5214)], 0.08827690317398065, 'kelpie'), ([(17946, 1, 865)], 0.0448, 'xrule'), ([(865, 1, 22330)], 0.03250304882486701, 'kelpie')]","(865, 1, 17946)",6.603649580938509e-05,1,"[27463, 9672]",18567.5,"[2.0083387425984256e-05, 0.00011198960419278592]"
4,0.9717803597450256,"[([(2443, 1, 12141)], 0.995, 'xrule'), ([(2443, 1, 12141)], 0.9919258863009673, 'kelpie'), ([(12141, 0, 3556), (1058, 0, 3556), (2443, 1, 1058), (1058, 1, 2443)], 0.0009999871, 'xrule'), ([(12141, 0, 3556)], -0.0022627907102215606, 'kelpie')]","(12141, 1, 2443)",1.7899217255035182e-05,1,"[666, 7349]",4007.5,"[2.0899220544379205e-05, 1.489921396569116e-05]"
6,0.9874051213264465,"[([(6242, 1, 27198)], 0.9855, 'xrule'), ([(6242, 1, 27198)], 0.8503658652045858, 'kelpie'), ([(19791, 9, 27198)], 0.00023595518511600826, 'kelpie'), ([(27198, 9, 19791)], -0.0006681876974376311, 'kelpie'), ([(19791, 0, 19507), (19507, 1, 6242), (6242, 1, 19507), (19791, 9, 27198), (27198, 9, 19791)], -0.0012000203, 'xrule'), ([(19791, 9, 27198), (6242, 1, 19791), (19791, 1, 6242), (27198, 9, 19791)], -0.0013999939, 'xrule')]","(27198, 1, 6242)",4.9440329803474015e-06,1,"[32201, 31058]",31629.5,"[4.034670837427257e-06, 5.853395123267546e-06]"
4,0.04805701971054077,"[([(33234, 2, 4090)], 0.07794964596467459, 'kelpie'), ([(33234, 2, 4090), (22856, 2, 2524), (22856, 2, 4090)], -0.4659, 'xrule'), ([(33234, 2, 4090), (30328, 2, 4090), (30328, 2, 2524)], -0.5704, 'xrule'), ([(33234, 2, 4090), (30693, 2, 2524), (30693, 2, 4090)], -0.6251, 'xrule')]","(33234, 2, 2524)",0.001667911565164104,1,"[15, 13]",14.0,"[0.0008834321633912623, 0.002452390966936946]"
6,0.9453070163726807,"[([(19427, 1, 18272)], 0.23028431417731876, 'kelpie'), ([(19427, 1, 18272)], 0.1104, 'xrule'), ([(19427, 5, 914), (170, 5, 914), (18272, 1, 170), (170, 1, 18272)], 0.075100005, 'xrule'), ([(18272, 1, 170)], 0.04234067625916938, 'kelpie'), ([(170, 1, 18272)], 0.04207901188461747, 'kelpie'), ([(19427, 1, 169), (18272, 1, 170), (169, 1, 170), (169, 1, 19427), (170, 1, 169), (170, 1, 18272)], 0.014399998, 'xrule')]","(18272, 1, 19427)",0.0002290882184752263,1,"[3316, 497]",1906.5,"[0.00012376175436656922, 0.0003344146825838834]"
2,0.72646164894104,"[([(23961, 5, 6776)], 0.9421926636990633, 'kelpie'), ([(23961, 5, 6776)], 0.8941, 'xrule')]","(23961, 0, 6776)",1.3844145996699808e-05,1,"[34475, 20782]",27628.5,"[9.39598885452142e-06, 1.8292303138878196e-05]"
4,0.8955927491188049,"[([(15159, 1, 3072)], 0.4463, 'xrule'), ([(3072, 1, 2011)], 0.04843757577334884, 'kelpie'), ([(3072, 1, 3073)], 0.0035351318914883796, 'kelpie'), ([(3072, 1, 17453)], -0.015847404518788893, 'kelpie')]","(3072, 1, 15159)",8.313407124660444e-05,1,"[5219, 34101]",19660.0,"[0.00015722772513981909, 9.040417353389785e-06]"
6,0.94145667552948,"[([(8643, 1, 7117)], 0.87920004, 'xrule'), ([(7118, 1, 8643), (7118, 9, 7117), (7117, 9, 7118), (8643, 1, 7118)], 0.7047, 'xrule'), ([(7049, 1, 7118), (7118, 1, 7049), (7049, 1, 7117), (7118, 1, 8643), (8643, 1, 7118)], 0.7022, 'xrule'), ([(8643, 1, 7117)], 0.2730494549082863, 'kelpie'), ([(25743, 1, 7117)], 0.007985035836012424, 'kelpie'), ([(7117, 1, 25743)], -0.02498205477003763, 'kelpie')]","(7117, 1, 8643)",8.067111775744706e-05,1,"[8260, 2642]",5451.0,"[4.138478107051924e-05, 0.00011995745444437489]"
6,0.9172292351722717,"[([(5175, 1, 6813)], 0.69699997, 'xrule'), ([(32633, 0, 5176), (32633, 1, 6813), (6813, 1, 32633), (5175, 0, 5176)], 0.53999996, 'xrule'), ([(32633, 1, 6813)], 0.18709151013953174, 'kelpie'), ([(6813, 1, 32633)], 0.13130037034723982, 'kelpie'), ([(5176, 1, 6813), (5175, 0, 5176)], 0.10679996, 'xrule'), ([(6813, 1, 15174)], -0.014248271525787922, 'kelpie')]","(6813, 1, 5175)",6.93986912665423e-05,1,"[10780, 11061]",10920.5,"[6.918930012034252e-05, 6.960808241274208e-05]"
4,0.9331414699554443,"[([(4665, 1, 4666)], 0.5058, 'xrule'), ([(4666, 1, 16479)], 0.030354659038494533, 'kelpie'), ([(4666, 1, 18098)], 0.00853554435772165, 'kelpie'), ([(4666, 1, 6717)], -0.016205568835662255, 'kelpie')]","(4666, 1, 4665)",4.6071148972259834e-05,1,"[23899, 19126]",21512.5,"[3.7269248423399404e-05, 5.4873049521120265e-05]"
4,0.9786085486412048,"[([(30361, 1, 11813)], 0.2377, 'xrule'), ([(11813, 1, 229)], 0.034953515028976284, 'kelpie'), ([(11813, 1, 11814)], 0.021879832220088984, 'kelpie'), ([(11813, 1, 230)], 0.015106837201249577, 'kelpie')]","(11813, 1, 30361)",0.00033481822174508125,1,"[6423, 3048]",4735.5,"[0.000222614937229082, 0.0004470215062610805]"
6,0.8748989105224609,"[([(26527, 1, 11366)], 0.3193, 'xrule'), ([(4958, 1, 11366), (4958, 1, 10271), (10271, 1, 4958), (26527, 1, 10271), (11366, 1, 4958), (10271, 1, 26527)], 0.24519998, 'xrule'), ([(10271, 1, 42), (11366, 1, 42), (42, 1, 11366), (26527, 1, 10271), (42, 1, 10271), (10271, 1, 26527)], 0.1678, 'xrule'), ([(11366, 1, 42)], 0.027627627326046168, 'kelpie'), ([(11366, 1, 16023)], -0.0041110711915940505, 'kelpie'), ([(11366, 1, 4958)], -0.005589981614562084, 'kelpie')]","(11366, 1, 26527)",0.00016590221275691874,1,"[1587, 29417]",15502.0,"[0.0003147384850308299, 1.706594048300758e-05]"
4,0.9501182436943054,"[([(22618, 1, 699)], 0.9681, 'xrule'), ([(22618, 1, 699)], 0.915019680346867, 'kelpie'), ([(699, 0, 14921)], -0.03218742183426376, 'kelpie'), ([(699, 0, 700)], -0.033619602259661985, 'kelpie')]","(699, 1, 22618)",9.059759804586065e-06,1,"[28276, 10313]",19294.5,"[4.952541075908812e-06, 1.3166978533263318e-05]"
5,0.969196081161499,"[([(12684, 1, 22584)], 0.982327869340977, 'kelpie'), ([(12684, 1, 22584)], 0.27539998, 'xrule'), ([(12684, 1, 22585), (22585, 9, 22584), (22585, 1, 12684), (22584, 9, 22585)], 0.017699957, 'xrule'), ([(22584, 0, 3362)], 0.0011388463497511118, 'kelpie'), ([(22584, 9, 22585)], -0.00015308433272703505, 'kelpie')]","(22584, 1, 12684)",1.5444986729562515e-05,1,"[9311, 2824]",6067.5,"[9.704764124762733e-06, 2.1185209334362298e-05]"
6,0.9186691641807556,"[([(3712, 1, 28826)], 0.8355684754103391, 'kelpie'), ([(3712, 1, 28826)], 0.8219, 'xrule'), ([(3712, 1, 10001), (6595, 1, 28826), (10001, 1, 3712), (6595, 1, 10001), (10001, 1, 6595)], 0.14100003, 'xrule'), ([(274, 1, 28826)], 0.002180079872992375, 'kelpie'), ([(6595, 1, 28826)], 0.0011787218704930795, 'kelpie'), ([(274, 1, 14534), (14534, 1, 274), (274, 1, 28826), (3712, 1, 14534), (28826, 1, 274), (14534, 1, 3712)], -0.16799998, 'xrule')]","(28826, 1, 3712)",2.4767186346252856e-06,1,"[38768, 37616]",38192.0,"[1.8782876622935873e-06, 3.075149606956984e-06]"
4,0.978472113609314,"[([(16506, 1, 22728)], 0.9655767583722769, 'kelpie'), ([(16506, 1, 22728)], 0.94170004, 'xrule'), ([(22728, 9, 34810)], -0.000931044165084592, 'kelpie'), ([(34810, 1, 16506), (16506, 1, 34810), (22728, 9, 34810)], -0.050300002, 'xrule')]","(22728, 1, 16506)",8.3352558704064e-06,1,"[25120, 14910]",20015.0,"[5.639176833938109e-06, 1.103133490687469e-05]"
5,0.9718466401100159,"[([(21674, 1, 4547)], 0.1591, 'xrule'), ([(4547, 1, 14510), (14509, 1, 14510), (14510, 1, 4547), (14509, 1, 21674), (21674, 1, 14509), (14510, 1, 14509)], 0.093899995, 'xrule'), ([(4547, 1, 10478)], 0.024858991561421247, 'kelpie'), ([(4547, 1, 15694)], 0.010742942756932165, 'kelpie'), ([(4547, 1, 6104)], 0.0067929429322837395, 'kelpie')]","(4547, 1, 21674)",0.0002145264279533876,1,"[19762, 2266]",11014.0,"[4.6607685362687334e-05, 0.0003824451705440879]"
6,0.4837391674518585,"[([(8310, 6, 2349)], 0.23896984340277513, 'kelpie'), ([(8310, 6, 8984)], 0.19593523010060426, 'kelpie'), ([(8310, 6, 22600)], 0.12333733881142195, 'kelpie'), ([(4632, 6, 26961), (8310, 6, 26961), (4632, 6, 12531)], 0.0036, 'xrule'), ([(8310, 6, 2349), (4632, 6, 2349), (4632, 6, 12531)], 0.0033, 'xrule'), ([(4632, 6, 12531), (2724, 4, 8310), (2724, 4, 4632)], 0.0032, 'xrule')]","(8310, 6, 12531)",0.0016828053339850157,1,"[4113, 253]",2183.0,"[0.0002711887354962528, 0.0030944219324737787]"
3,0.974579930305481,"[([(8641, 1, 19459)], 0.9989410551310037, 'kelpie'), ([(8641, 1, 19459)], 0.9761, 'xrule'), ([(19459, 0, 13984)], 0.000992636172743089, 'kelpie')]","(19459, 1, 8641)",1.8171083411289146e-06,1,"[38365, 39797]",39081.0,"[2.0651939394156216e-06, 1.5690227428422077e-06]"
5,0.8933057188987732,"[([(757, 1, 17190)], 0.1273575230821022, 'kelpie'), ([(17190, 1, 8831)], 0.02521787114156899, 'kelpie'), ([(17190, 1, 22330)], 0.01702109997497083, 'kelpie'), ([(757, 1, 17190)], 0.0139, 'xrule'), ([(17190, 1, 8831), (8831, 1, 17190), (757, 0, 758), (8831, 0, 758)], -0.226, 'xrule')]","(17190, 1, 757)",6.615104211959988e-05,1,"[11635, 11083]",11359.0,"[5.860617966391146e-05, 7.36959045752883e-05]"
3,0.8763036727905273,"[([(28605, 1, 6067)], 0.99619997, 'xrule'), ([(28605, 1, 6067)], 0.9890210538303349, 'kelpie'), ([(6067, 0, 4724)], -0.0015169578140370565, 'kelpie')]","(6067, 1, 28605)",9.034115237227525e-06,1,"[22445, 12952]",17698.5,"[6.199176368681947e-06, 1.1869054105773102e-05]"
5,0.9612560868263245,"[([(27247, 1, 3929)], 0.039199997, 'xrule'), ([(3929, 1, 12915)], 0.019356707987069642, 'kelpie'), ([(3929, 1, 19718)], -0.01924147179413705, 'kelpie'), ([(3929, 1, 2716)], -0.020045180827355884, 'kelpie'), ([(21238, 5, 7581), (21238, 0, 3929), (7581, 6, 27247)], -0.0438, 'xrule')]","(3929, 1, 27247)",0.00011191739758942276,1,"[6532, 10891]",8711.5,"[0.00014554426888935268, 7.829052628949285e-05]"
4,0.9470379948616028,"[([(7436, 1, 2887)], 0.653, 'xrule'), ([(7436, 1, 2887)], 0.5760183768554095, 'kelpie'), ([(2887, 1, 2888)], 0.013255576583615388, 'kelpie'), ([(2887, 1, 16075)], -0.02589513831138339, 'kelpie')]","(2887, 1, 7436)",0.000197231478523463,1,"[1670, 24894]",13282.0,"[0.00035811096313409507, 3.635199391283095e-05]"
6,0.9375073909759521,"[([(1538, 1, 8734)], 0.62549996, 'xrule'), ([(1537, 1, 25180), (25180, 0, 8734), (25180, 1, 1537), (1537, 0, 1538)], 0.4982, 'xrule'), ([(28868, 0, 8734), (28868, 1, 23323), (23323, 1, 28868), (23323, 0, 1538)], 0.2873, 'xrule'), ([(1538, 1, 8734)], 0.24151043181673362, 'kelpie'), ([(8733, 0, 8734)], 0.034208933766161374, 'kelpie'), ([(8734, 1, 2613)], -0.03225405983195601, 'kelpie')]","(8734, 1, 1538)",0.002734054811298847,1,"[255, 29]",142.0,"[0.0009577414020895958, 0.004510368220508099]"
4,0.8671815395355225,"[([(20700, 1, 17492)], 0.4866, 'xrule'), ([(20700, 1, 17492)], 0.30334083359370867, 'kelpie'), ([(26805, 1, 17492)], 0.045726518119249854, 'kelpie'), ([(17492, 1, 26805)], -0.030555446676378776, 'kelpie')]","(17492, 1, 20700)",0.0001177704834844917,1,"[3757, 4416]",4086.5,"[0.0001222412392962724, 0.00011329972767271101]"
6,0.9578153491020203,"[([(3647, 1, 3648)], 0.36221216280607116, 'kelpie'), ([(3647, 1, 3648)], 0.2824, 'xrule'), ([(8714, 1, 3648)], -0.015068550657048173, 'kelpie'), ([(3648, 1, 8714)], -0.03316022924560471, 'kelpie'), ([(8713, 1, 8714), (8713, 1, 3647), (3647, 1, 8713), (8714, 1, 8713), (3648, 1, 8714), (8714, 1, 3648)], -0.596, 'xrule'), ([(3647, 1, 11438), (8714, 1, 3648), (3648, 1, 8714), (8714, 1, 11438), (11438, 1, 8714), (11438, 1, 3647)], -0.7137, 'xrule')]","(3648, 1, 3647)",3.873566311085597e-05,1,"[2716, 29105]",15910.5,"[6.452952948166057e-05, 1.2941796740051359e-05]"
3,0.949526846408844,"[([(35514, 1, 15168)], 0.9749523308180249, 'kelpie'), ([(35514, 1, 15168)], 0.9438, 'xrule'), ([(15168, 0, 4807)], -0.001664598496201265, 'kelpie')]","(15168, 1, 35514)",1.4302482213679468e-05,1,"[6192, 4671]",5431.5,"[1.0937424121948425e-05, 1.7667540305410512e-05]"
5,0.673927366733551,"[([(4502, 6, 36622)], 0.1632972315311299, 'kelpie'), ([(637, 8, 36622)], 0.15118485239623883, 'kelpie'), ([(637, 8, 36622), (30955, 2, 2580), (637, 8, 30955)], 0.0018000001, 'xrule'), ([(637, 8, 36622), (637, 8, 2579), (2579, 2, 2580)], 0.0013000001, 'xrule'), ([(637, 8, 36622), (637, 8, 30419), (30419, 2, 2580)], 0.0012, 'xrule')]","(36622, 2, 2580)",0.0008515414665453136,1,"[14, 34]",24.0,"[0.0009280664380639791, 0.000775016495026648]"
6,0.9036061763763428,"[([(9780, 1, 3447)], 0.3527, 'xrule'), ([(2834, 1, 2835), (9780, 1, 2834), (2835, 1, 2834), (2835, 1, 3447), (3447, 1, 2835), (2834, 1, 9780)], 0.2251, 'xrule'), ([(9780, 1, 3447)], 0.17166552999341145, 'kelpie'), ([(3447, 1, 7044)], 0.08386919931767021, 'kelpie'), ([(3447, 1, 2835)], 0.030616144590824318, 'kelpie'), ([(9780, 1, 2834), (2834, 1, 7044), (7044, 1, 3447), (7044, 1, 2834), (3447, 1, 7044), (2834, 1, 9780)], -0.041500002, 'xrule')]","(3447, 1, 9780)",6.217769259819761e-05,1,"[16114, 11915]",14014.5,"[5.285677616484463e-05, 7.149860903155059e-05]"
2,0.5521760582923889,"[([(1038, 4, 34310)], 0.16892744156984346, 'kelpie'), ([(34310, 4, 34311)], 0.06425822802874748, 'kelpie')]","(34310, 0, 184)",0.0002285661466885358,1,"[12, 6]",9.0,"[0.00020440496155060828, 0.00025272733182646334]"
5,0.8556263446807861,"[([(3858, 1, 4697)], 0.8405809281612261, 'kelpie'), ([(3858, 1, 4697)], 0.4432, 'xrule'), ([(3857, 1, 4697)], 0.016006509730755455, 'kelpie'), ([(4697, 0, 1128)], -0.01603831821980627, 'kelpie'), ([(4697, 1, 3857), (3858, 1, 3857), (3857, 1, 3858), (3857, 1, 4697)], -0.5532, 'xrule')]","(4697, 1, 3858)",5.007102004128683e-06,1,"[36103, 27181]",31642.0,"[2.9264422209962504e-06, 7.087761787261115e-06]"
4,0.9748260378837585,"[([(34337, 1, 624)], 0.3552, 'xrule'), ([(624, 1, 10480)], 0.06193397470815745, 'kelpie'), ([(624, 1, 8099)], 0.045571069218985454, 'kelpie'), ([(624, 1, 623)], 0.044532041062642795, 'kelpie')]","(624, 1, 34337)",4.925006942357868e-05,1,"[16927, 22141]",19534.0,"[6.524569471366704e-05, 3.3254444133490324e-05]"
6,0.9237152934074402,"[([(11642, 1, 14841)], 0.5333938431451382, 'kelpie'), ([(11642, 1, 14841)], 0.3636, 'xrule'), ([(14841, 1, 27207)], 0.010513822492836805, 'kelpie'), ([(14841, 1, 27207), (27207, 1, 14841), (11642, 0, 11643), (27207, 0, 11643)], 0.008300006, 'xrule'), ([(14841, 1, 19445)], 0.005961756196090597, 'kelpie'), ([(11642, 0, 11643), (14841, 1, 19445), (19445, 1, 14841), (19445, 0, 11643)], 9.998679e-05, 'xrule')]","(14841, 1, 11642)",2.9955744139442686e-05,1,"[10519, 16933]",13726.0,"[3.867360283038579e-05, 2.1237885448499583e-05]"
