new_score,exp,exp_length,original_score,original_rank,new_rank,prediction,new_scores,new_ranks,facts
3.4548913390608504e-05,"[(15028, 1, 21701), (5117, 1, 16314), (15028, 1, 6422), (16314, 1, 15028), (16314, 1, 3999), (15527, 1, 16314), (3999, 1, 16314), (5117, 1, 6422), (6422, 1, 5117), (21701, 1, 15028), (21701, 1, 3999), (15527, 1, 21701), (16314, 1, 15527), (3999, 1, 21701), (3999, 1, 6422), (16314, 1, 5117), (6422, 1, 15028), (21701, 1, 15527), (6422, 1, 3999)]",19,0.9558466672897339,1,17081.0,"(15028, 1, 16314)",[3.4548913390608504e-05],[17081],"[([(16314, 1, 15028)], 0.46019998, 'xrule'), ([(15028, 1, 21701), (21701, 1, 3999), (16314, 1, 3999), (21701, 1, 15028), (3999, 1, 16314), (3999, 1, 21701)], 0.2094, 'xrule'), ([(16314, 1, 3999), (6422, 1, 15028), (6422, 1, 3999), (3999, 1, 16314), (3999, 1, 6422), (15028, 1, 6422)], 0.14789999, 'xrule'), ([(16314, 1, 5117), (6422, 1, 5117), (6422, 1, 15028), (5117, 1, 16314), (5117, 1, 6422), (15028, 1, 6422)], 0.1419, 'xrule'), ([(15028, 1, 21701), (21701, 1, 15527), (15527, 1, 16314), (15527, 1, 21701), (16314, 1, 15527), (21701, 1, 15028)], 0.12989998, 'xrule'), ({(16314, 1, 15028)}, 0.08962712719913797, 'baseline'), ({(15028, 1, 21701)}, 0.007387797317214265, 'baseline'), ({(5116, 1, 15028)}, -0.00304241950640644, 'baseline'), ({(21701, 1, 15028)}, -0.0043063956045273095, 'baseline'), ({(15028, 1, 6422)}, -0.007711489704066895, 'baseline'), ({(6422, 1, 15028)}, -0.009246130500837826, 'baseline')]"
0.00040668685687705874,"[(6572, 1, 2450), (2449, 1, 11955), (2449, 1, 6944), (3377, 1, 2449), (2449, 1, 2450), (11955, 1, 6572), (6944, 1, 2449), (3377, 1, 6572), (6944, 1, 6572), (6572, 1, 3377), (11955, 1, 2449), (2449, 1, 3377), (6572, 1, 11955)]",13,0.8736011981964111,1,457.0,"(6572, 1, 6944)",[0.00040668685687705874],[457],"[({(6944, 1, 6572)}, 0.2739962150995136, 'baseline'), ([(6944, 1, 6572)], 0.097, 'xrule'), ([(2449, 1, 11955), (2449, 1, 6944), (11955, 1, 2449), (11955, 1, 6572), (6944, 1, 2449), (6572, 1, 11955)], 0.0653, 'xrule'), ([(2449, 1, 6944), (3377, 1, 2449), (6572, 1, 3377), (6944, 1, 2449), (2449, 1, 3377), (3377, 1, 6572)], 0.0496, 'xrule'), ({(6572, 1, 2450)}, 0.023453216026685875, 'baseline'), ([(6572, 1, 2450), (2449, 1, 6944), (2449, 1, 2450), (6944, 1, 2449), (2450, 1, 2449)], 0.009400003, 'xrule'), ({(3377, 1, 6572)}, -0.007607122011981854, 'baseline'), ({(6572, 1, 3377)}, -0.013204296161788379, 'baseline'), ({(11955, 1, 6572)}, -0.016502280747165338, 'baseline'), ({(6572, 1, 11955)}, -0.01746829323953963, 'baseline')]"
7.901927165221423e-05,"[(11202, 1, 17245), (11202, 0, 21993), (19504, 0, 17245), (17245, 1, 11202), (19504, 1, 21993)]",5,0.8004068732261658,1,11708.0,"(21993, 1, 19504)",[7.901927165221423e-05],[11708],"[([(19504, 1, 21993)], 0.60510004, 'xrule'), ({(19504, 1, 21993)}, 0.36329559644193243, 'baseline'), ([(17245, 1, 11202), (11202, 0, 21993), (19504, 0, 17245), (11202, 1, 17245)], 0.14790002, 'xrule'), ({(11202, 0, 21993)}, 0.08023045493162492, 'baseline')]"
5.184822657611221e-05,"[(13829, 1, 4185)]",1,0.8398572206497192,1,12107.0,"(4185, 1, 13829)",[5.184822657611221e-05],[12107],"[({(13829, 1, 4185)}, 0.6558821645593006, 'baseline'), ([(13829, 1, 4185)], 0.4371, 'xrule')]"
0.0001363776536891237,"[(6657, 1, 18566)]",1,0.956963837146759,1,1920.0,"(18566, 1, 6657)",[0.0001363776536891237],[1920],"[([(6657, 1, 18566)], 0.7186, 'xrule'), ({(6657, 1, 18566)}, 0.6963772628461812, 'baseline')]"
9.085003694053739e-05,"[(11565, 1, 29689)]",1,0.9941294193267822,1,1545.0,"(29689, 1, 11565)",[9.085003694053739e-05],[1545],"[({(11565, 1, 29689)}, 0.9959276826038789, 'baseline'), ([(11565, 1, 29689)], 0.56490004, 'xrule')]"
3.706473944475874e-05,"[(39790, 1, 137)]",1,0.9594130516052246,1,17910.0,"(137, 1, 39790)",[3.706473944475874e-05],[17910],"[({(39790, 1, 137)}, 0.5294433068759493, 'baseline'), ([(39790, 1, 137)], 0.51269996, 'xrule')]"
2.722837734836503e-06,"[(20544, 1, 3291), (2276, 0, 3291), (25943, 1, 5500), (2277, 1, 2276), (5500, 1, 25943), (25943, 1, 3291), (25943, 1, 28902), (2276, 1, 2277), (28902, 1, 20544), (20544, 1, 5500), (3291, 1, 25943), (2277, 0, 20544), (5500, 1, 20544)]",13,0.9723116159439087,1,36926.0,"(3291, 1, 20544)",[2.722837734836503e-06],[36926],"[({(20544, 1, 3291)}, 0.12170175753559986, 'baseline'), ([(20544, 1, 3291)], 0.0823, 'xrule'), ([(3291, 1, 25943), (25943, 1, 5500), (20544, 1, 5500), (5500, 1, 25943), (25943, 1, 3291), (5500, 1, 20544)], 0.019199997, 'xrule'), ([(2277, 1, 2276), (2277, 0, 20544), (2276, 0, 3291), (2276, 1, 2277)], 0.012199998, 'xrule'), ({(25943, 1, 3291)}, 0.0091201466986316, 'baseline'), ({(3291, 1, 25943)}, 0.007776598416336657, 'baseline'), ([(25943, 1, 28902), (28902, 1, 20544), (3291, 1, 25943), (25943, 1, 3291), (28902, 1, 25943)], -0.002000004, 'xrule')]"
2.13509574678028e-05,"[(2612, 1, 1848), (2612, 1, 26814), (26814, 1, 2612), (1848, 1, 2612), (13298, 1, 1848), (26814, 1, 13298), (1848, 1, 13298)]",7,0.9403150677680969,1,27607.0,"(13298, 1, 26814)",[2.13509574678028e-05],[27607],"[([(26814, 1, 13298)], 0.4808, 'xrule'), ({(26814, 1, 13298)}, 0.28896395473290515, 'baseline'), ({(1848, 1, 13298)}, 0.09052024319284765, 'baseline'), ({(13298, 1, 1848)}, -0.05739482212991487, 'baseline'), ([(1848, 1, 2612), (13298, 1, 1848), (2612, 1, 1848), (2612, 1, 26814), (26814, 1, 2612), (1848, 1, 13298)], -0.22289997, 'xrule')]"
2.130003304046113e-05,"[(5307, 1, 20104), (10452, 1, 5307), (20104, 1, 5307), (2502, 1, 10452), (10452, 1, 2502), (20104, 1, 2502), (5307, 1, 10452)]",7,0.9245367050170898,1,27790.0,"(2502, 1, 20104)",[2.130003304046113e-05],[27790],"[({(20104, 1, 2502)}, 0.3070214800446219, 'baseline'), ([(20104, 1, 2502)], 0.0096, 'xrule'), ({(2502, 1, 10452)}, -0.009878893444550164, 'baseline'), ({(10452, 1, 2502)}, -0.017088075238966022, 'baseline'), ([(10452, 1, 5307), (5307, 1, 20104), (2502, 1, 10452), (10452, 1, 2502), (20104, 1, 5307), (5307, 1, 10452)], -0.0726, 'xrule')]"
7.131135498639196e-05,"[(20963, 1, 5110), (5110, 1, 20963), (28345, 1, 1690), (8389, 1, 8390), (5111, 1, 1690), (5111, 1, 5110), (20963, 1, 8390), (1690, 1, 14834), (8389, 1, 5110), (5110, 1, 28345), (14834, 1, 1690), (5110, 1, 5111), (8390, 1, 14834), (8390, 1, 20963)]",14,0.41509827971458435,1,9398.0,"(14834, 1, 5110)",[7.131135498639196e-05],[9398],"[({(8390, 1, 14834)}, 0.3910860834841146, 'baseline'), ({(1690, 1, 14834)}, 0.31088704985568033, 'baseline'), ({(14834, 1, 1690)}, 0.11207817036474486, 'baseline'), ([(20963, 1, 5110), (20963, 1, 8390), (5110, 1, 20963), (8390, 1, 14834), (8390, 1, 20963)], 0.00090000004, 'xrule'), ([(1690, 1, 14834), (5111, 1, 1690), (14834, 1, 1690), (5110, 1, 5111), (5111, 1, 5110)], 0.0, 'xrule'), ([(1690, 1, 14834), (11673, 1, 1690), (14834, 1, 1690), (1690, 1, 11673), (5110, 1, 11673)], -0.00030000007, 'xrule'), ([(8389, 1, 5110), (8389, 1, 8390), (8390, 1, 14834), (8390, 1, 8389), (5110, 1, 8389)], -0.00030000007, 'xrule'), ([(1690, 1, 14834), (1690, 1, 22509), (22509, 1, 1690), (14834, 1, 1690), (22509, 1, 5110)], -0.001, 'xrule'), ({(21702, 0, 14834)}, -0.06048284940294427, 'baseline')]"
0.0036763374228030443,"[(13633, 1, 4225)]",1,0.9296045303344727,1,107.0,"(4225, 1, 13633)",[0.0036763374228030443],[107],"[({(13633, 1, 4225)}, 0.4964061506340075, 'baseline'), ([(13633, 1, 4225)], 0.1095, 'xrule')]"
1.3433432286547031e-05,"[(34665, 5, 3149), (35121, 0, 22951), (24714, 5, 3149), (4747, 5, 3149), (34665, 0, 22951), (35121, 5, 3149), (22951, 5, 3149), (24714, 0, 22951)]",8,0.09593500196933746,1,25593.0,"(4747, 0, 22951)",[1.3433432286547031e-05],[25593],"[({(4747, 5, 3149)}, 0.00044501673668538686, 'baseline'), ([(34665, 5, 3149), (4747, 5, 3149), (34665, 0, 22951)], -0.09909999, 'xrule'), ([(35121, 0, 22951), (4747, 5, 3149), (35121, 5, 3149)], -0.110999994, 'xrule'), ([(4747, 5, 3149), (22951, 5, 3149)], -0.1479, 'xrule'), ([(24714, 5, 3149), (4747, 5, 3149), (24714, 0, 22951)], -0.1718, 'xrule'), ([(4747, 5, 3149), (3148, 5, 3149), (3148, 0, 22951)], -0.24800001, 'xrule')]"
5.52813035028521e-05,"[(20593, 1, 20592), (20593, 1, 25852), (20592, 6, 25852), (20592, 1, 20593)]",4,0.9246744513511658,1,3829.0,"(25852, 1, 20593)",[5.52813035028521e-05],[3829],"[([(20593, 1, 25852)], 0.98759997, 'xrule'), ({(20593, 1, 25852)}, 0.8871408588648882, 'baseline'), ([(20593, 1, 20592), (20592, 6, 25852), (20592, 1, 20593)], -0.0065000057, 'xrule'), ({(20592, 6, 25852)}, -0.025764365738914285, 'baseline')]"
2.193620275647845e-05,"[(18417, 1, 3453)]",1,0.9354263544082642,1,25489.0,"(3453, 1, 18417)",[2.193620275647845e-05],[25489],"[({(18417, 1, 3453)}, 0.14002958978435676, 'baseline'), ([(18417, 1, 3453)], 0.0038, 'xrule')]"
0.00010447591193951666,"[(33665, 1, 6889), (33665, 1, 22848), (6889, 1, 33665), (6889, 0, 239), (22848, 0, 239)]",5,0.8634375929832458,1,6786.0,"(22848, 1, 33665)",[0.00010447591193951666],[6786],"[({(33665, 1, 22848)}, 0.6801861972826596, 'baseline'), ([(33665, 1, 22848)], 0.2824, 'xrule'), ([(6889, 1, 33665), (6889, 0, 239), (33665, 1, 6889), (22848, 0, 239)], 0.1535, 'xrule'), ({(22848, 0, 239)}, 0.004923204835009957, 'baseline')]"
1.3075956303509884e-05,"[(5116, 1, 9495), (15028, 1, 21701), (16314, 1, 5117), (19324, 0, 21701), (5117, 1, 5116), (5116, 1, 19324), (9495, 1, 5116), (21701, 1, 9495), (5117, 1, 16314), (9495, 1, 21701), (16314, 1, 15028), (5116, 1, 15028), (5116, 1, 5117), (21701, 1, 15028)]",14,0.9404630661010742,1,31375.0,"(15028, 1, 5116)",[1.3075956303509884e-05],[31375],"[({(5116, 1, 15028)}, 0.0957122250108083, 'baseline'), ([(5116, 1, 15028)], 0.0393, 'xrule'), ({(15028, 1, 21701)}, 0.02549848980592826, 'baseline'), ([(5116, 1, 9495), (15028, 1, 21701), (9495, 1, 5116), (21701, 1, 9495), (9495, 1, 21701), (21701, 1, 15028)], 0.0246, 'xrule'), ([(16314, 1, 5117), (16314, 1, 15028), (5117, 1, 5116), (5117, 1, 16314), (5116, 1, 5117)], 0.021199998, 'xrule'), ([(15527, 1, 5116), (15028, 1, 21701), (21701, 1, 15527), (15527, 1, 21701), (5116, 1, 15527), (21701, 1, 15028)], 0.019599998, 'xrule'), ({(15028, 1, 6422)}, 0.01760635801363542, 'baseline'), ([(3999, 1, 5116), (6422, 1, 15028), (5116, 1, 3999), (6422, 1, 3999), (3999, 1, 6422), (15028, 1, 6422)], 0.012799999, 'xrule'), ({(16314, 1, 15028)}, 0.00693080846873792, 'baseline'), ({(6422, 1, 15028)}, 0.001077691965428233, 'baseline'), ({(21701, 1, 15028)}, -0.003073354272945249, 'baseline')]"
6.317664519883692e-05,"[(19664, 1, 6144)]",1,0.9744139909744263,1,6399.0,"(6144, 1, 19664)",[6.317664519883692e-05],[6399],"[({(19664, 1, 6144)}, 0.9921367675560109, 'baseline'), ([(19664, 1, 6144)], 0.9759, 'xrule')]"
2.7875465093529783e-05,"[(15106, 1, 15107)]",1,0.9725252389907837,1,18911.0,"(15107, 1, 15106)",[2.7875465093529783e-05],[18911],"[([(15106, 1, 15107)], 0.9877, 'xrule'), ({(15106, 1, 15107)}, 0.9855118303273636, 'baseline')]"
0.00012300336675252765,"[(10360, 1, 758)]",1,0.9631841778755188,1,5186.0,"(758, 1, 10360)",[0.00012300336675252765],[5186],"[({(10360, 1, 758)}, 0.5669401124778133, 'baseline'), ([(10360, 1, 758)], 0.4445, 'xrule')]"
6.85372797306627e-05,"[(10508, 1, 24179)]",1,0.9073452353477478,1,7413.0,"(24179, 1, 10508)",[6.85372797306627e-05],[7413],"[({(10508, 1, 24179)}, 0.7876400817161104, 'baseline'), ([(10508, 1, 24179)], 0.51089996, 'xrule')]"
3.2585900044068694e-05,"[(9303, 1, 26071), (21981, 1, 26071), (21981, 0, 6139), (21981, 9, 9303), (9303, 0, 6139), (26071, 1, 21981)]",6,0.9587638974189758,1,13727.0,"(9303, 9, 21981)",[3.2585900044068694e-05],[13727],"[([(21981, 9, 9303)], 0.7891, 'xrule'), ({(21981, 9, 9303)}, 0.671118542556141, 'baseline'), ([(9303, 1, 26071), (26071, 1, 21981), (21981, 1, 26071)], 0.20120001, 'xrule'), ({(9303, 0, 6139)}, -0.0018401341935204317, 'baseline'), ({(9303, 1, 26071)}, -0.0043824510826831415, 'baseline'), ([(9303, 0, 6139), (21981, 0, 6139)], -0.13560003, 'xrule')]"
0.0005341727519407868,"[(21113, 1, 9528), (21113, 5, 19257), (21113, 1, 19257), (19256, 5, 19257), (27098, 5, 19257), (22365, 5, 9528), (33711, 0, 21113), (30935, 5, 19257), (33711, 5, 9528), (27098, 5, 9528), (22365, 5, 19257), (30935, 5, 9528), (19257, 1, 21113), (21113, 5, 9528), (9528, 1, 21113), (19256, 0, 21113)]",16,0.28957507014274597,1,111.0,"(33711, 5, 19257)",[0.0005341727519407868],[111],"[({(33711, 5, 9528)}, 0.6131748996079811, 'baseline'), ([(33711, 0, 21113), (19256, 5, 19257), (19256, 0, 21113)], 0.0, 'xrule'), ([(21113, 1, 9528), (21113, 5, 19257), (33711, 5, 9528), (21113, 1, 19257), (19257, 1, 21113), (21113, 5, 9528), (9528, 1, 21113)], 0.0, 'xrule'), ([(27098, 5, 19257), (33711, 5, 9528), (27098, 5, 9528)], 0.0, 'xrule'), ([(30935, 5, 19257), (33711, 5, 9528), (30935, 5, 9528)], 0.0, 'xrule'), ([(22365, 5, 19257), (33711, 5, 9528), (22365, 5, 9528)], 0.0, 'xrule'), ({(33711, 0, 21113)}, -0.09386875199677563, 'baseline')]"
3.3832333429018036e-05,"[(33545, 1, 18247)]",1,0.9478031992912292,1,8037.0,"(18247, 1, 33545)",[3.3832333429018036e-05],[8037],"[([(33545, 1, 18247)], 0.981, 'xrule'), ({(33545, 1, 18247)}, 0.9802640584437202, 'baseline')]"
0.0009813831420615315,"[(4716, 2, 2580), (20114, 6, 39563), (20114, 6, 4716), (8813, 2, 2580), (22561, 2, 2580), (30667, 2, 2580), (20114, 6, 8813), (20114, 6, 22561), (20114, 6, 20115), (20114, 6, 30667), (39563, 2, 2580)]",11,0.19860407710075378,1,70.0,"(20115, 2, 2580)",[0.0009813831420615315],[70],"[({(20114, 6, 20115)}, 0.056734076712528086, 'baseline'), ([(20114, 6, 22561), (20114, 6, 20115), (22561, 2, 2580)], -0.00019999995, 'xrule'), ([(8813, 2, 2580), (20114, 6, 8813), (20114, 6, 20115)], -0.00029999996, 'xrule'), ([(30667, 2, 2580), (20114, 6, 20115), (20114, 6, 30667)], -0.00029999996, 'xrule'), ([(20114, 6, 4716), (20114, 6, 20115), (4716, 2, 2580)], -0.0009999999, 'xrule'), ([(39563, 2, 2580), (20114, 6, 20115), (20114, 6, 39563)], -0.0021000002, 'xrule')]"
5.4370138968806714e-05,"[(15927, 1, 23239), (708, 1, 15927), (15927, 1, 708), (15927, 0, 1786), (23239, 0, 708), (1786, 1, 23239), (23239, 1, 1786)]",7,0.9537962079048157,1,12591.0,"(23239, 1, 15927)",[5.4370138968806714e-05],[12591],"[({(15927, 1, 23239)}, 0.6985983703065519, 'baseline'), ([(15927, 1, 23239)], 0.60760003, 'xrule'), ([(23239, 0, 708), (708, 1, 15927), (15927, 1, 708)], 0.5418, 'xrule'), ([(15927, 0, 1786), (1786, 1, 23239), (23239, 1, 1786)], 0.3269, 'xrule'), ({(23239, 1, 1786)}, 0.05993304681655862, 'baseline'), ({(1786, 1, 23239)}, 0.018050889446949308, 'baseline'), ({(23239, 0, 708)}, -0.01422651583393916, 'baseline')]"
2.8676742658717558e-05,"[(16747, 0, 18054), (35743, 5, 2060), (35743, 0, 13338), (2060, 0, 18054), (14307, 1, 16747), (18054, 1, 13338), (14307, 0, 13338)]",7,0.926688015460968,1,23204.0,"(13338, 1, 18054)",[2.8676742658717558e-05],[23204],"[({(18054, 1, 13338)}, 0.7841748463946481, 'baseline'), ([(18054, 1, 13338)], 0.1353, 'xrule'), ({(35743, 0, 13338)}, -0.012398262580700327, 'baseline'), ({(14307, 0, 13338)}, -0.014170964299210862, 'baseline'), ([(35743, 5, 2060), (2060, 0, 18054), (35743, 0, 13338)], -0.018399999, 'xrule'), ([(14307, 1, 16747), (16747, 0, 18054), (16747, 1, 14307), (14307, 0, 13338)], -0.042700008, 'xrule')]"
4.02672139898641e-06,"[(17946, 1, 865)]",1,0.8343851566314697,1,35251.0,"(865, 1, 17946)",[4.02672139898641e-06],[35251],"[({(17946, 1, 865)}, 0.2403486776596135, 'baseline'), ([(17946, 1, 865)], 0.0448, 'xrule')]"
1.084784889826551e-05,"[(1058, 0, 3556), (2443, 1, 1058), (1058, 1, 2443), (2443, 1, 12141), (12141, 0, 3556)]",5,0.9717803597450256,1,11868.0,"(12141, 1, 2443)",[1.084784889826551e-05],[11868],"[([(2443, 1, 12141)], 0.995, 'xrule'), ({(2443, 1, 12141)}, 0.9919258863009673, 'baseline'), ([(12141, 0, 3556), (1058, 0, 3556), (2443, 1, 1058), (1058, 1, 2443)], 0.0009999871, 'xrule'), ({(12141, 0, 3556)}, -0.0022627907102215606, 'baseline')]"
2.488284735591151e-06,"[(6242, 1, 19791), (19791, 0, 19507), (19507, 1, 6242), (19791, 9, 27198), (6242, 1, 19507), (27198, 9, 19791), (6242, 1, 27198)]",7,0.9874051213264465,1,38386.0,"(27198, 1, 6242)",[2.488284735591151e-06],[38386],"[([(6242, 1, 27198)], 0.9855, 'xrule'), ({(6242, 1, 27198)}, 0.8503658652045858, 'baseline'), ({(19791, 9, 27198)}, 0.00023595518511600826, 'baseline'), ({(27198, 9, 19791)}, -0.0006681876974376311, 'baseline'), ([(19791, 0, 19507), (19507, 1, 6242), (6242, 1, 19507), (19791, 9, 27198), (27198, 9, 19791)], -0.0012000203, 'xrule'), ([(19791, 9, 27198), (6242, 1, 19791), (19791, 1, 6242), (27198, 9, 19791)], -0.0013999939, 'xrule')]"
0.0013017029268667102,"[(30693, 2, 4090), (28149, 2, 4090), (24131, 2, 4090), (30693, 2, 2524), (30328, 2, 2524), (28149, 2, 2524), (33234, 2, 4090), (22856, 2, 4090), (24131, 2, 2524), (22856, 2, 2524), (30328, 2, 4090)]",11,0.04805701971054077,1,18.0,"(33234, 2, 2524)",[0.0013017029268667102],[18],"[({(33234, 2, 4090)}, 0.07794964596467459, 'baseline'), ([(33234, 2, 4090), (22856, 2, 2524), (22856, 2, 4090)], -0.4659, 'xrule'), ([(33234, 2, 4090), (30328, 2, 4090), (30328, 2, 2524)], -0.5704, 'xrule'), ([(33234, 2, 4090), (30693, 2, 2524), (30693, 2, 4090)], -0.6251, 'xrule'), ([(33234, 2, 4090), (24131, 2, 4090), (24131, 2, 2524)], -0.6522, 'xrule'), ([(33234, 2, 4090), (16051, 2, 4090), (16051, 2, 2524)], -0.688, 'xrule')]"
0.0002291939890710637,"[(169, 1, 170), (170, 5, 914), (169, 1, 19427), (170, 1, 18272), (19427, 5, 914), (19427, 1, 18272), (18272, 1, 170)]",7,0.9453070163726807,1,1821.0,"(18272, 1, 19427)",[0.0002291939890710637],[1821],"[({(19427, 1, 18272)}, 0.23028431417731876, 'baseline'), ([(19427, 1, 18272)], 0.1104, 'xrule'), ([(19427, 5, 914), (170, 5, 914), (18272, 1, 170), (170, 1, 18272)], 0.075100005, 'xrule'), ({(18272, 1, 170)}, 0.04234067625916938, 'baseline'), ({(170, 1, 18272)}, 0.04207901188461747, 'baseline'), ({(23137, 1, 18272)}, 0.02672378250257298, 'baseline'), ([(19427, 1, 169), (18272, 1, 170), (169, 1, 170), (169, 1, 19427), (170, 1, 169), (170, 1, 18272)], 0.014399998, 'xrule'), ({(18272, 1, 23137)}, 0.012805501896568308, 'baseline'), ([(23137, 1, 19427), (19427, 1, 23137), (18272, 1, 23137), (23137, 1, 18272)], -0.326, 'xrule')]"
1.413627978763543e-05,"[(23961, 5, 6776)]",1,0.72646164894104,1,23594.0,"(23961, 0, 6776)",[1.413627978763543e-05],[23594],"[({(23961, 5, 6776)}, 0.9421926636990633, 'baseline'), ([(23961, 5, 6776)], 0.8941, 'xrule')]"
0.0007066564285196364,"[(15159, 1, 3072)]",1,0.8955927491188049,1,564.0,"(3072, 1, 15159)",[0.0007066564285196364],[564],"[([(15159, 1, 3072)], 0.4463, 'xrule'), ({(15159, 1, 3072)}, 0.3772697266836159, 'baseline')]"
0.0008209984516724944,"[(8643, 1, 7117), (7117, 9, 7118), (7118, 1, 7049), (7049, 1, 7117), (7118, 1, 8643), (25743, 1, 7117), (7118, 1, 25743), (8643, 1, 7118), (7049, 1, 7118), (7118, 9, 7117)]",10,0.94145667552948,1,117.0,"(7117, 1, 8643)",[0.0008209984516724944],[117],"[([(8643, 1, 7117)], 0.87920004, 'xrule'), ([(7118, 1, 8643), (7118, 9, 7117), (7117, 9, 7118), (8643, 1, 7118)], 0.7047, 'xrule'), ([(7049, 1, 7118), (7118, 1, 7049), (7049, 1, 7117), (7118, 1, 8643), (8643, 1, 7118)], 0.7022, 'xrule'), ({(8643, 1, 7117)}, 0.2730494549082863, 'baseline'), ({(25743, 1, 7117)}, 0.007985035836012424, 'baseline'), ({(7118, 9, 7117)}, 0.005952279031702574, 'baseline'), ({(7049, 1, 7117)}, 0.0017099780585309852, 'baseline'), ({(7117, 9, 7118)}, -0.01642050316453047, 'baseline'), ({(7117, 1, 25743)}, -0.02498205477003763, 'baseline'), ([(25743, 1, 7118), (8643, 1, 7118), (7118, 1, 8643), (25743, 1, 7117), (7117, 1, 25743), (7118, 1, 25743)], -0.06739998, 'xrule')]"
6.925299385329708e-05,"[(5175, 0, 5176), (32633, 0, 5176), (5175, 1, 6813), (5176, 1, 6813), (6813, 1, 32633), (32633, 1, 6813)]",6,0.9172292351722717,1,11174.0,"(6813, 1, 5175)",[6.925299385329708e-05],[11174],"[([(5175, 1, 6813)], 0.69699997, 'xrule'), ([(32633, 0, 5176), (32633, 1, 6813), (6813, 1, 32633), (5175, 0, 5176)], 0.53999996, 'xrule'), ({(32633, 1, 6813)}, 0.18709151013953174, 'baseline'), ({(6813, 1, 32633)}, 0.13130037034723982, 'baseline'), ([(5176, 1, 6813), (5175, 0, 5176)], 0.10679996, 'xrule'), ({(5175, 1, 6813)}, 0.10538570121203049, 'baseline'), ({(5176, 1, 6813)}, 0.025312344502360383, 'baseline')]"
0.00013509295240510255,"[(4665, 1, 4666)]",1,0.9331414699554443,1,7853.0,"(4666, 1, 4665)",[0.00013509295240510255],[7853],"[([(4665, 1, 4666)], 0.5058, 'xrule'), ({(4665, 1, 4666)}, 0.4830421931273411, 'baseline')]"
0.00030300140497274697,"[(30361, 1, 11813)]",1,0.9786085486412048,1,4071.0,"(11813, 1, 30361)",[0.00030300140497274697],[4071],"[([(30361, 1, 11813)], 0.2377, 'xrule'), ({(30361, 1, 11813)}, 0.016387383419545865, 'baseline')]"
2.369081812503282e-05,"[(10271, 1, 42), (11366, 1, 42), (4958, 1, 10271), (26527, 1, 11366), (42, 1, 10271), (10271, 1, 26527), (4958, 1, 11366), (42, 1, 11366), (10271, 1, 4958), (26527, 1, 10271), (11366, 1, 4958)]",11,0.8748989105224609,1,24658.0,"(11366, 1, 26527)",[2.369081812503282e-05],[24658],"[([(26527, 1, 11366)], 0.3193, 'xrule'), ({(26527, 1, 11366)}, 0.24708203561180203, 'baseline'), ([(4958, 1, 11366), (4958, 1, 10271), (10271, 1, 4958), (26527, 1, 10271), (11366, 1, 4958), (10271, 1, 26527)], 0.24519998, 'xrule'), ([(10271, 1, 42), (11366, 1, 42), (42, 1, 11366), (26527, 1, 10271), (42, 1, 10271), (10271, 1, 26527)], 0.1678, 'xrule'), ({(42, 1, 11366)}, 0.051904479928472386, 'baseline'), ({(11366, 1, 42)}, 0.027627627326046168, 'baseline'), ({(4958, 1, 11366)}, -0.002332945411529352, 'baseline'), ({(11366, 1, 4958)}, -0.005589981614562084, 'baseline')]"
7.147556607378647e-05,"[(22618, 1, 699)]",1,0.9501182436943054,1,6529.0,"(699, 1, 22618)",[7.147556607378647e-05],[6529],"[([(22618, 1, 699)], 0.9681, 'xrule'), ({(22618, 1, 699)}, 0.915019680346867, 'baseline')]"
2.8607420972548425e-05,"[(12684, 1, 22584), (22585, 1, 12684), (22584, 9, 22585), (22585, 9, 22584), (12684, 1, 22585)]",5,0.969196081161499,1,9152.0,"(22584, 1, 12684)",[2.8607420972548425e-05],[9152],"[({(12684, 1, 22584)}, 0.982327869340977, 'baseline'), ([(12684, 1, 22584)], 0.27539998, 'xrule'), ([(12684, 1, 22585), (22585, 9, 22584), (22585, 1, 12684), (22584, 9, 22585)], 0.017699957, 'xrule'), ({(22584, 9, 22585)}, -0.00015308433272703505, 'baseline'), ({(22585, 9, 22584)}, -0.0038404660822955166, 'baseline')]"
0.03930514305830002,"[(3712, 1, 10001), (274, 1, 14534), (6595, 1, 28826), (3712, 1, 28826), (10001, 1, 3712), (274, 1, 28826), (6595, 1, 10001), (10001, 1, 6595), (14534, 1, 3712)]",9,0.9186691641807556,1,1.0,"(28826, 1, 3712)",[0.03930514305830002],[1],"[({(3712, 1, 28826)}, 0.8355684754103391, 'baseline'), ([(3712, 1, 28826)], 0.8219, 'xrule'), ([(3712, 1, 10001), (6595, 1, 28826), (10001, 1, 3712), (6595, 1, 10001), (10001, 1, 6595)], 0.14100003, 'xrule'), ({(274, 1, 28826)}, 0.002180079872992375, 'baseline'), ({(6595, 1, 28826)}, 0.0011787218704930795, 'baseline'), ({(28826, 1, 274)}, -0.015774090822568223, 'baseline'), ([(274, 1, 14534), (14534, 1, 274), (274, 1, 28826), (3712, 1, 14534), (28826, 1, 274), (14534, 1, 3712)], -0.16799998, 'xrule'), ([(3614, 1, 3712), (3712, 1, 3614), (274, 1, 28826), (3614, 1, 274), (28826, 1, 274), (274, 1, 3614)], -0.16799998, 'xrule'), ([(3712, 1, 18299), (274, 1, 28826), (18299, 1, 3712), (274, 1, 18299), (28826, 1, 274)], -0.16819996, 'xrule')]"
