new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[1],1,21,"[(22636, 2, 1188), (22636, 3, 418), (24615, 2, 31), (7236, 3, 40), (7236, 3, 220), (7236, 2, 1188), (7236, 3, 2218), (7236, 3, 418), (22636, 3, 39), (7236, 2, 31), (7236, 3, 149), (7236, 3, 39), (24258, 9, 7903), (24615, 9, 7903), (23190, 9, 7903), (19555, 9, 7903), (22636, 9, 7903), (24258, 3, 149), (23190, 3, 2218), (19555, 3, 220), (22636, 3, 40)]",[7.9438114],8.511835,"(7236, 9, 7903)",1.0,"[({(7236, 3, 40), (7236, 3, 2218), (7236, 3, 418), (7236, 2, 1188)}, 0.6186581097585229, 'baseline'), ({(7236, 3, 39), (7236, 3, 40), (7236, 3, 418), (7236, 2, 1188)}, 0.5860481697564429, 'baseline'), ({(7236, 2, 1188), (7236, 3, 40), (7236, 3, 418), (7236, 3, 220)}, 0.5794592338185427, 'baseline'), ({(7236, 3, 40), (7236, 3, 418), (7236, 3, 149), (7236, 2, 1188)}, 0.5729961829095533, 'baseline'), ({(7236, 2, 31), (7236, 3, 40), (7236, 3, 418), (7236, 2, 1188)}, 0.5694199041498793, 'baseline'), ({(7236, 3, 39), (7236, 3, 2218), (7236, 3, 418), (7236, 2, 1188)}, 0.5655060247532772, 'baseline'), ({(7236, 3, 220), (7236, 3, 2218), (7236, 3, 418), (7236, 2, 1188)}, 0.5629425481112623, 'baseline'), ({(7236, 2, 31), (7236, 3, 2218), (7236, 3, 418), (7236, 2, 1188)}, 0.558395428911513, 'baseline'), ({(7236, 3, 88), (7236, 3, 40), (7236, 3, 418), (7236, 2, 1188)}, 0.5574093296605074, 'baseline'), ({(7236, 3, 88), (7236, 3, 2218), (7236, 3, 418), (7236, 2, 1188)}, 0.5522442295088886, 'baseline'), ([(14237, 9, 7903), (14237, 3, 418), (7236, 3, 418)], 0.26390076, 'xrule'), ([(14237, 9, 7903), (14237, 2, 1188), (7236, 2, 1188)], 0.2538004, 'xrule'), ([(16337, 2, 1188), (16337, 9, 7903), (7236, 2, 1188)], 0.24590015, 'xrule'), ([(7236, 4, 66), (16337, 4, 66), (16337, 9, 7903)], 0.23520088, 'xrule'), ([(14237, 3, 40), (7236, 3, 40), (14237, 9, 7903)], 0.22530079, 'xrule')]",7.9438114
[1],2,13,"[(5756, 3, 75), (24457, 11, 7869), (20946, 2, 30), (24457, 3, 6), (20946, 11, 7869), (23399, 11, 7869), (13995, 3, 75), (5756, 3, 6), (23399, 2, 30), (5756, 2, 31), (20946, 2, 31), (13995, 11, 7869), (5756, 2, 30)]",[5.7581043],6.1215763,"(5756, 11, 7869)",1.0,"[([(20946, 11, 7869), (20946, 2, 30), (5756, 2, 30)], 0.61310005, 'xrule'), ([(5756, 3, 75), (13995, 11, 7869), (13995, 3, 75)], 0.59959984, 'xrule'), ([(5756, 3, 6), (24457, 11, 7869), (24457, 3, 6)], 0.5937004, 'xrule'), ([(23399, 2, 30), (23399, 11, 7869), (5756, 2, 30)], 0.58650017, 'xrule'), ([(5756, 2, 31), (20946, 11, 7869), (20946, 2, 31)], 0.54730034, 'xrule'), ({(5756, 3, 5760), (5756, 2, 172), (5756, 3, 6), (5756, 4, 924)}, 0.5297451447986153, 'baseline'), ({(5756, 3, 5760), (5756, 3, 6), (5756, 4, 924), (5756, 2, 30)}, 0.5266180467027352, 'baseline'), ({(5756, 3, 5760), (5756, 3, 462), (5756, 3, 6), (5756, 4, 924)}, 0.5193286369719453, 'baseline'), ({(5756, 3, 6), (5756, 2, 172), (5756, 4, 924), (5756, 2, 30)}, 0.5188217590358042, 'baseline'), ({(5756, 3, 5760), (5756, 3, 6), (5756, 3, 651), (5756, 4, 924)}, 0.5143175552064484, 'baseline'), ({(5756, 3, 5760), (5756, 2, 172), (5756, 3, 6), (5756, 2, 30)}, 0.5051002928373457, 'baseline'), ({(5756, 3, 6), (5756, 3, 651), (5756, 4, 924), (5756, 2, 30)}, 0.4982529111598028, 'baseline'), ({(5756, 3, 6), (5756, 2, 172), (5756, 3, 651), (5756, 4, 924)}, 0.496173424329455, 'baseline'), ({(5756, 3, 5760), (5756, 3, 462), (5756, 3, 6), (5756, 2, 172)}, 0.4941139645880715, 'baseline'), ({(5756, 3, 5760), (5756, 2, 172), (5756, 3, 6), (5756, 3, 651)}, 0.48388962213834574, 'baseline')]",5.7581043
[3],1,15,"[(13923, 3, 506), (6419, 3, 755), (6419, 2, 729), (24972, 9, 7991), (11461, 3, 755), (6419, 3, 1823), (13923, 9, 7991), (6419, 3, 506), (13923, 2, 729), (6419, 3, 1348), (11461, 9, 7991), (7991, 3, 1823), (6419, 3, 756), (7991, 3, 756), (24972, 3, 1348)]",[5.702507],7.2348595,"(6419, 9, 7991)",3.0,"[({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 756), (6419, 2, 729)}, 0.6101651630342936, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 756), (6419, 3, 1348)}, 0.5957966287667245, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 755), (6419, 3, 756)}, 0.5870252090846527, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 755), (6419, 2, 729)}, 0.5817985969732571, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 2, 729), (6419, 3, 1348)}, 0.5758429007879804, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 1), (6419, 3, 756)}, 0.5748520331541124, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 755), (6419, 3, 1348)}, 0.5665197805315059, 'baseline'), ({(6419, 3, 1823), (6419, 3, 756), (6419, 3, 1348), (6419, 2, 729)}, 0.5645237401411671, 'baseline'), ({(6419, 3, 1823), (6419, 3, 755), (6419, 3, 756), (6419, 2, 729)}, 0.5625715687975017, 'baseline'), ({(6419, 3, 506), (6419, 3, 1823), (6419, 3, 1), (6419, 2, 729)}, 0.5615053609178291, 'baseline'), ([(6419, 3, 1823), (11461, 3, 1823), (11461, 9, 7991)], 0.35149956, 'xrule'), ([(16014, 9, 7991), (6419, 3, 1823), (16014, 3, 1823)], 0.3164997, 'xrule'), ([(11461, 9, 7991), (6419, 3, 733), (11461, 3, 733)], 0.3135996, 'xrule'), ([(11461, 9, 7991), (6419, 3, 756), (11461, 3, 756)], 0.31029987, 'xrule'), ([(6419, 4, 66), (11461, 4, 66), (11461, 9, 7991)], 0.30569935, 'xrule')]",5.702507
[1],1,22,"[(6323, 3, 9), (17052, 3, 111), (6323, 3, 85), (23769, 9, 8418), (18064, 3, 1878), (20498, 3, 1902), (6323, 3, 2638), (6323, 3, 1878), (6323, 3, 78), (21899, 3, 9), (21899, 9, 8418), (18264, 9, 8418), (17052, 9, 8418), (6323, 2, 70), (23769, 2, 70), (6323, 3, 1902), (6323, 3, 111), (18264, 3, 2638), (18064, 9, 8418), (20498, 3, 85), (20498, 9, 8418), (21899, 3, 78)]",[8.626622],9.2064905,"(6323, 9, 8418)",1.0,"[({(6323, 2, 70), (6323, 3, 111), (6323, 3, 2638), (6323, 3, 85)}, 0.6238546811608368, 'baseline'), ({(6323, 3, 111), (6323, 3, 1878), (6323, 3, 2638), (6323, 2, 70)}, 0.6043262919529635, 'baseline'), ({(6323, 3, 1902), (6323, 3, 2638), (6323, 2, 70), (6323, 3, 111)}, 0.5840435463294886, 'baseline'), ({(6323, 3, 9), (6323, 3, 111), (6323, 3, 2638), (6323, 2, 70)}, 0.5741396384335445, 'baseline'), ({(6323, 3, 111), (6323, 3, 78), (6323, 3, 2638), (6323, 2, 70)}, 0.5659380391797803, 'baseline'), ({(6323, 3, 111), (6323, 3, 1896), (6323, 3, 2638), (6323, 2, 70)}, 0.5505257084060456, 'baseline'), ({(6323, 3, 111), (6323, 3, 39), (6323, 2, 70), (6323, 3, 2638)}, 0.5432482196124149, 'baseline'), ({(6323, 3, 111), (6323, 3, 1878), (6323, 3, 2638), (6323, 3, 85)}, 0.5381451082752703, 'baseline'), ({(6323, 2, 68), (6323, 3, 2638), (6323, 2, 70), (6323, 3, 111)}, 0.5346498918761934, 'baseline'), ({(6323, 3, 149), (6323, 3, 111), (6323, 3, 2638), (6323, 2, 70)}, 0.5315628480426287, 'baseline'), ([(14712, 9, 8418), (14712, 3, 111), (6323, 3, 111)], 0.13290024, 'xrule'), ([(13048, 9, 8418), (6323, 3, 111), (13048, 3, 111)], 0.13229942, 'xrule'), ([(6323, 3, 111), (14580, 3, 111), (14580, 9, 8418)], 0.13070011, 'xrule'), ([(13048, 9, 8418), (6323, 3, 2638), (13048, 3, 2638)], 0.12879944, 'xrule'), ([(6323, 3, 111), (12131, 9, 8418), (12131, 3, 111)], 0.12809944, 'xrule')]",8.626622
[1],1,20,"[(24435, 3, 1842), (24435, 9, 1470), (14803, 3, 40), (6885, 1, 65), (6885, 3, 2185), (6885, 4, 924), (24900, 9, 1470), (25132, 9, 1470), (6885, 3, 516), (6885, 3, 40), (24435, 4, 924), (25132, 1, 65), (6885, 3, 2099), (24900, 3, 2185), (24435, 3, 516), (6885, 3, 1842), (24900, 3, 2099), (6885, 2, 1166), (14803, 9, 1470), (24435, 2, 1166)]",[7.377327],9.047374,"(6885, 9, 1470)",1.0,"[({(6885, 3, 516), (6885, 2, 1166), (6885, 3, 2099), (6885, 3, 1842)}, 0.6747885197520589, 'baseline'), ({(6885, 3, 516), (6885, 3, 1842), (6885, 2, 1166), (6885, 3, 2185)}, 0.6417198623863799, 'baseline'), ({(6885, 3, 516), (6885, 2, 1166), (6885, 3, 40), (6885, 3, 1842)}, 0.6411552871860939, 'baseline'), ({(6885, 3, 516), (6885, 1, 65), (6885, 2, 1166), (6885, 3, 1842)}, 0.6351976836410597, 'baseline'), ({(6885, 4, 924), (6885, 3, 1842), (6885, 2, 1166), (6885, 3, 516)}, 0.633009001074481, 'baseline'), ({(6885, 3, 516), (6885, 3, 39), (6885, 2, 1166), (6885, 3, 1842)}, 0.6108255824975457, 'baseline'), ({(6885, 3, 516), (6885, 2, 1166), (6885, 3, 2099), (6885, 3, 2185)}, 0.5892219979188819, 'baseline'), ({(6885, 4, 924), (6885, 2, 1166), (6885, 3, 2099), (6885, 3, 516)}, 0.580223126940005, 'baseline'), ({(6885, 3, 10), (6885, 3, 1842), (6885, 2, 1166), (6885, 3, 516)}, 0.5728989081195057, 'baseline'), ({(6885, 4, 924), (6885, 2, 1166), (6885, 3, 40), (6885, 3, 516)}, 0.5728245215471369, 'baseline'), ([(6885, 2, 1166), (12340, 2, 1166), (12340, 9, 1470)], 0.21510029, 'xrule'), ([(6885, 3, 516), (12340, 3, 516), (12340, 9, 1470)], 0.2105999, 'xrule'), ([(6885, 2, 1166), (14626, 9, 1470), (14626, 2, 1166)], 0.19029999, 'xrule'), ([(6885, 3, 40), (12340, 3, 40), (12340, 9, 1470)], 0.17740059, 'xrule'), ([(25735, 2, 1166), (6885, 2, 1166), (25735, 9, 1470)], 0.17170048, 'xrule')]",7.377327
[1],1,19,"[(13201, 3, 7), (5770, 3, 75), (14803, 3, 40), (13201, 2, 789), (5770, 3, 517), (24900, 3, 75), (16412, 9, 1470), (1470, 3, 46), (5770, 1, 65), (24900, 9, 1470), (25132, 9, 1470), (5770, 3, 7), (25132, 1, 65), (5770, 2, 789), (5770, 3, 40), (16412, 3, 517), (5770, 3, 46), (14803, 9, 1470), (13201, 9, 1470)]",[8.991394],9.176466,"(5770, 9, 1470)",1.0,"[({(5770, 1, 65), (5770, 3, 517), (5770, 3, 75), (5770, 2, 789)}, 0.3737039980416529, 'baseline'), ({(5770, 1, 65), (5770, 2, 789), (5770, 3, 40), (5770, 3, 75)}, 0.3660965379162857, 'baseline'), ({(5770, 1, 65), (5770, 2, 789), (5770, 3, 46), (5770, 3, 75)}, 0.3577566559647066, 'baseline'), ({(5770, 3, 517), (5770, 3, 40), (5770, 3, 75), (5770, 2, 789)}, 0.3500957901422689, 'baseline'), ({(5770, 1, 65), (5770, 2, 789), (5770, 3, 75), (5770, 3, 7)}, 0.3490276748850738, 'baseline'), ({(5770, 1, 65), (5770, 3, 517), (5770, 3, 40), (5770, 2, 789)}, 0.34309391326948946, 'baseline'), ({(5770, 1, 65), (5770, 2, 789), (5770, 3, 35), (5770, 3, 75)}, 0.3392582351492921, 'baseline'), ({(5770, 1, 65), (5770, 2, 30), (5770, 3, 75), (5770, 2, 789)}, 0.3370428496650215, 'baseline'), ({(5770, 1, 65), (5770, 3, 517), (5770, 3, 46), (5770, 2, 789)}, 0.33253101648758654, 'baseline'), ({(5770, 3, 517), (5770, 3, 75), (5770, 2, 789), (5770, 3, 7)}, 0.33039097129661193, 'baseline'), ([(5770, 2, 1166), (14803, 9, 1470), (14803, 2, 1166)], 0.16839981, 'xrule'), ([(5770, 2, 1166), (25424, 9, 1470), (25424, 2, 1166)], 0.14150047, 'xrule'), ([(8628, 2, 1166), (5770, 2, 1166), (8628, 9, 1470)], 0.12930012, 'xrule'), ([(5770, 2, 1166), (10961, 2, 1166), (10961, 9, 1470)], 0.125, 'xrule'), ([(5770, 2, 1166), (20277, 9, 1470), (20277, 2, 1166)], 0.12020016, 'xrule')]",8.991394
[2],1,18,"[(5575, 3, 954), (5575, 2, 68), (25545, 3, 953), (25545, 11, 8038), (24152, 3, 954), (10332, 3, 75), (5575, 3, 651), (25429, 11, 8038), (5575, 3, 75), (5575, 3, 953), (8038, 3, 651), (24152, 11, 8038), (25429, 4, 66), (5575, 2, 30), (10332, 11, 8038), (8038, 2, 68), (5575, 4, 66), (8038, 2, 30)]",[4.6720557],6.8954225,"(5575, 11, 8038)",2.0,"[([(25429, 11, 8038), (25429, 4, 66), (5575, 4, 66)], 0.8323002, 'xrule'), ([(5575, 3, 75), (10332, 11, 8038), (10332, 3, 75)], 0.8154001, 'xrule'), ({(5575, 3, 954), (5575, 3, 953), (5575, 2, 68), (5575, 3, 651)}, 0.6319628203017968, 'baseline'), ({(5575, 3, 954), (5575, 2, 68), (5575, 3, 651), (5575, 2, 30)}, 0.6157331905906561, 'baseline'), ({(5575, 3, 953), (5575, 3, 954), (5575, 3, 651), (5575, 2, 30)}, 0.6138029537625808, 'baseline'), ({(5575, 3, 953), (5575, 2, 68), (5575, 3, 651), (5575, 2, 30)}, 0.6081552943942858, 'baseline'), ({(5575, 3, 115), (5575, 2, 68), (5575, 3, 651), (5575, 2, 30)}, 0.5791674095016371, 'baseline'), ([(20908, 3, 725), (20908, 11, 8038), (5575, 3, 725)], 0.57750034, 'xrule'), ({(5575, 3, 953), (5575, 2, 68), (5575, 3, 651), (5575, 5, 5576)}, 0.5561352207611153, 'baseline'), ({(5575, 3, 953), (5575, 2, 68), (5575, 3, 651), (5575, 3, 115)}, 0.5487633182517575, 'baseline'), ({(5575, 3, 954), (5575, 3, 115), (5575, 2, 68), (5575, 3, 651)}, 0.5449667407269976, 'baseline'), ({(5575, 3, 954), (5575, 5, 5576), (5575, 2, 68), (5575, 3, 651)}, 0.5446825457945372, 'baseline'), ({(5575, 3, 953), (5575, 5, 5576), (5575, 3, 651), (5575, 2, 30)}, 0.5391951036861854, 'baseline'), ([(20908, 3, 651), (20908, 11, 8038), (5575, 3, 651)], 0.53490067, 'xrule'), ([(20230, 3, 100), (20230, 11, 8038), (5575, 3, 100)], 0.53200054, 'xrule')]",4.6720557
[1],1,13,"[(25622, 11, 7992), (23486, 11, 7992), (14544, 2, 31), (5067, 3, 6), (23486, 3, 78), (25622, 3, 6), (14544, 11, 7992), (14544, 2, 30), (12340, 11, 7992), (5067, 2, 31), (5067, 2, 30), (12340, 3, 78), (5067, 3, 78)]",[5.317487],5.6155605,"(5067, 11, 7992)",1.0,"[([(23486, 11, 7992), (23486, 3, 78), (5067, 3, 78)], 0.87199974, 'xrule'), ([(12340, 11, 7992), (12340, 3, 78), (5067, 3, 78)], 0.86569977, 'xrule'), ([(5067, 2, 31), (14544, 2, 31), (14544, 11, 7992)], 0.85700035, 'xrule'), ([(5067, 2, 30), (14544, 2, 30), (14544, 11, 7992)], 0.8125, 'xrule'), ([(5067, 3, 6), (25622, 3, 6), (25622, 11, 7992)], 0.51830006, 'xrule'), ({(5067, 3, 39), (5067, 3, 6), (5067, 3, 9), (5067, 3, 10)}, 0.3896589694675464, 'baseline'), ({(5067, 3, 39), (5067, 3, 40), (5067, 3, 9), (5067, 3, 10)}, 0.38189033841041353, 'baseline'), ({(5067, 3, 40), (5067, 3, 6), (5067, 3, 9), (5067, 3, 10)}, 0.37736229271437055, 'baseline'), ({(5067, 3, 39), (5067, 3, 9), (5067, 2, 68), (5067, 3, 10)}, 0.3586368973873837, 'baseline'), ({(5067, 3, 6), (5067, 3, 9), (5067, 2, 68), (5067, 3, 10)}, 0.3571434434134126, 'baseline'), ({(5067, 2, 30), (5067, 3, 6), (5067, 3, 9), (5067, 3, 10)}, 0.3545322831037223, 'baseline'), ({(5067, 3, 39), (5067, 3, 9), (5067, 3, 100), (5067, 3, 10)}, 0.3540573532589613, 'baseline'), ({(5067, 2, 30), (5067, 3, 39), (5067, 3, 9), (5067, 3, 10)}, 0.3532705719473806, 'baseline'), ({(5067, 3, 39), (5067, 3, 40), (5067, 3, 6), (5067, 3, 9)}, 0.35138515784218205, 'baseline'), ({(5067, 3, 40), (5067, 3, 9), (5067, 2, 68), (5067, 3, 10)}, 0.3500023300635644, 'baseline')]",5.317487
[10],2,15,"[(18126, 3, 630), (11980, 2, 2083), (5645, 2, 2082), (5645, 3, 630), (24095, 9, 11980), (13418, 3, 78), (5645, 2, 2083), (13418, 9, 11980), (18126, 3, 2085), (18126, 9, 11980), (24095, 2, 2082), (18126, 4, 66), (5645, 3, 2085), (5645, 4, 66), (5645, 3, 78)]",[4.5398183],6.96239,"(5645, 9, 11980)",10.0,"[({(5645, 3, 630), (5645, 2, 2083), (5645, 3, 2085), (5645, 2, 2082)}, 0.7780685888636881, 'baseline'), ({(5645, 3, 630), (5645, 2, 2083), (5645, 3, 2085), (5645, 3, 78)}, 0.6527681794694207, 'baseline'), ({(5645, 3, 630), (5645, 2, 2083), (5645, 3, 78), (5645, 2, 2082)}, 0.6513801065110644, 'baseline'), ({(5645, 3, 630), (5645, 2, 2083), (5645, 3, 2085), (5645, 4, 66)}, 0.6452565636064754, 'baseline'), ({(5645, 3, 78), (5645, 2, 2083), (5645, 3, 2085), (5645, 2, 2082)}, 0.6418180908120436, 'baseline'), ({(5645, 2, 2083), (5645, 3, 2085), (5645, 3, 10), (5645, 2, 2082)}, 0.6266313039456719, 'baseline'), ({(5645, 3, 630), (5645, 2, 2083), (5645, 3, 2085)}, 0.5524254276641272, 'baseline'), ({(5645, 3, 630), (5645, 2, 2083), (5645, 2, 2082)}, 0.5472360087836218, 'baseline'), ({(5645, 2, 2083), (5645, 3, 2085), (5645, 2, 2082)}, 0.543972058385604, 'baseline'), ({(5645, 3, 630), (5645, 3, 2085), (5645, 2, 2082)}, 0.5169268081765368, 'baseline'), ([(5645, 2, 2083), (18965, 2, 2083), (18965, 9, 11980)], 0.42319965, 'xrule'), ([(18965, 3, 2085), (18965, 9, 11980), (5645, 3, 2085)], 0.39729977, 'xrule'), ([(18965, 2, 2082), (18965, 9, 11980), (5645, 2, 2082)], 0.39350033, 'xrule'), ([(5645, 4, 66), (18965, 9, 11980), (18965, 4, 66)], 0.3764, 'xrule'), ([(18965, 9, 11980), (18965, 1, 65), (5645, 1, 65)], 0.31869984, 'xrule')]",4.5398183
[3],2,13,"[(7628, 3, 279), (4492, 3, 279), (7628, 3, 88), (4492, 3, 6), (7628, 3, 40), (7628, 3, 149), (7628, 3, 184), (4492, 3, 40), (4492, 3, 149), (4492, 3, 88), (7628, 3, 6), (22962, 3, 184), (22962, 12, 4492)]",[5.8051634],8.398114,"(7628, 12, 4492)",3.0,"[({(7628, 3, 279), (7628, 3, 88), (7628, 3, 184), (7628, 3, 149)}, 0.8241100782908817, 'baseline'), ({(7628, 3, 279), (7628, 3, 88), (7628, 3, 40), (7628, 3, 149)}, 0.8223181242311792, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 40), (7628, 3, 149)}, 0.8030500880079952, 'baseline'), ({(7628, 3, 279), (7628, 3, 88), (7628, 3, 6), (7628, 3, 149)}, 0.7996168603934518, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 6), (7628, 3, 149)}, 0.7922850121081798, 'baseline'), ({(7628, 3, 279), (7628, 3, 40), (7628, 3, 149), (7628, 3, 6)}, 0.7868757712941743, 'baseline'), ({(7628, 3, 279), (7628, 3, 88), (7628, 3, 184), (7628, 3, 40)}, 0.7826996314135799, 'baseline'), ({(7628, 3, 279), (7628, 3, 88), (7628, 3, 184), (7628, 3, 6)}, 0.774917648830115, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 7), (7628, 3, 149)}, 0.7549877626719185, 'baseline'), ({(7628, 3, 279), (7628, 3, 184), (7628, 3, 149)}, 0.5854855019286948, 'baseline'), ([(24360, 12, 4492), (24360, 3, 40), (7628, 3, 40)], 0.23589993, 'xrule'), ([(7628, 3, 279), (23877, 3, 279), (23877, 12, 4492)], 0.21880054, 'xrule'), ([(7628, 3, 279), (14117, 3, 279), (14117, 12, 4492)], 0.20460033, 'xrule'), ([(23877, 3, 149), (23877, 12, 4492), (7628, 3, 149)], 0.20390034, 'xrule'), ([(23877, 12, 4492), (7628, 3, 40), (23877, 3, 40)], 0.20370007, 'xrule')]",5.8051634
[1],1,19,"[(24904, 3, 78), (8038, 3, 10), (5844, 3, 185), (25640, 3, 185), (5844, 3, 78), (5844, 3, 75), (8038, 3, 37), (5844, 3, 276), (24904, 11, 8038), (25640, 11, 8038), (5844, 3, 666), (5844, 3, 10), (5844, 3, 37), (24152, 3, 75), (20962, 3, 276), (20962, 11, 8038), (24152, 11, 8038), (19270, 11, 8038), (19270, 3, 666)]",[4.6561503],6.3391323,"(5844, 11, 8038)",1.0,"[({(5844, 3, 78), (5844, 3, 666), (5844, 3, 37), (5844, 3, 185)}, 0.28539375570838993, 'baseline'), ({(5844, 3, 666), (5844, 3, 37), (5844, 3, 10), (5844, 3, 185)}, 0.2757893016297939, 'baseline'), ({(5844, 3, 276), (5844, 3, 666), (5844, 3, 37), (5844, 3, 185)}, 0.2725239207415825, 'baseline'), ({(5844, 3, 75), (5844, 3, 666), (5844, 3, 37), (5844, 3, 185)}, 0.26898960369447156, 'baseline'), ({(5844, 3, 666), (5844, 3, 37), (5844, 3, 10), (5844, 3, 78)}, 0.26823906203768266, 'baseline'), ({(5844, 3, 185), (5844, 3, 666), (5844, 3, 37), (5844, 5, 5845)}, 0.26576618448906975, 'baseline'), ({(5844, 2, 30), (5844, 3, 666), (5844, 3, 37), (5844, 3, 185)}, 0.26562122600782995, 'baseline'), ({(5844, 3, 666), (5844, 3, 37), (5844, 2, 68), (5844, 3, 185)}, 0.26470760603382965, 'baseline'), ({(5844, 3, 78), (5844, 3, 666), (5844, 3, 37), (5844, 5, 5845)}, 0.2559729028828243, 'baseline'), ({(5844, 3, 666), (5844, 3, 37), (5844, 2, 68), (5844, 3, 78)}, 0.2555303980121523, 'baseline'), ([(5844, 3, 40), (23703, 11, 8038), (23703, 3, 40)], -0.04339981, 'xrule'), ([(23703, 11, 8038), (23703, 3, 185), (5844, 3, 185)], -0.25339985, 'xrule'), ([(23703, 3, 75), (5844, 3, 75), (23703, 11, 8038)], -0.37559986, 'xrule'), ([(24960, 11, 8038), (5844, 3, 37), (24960, 3, 37)], -0.48639965, 'xrule'), ([(5844, 3, 276), (23703, 11, 8038), (23703, 3, 276)], -0.52789974, 'xrule')]",4.6561503
[2],2,17,"[(14153, 4, 485), (6213, 3, 1839), (6213, 3, 1321), (25070, 3, 1839), (8038, 3, 1321), (6213, 4, 485), (19548, 11, 8038), (14153, 11, 8038), (6213, 3, 651), (19548, 3, 2132), (8038, 3, 1493), (8038, 3, 651), (6213, 3, 1493), (6213, 3, 2132), (25070, 3, 651), (25070, 11, 8038), (8038, 3, 1839)]",[6.5911417],7.5643873,"(6213, 11, 8038)",2.0,"[([(19548, 11, 8038), (6213, 3, 2132), (19548, 3, 2132)], 0.8337002, 'xrule'), ([(6213, 3, 1839), (25070, 11, 8038), (25070, 3, 1839)], 0.54179955, 'xrule'), ([(6213, 4, 485), (14153, 4, 485), (14153, 11, 8038)], 0.5304003, 'xrule'), ([(6213, 3, 651), (25070, 3, 651), (25070, 11, 8038)], 0.52040005, 'xrule'), ({(6213, 3, 1321), (6213, 3, 651), (6213, 3, 1839), (6213, 3, 1493)}, 0.46720032143267964, 'baseline'), ({(6213, 3, 1321), (6213, 3, 1838), (6213, 3, 1839), (6213, 3, 1493)}, 0.44938377773144605, 'baseline'), ({(6213, 3, 1838), (6213, 3, 1839), (6213, 3, 651), (6213, 3, 1321)}, 0.448737186489767, 'baseline'), ({(6213, 3, 1838), (6213, 3, 1839), (6213, 3, 651), (6213, 3, 1493)}, 0.4479771080533421, 'baseline'), ({(6213, 3, 651), (6213, 3, 1839), (6213, 3, 1840), (6213, 3, 1321)}, 0.43350414650756336, 'baseline'), ({(6213, 3, 1321), (6213, 3, 1839), (6213, 3, 1840), (6213, 3, 1493)}, 0.4323921622501227, 'baseline'), ({(6213, 3, 651), (6213, 3, 1839), (6213, 3, 1840), (6213, 3, 1493)}, 0.43192390818145204, 'baseline'), ({(6213, 3, 37), (6213, 3, 651), (6213, 3, 1839), (6213, 3, 1321)}, 0.4211378515432649, 'baseline'), ({(6213, 3, 37), (6213, 3, 1839), (6213, 3, 1493), (6213, 3, 1321)}, 0.4207067907575868, 'baseline'), ({(6213, 3, 1838), (6213, 3, 1321), (6213, 3, 651), (6213, 3, 1493)}, 0.41682438255909515, 'baseline'), ([(6213, 3, 9), (16972, 3, 9), (16972, 11, 8038)], 0.41520023, 'xrule')]",6.5911417
