original_rank,prediction,original_score,new_score,new_ranks,facts,new_rank,new_scores,exp_length,exp
1,"(3210, 5, 1819)",6.574163,3.023436,[8],"[({(5796, 0, 3210), (8242, 0, 3210), (135, 0, 3210), (3210, 0, 14885)}, 1.2791300407099493, 'baseline'), ({(135, 0, 3210), (13794, 1, 3210), (8242, 0, 3210), (3210, 0, 14885)}, 1.222811755797619, 'baseline'), ({(135, 0, 3210), (3210, 1, 13794), (8242, 0, 3210), (3210, 0, 14885)}, 1.2206678958605786, 'baseline'), ({(5796, 0, 3210), (13794, 1, 3210), (135, 0, 3210), (3210, 0, 14885)}, 1.1960650051629182, 'baseline'), ({(5796, 0, 3210), (3210, 1, 13794), (135, 0, 3210), (3210, 0, 14885)}, 1.1934385860246424, 'baseline'), ({(135, 0, 3210), (13794, 1, 3210), (3210, 1, 13794), (3210, 0, 14885)}, 1.19084506864138, 'baseline'), ({(135, 0, 3210), (8242, 0, 3210), (3210, 0, 14885)}, 1.1186733784638605, 'baseline'), ({(135, 0, 3210), (8242, 0, 3210), (3210, 0, 14885)}, 1.1163592876443347, 'baseline'), ({(135, 0, 3210), (8242, 0, 3210), (3210, 0, 14885)}, 1.0967078741716754, 'baseline'), ([(10107, 5, 1819), (10107, 0, 14885), (3210, 0, 14885)], 1.0324998, 'xrule'), ({(135, 0, 3210), (3210, 0, 14885)}, 0.9090877067754906, 'baseline'), ([(15370, 0, 14885), (15370, 5, 1819), (3210, 0, 14885)], 0.89750004, 'xrule'), ([(14885, 5, 1819), (3210, 0, 14885)], 0.89419985, 'xrule'), ([(4320, 0, 14885), (4320, 5, 1819), (3210, 0, 14885)], 0.8292999, 'xrule'), ([(10234, 0, 14885), (10234, 5, 1819), (3210, 0, 14885)], 0.80060005, 'xrule')]",8.0,[3.023436],12,"[(13794, 1, 3210), (553, 1, 13794), (5796, 5, 1819), (3210, 0, 14885), (5796, 0, 3210), (8242, 5, 1819), (553, 0, 1819), (14885, 5, 1819), (135, 0, 3210), (8242, 0, 3210), (135, 5, 1819), (3210, 1, 13794)]"
1,"(11480, 2, 1534)",5.108136,-2.9047499,[1446],"[([(8721, 0, 1754), (11480, 2, 8721), (1534, 0, 1754)], 9.8356, 'xrule'), ({(11480, 2, 8721)}, 5.760177944211675, 'baseline')]",1446.0,[-2.9047499],3,"[(8721, 0, 1754), (11480, 2, 8721), (1534, 0, 1754)]"
1,"(26647, 1, 3407)",8.59272,0.18742885,[3294],"[({(26647, 9, 12197), (12197, 9, 26647), (3407, 1, 26647)}, 3.1174252111610437, 'baseline'), ({(26647, 9, 12197), (12197, 9, 26647), (3407, 1, 26647)}, 3.115998990875246, 'baseline'), ({(26647, 9, 12197), (3407, 1, 26647)}, 2.1450530164218886, 'baseline'), ({(12197, 9, 26647), (3407, 1, 26647)}, 2.14275704526866, 'baseline'), ({(3407, 1, 26647)}, 2.057930569076419, 'baseline'), ({(26647, 9, 12197), (3407, 1, 26647)}, 1.9861145962478655, 'baseline'), ({(12197, 9, 26647), (3407, 1, 26647)}, 1.9750333766689994, 'baseline'), ({(3407, 1, 26647)}, 1.9725204446279165, 'baseline'), ([(3407, 1, 26647)], 1.8472004, 'xrule'), ({(3407, 1, 26647)}, 1.8312359696953242, 'baseline'), ({(26647, 9, 12197), (3407, 1, 26647)}, 1.7675314752725815, 'baseline'), ([(12197, 1, 3407), (26647, 9, 12197), (12197, 9, 26647), (3407, 1, 12197)], -0.028900146, 'xrule')]",3294.0,[0.18742885],4,"[(12197, 1, 3407), (26647, 9, 12197), (12197, 9, 26647), (3407, 1, 26647)]"
1,"(12274, 1, 9268)",10.34638,-6.020479,[19576],"[({(12274, 0, 9960), (9268, 1, 12274)}, 11.26221105432825, 'baseline'), ([(9268, 1, 12274)], 3.1246, 'xrule'), ({(9268, 1, 12274)}, 2.9948713599899945, 'baseline'), ([(9960, 1, 469), (469, 1, 9960), (9268, 0, 469), (12274, 0, 9960)], 0.048999786, 'xrule'), ({(12274, 0, 9960)}, -0.3005246707091229, 'baseline')]",19576.0,[-6.020479],5,"[(9960, 1, 469), (469, 1, 9960), (9268, 0, 469), (9268, 1, 12274), (12274, 0, 9960)]"
1,"(17578, 1, 8885)",9.063567,-0.8450135,[6546],"[({(3300, 1, 17578), (8885, 1, 17578), (17578, 1, 3300)}, 4.9247984547742965, 'baseline'), ({(3300, 1, 17578), (8885, 1, 17578), (17578, 1, 3300)}, 3.581492803404015, 'baseline'), ({(3300, 1, 17578), (8885, 1, 17578), (17578, 1, 3300)}, 2.969454027066804, 'baseline'), ({(3300, 1, 17578), (8885, 1, 17578)}, 2.747566399714784, 'baseline'), ({(8885, 1, 17578)}, 2.7431375356365963, 'baseline'), ({(8885, 1, 17578), (17578, 1, 3300)}, 2.7421814769084367, 'baseline'), ({(3300, 1, 17578), (8885, 1, 17578)}, 2.643027943655908, 'baseline'), ({(8885, 1, 17578), (17578, 1, 3300)}, 2.640255135359894, 'baseline'), ({(8885, 1, 17578)}, 2.5304004224798526, 'baseline'), ([(8885, 1, 17578)], 2.4449, 'xrule'), ({(8885, 1, 17578), (17578, 1, 3300)}, 1.8903990669657877, 'baseline'), ([(3300, 1, 17578), (17578, 1, 3300), (3300, 1, 26393), (8885, 1, 26393), (26393, 1, 8885), (26393, 1, 3300)], -0.31869984, 'xrule')]",6546.0,[-0.8450135],5,"[(8885, 1, 17578), (3300, 1, 17578), (26393, 1, 3300), (8885, 1, 26393), (17578, 1, 3300)]"
1,"(3152, 1, 34834)",9.688642,-1.4365298,[22732],"[([(34834, 1, 3152)], 6.6275, 'xrule'), ({(34834, 1, 3152)}, 2.2406159598018656, 'baseline'), ({(34834, 1, 3152)}, 2.2369033052820178, 'baseline'), ({(34834, 1, 3152)}, 2.233603591932262, 'baseline'), ({(34834, 1, 3152)}, 1.4727593127271157, 'baseline'), ({(34834, 1, 3152)}, 1.4678612412131657, 'baseline'), ({(34834, 1, 3152)}, 1.4659500778196948, 'baseline'), ({(34834, 1, 3152)}, 1.3031225799478705, 'baseline'), ({(34834, 1, 3152)}, 1.1460810253818279, 'baseline'), ({(34834, 1, 3152)}, 1.1437254497394416, 'baseline'), ({(34834, 1, 3152)}, 1.1425600597005152, 'baseline')]",22732.0,[-1.4365298],1,"[(34834, 1, 3152)]"
1,"(36104, 0, 81)",7.7996135,2.3261943,[116],"[([(3970, 0, 81), (16415, 4, 36104), (16415, 4, 3970)], 11.35, 'xrule'), ({(16415, 4, 36104)}, 8.290613955810413, 'baseline')]",116.0,[2.3261943],3,"[(3970, 0, 81), (16415, 4, 36104), (16415, 4, 3970)]"
1,"(25305, 0, 2099)",7.398238,-0.9552348,[697],"[([(1620, 6, 25305), (33663, 0, 2099), (1620, 4, 33663)], 11.8175, 'xrule'), ([(16667, 0, 2099), (1620, 6, 25305), (1620, 4, 16667)], 11.816401, 'xrule'), ([(1620, 6, 25305), (1620, 4, 35819), (35819, 0, 2099)], 11.811, 'xrule'), ([(1620, 6, 25305), (1620, 4, 27792), (27792, 0, 2099)], 11.8104, 'xrule'), ([(30897, 0, 2099), (1620, 6, 25305), (1620, 4, 30897)], 11.8055, 'xrule'), ({(1620, 6, 25305)}, 7.878408633620579, 'baseline')]",697.0,[-0.9552348],11,"[(1620, 4, 35819), (30897, 0, 2099), (1620, 4, 27792), (1620, 4, 33663), (1620, 4, 16667), (1620, 4, 30897), (27792, 0, 2099), (35819, 0, 2099), (16667, 0, 2099), (1620, 6, 25305), (33663, 0, 2099)]"
1,"(24512, 1, 24859)",10.221,-3.3585215,[25372],"[({(24859, 1, 24512)}, 11.111385430382114, 'baseline'), ([(24859, 1, 24512)], 6.6045003, 'xrule'), ({(24859, 1, 24512)}, 5.277983261755385, 'baseline')]",25372.0,[-3.3585215],1,"[(24859, 1, 24512)]"
1,"(13731, 1, 3340)",9.419868,2.3344119,[71],"[({(3340, 1, 13731), (13731, 1, 11130), (13731, 1, 13730), (13730, 1, 13731)}, 1.175459917247279, 'baseline'), ({(3340, 1, 13731), (11130, 1, 13731), (13730, 1, 13731), (13731, 1, 11130)}, 1.1320477074068083, 'baseline'), ({(3340, 1, 13731), (11130, 1, 13731), (13731, 1, 13730), (13731, 1, 11130)}, 1.1206770482798964, 'baseline'), ({(3340, 1, 13731), (11130, 1, 13731), (13731, 1, 11130)}, 0.9656057858454711, 'baseline'), ({(3340, 1, 13731), (13731, 1, 11130), (13730, 1, 13731)}, 0.5261707734232374, 'baseline'), ({(3340, 1, 13731), (13731, 1, 11130), (13731, 1, 13730)}, 0.521060986406536, 'baseline'), ({(3340, 1, 13731), (13731, 1, 11130)}, 0.48509125179219775, 'baseline'), ({(3340, 1, 13731), (13731, 1, 11130), (13731, 0, 586)}, 0.32900337514906336, 'baseline'), ({(13730, 1, 13731), (11130, 1, 13731), (13731, 1, 13730), (13731, 1, 11130)}, 0.22117332690695682, 'baseline'), ({(3340, 1, 13731), (13731, 1, 11130), (13731, 0, 586), (13731, 1, 13730)}, 0.16054538935179644, 'baseline')]",71.0,[2.3344119],9,"[(11130, 1, 13731), (3340, 1, 13731), (25343, 1, 3340), (13730, 1, 13694), (13694, 1, 3340), (13731, 1, 11130), (13731, 1, 13730), (25343, 1, 11130), (13730, 1, 13731)]"
1,"(21993, 1, 19504)",8.579209,-6.338448,[40824],"[([(19504, 1, 21993)], 5.1183004, 'xrule'), ({(11202, 0, 21993), (19504, 1, 21993)}, 1.1761150915525693, 'baseline'), ({(11202, 0, 21993), (19504, 1, 21993)}, 1.1385317393257082, 'baseline'), ({(11202, 0, 21993), (19504, 1, 21993)}, 1.1378450937801872, 'baseline'), ({(19504, 1, 21993)}, 0.7220373608198155, 'baseline'), ({(11202, 0, 21993)}, 0.01338104433659458, 'baseline'), ([(17245, 1, 11202), (11202, 0, 21993), (19504, 0, 17245), (11202, 1, 17245)], -0.24300003, 'xrule')]",40824.0,[-6.338448],4,"[(11202, 0, 21993), (19504, 0, 17245), (11202, 1, 17245), (19504, 1, 21993)]"
1,"(14202, 1, 14201)",10.240109,-6.018615,[19568],"[({(14202, 0, 31982), (14201, 1, 14202)}, 11.215954638835232, 'baseline'), ({(14201, 1, 14202)}, 4.436533838854867, 'baseline'), ([(14201, 1, 14202)], 4.1718, 'xrule'), ([(14202, 0, 31982), (31982, 1, 14201), (14201, 1, 31982)], -0.3597002, 'xrule'), ({(14202, 0, 31982)}, -0.6663808376867043, 'baseline')]",19568.0,[-6.018615],4,"[(14202, 0, 31982), (31982, 1, 14201), (14201, 1, 31982), (14201, 1, 14202)]"
1,"(3450, 1, 6752)",8.6875305,4.168696,[9],"[([(6752, 1, 3450)], 1.5372005, 'xrule'), ({(6752, 1, 3450), (13763, 1, 3450), (3450, 1, 13763)}, 1.4872441957016924, 'baseline'), ({(6752, 1, 3450), (3450, 1, 12980), (13763, 1, 3450), (3450, 1, 13763)}, 1.4820633597633583, 'baseline'), ({(6752, 1, 3450), (3450, 1, 15388), (3450, 1, 13763), (13763, 1, 3450)}, 1.455267017687169, 'baseline'), ({(6752, 1, 3450), (3450, 1, 13763)}, 1.3821058897139822, 'baseline'), ({(6752, 1, 3450), (3450, 1, 12980), (13968, 1, 3450), (3450, 1, 13763)}, 1.3458195343117652, 'baseline'), ({(6752, 1, 3450), (3450, 1, 15388), (3450, 1, 13763)}, 1.340868057038706, 'baseline'), ({(6752, 1, 3450), (19171, 0, 3450), (3450, 1, 13763)}, 1.3214722281034514, 'baseline'), ({(3450, 1, 15388), (6752, 1, 3450), (13968, 1, 3450), (3450, 1, 13763)}, 1.291423856749288, 'baseline'), ({(6752, 1, 3450), (3450, 1, 15388), (3450, 1, 13763)}, 1.2576952561159422, 'baseline'), ({(6752, 1, 3450), (3450, 1, 12980), (3450, 1, 15388), (3450, 1, 13763)}, 1.224845943238682, 'baseline'), ([(6752, 1, 2604), (13968, 1, 2604), (13968, 1, 3450), (2604, 1, 13968)], 0.12390041, 'xrule'), ([(19171, 9, 2604), (2604, 9, 19171), (19171, 0, 3450), (6752, 1, 2604)], 0.120700836, 'xrule'), ([(13763, 1, 2604), (6752, 1, 2604), (13763, 1, 3450), (3450, 1, 13763), (2604, 1, 13763)], 0.08520031, 'xrule'), ([(15388, 1, 2604), (6752, 1, 2604), (15388, 1, 3450), (3450, 1, 15388), (2604, 1, 15388)], 0.025100708, 'xrule')]",9.0,[4.168696],9,"[(15388, 1, 2604), (13763, 1, 2604), (3450, 1, 12980), (2604, 1, 12980), (3450, 1, 13763), (6752, 1, 3450), (6752, 1, 2604), (3450, 1, 15388), (13763, 1, 3450)]"
1,"(18173, 1, 1287)",8.870047,0.118835166,[904],"[({(1287, 1, 18173), (23932, 1, 18173)}, 4.275698448043939, 'baseline'), ([(1287, 1, 18173)], 3.0297003, 'xrule'), ({(1287, 1, 18173)}, 2.734903987258514, 'baseline'), ({(1287, 1, 18173)}, 2.603176272698727, 'baseline'), ([(1287, 1, 6371), (23932, 1, 6371), (6371, 1, 23932), (6371, 1, 1287), (23932, 1, 18173)], 1.1086998, 'xrule'), ({(23932, 1, 18173)}, 0.04913620182303801, 'baseline'), ([(23932, 1, 18173), (406, 1, 23932), (1287, 1, 406)], -0.43550014, 'xrule')]",904.0,[0.118835166],8,"[(23932, 1, 6371), (1287, 1, 406), (6371, 1, 23932), (6371, 1, 1287), (23932, 1, 18173), (406, 1, 23932), (1287, 1, 6371), (1287, 1, 18173)]"
1,"(14917, 3, 17826)",8.515327,0.53897685,[517],"[([(17826, 3, 14917)], 3.0593, 'xrule'), ({(17826, 3, 14917), (14917, 3, 17825)}, 2.174474825239134, 'baseline'), ({(17826, 3, 14917), (14917, 3, 17825)}, 2.1050716478716884, 'baseline'), ({(17826, 3, 14917), (14917, 3, 17825)}, 2.0425210982582596, 'baseline'), ({(17826, 3, 14917)}, 1.550883362473587, 'baseline'), ({(17826, 3, 14917)}, 1.549109051248064, 'baseline'), ({(17826, 3, 14917)}, 1.4991179182242247, 'baseline'), ({(17826, 3, 14917)}, 1.4966645910294119, 'baseline'), ({(17826, 3, 14917)}, 1.4719320002511935, 'baseline'), ({(17826, 3, 14917)}, 1.371906342503569, 'baseline'), ({(17826, 3, 14917)}, 1.346543373132026, 'baseline'), ([(17826, 3, 17825), (17825, 3, 17826), (14917, 3, 17825)], -0.25619984, 'xrule')]",517.0,[0.53897685],3,"[(17826, 3, 17825), (17826, 3, 14917), (14917, 3, 17825)]"
1,"(28305, 0, 3141)",8.571083,1.7108439,[17],"[({(1019, 4, 28305)}, 5.472718732849443, 'baseline'), ([(1019, 4, 23273), (1019, 4, 28305), (23273, 0, 3141)], 5.2717004, 'xrule'), ([(15755, 0, 3141), (1019, 4, 28305), (1019, 4, 15755)], 5.2553005, 'xrule'), ([(1019, 4, 38703), (38703, 0, 3141), (1019, 4, 28305)], 5.2007008, 'xrule'), ([(10840, 0, 3141), (1019, 4, 28305), (1019, 4, 10840)], 5.1807003, 'xrule'), ([(38994, 0, 3141), (1019, 4, 28305), (1019, 4, 38994)], 5.1402006, 'xrule')]",17.0,[1.7108439],11,"[(1019, 4, 23273), (1019, 4, 39576), (23273, 0, 3141), (10840, 0, 3141), (38703, 0, 3141), (15755, 0, 3141), (1019, 4, 28305), (39576, 0, 3141), (1019, 4, 38703), (1019, 4, 15755), (1019, 4, 10840)]"
1,"(4747, 0, 22951)",7.647258,-6.1698117,[7336],"[([(24714, 5, 3149), (4747, 5, 3149), (24714, 0, 22951)], 14.4095, 'xrule'), ([(35121, 0, 22951), (4747, 5, 3149), (35121, 5, 3149)], 14.3413, 'xrule'), ([(4747, 5, 3149), (3148, 5, 3149), (3148, 0, 22951)], 14.338, 'xrule'), ([(34665, 5, 3149), (4747, 5, 3149), (34665, 0, 22951)], 14.2946, 'xrule'), ([(4747, 5, 3149), (22951, 5, 3149)], 14.1175995, 'xrule'), ({(4747, 5, 3149)}, 10.38888355347207, 'baseline')]",7336.0,[-6.1698117],10,"[(35121, 0, 22951), (34665, 5, 3149), (3148, 5, 3149), (24714, 5, 3149), (4747, 5, 3149), (34665, 0, 22951), (35121, 5, 3149), (22951, 5, 3149), (24714, 0, 22951), (3148, 0, 22951)]"
1,"(26613, 1, 9037)",9.101814,0.3904526,[1785],"[({(9037, 1, 26613)}, 4.965049290459993, 'baseline'), ({(9037, 1, 26613)}, 3.702782579823611, 'baseline'), ({(9037, 1, 26613)}, 3.694446509192479, 'baseline'), ({(9037, 1, 26613)}, 3.4442676067055342, 'baseline'), ({(9037, 1, 26613)}, 3.0730097274310095, 'baseline'), ({(9037, 1, 26613)}, 2.6795641656846674, 'baseline'), ({(9037, 1, 26613)}, 2.5365392248181418, 'baseline')]",1785.0,[0.3904526],1,"[(9037, 1, 26613)]"
1,"(15497, 1, 2938)",9.88568,1.7862196,[79],"[({(7315, 0, 15497), (2938, 1, 15497)}, 3.502260560244116, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 3.4905532508072947, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 3.0416271601215037, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.9080006730492913, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.862685876090067, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.8251392348102145, 'baseline'), ([(2938, 1, 15497)], 2.7598996, 'xrule'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.538471846217861, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.46471895711726, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.419830455588393, 'baseline'), ({(7315, 0, 15497), (2938, 1, 15497)}, 2.40475000197692, 'baseline'), ([(5712, 0, 2938), (7315, 1, 5712), (7315, 0, 15497), (5712, 1, 7315)], 0.17789936, 'xrule')]",79.0,[1.7862196],4,"[(5712, 0, 2938), (7315, 1, 5712), (7315, 0, 15497), (2938, 1, 15497)]"
1,"(14121, 1, 5862)",7.876352,0.17823307,[4841],"[([(5862, 1, 14121)], 2.6597, 'xrule'), ({(5862, 1, 14121)}, 1.717003899839, 'baseline'), ({(5862, 1, 14121)}, 1.5529952742986857, 'baseline')]",4841.0,[0.17823307],1,"[(5862, 1, 14121)]"
1,"(39279, 0, 184)",8.77287,6.5546308,[4],"[([(1038, 4, 39279), (22149, 0, 184), (1038, 4, 22149)], 12.8801, 'xrule'), ([(6598, 0, 184), (1038, 4, 39279), (1038, 4, 6598)], 12.8787, 'xrule'), ([(1038, 4, 39279), (1038, 4, 32299), (32299, 0, 184)], 12.8241005, 'xrule'), ([(1038, 4, 5292), (1038, 4, 39279), (5292, 0, 184)], 12.803499, 'xrule'), ([(1038, 4, 39279), (1038, 4, 7574), (7574, 0, 184)], 12.7856, 'xrule'), ({(1038, 4, 39279)}, 11.377097941626898, 'baseline')]",4.0,[6.5546308],11,"[(1038, 4, 5292), (6598, 0, 184), (1038, 4, 39279), (1038, 4, 22149), (5292, 0, 184), (1038, 4, 6598), (1038, 4, 7574), (22149, 0, 184), (7574, 0, 184), (1038, 4, 32299), (32299, 0, 184)]"
1,"(7514, 1, 25165)",9.075606,1.5014777,[91],"[([(25165, 1, 7514)], 2.0916996, 'xrule'), ({(7514, 1, 3331), (21485, 1, 7514), (7514, 1, 21485), (25165, 1, 7514)}, 1.2083588210832272, 'baseline'), ({(7514, 1, 3331), (3331, 1, 7514), (7514, 1, 21485), (25165, 1, 7514)}, 1.1470594952644775, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.9253263965713994, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.9153461945749755, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.90861420748716, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.9029541502899622, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.9023151884496768, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.8975639829443062, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.8934631833028376, 'baseline'), ({(7514, 1, 3331), (7514, 1, 21485), (25165, 1, 7514)}, 0.8923893459833526, 'baseline'), ([(21485, 1, 7514), (5598, 1, 25165), (5598, 1, 21485), (25165, 1, 5598), (21485, 0, 5598), (7514, 1, 21485), (21485, 1, 5598)], -0.05960083, 'xrule'), ([(5598, 1, 25165), (25165, 1, 5598), (3331, 0, 5598), (3331, 1, 7514), (5598, 1, 3331), (3331, 1, 5598), (7514, 1, 3331)], -0.0819006, 'xrule')]",91.0,[1.5014777],8,"[(5598, 1, 3331), (5598, 1, 21485), (7514, 1, 3331), (7514, 1, 21485), (21485, 1, 7514), (3331, 1, 7514), (25165, 1, 5598), (25165, 1, 7514)]"
1,"(15028, 1, 5116)",9.27175,0.17638505,[733],"[({(16314, 1, 15028), (15028, 1, 21701), (5116, 1, 15028), (21701, 1, 15028)}, 1.181199129405232, 'baseline'), ({(16314, 1, 15028), (15028, 1, 21701), (5116, 1, 15028)}, 0.7179346538486979, 'baseline'), ({(16314, 1, 15028), (5116, 1, 15028), (21701, 1, 15028)}, 0.7139168238668346, 'baseline'), ({(16314, 1, 15028), (15028, 1, 21701), (5116, 1, 15028), (15028, 1, 6422)}, 0.6815996618520043, 'baseline'), ({(16314, 1, 15028), (15028, 1, 21701), (5116, 1, 15028), (6422, 1, 15028)}, 0.679096266743491, 'baseline'), ({(16314, 1, 15028), (21701, 1, 15028), (5116, 1, 15028), (15028, 1, 6422)}, 0.678391501362159, 'baseline'), ({(16314, 1, 15028), (21701, 1, 15028), (5116, 1, 15028), (6422, 1, 15028)}, 0.6760378331400451, 'baseline'), ({(16314, 1, 15028), (15028, 1, 21701), (5116, 1, 15028)}, 0.6054487666419394, 'baseline'), ({(16314, 1, 15028), (5116, 1, 15028), (21701, 1, 15028)}, 0.6006699045751355, 'baseline'), ({(15028, 1, 21701), (21701, 1, 15028), (5116, 1, 15028), (15028, 1, 6422)}, 0.5166035125776341, 'baseline'), ([(5116, 1, 15028)], 0.47210026, 'xrule'), ([(15028, 1, 21701), (5117, 1, 5116), (21701, 1, 15028), (21701, 1, 5117), (5116, 1, 5117), (5117, 1, 21701)], 0.10420036, 'xrule'), ([(16314, 1, 5117), (16314, 1, 15028), (5117, 1, 5116), (5117, 1, 16314), (5116, 1, 5117)], 0.10270023, 'xrule'), ([(15527, 1, 5116), (15028, 1, 21701), (21701, 1, 15527), (15527, 1, 21701), (5116, 1, 15527), (21701, 1, 15028)], 0.101400375, 'xrule'), ([(15527, 1, 5116), (16314, 1, 15028), (15527, 1, 16314), (5116, 1, 15527), (16314, 1, 15527)], 0.10050011, 'xrule')]",733.0,[0.17638505],11,"[(15527, 1, 5116), (15028, 1, 21701), (19324, 0, 21701), (5116, 1, 19324), (19324, 1, 16314), (6422, 1, 15527), (15028, 1, 6422), (16314, 1, 15028), (6422, 1, 15028), (5116, 1, 15028), (21701, 1, 15028)]"
1,"(6726, 1, 5782)",9.564367,0.56598496,[2026],"[([(5782, 1, 6726)], 4.6273, 'xrule'), ({(5782, 1, 6726)}, 0.7091360544646822, 'baseline'), ({(5782, 1, 6726)}, 0.691611334977131, 'baseline'), ({(5782, 1, 6726)}, 0.6425419296244679, 'baseline'), ({(5782, 1, 6726)}, 0.6360063994733747, 'baseline'), ({(5782, 1, 6726)}, 0.6359539473873179, 'baseline'), ({(5782, 1, 6726)}, 0.6043711146348305, 'baseline'), ({(5782, 1, 6726)}, 0.5963859994584851, 'baseline'), ({(5782, 1, 6726)}, 0.5718565420478909, 'baseline'), ({(5782, 1, 6726)}, 0.5458288623087194, 'baseline'), ({(5782, 1, 6726)}, 0.5446615649608566, 'baseline')]",2026.0,[0.56598496],1,"[(5782, 1, 6726)]"
1,"(12530, 1, 5329)",10.27132,0.32174295,[538],"[({(5329, 1, 12530)}, 5.646607391180238, 'baseline'), ([(5329, 1, 12530)], 5.6194997, 'xrule'), ({(5329, 1, 12530)}, 3.6638335519725187, 'baseline')]",538.0,[0.32174295],1,"[(5329, 1, 12530)]"
1,"(40286, 1, 14159)",10.40897,-2.5943127,[19742],"[([(14159, 1, 40286)], 7.4143, 'xrule'), ({(14159, 1, 40286)}, 6.316315010999121, 'baseline')]",19742.0,[-2.5943127],1,"[(14159, 1, 40286)]"
1,"(26785, 1, 7703)",10.314679,-2.020927,[2310],"[({(26785, 0, 17167), (7703, 1, 26785)}, 11.619010487346765, 'baseline'), ({(7703, 1, 26785)}, 4.2271616360393125, 'baseline'), ([(7703, 1, 26785)], 3.1688004, 'xrule'), ([(17167, 1, 15649), (26785, 0, 17167), (7703, 0, 15649), (15649, 1, 17167)], 0.06910038, 'xrule'), ([(26785, 0, 17167), (7703, 1, 707), (707, 1, 7703), (707, 0, 17167)], -0.1286993, 'xrule'), ({(26785, 0, 17167)}, -0.4836616092258507, 'baseline')]",2310.0,[-2.020927],8,"[(15649, 1, 17167), (707, 1, 7703), (7703, 1, 26785), (7703, 0, 15649), (7703, 1, 707), (707, 0, 17167), (17167, 1, 15649), (26785, 0, 17167)]"
1,"(5855, 1, 7329)",8.925503,4.046359,[29],"[([(7329, 1, 5855)], 1.4405003, 'xrule'), ({(7329, 1, 5855), (5855, 1, 28317)}, 0.7330465773151928, 'baseline'), ([(8458, 0, 7329), (11474, 1, 8458), (11474, 0, 5855), (8458, 1, 11474)], 0.109900475, 'xrule'), ({(11474, 0, 5855), (5855, 1, 28317)}, 0.01399234956739735, 'baseline'), ({(5855, 1, 28317)}, -0.011226614036461776, 'baseline'), ([(28317, 0, 7329), (28317, 1, 5855), (5855, 1, 28317)], -0.034399986, 'xrule'), ({(28317, 1, 5855), (5855, 1, 28317)}, -0.048681219140092054, 'baseline'), ({(5855, 1, 28317)}, -0.07681651879179138, 'baseline'), ({(5855, 1, 28317)}, -0.08004470635149347, 'baseline'), ({(5855, 1, 28317)}, -0.08919425770568781, 'baseline'), ({(5855, 1, 28317)}, -0.11344524184763609, 'baseline'), ({(5855, 1, 28317)}, -0.11642356672139567, 'baseline'), ({(5855, 1, 28317)}, -0.14135833535292905, 'baseline')]",29.0,[4.046359],7,"[(28317, 0, 7329), (11474, 0, 5855), (11474, 1, 8458), (8458, 0, 7329), (8458, 1, 11474), (5855, 1, 28317), (7329, 1, 5855)]"
1,"(30984, 1, 6485)",9.050512,0.30742335,[1653],"[({(30984, 0, 957), (6485, 1, 30984)}, 2.6311337159342596, 'baseline'), ({(30984, 0, 957), (6485, 1, 30984)}, 2.6133667609924625, 'baseline'), ({(30984, 0, 957), (6485, 1, 30984)}, 2.241563912220751, 'baseline'), ({(30984, 0, 957), (6485, 1, 30984)}, 2.2179595169879094, 'baseline'), ({(30984, 0, 957), (6485, 1, 30984)}, 2.1814700269418825, 'baseline'), ([(6485, 1, 30984)], 1.9948006, 'xrule'), ({(6485, 1, 30984)}, 0.9773245361271083, 'baseline'), ({(6485, 1, 30984)}, 0.8753452782570192, 'baseline'), ({(6485, 1, 30984)}, 0.8388548372162286, 'baseline'), ({(6485, 1, 30984)}, 0.786779450226543, 'baseline'), ([(17895, 1, 957), (6485, 0, 17895), (30984, 0, 957), (957, 1, 17895)], 0.28590012, 'xrule'), ([(957, 1, 6485), (30984, 0, 957), (6485, 1, 957)], -0.038700104, 'xrule'), ({(30984, 0, 957)}, -0.21967025524838935, 'baseline')]",1653.0,[0.30742335],3,"[(957, 1, 6485), (30984, 0, 957), (6485, 1, 30984)]"
