exp_length,original_score,facts,prediction,original_rank,new_scores,new_ranks,exp,new_score,new_rank
22,8.028749,"[([(8282, 48, 32), (8282, 85, 434), (12076, 48, 32)], 1.6238995, 'xrule'), ({(12076, 17, 862), (12076, 48, 32), (12076, 21, 7233), (12076, 66, 540)}, 1.5061031061021728, 'baseline'), ({(12076, 6, 2125), (12076, 48, 32), (12076, 17, 862), (12076, 66, 540)}, 1.479241914122432, 'baseline'), ([(12076, 19, 711), (177, 85, 434), (711, 47, 12076), (177, 19, 711)], 1.4632998, 'xrule'), ({(12076, 48, 32), (6055, 22, 12076), (12076, 17, 862), (12076, 66, 540)}, 1.4578562436191607, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 19, 313), (12076, 66, 540)}, 1.448530262079479, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (6055, 22, 12076), (12076, 21, 7233)}, 1.4059539473312674, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 21, 7233), (12076, 6, 2125)}, 1.4007130299740551, 'baseline'), ({(12076, 48, 32), (12076, 17, 862), (12076, 66, 540), (12076, 6, 3185)}, 1.3994188938920604, 'baseline'), ({(12076, 48, 32), (6055, 22, 12076), (12076, 17, 862), (12076, 6, 2125)}, 1.3683720253232838, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 19, 313), (12076, 21, 7233)}, 1.3638687750648801, 'baseline'), ([(12076, 48, 32), (177, 85, 434), (177, 48, 32)], 1.3574996, 'xrule'), ({(12076, 48, 32), (12076, 17, 862), (1345, 1, 12076), (12076, 66, 540)}, 1.352677883390836, 'baseline'), ([(8282, 17, 862), (8282, 85, 434), (12076, 17, 862)], 0.9720998, 'xrule'), ([(8851, 85, 434), (12076, 48, 32), (8851, 48, 32)], 0.7837, 'xrule')]","(12076, 85, 434)",1,[6.761299],[1],"[(12076, 19, 711), (434, 161, 540), (13359, 85, 434), (8282, 85, 434), (8287, 6, 2125), (6055, 22, 12076), (177, 85, 434), (3262, 159, 6055), (7233, 196, 8213), (711, 47, 12076), (12076, 21, 7233), (12076, 48, 32), (3262, 85, 434), (12076, 6, 2125), (13359, 17, 862), (8213, 85, 434), (434, 161, 32), (12076, 17, 862), (8287, 85, 434), (12076, 66, 540), (177, 19, 711), (8282, 48, 32)]",6.761299,1.0
13,6.999007,"[({(4552, 35, 1562), (4552, 64, 3282), (4552, 64, 1625), (4552, 35, 3796)}, 0.09210304452765393, 'baseline'), ({(4552, 64, 5701), (4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.09057239725632578, 'baseline'), ({(4552, 64, 5701), (4552, 64, 786), (4552, 35, 1562), (4552, 35, 3796)}, 0.09026149945842299, 'baseline'), ({(3282, 64, 4552), (4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.08943943219627327, 'baseline'), ({(3282, 64, 4552), (4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796)}, 0.08917431068957016, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796)}, 0.08876136972179104, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796), (786, 64, 4552)}, 0.08867458536388945, 'baseline'), ({(4552, 35, 1562), (3282, 64, 4552), (4552, 64, 1625), (4552, 35, 3796)}, 0.08834747506475443, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796), (4552, 64, 2617)}, 0.08740810585430644, 'baseline'), ({(4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.08739952282851886, 'baseline'), ([(4552, 64, 858), (858, 35, 2732)], 0.037499428, 'xrule'), ([(3408, 58, 2732), (4552, 35, 3408), (2732, 58, 3408)], 0.03520012, 'xrule'), ([(4552, 35, 3796), (2732, 58, 3796)], 0.03319931, 'xrule'), ([(4552, 35, 1562), (2732, 135, 32), (32, 15, 1562), (32, 15, 2732), (1562, 135, 32), (2732, 62, 32), (2732, 133, 32), (2732, 205, 32), (1562, 62, 32), (1562, 133, 32)], 0.028100014, 'xrule'), ([(3408, 58, 2732), (4552, 35, 1562), (3408, 58, 1562), (2732, 58, 3408)], 0.025499344, 'xrule')]","(4552, 35, 2732)",1,[6.3244543],[1],"[(4552, 64, 1625), (4552, 35, 3796), (4552, 35, 1562), (3282, 64, 4552), (3282, 35, 2732), (4552, 64, 5701), (4552, 64, 786), (1625, 35, 2732), (4552, 64, 3282), (2732, 58, 1562), (2732, 58, 3796), (5701, 35, 2732), (786, 35, 2732)]",6.3244543,1.0
14,6.1483383,"[([(2820, 47, 186), (186, 19, 457), (186, 19, 2820), (2820, 10, 7869)], 0.11229992, 'xrule'), ([(80, 19, 2820), (457, 47, 80), (2820, 10, 7869)], 0.10839939, 'xrule'), ([(7404, 19, 457), (7404, 19, 2820), (2820, 10, 7869)], 0.107699394, 'xrule'), ([(3247, 30, 457), (2820, 7, 3247), (2820, 10, 7869), (457, 7, 3247)], 0.104299545, 'xrule'), ([(4169, 19, 2820), (457, 47, 4169), (4169, 19, 457), (2820, 10, 7869)], 0.10209942, 'xrule'), ({(457, 10, 4121), (457, 182, 3202), (457, 47, 8624), (457, 10, 6327)}, 0.03799966999921614, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (457, 7, 8703)}, 0.03736023134644262, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 7, 1692), (457, 10, 6327)}, 0.03717712587375824, 'baseline'), ({(457, 7, 4013), (457, 10, 4121), (457, 182, 3202), (457, 10, 6327)}, 0.03615097233388969, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (1731, 30, 457)}, 0.0360145968813624, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (8624, 19, 457)}, 0.03575472063090779, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (457, 7, 3060)}, 0.03355316348599217, 'baseline'), ({(457, 10, 4121), (457, 10, 6327), (457, 47, 8624), (457, 7, 1692)}, 0.03319744299263184, 'baseline'), ({(457, 10, 4121), (457, 47, 8624), (457, 10, 6327), (457, 7, 8703)}, 0.03315548130336971, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (10756, 30, 457)}, 0.03287748522155931, 'baseline')]","(457, 10, 7869)",1,[5.8313684],[1],"[(2820, 7, 3247), (4169, 19, 457), (80, 19, 2820), (186, 19, 2820), (457, 7, 3247), (457, 47, 4169), (186, 19, 457), (2820, 10, 7869), (2820, 47, 186), (457, 47, 80), (7404, 19, 2820), (7404, 19, 457), (4169, 19, 2820), (3247, 30, 457)]",5.8313684,1.0
21,8.168217,"[([(3794, 154, 2620), (119, 154, 2620), (119, 23, 209)], 0.06850052, 'xrule'), ([(3794, 154, 2620), (2734, 23, 209), (2734, 154, 2620)], 0.062200546, 'xrule'), ([(3794, 154, 2620), (6157, 23, 209), (6157, 154, 2620)], 0.061699867, 'xrule'), ({(374, 13, 3794), (3794, 72, 1718), (526, 29, 3794), (1179, 13, 3794)}, 0.061394731476861586, 'baseline'), ([(3794, 154, 2620), (2978, 154, 2620), (2978, 23, 209)], 0.060899734, 'xrule'), ({(374, 13, 3794), (3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794)}, 0.06088260838554217, 'baseline'), ({(374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.06007579989619412, 'baseline'), ([(3794, 154, 2620), (607, 154, 2620), (607, 23, 209)], 0.059700012, 'xrule'), ({(1322, 13, 3794), (374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.058384935369471216, 'baseline'), ({(6157, 58, 3794), (374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.05719379613511618, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794)}, 0.05701641270880489, 'baseline'), ({(374, 13, 3794), (3794, 72, 1718), (3794, 58, 7553), (526, 29, 3794)}, 0.056334535561432274, 'baseline'), ({(3794, 72, 1718), (526, 29, 3794)}, 0.05630878637663165, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794), (1179, 13, 3794)}, 0.05497936438907711, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (3794, 58, 7553), (526, 29, 3794)}, 0.05363086887065437, 'baseline')]","(3794, 23, 209)",1,[8.069412],[1],"[(6157, 154, 2620), (1179, 13, 3794), (374, 13, 3794), (119, 23, 209), (3794, 72, 1718), (526, 29, 3794), (119, 154, 2620), (3794, 154, 2620), (9331, 23, 209), (8497, 23, 209), (2734, 23, 209), (2978, 23, 209), (526, 29, 8497), (6157, 23, 209), (374, 13, 3420), (1179, 13, 1394), (2734, 154, 2620), (2978, 154, 2620), (1718, 157, 9331), (1394, 23, 209), (3420, 23, 209)]",8.069412,1.0
21,5.862156,"[([(1682, 58, 1405), (181, 152, 1405), (3306, 13, 181)], 1.1089001, 'xrule'), ([(1682, 234, 90), (181, 219, 90), (1682, 219, 90), (181, 139, 90), (1682, 139, 90), (3306, 13, 181), (181, 234, 90), (181, 206, 90), (1682, 206, 90)], 1.0957003, 'xrule'), ([(1682, 234, 90), (1682, 219, 90), (1682, 139, 90), (3306, 13, 1046), (1046, 234, 90), (1046, 206, 90), (1046, 139, 90), (1682, 206, 90)], 0.63879967, 'xrule'), ([(1129, 13, 816), (1129, 147, 1682), (3306, 13, 816)], 0.6349001, 'xrule'), ([(1682, 58, 202), (3306, 13, 202), (202, 58, 1682)], 0.61880016, 'xrule'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 1361), (3306, 13, 92)}, 0.16539863799717303, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 92), (3306, 13, 1163)}, 0.16374210571874043, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 1361), (3306, 13, 1163)}, 0.15868763179699905, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 31, 1211), (3306, 13, 92)}, 0.15699772089059114, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 92), (3306, 13, 1302)}, 0.15390114040384886, 'baseline'), ({(3306, 13, 2282), (3306, 13, 1405), (3306, 13, 202), (3306, 13, 92)}, 0.1521349355840494, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 202), (3306, 13, 92)}, 0.14691929073068818, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 202), (3306, 13, 1163)}, 0.14057163444457382, 'baseline'), ({(3306, 13, 1163), (3306, 13, 449), (3306, 13, 202), (3306, 13, 92)}, 0.12276462757716243, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 92), (3306, 13, 1163)}, 0.10617927749664781, 'baseline')]","(3306, 13, 1682)",1,[5.6854568],[4],"[(181, 219, 90), (3306, 13, 181), (181, 234, 90), (1046, 206, 90), (3306, 13, 202), (1129, 13, 816), (181, 139, 90), (1046, 234, 90), (181, 152, 1405), (1682, 206, 90), (1682, 219, 90), (1682, 58, 1405), (3306, 13, 1046), (1129, 147, 1682), (202, 58, 1682), (1046, 139, 90), (1682, 234, 90), (1682, 139, 90), (1682, 58, 202), (3306, 13, 816), (181, 206, 90)]",5.6854568,4.0
22,7.3106804,"[({(3660, 74, 524), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5664501622953115, 'baseline'), ({(3660, 31, 658), (3660, 31, 844), (3660, 13, 32), (3660, 26, 1936)}, 0.5658665135981213, 'baseline'), ({(3660, 28, 32), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5491714908345038, 'baseline'), ({(1326, 6, 3660), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5449552966335951, 'baseline'), ({(3660, 11, 23), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.535991711635937, 'baseline'), ({(3660, 26, 990), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5178327987686202, 'baseline'), ({(3660, 26, 1753), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5111256072623466, 'baseline'), ({(1013, 6, 3660), (3660, 31, 658), (3660, 31, 844), (3660, 13, 32)}, 0.5104113051568927, 'baseline'), ({(3660, 31, 658), (3660, 31, 844), (3660, 13, 32), (3660, 26, 1098)}, 0.5095673033901155, 'baseline'), ({(3660, 74, 524), (3660, 31, 658), (3660, 31, 844), (3660, 26, 1936)}, 0.5038757750200438, 'baseline'), ([(3660, 28, 32), (3660, 13, 32), (2190, 13, 32), (2190, 31, 136)], 0.19349957, 'xrule'), ([(3660, 28, 32), (3660, 13, 32), (2194, 31, 136), (2194, 28, 32), (2194, 13, 32)], 0.19279957, 'xrule'), ([(3660, 28, 32), (3259, 13, 32), (3660, 13, 32), (3259, 31, 136), (3259, 28, 32)], 0.19260025, 'xrule'), ([(3660, 28, 32), (3660, 13, 32), (11266, 31, 136), (11266, 28, 32)], 0.18669987, 'xrule'), ([(3660, 28, 32), (12546, 13, 32), (3660, 13, 32), (12546, 31, 136)], 0.1828003, 'xrule')]","(3660, 31, 136)",1,[6.90055],[2],"[(1326, 6, 6336), (3660, 31, 658), (3660, 31, 844), (3660, 11, 23), (1326, 6, 3660), (11266, 31, 136), (12767, 107, 658), (9520, 11, 23), (524, 38, 2245), (12767, 107, 136), (3660, 74, 524), (3660, 13, 32), (11131, 185, 32), (11266, 26, 1936), (3660, 26, 1936), (3660, 28, 32), (2245, 31, 136), (11131, 107, 136), (6336, 31, 136), (9520, 31, 136), (3457, 107, 844), (3457, 107, 136)]",6.90055,2.0
17,7.7084093,"[({(1927, 85, 434), (1927, 43, 141), (1927, 17, 393), (1927, 17, 862)}, 1.7805319642875599, 'baseline'), ({(1927, 85, 434), (1927, 48, 1928), (1927, 43, 141), (1927, 17, 862)}, 1.424223010120796, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862), (1927, 82, 8686)}, 1.3719721460376673, 'baseline'), ({(1927, 85, 434), (1927, 48, 1928), (1927, 17, 393), (1927, 17, 862)}, 1.339704574346176, 'baseline'), ({(1927, 85, 434), (1927, 17, 862), (1927, 17, 393), (1927, 82, 8686)}, 1.311792433478878, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 19, 1724), (1927, 17, 862)}, 1.1996250714746732, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862)}, 1.1957483852326123, 'baseline'), ({(1927, 48, 1928), (1927, 43, 141), (1927, 17, 393), (1927, 17, 862)}, 1.1940289103800459, 'baseline'), ({(1927, 85, 434), (1927, 43, 141), (1927, 17, 862)}, 1.1914921366780902, 'baseline'), ({(1927, 85, 434), (1927, 19, 4418), (1927, 43, 141), (1927, 17, 862)}, 1.190051134687463, 'baseline'), ([(6162, 17, 862), (6162, 212, 4563), (1927, 17, 862)], 0.4524002, 'xrule'), ([(7878, 212, 4563), (7878, 17, 862), (1927, 17, 862)], 0.4512005, 'xrule'), ([(2147, 212, 4563), (2147, 17, 862), (1927, 17, 862)], 0.4467001, 'xrule'), ([(10937, 212, 4563), (10937, 17, 862), (1927, 17, 862)], 0.4446001, 'xrule'), ([(3278, 212, 4563), (3278, 17, 862), (1927, 17, 862)], 0.4354, 'xrule')]","(1927, 212, 4563)",1,[5.572499],[1],"[(2283, 212, 4563), (10651, 85, 434), (1927, 17, 393), (1927, 17, 862), (10651, 212, 4563), (9873, 212, 4563), (12791, 212, 4563), (1927, 43, 141), (2283, 43, 141), (1927, 85, 434), (1927, 48, 1928), (5822, 82, 8686), (5822, 212, 4563), (9873, 48, 1928), (12791, 17, 393), (10651, 17, 862), (1927, 82, 8686)]",5.572499,1.0
18,6.135332,"[({(740, 37, 6243), (740, 37, 855), (740, 37, 2840), (740, 37, 854)}, 0.19176105721327835, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 794), (740, 37, 854)}, 0.1876697943527623, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 773), (740, 37, 854)}, 0.18423942783330718, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 1562)}, 0.17626718739532718, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 2035)}, 0.17610649327579206, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 854), (740, 37, 961)}, 0.1755419180721903, 'baseline'), ({(740, 37, 6243), (740, 37, 855), (740, 37, 4353), (740, 37, 854)}, 0.17441086030167893, 'baseline'), ({(740, 37, 6243), (740, 37, 2840), (740, 37, 773), (740, 37, 854)}, 0.17341427062407855, 'baseline'), ({(740, 37, 6243), (740, 37, 2840), (740, 37, 794), (740, 37, 854)}, 0.17308429935173475, 'baseline'), ({(740, 37, 6243), (740, 37, 794), (740, 37, 773), (740, 37, 854)}, 0.16824249479912262, 'baseline'), ([(2161, 48, 32), (1577, 205, 32), (1577, 62, 32), (1577, 133, 32), (2161, 179, 740), (32, 15, 1577), (1577, 135, 32)], 0.1264, 'xrule'), ([(1577, 205, 32), (1044, 205, 32), (1044, 62, 32), (1577, 135, 32), (740, 37, 1044), (32, 15, 1044), (1577, 62, 32), (1577, 133, 32), (32, 15, 1577)], 0.12529945, 'xrule'), ([(1577, 205, 32), (3930, 48, 32), (3930, 236, 32), (1577, 135, 32), (1577, 62, 32), (1577, 133, 32), (32, 15, 1577), (3930, 179, 740)], 0.12049961, 'xrule'), ([(1577, 205, 32), (11007, 159, 32), (1577, 135, 32), (11007, 179, 740), (1577, 133, 32), (32, 15, 1577), (1577, 62, 32), (11007, 48, 32), (11007, 236, 32)], 0.11810017, 'xrule'), ([(853, 152, 32), (1577, 205, 32), (32, 152, 853), (1577, 135, 32), (1577, 62, 32), (1577, 133, 32), (32, 15, 1577), (853, 218, 32), (740, 37, 853)], 0.09719944, 'xrule')]","(740, 37, 1577)",1,[5.6809773],[5],"[(740, 37, 6243), (855, 58, 1577), (1577, 18, 7968), (1577, 58, 854), (773, 18, 1172), (740, 37, 1562), (740, 37, 2035), (740, 37, 855), (740, 37, 794), (1577, 18, 1172), (2035, 18, 1172), (740, 37, 854), (2840, 18, 1172), (1562, 18, 1172), (740, 37, 773), (740, 37, 2840), (794, 18, 7968), (6243, 58, 1577)]",5.6809773,5.0
14,6.9333606,"[({(8128, 10, 1840), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.45609669128818564, 'baseline'), ({(8128, 10, 2875), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.453662914406889, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.4448938789861597, 'baseline'), ({(8128, 10, 1840), (8128, 10, 65), (8128, 10, 2875), (8128, 10, 358)}, 0.4431801262230221, 'baseline'), ({(8128, 10, 5382), (8128, 10, 2875), (8128, 10, 65), (8128, 10, 358)}, 0.43645576858413526, 'baseline'), ({(8128, 10, 1840), (8128, 10, 1171), (8128, 10, 2875), (8128, 10, 358)}, 0.42837814701241655, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1840), (8128, 10, 1171), (8128, 10, 358)}, 0.4236717642127514, 'baseline'), ({(8128, 10, 5382), (8128, 10, 2875), (8128, 10, 1171), (8128, 10, 358)}, 0.42030338653347543, 'baseline'), ({(8128, 10, 5382), (8128, 10, 1840), (8128, 10, 2875), (8128, 10, 358)}, 0.4167576254089931, 'baseline'), ({(8128, 10, 579), (8128, 10, 1171), (8128, 10, 65), (8128, 10, 358)}, 0.3978958545634121, 'baseline'), ([(8128, 182, 2192), (4640, 10, 1968), (4640, 182, 2192)], 0.1324997, 'xrule'), ([(8128, 182, 2192), (2329, 10, 1968), (2329, 182, 2192)], 0.12279987, 'xrule'), ([(8128, 182, 2192), (1968, 210, 2192)], 0.12119961, 'xrule'), ([(8128, 182, 2192), (2718, 182, 2192), (2718, 10, 1968)], 0.10599995, 'xrule'), ([(8128, 182, 2192), (397, 182, 2192), (397, 10, 1968)], 0.103699684, 'xrule')]","(8128, 10, 1968)",1,[6.808301],[2],"[(3062, 10, 5382), (5814, 10, 1968), (3062, 10, 1840), (5814, 10, 1171), (3062, 10, 2875), (5814, 10, 65), (3062, 10, 1968), (8128, 10, 358), (8128, 10, 5382), (8128, 10, 1840), (8128, 10, 1171), (8128, 10, 2875), (8128, 10, 65), (3062, 10, 358)]",6.808301,2.0
14,8.478947,"[([(9662, 100, 160), (8270, 28, 32), (9662, 48, 32), (8270, 13, 32)], 1.2041998, 'xrule'), ([(4973, 232, 160), (4973, 38, 8270), (4973, 6, 8270)], 1.0648003, 'xrule'), ([(2149, 7, 8270), (4973, 232, 160), (4973, 19, 2149)], 1.0, 'xrule'), ([(8270, 28, 32), (8902, 13, 32), (8902, 14, 160), (8270, 13, 32)], 0.9569998, 'xrule'), ([(8270, 86, 441), (1617, 14, 160), (441, 32, 1617)], 0.9491997, 'xrule'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (911, 59, 8270)}, 0.4455366555027726, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (4169, 6, 8270)}, 0.44207004929558325, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (8270, 31, 3257)}, 0.4418106499113173, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (1121, 7, 8270)}, 0.4265404165790501, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (4156, 173, 8270)}, 0.42448048007486083, 'baseline'), ({(8270, 34, 90), (8270, 31, 655), (8270, 28, 32), (8270, 86, 441)}, 0.4226084173658902, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (10343, 6, 8270)}, 0.4116211354792289, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (911, 59, 8270), (4169, 6, 8270)}, 0.39991859782025263, 'baseline'), ({(8270, 34, 90), (8270, 28, 32), (8270, 86, 441), (1501, 7, 8270)}, 0.39847282755863095, 'baseline'), ({(8270, 34, 90), (8270, 191, 12720), (8270, 28, 32), (8270, 86, 441)}, 0.39606289256712895, 'baseline')]","(8270, 14, 160)",1,[8.22505],[1],"[(8270, 28, 32), (4973, 38, 8270), (4973, 19, 2149), (8902, 14, 160), (8270, 13, 32), (2149, 7, 8270), (9662, 100, 160), (9662, 48, 32), (1617, 14, 160), (8270, 86, 441), (4973, 6, 8270), (4973, 232, 160), (8902, 13, 32), (441, 32, 1617)]",8.22505,1.0
14,6.5313535,"[([(8201, 24, 592), (8201, 17, 862), (8285, 224, 592), (8201, 66, 592)], 0.49020004, 'xrule'), ([(2788, 17, 862), (2788, 8, 8285)], 0.4442997, 'xrule'), ([(8285, 17, 967), (2228, 17, 967), (2228, 17, 862)], 0.42129993, 'xrule'), ([(8285, 48, 1124), (1434, 48, 1124), (1434, 17, 862)], 0.36479998, 'xrule'), ([(360, 17, 862), (360, 48, 1124), (8285, 48, 1124)], 0.35199976, 'xrule'), ({(8285, 21, 10982)}, 0.04283575246968313, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285)}, 0.04267362780902478, 'baseline'), ({(8285, 21, 10982), (1878, 21, 8285)}, 0.03850321001848513, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (1878, 21, 8285)}, 0.03694442937546657, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (8285, 8, 5181)}, 0.036598245600036675, 'baseline'), ({(8285, 21, 10982), (5181, 8, 8285), (37, 8, 8285)}, 0.03589395709976784, 'baseline'), ({(8285, 21, 10982), (8285, 8, 5181)}, 0.033849279374058495, 'baseline'), ({(8285, 21, 10982), (5181, 8, 8285)}, 0.03310112185655946, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (8285, 8, 2228)}, 0.031190912196847654, 'baseline'), ({(8285, 21, 10982), (37, 8, 8285), (2228, 8, 8285)}, 0.028260271000449696, 'baseline')]","(8285, 17, 862)",1,[6.223256],[1],"[(8201, 24, 592), (2788, 17, 862), (2228, 17, 967), (8285, 48, 1124), (1434, 48, 1124), (360, 17, 862), (360, 48, 1124), (8285, 224, 592), (2788, 8, 8285), (1434, 17, 862), (8285, 17, 967), (8201, 17, 862), (8201, 66, 592), (2228, 17, 862)]",6.223256,1.0
21,6.8177223,"[({(1796, 130, 164), (8620, 49, 1796), (1796, 130, 555), (3082, 49, 1796)}, 0.05407194324706399, 'baseline'), ({(6780, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05212787818974572, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.05154804419801434, 'baseline'), ([(841, 95, 521), (1432, 49, 1796), (1796, 130, 1432), (1432, 95, 521)], 0.04979992, 'xrule'), ([(841, 95, 521), (8620, 49, 1796), (1796, 130, 8620), (8620, 95, 521)], 0.0461998, 'xrule'), ([(841, 95, 521), (7445, 95, 521), (1796, 130, 7445), (7445, 49, 1796)], 0.043299675, 'xrule'), ({(1796, 130, 164), (1796, 130, 555), (3082, 49, 1796)}, 0.04122738069077338, 'baseline'), ([(841, 95, 521), (555, 49, 1796), (555, 95, 521), (1796, 130, 555)], 0.038599968, 'xrule'), ({(11759, 49, 1796), (1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.03687957949823824, 'baseline'), ({(11759, 49, 1796), (1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.03627828785471565, 'baseline'), ([(1432, 49, 1796), (1796, 130, 1432), (12040, 40, 841), (12040, 40, 1432)], 0.035199165, 'xrule'), ({(11759, 49, 1796), (1796, 130, 2178), (1796, 130, 555), (3082, 49, 1796)}, 0.031735460228301635, 'baseline'), ({(11759, 49, 1796), (1796, 130, 164), (1796, 130, 555)}, 0.02797369187156409, 'baseline'), ({(1796, 130, 4219), (1796, 130, 555), (3082, 49, 1796)}, 0.027068178134642493, 'baseline'), ({(1796, 130, 7077), (1796, 130, 555), (3082, 49, 1796)}, 0.026517908027405133, 'baseline')]","(1796, 130, 841)",1,[6.561072],[8],"[(11759, 49, 1796), (6780, 98, 8642), (555, 98, 12362), (1432, 95, 521), (3082, 98, 8642), (1796, 130, 555), (3082, 49, 1796), (6780, 49, 1796), (841, 98, 12362), (11759, 98, 12362), (8620, 95, 521), (1796, 130, 164), (7253, 130, 841), (164, 98, 8642), (8620, 49, 1796), (7253, 130, 8620), (1796, 130, 8620), (841, 98, 8642), (1796, 130, 1432), (841, 95, 521), (1432, 49, 1796)]",6.561072,8.0
