new_score,original_rank,new_ranks,new_rank,facts,#facts,new_scores,prediction,original_score
0.0013532034063246101,1,"[31, 1]",16.0,"[([(23140, 3, 78), (23140, 12, 4492), (5586, 3, 78)], 0.5547, 'xrule'), ([(5586, 3, 6), (23140, 12, 4492), (23140, 3, 6)], 0.4261, 'xrule'), ([(23140, 2, 68), (23140, 12, 4492), (5586, 2, 68)], 0.4215, 'xrule'), ([(5586, 3, 279)], 0.03938209542840156, 'kelpie'), ([(5586, 3, 6)], 0.03907655084054952, 'kelpie'), ([(5586, 2, 68)], 0.03787481313384217, 'kelpie')]",6,"[3.487046342343092e-06, 0.002702919766306877]","(5586, 12, 4492)",0.07337050884962082
0.004789052148225892,1,"[4, 2]",3.0,"[([(6900, 3, 741), (21872, 8, 7393), (21872, 3, 741)], 0.017600004, 'xrule'), ([(6900, 5, 6901)], 0.004301821764439188, 'kelpie'), ([(6900, 2, 2270)], 0.004223663305515606, 'kelpie'), ([(6900, 3, 741)], 0.004215148709187748, 'kelpie'), ([(6900, 2, 68), (24326, 2, 68), (24326, 8, 7393)], -0.0013999939, 'xrule'), ([(6900, 2, 68), (22529, 8, 7393), (22529, 2, 68)], -0.0041999966, 'xrule')]",6,"[0.00956053752452135, 1.756677193043288e-05]","(6900, 8, 7393)",0.00042496295645833015
0.9955670833587646,1,"[1, 1]",1.0,"[([(5645, 1, 65)], 0.0011508236276464095, 'kelpie'), ([(5645, 3, 2085)], 0.0008823655183831345, 'kelpie'), ([(5645, 3, 1200)], 0.0006001105359859561, 'kelpie'), ([(11777, 10, 7830), (11777, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22106, 10, 7830), (22106, 1, 65), (5645, 1, 65)], 0.0, 'xrule'), ([(22360, 1, 65), (22360, 10, 7830), (5645, 1, 65)], 0.0, 'xrule')]",6,"[0.9995009899139404, 0.9916331768035889]","(5645, 10, 7830)",4.1949319573575394e-09
0.0030406033456529258,1,"[5, 2]",3.5,"[([(5844, 2, 30), (25101, 8, 7427), (25101, 2, 30)], 0.2013, 'xrule'), ([(25101, 8, 7427), (25101, 3, 39), (5844, 3, 39)], 0.19829997, 'xrule'), ([(12095, 8, 7427), (12095, 3, 10), (5844, 3, 10)], 0.09289998, 'xrule'), ([(5844, 3, 1151)], 0.001492601409290392, 'kelpie'), ([(5844, 2, 2270)], 0.0014862344189779226, 'kelpie'), ([(5844, 3, 10)], 0.0013332966242476482, 'kelpie')]",6,"[0.006042937748134136, 3.8268943171715364e-05]","(5844, 8, 7427)",0.0008862688555382192
3.5944487535743974e-05,1,"[11, 5]",8.0,"[([(16088, 2, 171), (16088, 9, 8151), (4870, 2, 171)], 0.07139999, 'xrule'), ([(24480, 2, 31), (24480, 9, 8151), (4870, 2, 31)], 0.03310001, 'xrule'), ([(4870, 2, 68), (21950, 2, 68), (21950, 9, 8151)], 0.022499979, 'xrule'), ([(4870, 3, 3987)], 0.008854888332447918, 'kelpie'), ([(4870, 3, 88)], 0.005781063274478097, 'kelpie'), ([(4870, 2, 888)], 0.005551248736816825, 'kelpie')]",6,"[3.5285615012981e-05, 3.660336005850695e-05]","(4870, 9, 8151)",7.97808897914365e-05
9.990978696805541e-06,1,"[11, 10]",10.5,"[([(6054, 3, 177)], 0.16287982018952116, 'kelpie'), ([(6054, 3, 6060)], 0.15734010487522854, 'kelpie'), ([(6054, 2, 171)], 0.1522376343627862, 'kelpie'), ([(11633, 3, 6059), (11633, 9, 8151), (6054, 3, 6059)], 0.10780001, 'xrule'), ([(6054, 2, 305), (14192, 9, 8151), (14192, 2, 305)], -0.109799996, 'xrule'), ([(11633, 9, 8151), (11633, 3, 189), (6054, 3, 189)], -0.114700004, 'xrule')]",6,"[5.319550382409943e-06, 1.466240701120114e-05]","(6054, 9, 8151)",0.00014518971147481352
0.03407444339245558,1,"[2, 1]",1.5,"[([(6205, 2, 709)], 0.050654443903374084, 'kelpie'), ([(6205, 3, 6212)], 0.04982101820065722, 'kelpie'), ([(6205, 3, 6210)], 0.026807169373868827, 'kelpie'), ([(16437, 8, 7410), (16437, 3, 9), (6205, 3, 9)], 0.0023999999, 'xrule'), ([(12637, 8, 7410), (6205, 3, 10), (12637, 3, 10)], 0.0019999999, 'xrule'), ([(12781, 3, 10), (6205, 3, 10), (12781, 8, 7410)], -0.0016000001, 'xrule')]",6,"[0.06766973435878754, 0.0004791524261236191]","(6205, 8, 7410)",0.014452626928687096
0.01756569929420948,1,"[1, 1]",1.0,"[([(6004, 4, 66)], 0.09421148435920891, 'kelpie'), ([(6004, 3, 10)], 0.022405135412831043, 'kelpie'), ([(14665, 4, 66), (14665, 11, 7956), (6004, 4, 66)], 0.0, 'xrule'), ([(19349, 11, 7956), (19349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(22349, 11, 7956), (22349, 4, 66), (6004, 4, 66)], 0.0, 'xrule'), ([(6004, 2, 31)], -0.010174472856797243, 'kelpie')]",6,"[0.012673413380980492, 0.02245798520743847]","(6004, 11, 7956)",0.00012833354412578046
0.0005657195324602071,1,"[2, 4]",3.0,"[([(6263, 3, 20)], 0.04406965056154853, 'kelpie'), ([(6263, 2, 68)], 0.042793291599583914, 'kelpie'), ([(6263, 3, 1840)], 0.03198440275942442, 'kelpie'), ([(12589, 11, 8038), (6263, 3, 20), (12589, 3, 20)], 0.0, 'xrule'), ([(24421, 3, 56), (24421, 11, 8038), (6263, 3, 56)], 0.0, 'xrule'), ([(9725, 2, 68), (9725, 11, 8038), (6263, 2, 68)], 0.0, 'xrule')]",6,"[0.0010734443785622716, 5.7994686358142644e-05]","(6263, 11, 8038)",0.0002951537608169019
0.03310840192716569,1,"[1, 2]",1.5,"[([(6344, 2, 31)], 0.04104787388970776, 'kelpie'), ([(6344, 3, 75)], 0.04080182216406433, 'kelpie'), ([(6344, 1, 941)], 0.03178160539129673, 'kelpie'), ([(13186, 2, 171), (13186, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(21785, 2, 171), (21785, 11, 7956), (6344, 2, 171)], 0.0, 'xrule'), ([(6344, 4, 485), (16379, 11, 7956), (16379, 4, 485)], 0.0, 'xrule')]",6,"[0.063743956387043, 0.002472847467288375]","(6344, 11, 7956)",4.18413728766609e-05
0.9732459783554077,1,"[1, 1]",1.0,"[([(6914, 4, 66)], 0.0016002782540099735, 'kelpie'), ([(6914, 3, 6918)], 0.0015108235606434287, 'kelpie'), ([(6914, 2, 28)], 0.0014239128986370437, 'kelpie'), ([(10597, 2, 31), (10597, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(12878, 2, 31), (12878, 10, 7830), (6914, 2, 31)], 0.0, 'xrule'), ([(19491, 2, 31), (19491, 10, 7830), (6914, 2, 31)], 0.0, 'xrule')]",6,"[0.9987867474555969, 0.9477052092552185]","(6914, 10, 7830)",1.2131610382937197e-08
0.9876312613487244,1,"[1, 1]",1.0,"[([(7788, 3, 2545)], 0.003312054975541986, 'kelpie'), ([(7788, 9, 7790)], 0.0029158252108688917, 'kelpie'), ([(7788, 4, 66)], 0.0017348029458304985, 'kelpie'), ([(12437, 2, 31), (12437, 10, 7830), (7788, 2, 31)], 0.0, 'xrule'), ([(17546, 10, 7830), (17546, 2, 31), (7788, 2, 31)], 0.0, 'xrule'), ([(19633, 2, 31), (19633, 10, 7830), (7788, 2, 31)], 0.0, 'xrule')]",6,"[0.9999480247497559, 0.9753144979476929]","(7788, 10, 7830)",1.025166298518343e-07
0.9851409196853638,1,"[1, 1]",1.0,"[([(5920, 3, 146)], 1.7352837429349895e-07, 'kelpie'), ([(5920, 2, 30)], 1.4215444499401647e-07, 'kelpie'), ([(5920, 3, 6)], 1.3551877183882994e-07, 'kelpie'), ([(15839, 10, 7830), (15839, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(19767, 10, 7830), (19767, 2, 68), (5920, 2, 68)], 0.0, 'xrule'), ([(21418, 10, 7830), (21418, 2, 68), (5920, 2, 68)], 0.0, 'xrule')]",6,"[0.9999872446060181, 0.9702945947647095]","(5920, 10, 7830)",2.1284087381445715e-08
1.9102946907878504e-05,1,"[2, 3]",2.5,"[([(6437, 3, 406)], 0.19297445880022557, 'kelpie'), ([(6437, 3, 91)], 0.18442433637919156, 'kelpie'), ([(6437, 2, 312)], 0.18171990972321034, 'kelpie'), ([(6437, 4, 66), (11340, 11, 8038), (11340, 4, 66)], 0.0, 'xrule'), ([(6437, 4, 66), (15849, 11, 8038), (15849, 4, 66)], 0.0, 'xrule'), ([(16799, 11, 8038), (16799, 4, 66), (6437, 4, 66)], 0.0, 'xrule')]",6,"[3.600501440814696e-05, 2.2008794076100457e-06]","(6437, 11, 8038)",0.00044393775169737637
0.01113046775572002,1,"[3, 1]",2.0,"[([(21960, 3, 37), (7080, 3, 37), (21960, 8, 7410)], 0.1329, 'xrule'), ([(9442, 2, 68), (7080, 2, 68), (9442, 8, 7410)], 0.037400007, 'xrule'), ([(7080, 3, 1255)], 0.02177422396079735, 'kelpie'), ([(7080, 3, 10)], 0.02133686744315465, 'kelpie'), ([(7080, 1, 1054)], 0.02125771991529208, 'kelpie'), ([(20319, 2, 30), (20319, 8, 7410), (7080, 2, 30)], 0.020900011, 'xrule')]",6,"[0.02172740362584591, 0.0005335318855941296]","(7080, 8, 7410)",0.0038276715204119682
0.9925908744335175,1,"[1, 1]",1.0,"[([(6848, 1, 65)], 0.0012291594672386235, 'kelpie'), ([(6848, 4, 66)], 0.00100624675707797, 'kelpie'), ([(6848, 3, 83)], 0.0008428104368426121, 'kelpie'), ([(11145, 10, 7830), (6848, 4, 66), (11145, 4, 66)], 0.0, 'xrule'), ([(21070, 10, 7830), (6848, 4, 66), (21070, 4, 66)], 0.0, 'xrule'), ([(21959, 4, 66), (6848, 4, 66), (21959, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999920129776001, 0.9851897358894348]","(6848, 10, 7830)",3.360280231845536e-08
0.00011940459285142424,1,"[14, 5]",9.5,"[([(5517, 3, 5520)], 0.1318339362334226, 'kelpie'), ([(5517, 3, 1482)], 0.13103410147104566, 'kelpie'), ([(5517, 3, 3863)], 0.12246369857607523, 'kelpie'), ([(23360, 2, 1188), (23360, 9, 7903), (5517, 2, 1188)], 0.0041999817, 'xrule'), ([(14219, 9, 7903), (14219, 2, 1323), (5517, 2, 1323)], 0.0027999878, 'xrule'), ([(19469, 2, 1188), (19469, 9, 7903), (5517, 2, 1188)], 0.0013999939, 'xrule')]",6,"[6.450678938563215e-06, 0.00023235850676428527]","(5517, 9, 7903)",0.001694337697699666
3.6151429583242134e-05,1,"[9, 2]",5.5,"[([(7097, 3, 1348)], 0.0882062269917421, 'kelpie'), ([(7097, 3, 2173)], 0.088108050644649, 'kelpie'), ([(7097, 2, 209)], 0.08799632175343208, 'kelpie'), ([(12800, 3, 10), (7097, 3, 10), (12800, 8, 7567)], 0.0413, 'xrule'), ([(7097, 1, 65), (23082, 1, 65), (23082, 8, 7567)], -0.078099996, 'xrule'), ([(12800, 3, 9), (7097, 3, 9), (12800, 8, 7567)], -0.1426, 'xrule')]",6,"[7.109020953066647e-05, 1.2126496358177974e-06]","(7097, 8, 7567)",0.00016190372116398066
0.0035990046817460097,1,"[2, 1]",1.5,"[([(23900, 2, 31), (5756, 2, 31), (23900, 8, 7410)], 0.019900002, 'xrule'), ([(5756, 4, 924)], 0.012390454269660924, 'kelpie'), ([(5756, 2, 5758)], 0.012206210684818284, 'kelpie'), ([(5756, 3, 5760)], 0.011786428240094966, 'kelpie'), ([(24713, 8, 7410), (5756, 3, 37), (24713, 3, 37)], -0.031899996, 'xrule'), ([(24713, 3, 50), (24713, 8, 7410), (5756, 3, 50)], -0.050199993, 'xrule')]",6,"[0.007042445708066225, 0.00015556365542579442]","(5756, 8, 7410)",0.011794748716056347
0.024679587106220424,1,"[3, 1]",2.0,"[([(17698, 3, 78), (5447, 3, 78), (17698, 8, 7410)], 0.07879996, 'xrule'), ([(5447, 1, 1054)], 0.0028718460295520786, 'kelpie'), ([(5447, 3, 1143)], 0.002695377172758893, 'kelpie'), ([(5447, 3, 5448)], 0.002594316564086038, 'kelpie'), ([(17698, 8, 7410), (17698, 3, 519), (5447, 3, 519)], -0.0066000223, 'xrule'), ([(14701, 3, 9), (14701, 8, 7410), (5447, 3, 9)], -0.023100019, 'xrule')]",6,"[0.04850500077009201, 0.0008541734423488379]","(5447, 8, 7410)",0.002314773853868246
8.386295644413622e-05,1,"[3, 8]",5.5,"[([(6394, 4, 66)], 0.003912470241558769, 'kelpie'), ([(6394, 2, 68)], 0.003214725686577561, 'kelpie'), ([(6394, 5, 6395)], 0.0031823445655755713, 'kelpie'), ([(6394, 3, 20), (16972, 11, 8038), (16972, 3, 20)], 0.0, 'xrule'), ([(20543, 11, 8038), (6394, 3, 20), (20543, 3, 20)], 0.0, 'xrule'), ([(16972, 11, 8038), (16972, 4, 66), (6394, 4, 66)], 0.0, 'xrule')]",6,"[0.00016513581795152277, 2.590094936749665e-06]","(6394, 11, 8038)",1.2339714885456488e-05
0.022652673069387674,1,"[1, 1]",1.0,"[([(7125, 4, 66)], 0.2598642517707413, 'kelpie'), ([(7125, 3, 7133)], 0.20973966589325518, 'kelpie'), ([(7125, 3, 219)], 0.16734484887850964, 'kelpie'), ([(13012, 4, 66), (7125, 4, 66), (13012, 11, 7956)], 0.0, 'xrule'), ([(23089, 4, 66), (7125, 4, 66), (23089, 11, 7956)], 0.0, 'xrule'), ([(10988, 3, 40), (10988, 11, 7956), (7125, 3, 40)], 0.0, 'xrule')]",6,"[0.031192416325211525, 0.014112929813563824]","(7125, 11, 7956)",2.1323852706700563e-05
0.05479199159890413,1,"[1, 1]",1.0,"[([(5627, 2, 30)], 0.006438984500316619, 'kelpie'), ([(5627, 3, 6)], 0.0054492083638659075, 'kelpie'), ([(13224, 3, 6), (13224, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20519, 3, 6), (20519, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(20757, 3, 6), (20757, 11, 7956), (5627, 3, 6)], 0.0, 'xrule'), ([(5627, 3, 41)], -0.08158360885848362, 'kelpie')]",6,"[0.09786133468151093, 0.01172264851629734]","(5627, 11, 7956)",0.00013240447151474655
0.020261960658899625,1,"[2, 2]",2.0,"[([(14565, 2, 30), (14565, 8, 7427), (6722, 2, 30)], 0.268, 'xrule'), ([(6722, 3, 40), (23558, 3, 40), (23558, 8, 7427)], 0.2202, 'xrule'), ([(24894, 8, 7427), (6722, 2, 30), (24894, 2, 30)], 0.1627, 'xrule'), ([(6722, 3, 6726)], 0.011608256935472946, 'kelpie'), ([(6722, 3, 75)], 0.011467557351573463, 'kelpie'), ([(6722, 3, 1198)], 0.01025129013563668, 'kelpie')]",6,"[0.04050294682383537, 2.097449396387674e-05]","(6722, 8, 7427)",0.0005110133206471801
0.00098730518220691,1,"[5, 1]",3.0,"[([(4870, 3, 40)], 0.010657819881764645, 'kelpie'), ([(4870, 2, 709)], 0.010606352203046914, 'kelpie'), ([(24472, 8, 7567), (24472, 3, 41), (4870, 3, 41)], 0.010399997, 'xrule'), ([(4870, 3, 4879)], 0.009323758049578598, 'kelpie'), ([(20555, 2, 709), (4870, 2, 709), (20555, 8, 7567)], 0.00069999695, 'xrule'), ([(9370, 8, 7567), (9370, 2, 172), (4870, 2, 172)], 0.00049996376, 'xrule')]",6,"[0.0017360001802444458, 0.0002386101841693744]","(4870, 8, 7567)",0.023995403200387955
0.996063232421875,1,"[1, 1]",1.0,"[([(6213, 4, 485)], 0.000997339003662863, 'kelpie'), ([(6213, 3, 1964)], 0.0005626238096587932, 'kelpie'), ([(6213, 3, 39)], 0.0002936638909757363, 'kelpie'), ([(6213, 1, 65), (23221, 10, 7830), (23221, 1, 65)], 0.0, 'xrule'), ([(24093, 1, 65), (6213, 1, 65), (24093, 10, 7830)], 0.0, 'xrule'), ([(24276, 10, 7830), (6213, 1, 65), (24276, 1, 65)], 0.0, 'xrule')]",6,"[0.9998193383216858, 0.9923071265220642]","(6213, 10, 7830)",2.007188548702743e-08
0.9645484685897827,1,"[1, 1]",1.0,"[([(7499, 3, 7509)], 0.0001076797603489469, 'kelpie'), ([(7499, 8, 7427)], 0.00010465063366636059, 'kelpie'), ([(7499, 3, 279)], 0.0001015102721440716, 'kelpie'), ([(7499, 8, 7427), (14580, 10, 7830), (14580, 8, 7427)], 0.0, 'xrule'), ([(7499, 8, 7427), (17655, 8, 7427), (17655, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (18068, 8, 7427), (18068, 10, 7830)], 0.0, 'xrule')]",6,"[0.9998730421066284, 0.929223895072937]","(7499, 10, 7830)",8.690136610312038e-09
0.002233574658021098,1,"[5, 2]",3.5,"[([(5930, 3, 17)], 0.002550327856019913, 'kelpie'), ([(5930, 3, 1957)], 0.002462759822347339, 'kelpie'), ([(5930, 3, 237)], 0.002086221892041368, 'kelpie')]",3,"[0.004444109741598368, 2.3039574443828315e-05]","(5930, 8, 7427)",0.00019900716142728925
0.9929948449134827,1,"[1, 1]",1.0,"[([(6983, 3, 38)], 0.000456729690263144, 'kelpie'), ([(6983, 3, 460)], 0.0004422424430142826, 'kelpie'), ([(6983, 3, 20)], 0.00043954678789880357, 'kelpie'), ([(6983, 3, 78), (9516, 10, 7830), (9516, 3, 78)], 0.0, 'xrule'), ([(13114, 3, 78), (6983, 3, 78), (13114, 10, 7830)], 0.0, 'xrule'), ([(6983, 3, 78), (18760, 10, 7830), (18760, 3, 78)], 0.0, 'xrule')]",6,"[0.9998629093170166, 0.9861267805099487]","(6983, 10, 7830)",8.622164315852388e-09
0.9850408732891083,1,"[1, 1]",1.0,"[([(6300, 3, 892)], 1.4511865314222427e-06, 'kelpie'), ([(6300, 3, 715)], 1.065502570276111e-06, 'kelpie'), ([(6300, 3, 1180)], 9.903564798414572e-07, 'kelpie'), ([(6300, 3, 40), (8104, 10, 7830), (8104, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (14576, 3, 40), (14576, 10, 7830)], 0.0, 'xrule'), ([(14712, 10, 7830), (6300, 3, 40), (14712, 3, 40)], 0.0, 'xrule')]",6,"[0.9994933605194092, 0.9705883860588074]","(6300, 10, 7830)",9.566154979268049e-09
0.0034908488451037556,1,"[3, 1]",2.0,"[([(23089, 8, 7410), (7335, 2, 30), (23089, 2, 30)], 0.10429996, 'xrule'), ([(7335, 3, 40), (20705, 8, 7410), (20705, 3, 40)], 0.0916, 'xrule'), ([(20719, 2, 30), (20719, 8, 7410), (7335, 2, 30)], 0.03850001, 'xrule'), ([(7335, 3, 149)], 0.0008857885369672617, 'kelpie'), ([(7335, 3, 5727)], 0.0007628592913011118, 'kelpie'), ([(7335, 3, 390)], 0.0007007093918115518, 'kelpie')]",6,"[0.006843350362032652, 0.00013834732817485929]","(7335, 8, 7410)",0.003208134090527892
0.08986547750828322,1,"[2, 1]",1.5,"[([(5897, 3, 9), (20629, 3, 9), (20629, 8, 7410)], 0.2715, 'xrule'), ([(5897, 3, 9), (20450, 3, 9), (20450, 8, 7410)], 0.22539997, 'xrule'), ([(5897, 3, 9), (25026, 8, 7410), (25026, 3, 9)], 0.19049996, 'xrule'), ([(5897, 2, 68)], 0.04325728768266854, 'kelpie'), ([(5897, 3, 476)], 0.03795688131452615, 'kelpie'), ([(5897, 3, 220)], 0.031463372493232514, 'kelpie')]",6,"[0.1793796420097351, 0.00035131300683133304]","(5897, 8, 7410)",0.0011432610917836428
0.11046051770063059,1,"[2, 1]",1.5,"[([(7058, 3, 220), (9990, 3, 220), (9990, 8, 7410)], 0.1652, 'xrule'), ([(13576, 1, 65), (7058, 1, 65), (13576, 8, 7410)], 0.057200015, 'xrule'), ([(23699, 3, 220), (7058, 3, 220), (23699, 8, 7410)], 0.054099977, 'xrule'), ([(7058, 3, 58)], 0.03632188490855316, 'kelpie'), ([(7058, 1, 65)], 0.03196182749419576, 'kelpie'), ([(7058, 3, 433)], 0.0026298602597376475, 'kelpie')]",6,"[0.22087006270885468, 5.0972692406503484e-05]","(7058, 8, 7410)",0.0042869639582931995
0.01646540464298596,1,"[11, 1]",6.0,"[([(6083, 3, 39), (17391, 9, 8418), (17391, 3, 39)], 0.13270003, 'xrule'), ([(18600, 9, 8418), (18600, 2, 69), (6083, 2, 69)], 0.1311, 'xrule'), ([(6083, 2, 69), (17391, 9, 8418), (17391, 2, 69)], 0.12800002, 'xrule'), ([(6083, 1, 6071)], 0.009625030608959265, 'kelpie'), ([(6083, 2, 68)], 0.009522552567769176, 'kelpie'), ([(6083, 3, 34)], 0.00909765712026538, 'kelpie')]",6,"[2.7603682610788383e-05, 0.03290320560336113]","(6083, 9, 8418)",0.0004672103968914598
0.9925362765789032,1,"[1, 1]",1.0,"[([(7065, 3, 2574)], 0.0005968364129740874, 'kelpie'), ([(8831, 10, 7830), (8831, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(9516, 3, 10), (9516, 10, 7830), (7065, 3, 10)], 0.0, 'xrule'), ([(15578, 10, 7830), (15578, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(7065, 3, 113)], -0.0007216469584541142, 'kelpie'), ([(7065, 3, 1855)], -0.0008521061792853088, 'kelpie')]",6,"[0.9999719858169556, 0.9851005673408508]","(7065, 10, 7830)",1.0907464265130784e-08
0.025746579747647047,1,"[1, 1]",1.0,"[([(7289, 3, 78)], 0.7926043737930601, 'kelpie'), ([(7289, 3, 2561)], 0.6985140893640965, 'kelpie'), ([(7289, 1, 2467)], 0.6198225460764181, 'kelpie'), ([(11759, 3, 277), (11759, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(24745, 3, 277), (24745, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(25003, 3, 277), (25003, 11, 7956), (7289, 3, 277)], 0.0, 'xrule')]",6,"[0.04326913133263588, 0.008224028162658215]","(7289, 11, 7956)",3.7333531508920714e-05
6.6613946216875775e-06,1,"[2, 8]",5.0,"[([(6966, 2, 266)], 8.189853953409849e-05, 'kelpie'), ([(6966, 3, 185)], 6.140007143278998e-05, 'kelpie'), ([(6966, 3, 10)], 3.950648212693685e-05, 'kelpie'), ([(6966, 2, 31), (10332, 11, 8038), (10332, 2, 31)], 0.0, 'xrule'), ([(6966, 2, 31), (16781, 11, 8038), (16781, 2, 31)], 0.0, 'xrule'), ([(19681, 2, 31), (6966, 2, 31), (19681, 11, 8038)], 0.0, 'xrule')]",6,"[1.3249027688289061e-05, 7.376155508609372e-08]","(6966, 11, 8038)",5.255751602817327e-06
0.9920838177204132,1,"[1, 1]",1.0,"[([(7751, 4, 66)], 0.012124012198314863, 'kelpie'), ([(7751, 2, 31)], 0.011480572605468694, 'kelpie'), ([(7751, 8, 7427)], 0.011208679481787952, 'kelpie'), ([(15535, 3, 479), (15535, 10, 7830), (7751, 3, 479)], 0.0, 'xrule'), ([(23512, 10, 7830), (23512, 3, 479), (7751, 3, 479)], 0.0, 'xrule'), ([(25281, 10, 7830), (25281, 3, 479), (7751, 3, 479)], 0.0, 'xrule')]",6,"[0.9996572732925415, 0.9845103621482849]","(7751, 10, 7830)",3.855851460343729e-08
0.0023721958859823644,1,"[1, 1]",1.0,"[([(4952, 1, 941)], 0.09902755453647201, 'kelpie'), ([(4952, 2, 31)], 0.06556938123624163, 'kelpie'), ([(4952, 3, 75)], 0.02761791177854576, 'kelpie'), ([(4952, 2, 30), (11211, 2, 30), (11211, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (19240, 2, 30), (19240, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (22481, 2, 30), (22481, 11, 7956)], 0.0, 'xrule')]",6,"[0.0036270665004849434, 0.0011173252714797854]","(4952, 11, 7956)",8.646970672998577e-05
0.003291603992693126,1,"[1, 2]",1.5,"[([(4777, 1, 1054)], 0.03295175263849616, 'kelpie'), ([(9365, 3, 40), (4777, 3, 40), (9365, 11, 7956)], 0.0, 'xrule'), ([(9818, 3, 40), (4777, 3, 40), (9818, 11, 7956)], 0.0, 'xrule'), ([(11096, 3, 40), (11096, 11, 7956), (4777, 3, 40)], 0.0, 'xrule'), ([(4777, 3, 4779)], -0.005326860654302064, 'kelpie'), ([(4777, 3, 427)], -0.02102946214508778, 'kelpie')]",6,"[0.00406635832041502, 0.0025168496649712324]","(4777, 11, 7956)",6.771103926439537e-06
0.9970504641532898,1,"[1, 1]",1.0,"[([(4912, 4, 66)], 0.0002622979937939654, 'kelpie'), ([(4912, 3, 4915)], 0.0002457840144650191, 'kelpie'), ([(4912, 3, 3090)], 0.0002258676809299058, 'kelpie'), ([(16511, 3, 7), (16511, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(16838, 3, 7), (16838, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(17908, 3, 7), (17908, 10, 7830), (4912, 3, 7)], 0.0, 'xrule')]",6,"[0.9997544884681702, 0.9943464398384094]","(4912, 10, 7830)",4.383919005590542e-08
0.0015310645394492894,1,"[3, 1]",2.0,"[([(7392, 3, 33)], 0.06431973257396456, 'kelpie'), ([(7392, 3, 220), (23388, 8, 7409), (23388, 3, 220)], -0.00039999932, 'xrule'), ([(7392, 2, 29)], -0.0031347843415292865, 'kelpie'), ([(7392, 3, 220)], -0.004448835788358988, 'kelpie'), ([(8161, 8, 7409), (8161, 3, 220), (7392, 3, 220)], -0.009099999, 'xrule'), ([(10818, 8, 7409), (7392, 3, 220), (10818, 3, 220)], -0.021399999, 'xrule')]",6,"[0.002911909716203809, 0.0001502193626947701]","(7392, 8, 7409)",4.9305614084005356e-05
0.003484947872493649,1,"[4, 2]",3.0,"[([(7289, 3, 9), (16023, 3, 9), (16023, 8, 7410)], 0.2328, 'xrule'), ([(7289, 3, 39), (9970, 3, 39), (9970, 8, 7410)], 0.21350001, 'xrule'), ([(22285, 8, 7410), (7289, 3, 39), (22285, 3, 39)], 0.18020001, 'xrule'), ([(7289, 3, 78)], 0.0025655077403246304, 'kelpie'), ([(7289, 3, 276)], 0.002549168124699045, 'kelpie'), ([(7289, 3, 41)], 0.0025431478129888043, 'kelpie')]",6,"[0.006931377574801445, 3.8518170185852796e-05]","(7289, 8, 7410)",0.0023090641479939222
0.05484194598625436,1,"[2, 5]",3.5,"[([(6383, 3, 7), (24690, 8, 7427), (24690, 3, 7)], 0.1353, 'xrule'), ([(6383, 2, 68), (23625, 2, 68), (23625, 8, 7427)], 0.12849998, 'xrule'), ([(6383, 3, 3058), (23625, 3, 3058), (23625, 8, 7427)], 0.118099995, 'xrule'), ([(6383, 2, 728)], 0.0009180442606151766, 'kelpie'), ([(6383, 3, 733)], 0.000780342372312573, 'kelpie'), ([(6383, 3, 7)], 0.0004161964344083095, 'kelpie')]",6,"[0.1096801906824112, 3.701290097524179e-06]","(6383, 8, 7427)",0.0007060354109853506
0.8476530015468597,1,"[1, 1]",1.0,"[([(5897, 3, 3673)], 1.6780988940614643e-05, 'kelpie'), ([(5897, 3, 10)], 1.0715459634747448e-05, 'kelpie'), ([(9116, 3, 479), (5897, 3, 479), (9116, 10, 7830)], 0.0, 'xrule'), ([(5897, 3, 479), (9782, 3, 479), (9782, 10, 7830)], 0.0, 'xrule'), ([(19767, 10, 7830), (5897, 3, 479), (19767, 3, 479)], 0.0, 'xrule'), ([(5897, 3, 220)], -2.720758815169997e-05, 'kelpie')]",6,"[0.9999386072158813, 0.6953673958778381]","(5897, 10, 7830)",1.0150869478309232e-08
