new_rank,#facts,new_scores,original_score,new_ranks,original_rank,prediction,facts,new_score
12263.0,5,"[7.530269067501649e-05, 6.655302422586828e-05]",0.8004068732261658,"[11420, 13106]",1,"(21993, 1, 19504)","[([(19504, 1, 21993), (21993, 1, 4359), (21993, 1, 27075), (21993, 1, 24827)], 0.6247727119215242, 'kelpie'), ([(19504, 1, 21993)], 0.60510004, 'xrule'), ([(19504, 1, 21993), (21993, 1, 27075), (21993, 1, 24827)], 0.5855524975117118, 'kelpie'), ([(19504, 1, 21993), (21993, 1, 877), (21993, 1, 14080), (21993, 1, 24827)], 0.5127374360634168, 'kelpie'), ([(17245, 1, 11202), (11202, 0, 21993), (19504, 0, 17245), (11202, 1, 17245)], 0.14790002, 'xrule')]",7.092785745044239e-05
18369.5,4,"[1.3972308806842193e-05, 1.6688971300027333e-05]",0.8398572206497192,"[19018, 17721]",1,"(4185, 1, 13829)","[([(13829, 1, 4185), (4185, 1, 4221), (4184, 0, 4185), (4221, 1, 4185)], 0.9498223563638531, 'kelpie'), ([(13829, 1, 4185), (4221, 1, 4185), (10717, 0, 4185)], 0.8830779081837576, 'kelpie'), ([(13829, 1, 4185), (4185, 1, 4221), (4184, 0, 4185)], 0.8458592175599319, 'kelpie'), ([(13829, 1, 4185)], 0.4371, 'xrule')]",1.5330640053434763e-05
10850.0,4,"[5.6141638197004795e-05, 1.903154952742625e-05]",0.956963837146759,"[2526, 19174]",1,"(18566, 1, 6657)","[([(6657, 1, 18566), (12281, 0, 18566)], 0.9542317888940376, 'kelpie'), ([(6657, 1, 18566)], 0.7186, 'xrule'), ([(6657, 1, 18566)], 0.7149641967197238, 'kelpie'), ([(12281, 0, 18566)], -0.019624431643958058, 'kelpie')]",3.758659386221552e-05
19657.0,3,"[1.0294716048520058e-05, 6.0203960856597405e-06]",0.9941294193267822,"[10380, 28934]",1,"(29689, 1, 11565)","[([(11565, 1, 29689)], 0.9978146464763958, 'kelpie'), ([(11565, 1, 29689)], 0.56490004, 'xrule'), ([(29689, 0, 12731)], -0.001518805559089243, 'kelpie')]",8.1575560670899e-06
17390.5,4,"[5.839786535943858e-05, 1.1348132829880342e-05]",0.9594130516052246,"[5442, 29339]",1,"(137, 1, 39790)","[([(39790, 1, 137), (137, 0, 8233), (136, 6, 137)], 0.9114368451155505, 'kelpie'), ([(39790, 1, 137), (20423, 6, 137), (137, 0, 8233)], 0.8869079239542499, 'kelpie'), ([(39790, 1, 137)], 0.5978689630487607, 'kelpie'), ([(39790, 1, 137)], 0.51269996, 'xrule')]",3.487299909465946e-05
4839.5,6,"[7.472342986147851e-05, 0.0004079686477780342]",0.9723116159439087,"[8522, 1157]",1,"(3291, 1, 20544)","[([(25943, 1, 3291), (3291, 1, 25943), (3291, 1, 1589), (3291, 1, 11874)], 0.20714173783368586, 'kelpie'), ([(20544, 1, 3291), (3291, 1, 25943), (3291, 1, 1589), (3291, 1, 11874)], 0.18413464287341513, 'kelpie'), ([(20544, 1, 3291)], 0.0823, 'xrule'), ([(3291, 1, 25943), (3291, 1, 1589), (3291, 1, 11874), (31570, 0, 3291)], 0.05135391185565513, 'kelpie'), ([(3291, 1, 25943), (25943, 1, 5500), (20544, 1, 5500), (5500, 1, 25943), (25943, 1, 3291), (5500, 1, 20544)], 0.019199997, 'xrule'), ([(2277, 1, 2276), (2277, 0, 20544), (2276, 0, 3291), (2276, 1, 2277)], 0.012199998, 'xrule')]",0.00024134603881975636
16112.0,5,"[4.247828837833367e-05, 4.489921411732212e-05]",0.9403150677680969,"[15805, 16419]",1,"(13298, 1, 26814)","[([(26814, 1, 13298), (13298, 1, 1848), (1848, 1, 13298)], 0.8740956072848255, 'kelpie'), ([(26814, 1, 13298)], 0.4808, 'xrule'), ([(26814, 1, 13298), (13298, 1, 1848), (13298, 1, 6415)], 0.29091487439321756, 'kelpie'), ([(13298, 1, 1848), (13298, 1, 6415)], -0.0814317063903059, 'kelpie'), ([(1848, 1, 2612), (13298, 1, 1848), (2612, 1, 1848), (2612, 1, 26814), (26814, 1, 2612), (1848, 1, 13298)], -0.22289997, 'xrule')]",4.3688751247827895e-05
22196.0,5,"[2.7318701540934853e-05, 3.667943019536324e-05]",0.9245367050170898,"[25014, 19378]",1,"(2502, 1, 20104)","[([(20104, 1, 2502), (2502, 1, 10452), (10452, 1, 2502), (2502, 1, 2503)], 0.6267909847905433, 'kelpie'), ([(20104, 1, 2502), (2502, 1, 10452), (2502, 1, 14905), (2502, 1, 2503)], 0.3882474718626937, 'kelpie'), ([(20104, 1, 2502)], 0.0096, 'xrule'), ([(2502, 1, 10452), (2502, 1, 14905), (2502, 1, 2503)], -0.01529129318205952, 'kelpie'), ([(10452, 1, 5307), (5307, 1, 20104), (2502, 1, 10452), (10452, 1, 2502), (20104, 1, 5307), (5307, 1, 10452)], -0.0726, 'xrule')]",3.1999065868149046e-05
4454.0,6,"[0.0002139626012649387, 9.331662295153365e-05]",0.41509827971458435,"[2328, 6580]",1,"(14834, 1, 5110)","[([(1690, 1, 14834), (8390, 1, 14834), (12000, 0, 14834)], 0.2061075227268122, 'kelpie'), ([(1690, 1, 14834), (8390, 1, 14834)], 0.1909511194800508, 'kelpie'), ([(1690, 1, 14834), (14834, 1, 1690)], 0.17507458781379387, 'kelpie'), ([(20963, 1, 5110), (20963, 1, 8390), (5110, 1, 20963), (8390, 1, 14834), (8390, 1, 20963)], 0.00090000004, 'xrule'), ([(1690, 1, 14834), (5111, 1, 1690), (14834, 1, 1690), (5110, 1, 5111), (5111, 1, 5110)], 0.0, 'xrule'), ([(1690, 1, 14834), (11673, 1, 1690), (14834, 1, 1690), (1690, 1, 11673), (5110, 1, 11673)], -0.00030000007, 'xrule')]",0.00015363961210823618
4755.0,4,"[0.00013045321975369006, 0.0003779520047828555]",0.9296045303344727,"[7745, 1765]",1,"(4225, 1, 13633)","[([(13633, 1, 4225), (4225, 1, 4226)], 0.8380222198980052, 'kelpie'), ([(13633, 1, 4225), (4225, 1, 3916)], 0.7964762320114496, 'kelpie'), ([(13633, 1, 4225), (4225, 1, 10988)], 0.7261877515005384, 'kelpie'), ([(13633, 1, 4225)], 0.1095, 'xrule')]",0.0002542026122682728
905.0,4,"[3.5903012758353725e-05, 6.79435397614725e-05]",0.09593500196933746,"[1493, 317]",1,"(4747, 0, 22951)","[([(4747, 5, 3149)], 0.0008270113033104308, 'kelpie'), ([(34665, 5, 3149), (4747, 5, 3149), (34665, 0, 22951)], -0.09909999, 'xrule'), ([(35121, 0, 22951), (4747, 5, 3149), (35121, 5, 3149)], -0.110999994, 'xrule'), ([(4747, 5, 3149), (22951, 5, 3149)], -0.1479, 'xrule')]",5.192327625991311e-05
2659.5,5,"[1.5097396499186289e-05, 2.055036929959897e-05]",0.9246744513511658,"[3314, 2005]",1,"(25852, 1, 20593)","[([(20593, 1, 25852)], 0.98759997, 'xrule'), ([(20593, 1, 25852), (25852, 0, 4103)], 0.9639817976931593, 'kelpie'), ([(20593, 1, 25852)], 0.8871408588648882, 'kelpie'), ([(25852, 0, 4103)], -0.005098302879241507, 'kelpie'), ([(20593, 1, 20592), (20592, 6, 25852), (20592, 1, 20593)], -0.0065000057, 'xrule')]",1.782388289939263e-05
20955.0,4,"[8.115176751744002e-05, 2.6441726731718518e-05]",0.9354263544082642,"[15938, 25972]",1,"(3453, 1, 18417)","[([(3453, 1, 31080), (3453, 1, 12867), (3453, 1, 16247), (3453, 1, 3452)], 0.1135598226215413, 'kelpie'), ([(3453, 1, 31080), (3453, 1, 17265), (3453, 1, 1550), (3453, 1, 16247)], 0.08306018547290281, 'kelpie'), ([(3453, 1, 31080), (3453, 1, 1550), (3453, 1, 12867), (3453, 1, 3452)], 0.05488238762315345, 'kelpie'), ([(18417, 1, 3453)], 0.0038, 'xrule')]",5.379674712457927e-05
12602.5,5,"[1.4097023267822806e-05, 4.4443990191211924e-05]",0.8634375929832458,"[23070, 2135]",1,"(22848, 1, 33665)","[([(33665, 1, 22848), (22847, 1, 22848), (22848, 1, 22847)], 0.9638078116647357, 'kelpie'), ([(33665, 1, 22848), (22848, 1, 22847)], 0.8707136396383476, 'kelpie'), ([(33665, 1, 22848)], 0.5368828011158779, 'kelpie'), ([(33665, 1, 22848)], 0.2824, 'xrule'), ([(6889, 1, 33665), (6889, 0, 239), (33665, 1, 6889), (22848, 0, 239)], 0.1535, 'xrule')]",2.9270506729517365e-05
29403.5,6,"[6.653875971096568e-06, 4.052266376675107e-06]",0.9404630661010742,"[23511, 35296]",1,"(15028, 1, 5116)","[([(5116, 1, 15028), (15028, 1, 21701), (16314, 1, 15028), (21701, 1, 15028)], 0.8580107571228152, 'kelpie'), ([(5116, 1, 15028), (15028, 1, 21701), (16314, 1, 15028)], 0.6269053661082212, 'kelpie'), ([(5116, 1, 15028), (15028, 1, 21701), (15028, 1, 6422), (21701, 1, 15028)], 0.38905630687681275, 'kelpie'), ([(5116, 1, 15028)], 0.0393, 'xrule'), ([(5116, 1, 9495), (15028, 1, 21701), (9495, 1, 5116), (21701, 1, 9495), (9495, 1, 21701), (21701, 1, 15028)], 0.0246, 'xrule'), ([(16314, 1, 5117), (16314, 1, 15028), (5117, 1, 5116), (5117, 1, 16314), (5116, 1, 5117)], 0.021199998, 'xrule')]",5.353071173885837e-06
2712.5,3,"[2.9814367735525593e-05, 1.4948371244827285e-05]",0.9744139909744263,"[317, 5108]",1,"(6144, 1, 19664)","[([(19664, 1, 6144)], 0.994750014003815, 'kelpie'), ([(19664, 1, 6144)], 0.9759, 'xrule'), ([(6144, 0, 765)], -0.0023884372967153842, 'kelpie')]",2.238136949017644e-05
16465.0,3,"[1.814773895603139e-05, 5.43095484317746e-06]",0.9725252389907837,"[1862, 31068]",1,"(15107, 1, 15106)","[([(15106, 1, 15107)], 0.9877, 'xrule'), ([(15106, 1, 15107)], 0.9755373503943132, 'kelpie'), ([(15107, 0, 24077)], -0.01678367431906567, 'kelpie')]",1.1789346899604425e-05
663.0,4,"[0.00023313629208132625, 0.0004177277151029557]",0.9631841778755188,"[914, 412]",1,"(758, 1, 10360)","[([(10360, 1, 758), (10107, 1, 758), (758, 1, 10107), (758, 1, 865)], 0.697034523267337, 'kelpie'), ([(10360, 1, 758), (16744, 0, 758), (758, 1, 865)], 0.6765139550756488, 'kelpie'), ([(10360, 1, 758), (758, 1, 10107), (16744, 0, 758), (758, 1, 865)], 0.6156358562077467, 'kelpie'), ([(10360, 1, 758)], 0.4445, 'xrule')]",0.00032543200359214097
6620.0,4,"[1.4159865713736508e-05, 1.2004540622001514e-05]",0.9073452353477478,"[4068, 9172]",1,"(24179, 1, 10508)","[([(10508, 1, 24179), (24179, 1, 24178), (24178, 1, 24179)], 0.9528754851452746, 'kelpie'), ([(10508, 1, 24179), (24179, 1, 24178), (24179, 0, 29312)], 0.7930164207134609, 'kelpie'), ([(10508, 1, 24179), (24179, 1, 24178)], 0.6890446992999573, 'kelpie'), ([(10508, 1, 24179)], 0.51089996, 'xrule')]",1.3082203167869011e-05
26332.5,6,"[2.3755410438752733e-05, 7.631617336301133e-06]",0.9587638974189758,"[19010, 33655]",1,"(9303, 9, 21981)","[([(21981, 9, 9303), (9303, 1, 26071), (9303, 0, 6139)], 0.9400066035979889, 'kelpie'), ([(21981, 9, 9303), (9303, 0, 6139), (9303, 5, 6166)], 0.8749515299938745, 'kelpie'), ([(21981, 9, 9303), (9303, 1, 26071), (26627, 1, 9303)], 0.8461291074139944, 'kelpie'), ([(21981, 9, 9303)], 0.7891, 'xrule'), ([(9303, 1, 26071), (26071, 1, 21981), (21981, 1, 26071)], 0.20120001, 'xrule'), ([(9303, 0, 6139), (21981, 0, 6139)], -0.13560003, 'xrule')]",1.5693513887526933e-05
220.0,5,"[0.00011846366396639496, 0.0002781149814836681]",0.28957507014274597,"[255, 185]",1,"(33711, 5, 19257)","[([(33711, 5, 9528)], 0.24280966404938628, 'kelpie'), ([(33711, 0, 21113), (19256, 5, 19257), (19256, 0, 21113)], 0.0, 'xrule'), ([(21113, 1, 9528), (21113, 5, 19257), (33711, 5, 9528), (21113, 1, 19257), (19257, 1, 21113), (21113, 5, 9528), (9528, 1, 21113)], 0.0, 'xrule'), ([(27098, 5, 19257), (33711, 5, 9528), (27098, 5, 9528)], 0.0, 'xrule'), ([(33711, 0, 21113)], -0.013029207495687544, 'kelpie')]",0.00019828932272503152
16069.5,3,"[1.1141140930703841e-05, 7.406001714116428e-06]",0.9478031992912292,"[8445, 23694]",1,"(18247, 1, 33545)","[([(33545, 1, 18247)], 0.981, 'xrule'), ([(33545, 1, 18247)], 0.9802640584437202, 'kelpie'), ([(18247, 0, 9486)], 0.003078798703854217, 'kelpie')]",9.273571322410135e-06
28.0,5,"[0.0004272787773516029, 0.001983721973374486]",0.19860407710075378,"[42, 14]",1,"(20115, 2, 2580)","[([(20114, 6, 20115)], 0.3045519403470859, 'kelpie'), ([(20114, 6, 22561), (20114, 6, 20115), (22561, 2, 2580)], -0.00019999995, 'xrule'), ([(8813, 2, 2580), (20114, 6, 8813), (20114, 6, 20115)], -0.00029999996, 'xrule'), ([(30667, 2, 2580), (20114, 6, 20115), (20114, 6, 30667)], -0.00029999996, 'xrule'), ([(12790, 8, 20115)], -0.21852742558216287, 'kelpie')]",0.0012055003753630444
12828.0,6,"[4.419551623868756e-05, 3.727660441654734e-05]",0.9537962079048157,"[12273, 13383]",1,"(23239, 1, 15927)","[([(15927, 1, 23239), (23239, 1, 1786), (23239, 1, 30477)], 0.8972563037420211, 'kelpie'), ([(15927, 1, 23239), (23239, 1, 30477)], 0.7267901160779563, 'kelpie'), ([(15927, 1, 23239), (23239, 1, 1786)], 0.7196366048727804, 'kelpie'), ([(15927, 1, 23239)], 0.60760003, 'xrule'), ([(23239, 0, 708), (708, 1, 15927), (15927, 1, 708)], 0.5418, 'xrule'), ([(15927, 0, 1786), (1786, 1, 23239), (23239, 1, 1786)], 0.3269, 'xrule')]",4.073606032761745e-05
26719.0,6,"[8.754072950978298e-06, 5.3159667004365474e-05]",0.926688015460968,"[35252, 18186]",1,"(13338, 1, 18054)","[([(18054, 1, 13338), (13338, 1, 9357)], 0.9248681560367965, 'kelpie'), ([(18054, 1, 13338), (13338, 1, 13339)], 0.9008569012301368, 'kelpie'), ([(18054, 1, 13338), (13338, 1, 9357), (13338, 1, 13339)], 0.8195546144270224, 'kelpie'), ([(18054, 1, 13338)], 0.1353, 'xrule'), ([(35743, 5, 2060), (2060, 0, 18054), (35743, 0, 13338)], -0.018399999, 'xrule'), ([(14307, 1, 16747), (16747, 0, 18054), (16747, 1, 14307), (14307, 0, 13338)], -0.042700008, 'xrule')]",3.0956869977671886e-05
13789.0,4,"[4.431583874975331e-05, 0.00012385645823087543]",0.8343851566314697,"[19207, 8371]",1,"(865, 1, 17946)","[([(865, 1, 9631), (865, 1, 33933), (865, 1, 22330), (865, 1, 9806)], 0.14900378437592748, 'kelpie'), ([(865, 1, 21380), (865, 1, 22330), (865, 1, 9806), (865, 1, 5214)], 0.14629123658416185, 'kelpie'), ([(865, 1, 22330), (865, 1, 9806), (865, 1, 4476), (865, 1, 5214)], 0.14568380559695798, 'kelpie'), ([(17946, 1, 865)], 0.0448, 'xrule')]",8.408614849031437e-05
6307.0,4,"[9.811119525693357e-06, 2.5804480173974298e-05]",0.9717803597450256,"[11601, 1013]",1,"(12141, 1, 2443)","[([(2443, 1, 12141)], 0.995, 'xrule'), ([(2443, 1, 12141)], 0.9919258863009673, 'kelpie'), ([(12141, 0, 3556), (1058, 0, 3556), (2443, 1, 1058), (1058, 1, 2443)], 0.0009999871, 'xrule'), ([(12141, 0, 3556)], -0.0022627907102215606, 'kelpie')]",1.7807799849833827e-05
36177.0,6,"[2.6134582640224835e-06, 4.328279828769155e-06]",0.9874051213264465,"[37841, 34513]",1,"(27198, 1, 6242)","[([(6242, 1, 27198), (19791, 9, 27198), (27198, 9, 19791)], 0.9959562928250613, 'kelpie'), ([(6242, 1, 27198)], 0.9855, 'xrule'), ([(6242, 1, 27198), (27198, 9, 19791)], 0.9180558218075562, 'kelpie'), ([(6242, 1, 27198)], 0.8991598973275643, 'kelpie'), ([(19791, 0, 19507), (19507, 1, 6242), (6242, 1, 19507), (19791, 9, 27198), (27198, 9, 19791)], -0.0012000203, 'xrule'), ([(19791, 9, 27198), (6242, 1, 19791), (19791, 1, 6242), (27198, 9, 19791)], -0.0013999939, 'xrule')]",3.470869046395819e-06
14.0,4,"[0.0010417839512228966, 0.00284927268512547]",0.04805701971054077,"[16, 12]",1,"(33234, 2, 2524)","[([(33234, 2, 4090)], 0.12055367522593653, 'kelpie'), ([(33234, 2, 4090), (22856, 2, 2524), (22856, 2, 4090)], -0.4659, 'xrule'), ([(33234, 2, 4090), (30328, 2, 4090), (30328, 2, 2524)], -0.5704, 'xrule'), ([(33234, 2, 4090), (30693, 2, 2524), (30693, 2, 4090)], -0.6251, 'xrule')]",0.0019455283181741834
12508.0,6,"[8.153319868142717e-06, 1.2726996828860138e-05]",0.9453070163726807,"[17174, 7842]",1,"(18272, 1, 19427)","[([(19427, 1, 18272), (170, 1, 18272), (18272, 1, 170), (18272, 0, 3805)], 0.9301291600966102, 'kelpie'), ([(19427, 1, 18272), (18272, 1, 23137), (170, 1, 18272), (18272, 1, 170)], 0.919321168839454, 'kelpie'), ([(19427, 1, 18272), (23137, 1, 18272), (170, 1, 18272), (18272, 1, 170)], 0.8833196646117808, 'kelpie'), ([(19427, 1, 18272)], 0.1104, 'xrule'), ([(19427, 5, 914), (170, 5, 914), (18272, 1, 170), (170, 1, 18272)], 0.075100005, 'xrule'), ([(19427, 1, 169), (18272, 1, 170), (169, 1, 170), (169, 1, 19427), (170, 1, 169), (170, 1, 18272)], 0.014399998, 'xrule')]",1.0440158348501427e-05
15940.5,2,"[2.0805338863283396e-05, 1.5154245375015307e-05]",0.72646164894104,"[9150, 22731]",1,"(23961, 0, 6776)","[([(23961, 5, 6776)], 0.8941, 'xrule'), ([(23961, 5, 6776)], 0.8191590183816566, 'kelpie')]",1.797979211914935e-05
1839.5,4,"[0.003491524141281843, 0.00022128364071249962]",0.8955927491188049,"[92, 3587]",1,"(3072, 1, 15159)","[([(15159, 1, 3072), (3072, 1, 21115), (3072, 1, 2011)], 0.6671805827786292, 'kelpie'), ([(15159, 1, 3072)], 0.4463, 'xrule'), ([(3072, 1, 17453), (3072, 1, 21115), (3072, 1, 2011)], 0.0554873151262146, 'kelpie'), ([(3072, 1, 21115), (3072, 1, 2011), (3072, 1, 3073)], 0.02861700479902358, 'kelpie')]",0.0018564038909971714
17605.0,6,"[2.6803589207702316e-05, 2.701120320125483e-05]",0.94145667552948,"[19926, 15284]",1,"(7117, 1, 8643)","[([(8643, 1, 7117), (7118, 9, 7117), (25743, 1, 7117), (7117, 1, 25743)], 0.9239141836428617, 'kelpie'), ([(8643, 1, 7117)], 0.87920004, 'xrule'), ([(8643, 1, 7117), (25743, 1, 7117), (7117, 1, 25743)], 0.8449675320296817, 'kelpie'), ([(8643, 1, 7117), (7117, 9, 7118), (7049, 1, 7117)], 0.7270937421168097, 'kelpie'), ([(7118, 1, 8643), (7118, 9, 7117), (7117, 9, 7118), (8643, 1, 7118)], 0.7047, 'xrule'), ([(7049, 1, 7118), (7118, 1, 7049), (7049, 1, 7117), (7118, 1, 8643), (8643, 1, 7118)], 0.7022, 'xrule')]",2.6907396204478573e-05
10964.0,6,"[4.302697197999805e-05, 3.373047002241947e-05]",0.9172292351722717,"[10524, 11404]",1,"(6813, 1, 5175)","[([(5175, 1, 6813), (6813, 1, 32633), (32633, 1, 6813), (6813, 1, 15174)], 0.7171152687944303, 'kelpie'), ([(5175, 1, 6813)], 0.69699997, 'xrule'), ([(32633, 0, 5176), (32633, 1, 6813), (6813, 1, 32633), (5175, 0, 5176)], 0.53999996, 'xrule'), ([(5175, 1, 6813), (6813, 1, 32633), (6813, 1, 15174), (15174, 1, 6813)], 0.2928782514274506, 'kelpie'), ([(6813, 1, 32633), (32633, 1, 6813), (6813, 1, 15174)], 0.2040165470642101, 'kelpie'), ([(5176, 1, 6813), (5175, 0, 5176)], 0.10679996, 'xrule')]",3.837872100120876e-05
6332.5,4,"[7.990705489646643e-05, 0.00017780378402676433]",0.9331414699554443,"[9184, 3481]",1,"(4666, 1, 4665)","[([(4665, 1, 4666), (16479, 1, 4666), (4666, 1, 6717), (4666, 1, 16479)], 0.8468649863501742, 'kelpie'), ([(4665, 1, 4666)], 0.5058, 'xrule'), ([(4665, 1, 4666), (4666, 1, 18098), (4666, 1, 6717), (4666, 1, 16479)], 0.44247586752083873, 'kelpie'), ([(4666, 1, 18098), (4666, 1, 6717), (4666, 1, 16479)], -0.06951292324515482, 'kelpie')]",0.00012885541946161538
10994.0,4,"[0.00012730083835776895, 7.919518975540996e-05]",0.9786085486412048,"[9303, 12685]",1,"(11813, 1, 30361)","[([(30361, 1, 11813)], 0.2377, 'xrule'), ([(11813, 1, 21736), (11813, 1, 11814), (11813, 1, 38731), (11813, 1, 229)], 0.09210113721443221, 'kelpie'), ([(11813, 1, 21736), (11813, 1, 11814), (11813, 1, 38731), (11813, 1, 1113)], 0.07793245747448392, 'kelpie'), ([(11813, 1, 21736), (11813, 1, 230), (11813, 1, 38731), (11813, 1, 229)], 0.07734165621412631, 'kelpie')]",0.00010324801405658945
13558.0,6,"[2.4823784769978374e-05, 0.0002345556567888707]",0.8748989105224609,"[25958, 1158]",1,"(11366, 1, 26527)","[([(26527, 1, 11366), (11366, 1, 42), (11366, 1, 16023)], 0.713849351453286, 'kelpie'), ([(26527, 1, 11366), (11366, 1, 42), (16023, 1, 11366), (11366, 1, 16023)], 0.6961430761566406, 'kelpie'), ([(26527, 1, 11366)], 0.3193, 'xrule'), ([(4958, 1, 11366), (4958, 1, 10271), (10271, 1, 4958), (26527, 1, 10271), (11366, 1, 4958), (10271, 1, 26527)], 0.24519998, 'xrule'), ([(10271, 1, 42), (11366, 1, 42), (42, 1, 11366), (26527, 1, 10271), (42, 1, 10271), (10271, 1, 26527)], 0.1678, 'xrule'), ([(11366, 1, 42), (11366, 1, 4958), (11366, 1, 16023), (11366, 1, 8337)], -0.05167718700349544, 'kelpie')]",0.00012968972077942453
23352.0,4,"[6.326985840132693e-06, 7.920305506559089e-06]",0.9501182436943054,"[25068, 21636]",1,"(699, 1, 22618)","[([(22618, 1, 699)], 0.9681, 'xrule'), ([(22618, 1, 699)], 0.9624935888237712, 'kelpie'), ([(699, 0, 14921)], 0.012116949021340239, 'kelpie'), ([(699, 0, 700)], 4.313415817958521e-05, 'kelpie')]",7.123645673345891e-06
40157.5,6,"[1.4262525382946478e-06, 7.33136914732313e-07]",0.9186691641807556,"[39712, 40603]",1,"(28826, 1, 3712)","[([(3712, 1, 28826), (28826, 1, 274), (274, 1, 28826)], 0.9672567749275477, 'kelpie'), ([(3712, 1, 28826), (274, 1, 28826)], 0.9009753952771783, 'kelpie'), ([(3712, 1, 28826)], 0.8219, 'xrule'), ([(3712, 1, 28826), (28826, 1, 274)], 0.7263612010468826, 'kelpie'), ([(3712, 1, 10001), (6595, 1, 28826), (10001, 1, 3712), (6595, 1, 10001), (10001, 1, 6595)], 0.14100003, 'xrule'), ([(274, 1, 14534), (14534, 1, 274), (274, 1, 28826), (3712, 1, 14534), (28826, 1, 274), (14534, 1, 3712)], -0.16799998, 'xrule')]",1.0796947265134804e-06
16054.5,5,"[8.824396900308784e-06, 9.102965123020113e-06]",0.978472113609314,"[14689, 17420]",1,"(22728, 1, 16506)","[([(16506, 1, 22728), (22728, 9, 34810)], 0.9930124789061324, 'kelpie'), ([(16506, 1, 22728)], 0.9712073112551335, 'kelpie'), ([(16506, 1, 22728)], 0.94170004, 'xrule'), ([(22728, 9, 34810)], -0.004771192633835885, 'kelpie'), ([(34810, 1, 16506), (16506, 1, 34810), (22728, 9, 34810)], -0.050300002, 'xrule')]",8.963681011664448e-06
13577.0,5,"[2.434639827697538e-05, 2.9327700758585706e-05]",0.969196081161499,"[15615, 11539]",1,"(22584, 1, 12684)","[([(12684, 1, 22584), (22584, 9, 22585)], 0.9873364477503556, 'kelpie'), ([(12684, 1, 22584)], 0.8808097129831376, 'kelpie'), ([(12684, 1, 22584)], 0.27539998, 'xrule'), ([(12684, 1, 22585), (22585, 9, 22584), (22585, 1, 12684), (22584, 9, 22585)], 0.017699957, 'xrule'), ([(22584, 9, 22585)], 0.004613022246220596, 'kelpie')]",2.6837049517780542e-05
21717.0,5,"[1.7009200746542774e-05, 4.022958091809414e-05]",0.9718466401100159,"[28394, 15040]",1,"(4547, 1, 21674)","[([(21674, 1, 4547)], 0.1591, 'xrule'), ([(4547, 1, 14510), (4547, 1, 10478), (4547, 1, 27886), (4547, 1, 6104)], 0.10979155735137987, 'kelpie'), ([(4547, 1, 14510), (14509, 1, 14510), (14510, 1, 4547), (14509, 1, 21674), (21674, 1, 14509), (14510, 1, 14509)], 0.093899995, 'xrule'), ([(4547, 1, 14510), (4547, 1, 36), (4547, 1, 10478), (4547, 1, 4548)], 0.07525978519523562, 'kelpie'), ([(4547, 1, 14510), (4547, 1, 10478), (4547, 1, 15694), (4547, 1, 4548)], 0.043653885792460025, 'kelpie')]",2.861939083231846e-05
428.0,6,"[0.0038640720304101706, 0.0022358596324920654]",0.4837391674518585,"[277, 579]",1,"(8310, 6, 12531)","[([(8310, 6, 22600), (8310, 6, 8984)], 0.4427244486991357, 'kelpie'), ([(8310, 6, 22600)], 0.34428457563974646, 'kelpie'), ([(8310, 6, 8984)], 0.3304798120116943, 'kelpie'), ([(4632, 6, 26961), (8310, 6, 26961), (4632, 6, 12531)], 0.0036, 'xrule'), ([(8310, 6, 2349), (4632, 6, 2349), (4632, 6, 12531)], 0.0033, 'xrule'), ([(4632, 6, 12531), (2724, 4, 8310), (2724, 4, 4632)], 0.0032, 'xrule')]",0.003049965831451118
31024.5,3,"[4.420369805302471e-06, 5.959320787951583e-06]",0.974579930305481,"[32863, 29186]",1,"(19459, 1, 8641)","[([(8641, 1, 19459)], 0.9968641312277707, 'kelpie'), ([(8641, 1, 19459)], 0.9761, 'xrule'), ([(19459, 0, 13984)], -0.00014456086847704108, 'kelpie')]",5.189845296627027e-06
12430.0,5,"[5.801111547043547e-05, 5.356202746042982e-05]",0.8933057188987732,"[12142, 12718]",1,"(17190, 1, 757)","[([(757, 1, 17190), (17190, 1, 8831), (17190, 1, 22330), (22330, 1, 17190)], 0.4602403466281629, 'kelpie'), ([(757, 1, 17190), (8831, 1, 17190), (17190, 1, 8831), (17190, 1, 22330)], 0.3718969043625577, 'kelpie'), ([(757, 1, 17190), (17190, 1, 8831), (17190, 1, 22330), (17189, 0, 17190)], 0.23875246528785543, 'kelpie'), ([(757, 1, 17190)], 0.0139, 'xrule'), ([(17190, 1, 8831), (8831, 1, 17190), (757, 0, 758), (8831, 0, 758)], -0.226, 'xrule')]",5.5786571465432644e-05
16815.5,3,"[1.0093384844367392e-05, 7.636494956386741e-06]",0.8763036727905273,"[10867, 22764]",1,"(6067, 1, 28605)","[([(28605, 1, 6067)], 0.99619997, 'xrule'), ([(28605, 1, 6067)], 0.9806931522886413, 'kelpie'), ([(6067, 0, 4724)], -0.008814116074558419, 'kelpie')]",8.864939900377067e-06
