facts,exp,new_ranks,original_rank,prediction,new_score,new_rank,original_score,exp_length,new_scores
"[({(5189, 6, 8377)}, -0.3549412168513415, 'baseline'), ({(3250, 7, 8377)}, -0.6760131342020712, 'baseline'), ({(441, 32, 8377)}, -0.7989551261437324, 'baseline')]","[(5189, 6, 761), (761, 26, 64), (5189, 6, 8377)]",[1],1,"(8377, 26, 64)",0.9672611355781555,1.0,0.9645830988883972,3,[0.9672611355781555]
"[({(2250, 2, 8706)}, 1.4705776675182578, 'baseline'), ({(4252, 6, 8706)}, -2.619185210303528, 'baseline')]","[(10112, 86, 1630), (2250, 2, 10112), (2250, 2, 8706)]",[1],1,"(8706, 86, 1630)",0.4973985254764557,1.0,0.44494742155075073,3,[0.4973985254764557]
"[({(233, 27, 2664)}, 1.751852513900091, 'baseline'), ({(579, 27, 2664)}, -0.03071466259636427, 'baseline'), ({(3661, 47, 2664)}, -0.17291715569384858, 'baseline'), ({(6196, 76, 2664)}, -0.21239878487860445, 'baseline'), ({(2016, 77, 2664)}, -0.8104547999710412, 'baseline'), ({(2544, 42, 2664)}, -0.8612741049309994, 'baseline'), ({(7702, 8, 2664)}, -2.0080803091734447, 'baseline'), ({(6803, 20, 2664)}, -3.450960592628536, 'baseline')]","[(233, 27, 1963), (1963, 25, 62), (233, 27, 2664)]",[1],1,"(2664, 25, 62)",0.9953030347824097,1.0,0.9936367273330688,3,[0.9953030347824097]
"[({(475, 32, 1888)}, 2.4459911783663837, 'baseline'), ({(744, 38, 1888)}, 1.3902903705161258, 'baseline'), ({(8210, 6, 1888)}, 0.4813304194180717, 'baseline'), ({(4362, 6, 1888)}, 0.2797607242649896, 'baseline'), ({(285, 7, 1888)}, 0.07408155042950978, 'baseline'), ({(145, 6, 1888)}, -0.6596075865774597, 'baseline'), ({(9263, 6, 1888)}, -0.9820239324452387, 'baseline')]","[(475, 32, 1888), (475, 32, 12358), (12358, 14, 2272)]",[1],1,"(1888, 14, 2272)",0.17916356027126312,1.0,0.154959037899971,3,[0.17916356027126312]
[],[],[4],1,"(10130, 131, 181)",0.16105228662490845,4.0,0.8042064309120178,0,[0.16105228662490845]
"[({(2250, 2, 6087)}, 3.4218611529595284, 'baseline'), ({(5678, 59, 6087)}, 1.8480297972486588, 'baseline'), ({(3646, 7, 6087)}, -1.9527455345271862, 'baseline')]","[(2250, 2, 6087), (2250, 2, 2825), (2825, 26, 1098)]",[2],1,"(6087, 26, 1098)",0.8159394264221191,2.0,0.9066410064697266,3,[0.8159394264221191]
[],[],[1],1,"(12195, 66, 592)",0.09461798518896103,1.0,0.08467242866754532,0,[0.09461798518896103]
[],[],[1],1,"(3381, 52, 2028)",0.7845383286476135,1.0,0.8979125618934631,0,[0.7845383286476135]
"[({(9150, 27, 889)}, 2.1264040409451748, 'baseline'), ({(1374, 20, 889)}, 1.7359716025885978, 'baseline'), ({(138, 92, 889)}, -0.5577266434475102, 'baseline')]","[(1025, 19, 7255), (9150, 27, 889), (9150, 27, 1025)]",[1],1,"(889, 19, 7255)",0.8342346549034119,1.0,0.8706680536270142,3,[0.8342346549034119]
"[({(32, 87, 13370)}, 0.9217950224055588, 'baseline'), ({(3408, 15, 13370)}, -0.6050051192637638, 'baseline'), ({(3098, 58, 13370)}, -3.2883491916558074, 'baseline')]","[(32, 87, 13370), (32, 15, 13897), (13897, 120, 791)]",[1],1,"(13370, 120, 791)",0.9925969839096069,1.0,0.9951258301734924,3,[0.9925969839096069]
[],[],[1],1,"(8623, 43, 384)",0.9758292436599731,1.0,0.9801432490348816,0,[0.9758292436599731]
"[({(2371, 140, 535)}, 2.08307258760526, 'baseline'), ({(985, 42, 535)}, 0.024692571160881527, 'baseline'), ({(12535, 20, 535)}, -0.17890283141848057, 'baseline'), ({(7657, 42, 535)}, -0.37175316645133294, 'baseline'), ({(2458, 192, 535)}, -1.0400764007036345, 'baseline'), ({(10650, 20, 535)}, -1.1522749285503011, 'baseline'), ({(8200, 20, 535)}, -1.1785010718496574, 'baseline'), ({(10709, 76, 535)}, -1.809300037684208, 'baseline'), ({(2458, 123, 535)}, -2.94843629109938, 'baseline')]","[(32, 15, 8956), (2371, 140, 535), (8956, 101, 2371)]",[1],1,"(535, 48, 32)",0.6244623064994812,1.0,0.8807279467582703,3,[0.6244623064994812]
"[({(5293, 160, 3120)}, 2.380509984554492, 'baseline'), ({(5293, 66, 3120)}, 0.09671227790144984, 'baseline'), ({(4101, 163, 3120)}, -3.5790735587973033, 'baseline')]","[(2780, 122, 5293), (5293, 160, 3120), (2780, 220, 6386)]",[1],1,"(3120, 220, 6386)",0.9630754590034485,1.0,0.828163743019104,3,[0.9630754590034485]
"[({(6283, 3, 2539)}, 5.635649501531013, 'baseline'), ({(7922, 3, 2539)}, 2.75274255438397, 'baseline'), ({(4788, 1, 2539)}, 2.5330683951893205, 'baseline'), ({(8615, 3, 2539)}, 1.8390694296766783, 'baseline'), ({(5298, 8, 2539)}, 1.5444867744552462, 'baseline'), ({(668, 3, 2539)}, 1.4517035786623145, 'baseline'), ({(2134, 8, 2539)}, 0.5866399571893831, 'baseline')]","[(6283, 19, 536), (6283, 3, 2539)]",[1],1,"(2539, 19, 536)",0.9710608124732971,1.0,0.9856534600257874,2,[0.9710608124732971]
"[({(1314, 2, 1707)}, 3.920896930912442, 'baseline'), ({(3844, 6, 1707)}, 0.029313157845462474, 'baseline'), ({(9234, 59, 1707)}, -0.33434164325845733, 'baseline'), ({(1938, 32, 1707)}, -0.859030575608421, 'baseline'), ({(7531, 6, 1707)}, -1.3741640683013194, 'baseline'), ({(205, 2, 1707)}, -1.5362470208903805, 'baseline')]","[(1883, 86, 10402), (1883, 31, 1314), (1314, 2, 1707)]",[2],1,"(1707, 86, 10402)",0.4468926787376404,2.0,0.5459656119346619,3,[0.4468926787376404]
"[({(5023, 27, 7870)}, -0.3742037641079588, 'baseline'), ({(6480, 140, 7870)}, -0.7792745457070008, 'baseline'), ({(1617, 12, 7870)}, -1.0796192363219874, 'baseline'), ({(1846, 47, 7870)}, -1.5348910223079197, 'baseline'), ({(7293, 27, 7870)}, -1.9113529619137735, 'baseline'), ({(11150, 192, 7870)}, -4.226908262149762, 'baseline')]","[(5023, 27, 7870), (5023, 27, 4113), (4113, 17, 862)]",[1],1,"(7870, 17, 862)",0.9312269687652588,1.0,0.8808958530426025,3,[0.9312269687652588]
"[({(3016, 76, 5606)}, 1.0937780504820462, 'baseline'), ({(2693, 20, 5606)}, 0.20241850998395372, 'baseline'), ({(10069, 76, 5606)}, 0.19083523069871688, 'baseline'), ({(985, 42, 5606)}, 0.18071769508353225, 'baseline'), ({(5868, 53, 5606)}, -1.7548669313801046, 'baseline'), ({(1740, 45, 5606)}, -2.7389926820845694, 'baseline')]","[(3016, 76, 9502), (3016, 76, 5606), (9502, 48, 32)]",[1],1,"(5606, 48, 32)",0.8864908814430237,1.0,0.9029479622840881,3,[0.8864908814430237]
"[({(1374, 20, 7388)}, 2.396762494944522, 'baseline'), ({(1715, 20, 7388)}, 2.200652634081964, 'baseline'), ({(4898, 8, 7388)}, -0.34203885567817316, 'baseline'), ({(268, 76, 7388)}, -1.0681237574064073, 'baseline'), ({(7049, 20, 7388)}, -1.5412936222521247, 'baseline'), ({(3645, 8, 7388)}, -1.901319616000867, 'baseline')]","[(7884, 25, 62), (1374, 20, 7388), (1374, 20, 7884)]",[1],1,"(7388, 25, 62)",0.9928574562072754,1.0,0.9848781228065491,3,[0.9928574562072754]
"[({(4140, 77, 1886)}, 3.1134253563346275, 'baseline'), ({(6507, 22, 1886)}, 0.2933071034544414, 'baseline'), ({(3078, 8, 1886)}, 0.17211960376870963, 'baseline')]","[(4140, 77, 1886), (11684, 33, 90), (4140, 66, 11684)]",[1],1,"(1886, 60, 90)",0.9967674016952515,1.0,0.9854287505149841,3,[0.9967674016952515]
"[({(7565, 24, 5617)}, 1.5779957119996582, 'baseline'), ({(1044, 144, 5617)}, 1.5044539077613275, 'baseline'), ({(6304, 163, 5617)}, 0.6084163961838416, 'baseline'), ({(5351, 66, 5617)}, 0.5925652695523703, 'baseline'), ({(8360, 83, 5617)}, -0.051415875831643906, 'baseline'), ({(10413, 66, 5617)}, -0.2129852629370672, 'baseline'), ({(11140, 66, 5617)}, -0.3615560826750683, 'baseline'), ({(5351, 24, 5617)}, -2.4290429276193337, 'baseline')]","[(7565, 24, 5617), (7694, 25, 62), (7565, 6, 7694)]",[1],1,"(5617, 25, 62)",0.9938644766807556,1.0,0.9959683418273926,3,[0.9938644766807556]
"[({(596, 179, 1014)}, 3.8577268501105677, 'baseline'), ({(7610, 179, 1014)}, -0.33975169539186384, 'baseline')]","[(434, 161, 2033), (596, 179, 1014), (596, 85, 434)]",[10],1,"(1014, 37, 2033)",0.6990755200386047,10.0,0.9408588409423828,3,[0.6990755200386047]
"[({(493, 12, 5632)}, 0.4326138133480216, 'baseline'), ({(7246, 207, 5632)}, -0.3188397305417695, 'baseline'), ({(618, 12, 5632)}, -1.1497816993043894, 'baseline'), ({(728, 86, 5632)}, -1.3267971433060914, 'baseline'), ({(6865, 86, 5632)}, -1.4550553372736006, 'baseline'), ({(410, 3, 5632)}, -2.0646450718332057, 'baseline')]","[(1794, 2, 493), (259, 188, 1794), (493, 12, 5632)]",[1],1,"(5632, 46, 259)",0.8478460907936096,1.0,0.7034265398979187,3,[0.8478460907936096]
"[({(2100, 7, 3894)}, 1.0713071647787806, 'baseline'), ({(1609, 6, 3894)}, 0.7473905021954013, 'baseline'), ({(9107, 6, 3894)}, 0.38129981878797736, 'baseline'), ({(8506, 97, 3894)}, 0.0888519222878911, 'baseline'), ({(1232, 38, 3894)}, -0.14620782531394158, 'baseline'), ({(820, 38, 3894)}, -1.3712417055803308, 'baseline'), ({(4440, 97, 3894)}, -1.5853953314844291, 'baseline'), ({(3847, 6, 3894)}, -1.991248378317983, 'baseline')]","[(4740, 31, 163), (2100, 7, 3894), (2100, 7, 4740)]",[1],1,"(3894, 31, 163)",0.9393655061721802,1.0,0.7779244184494019,3,[0.9393655061721802]
"[({(6541, 50, 12309)}, 0.8945393481949656, 'baseline'), ({(3172, 21, 12309)}, 0.6616100751242298, 'baseline'), ({(8123, 21, 12309)}, -0.13027151630588146, 'baseline'), ({(6874, 22, 12309)}, -0.3442285064925252, 'baseline'), ({(9828, 196, 12309)}, -0.7583771280982604, 'baseline'), ({(9706, 22, 12309)}, -1.3513066964396216, 'baseline'), ({(13033, 22, 12309)}, -1.6794316626282222, 'baseline')]","[(6541, 50, 8897), (8897, 43, 141), (6541, 50, 12309)]",[1],1,"(12309, 43, 141)",0.9972526431083679,1.0,0.9944069385528564,3,[0.9972526431083679]
"[({(6123, 218, 2091)}, 0.5621374572854551, 'baseline')]","[(622, 23, 3486), (6123, 218, 622), (6123, 218, 2091)]",[1],1,"(2091, 23, 3486)",0.6290799379348755,1.0,0.9085858464241028,3,[0.6290799379348755]
"[({(4733, 64, 3407)}, 0.8088733459409881, 'baseline'), ({(1805, 64, 3407)}, 0.30126573833757236, 'baseline'), ({(94, 64, 3407)}, 0.06642127051070656, 'baseline'), ({(5745, 64, 3407)}, -2.769939836126433, 'baseline'), ({(12815, 93, 3407)}, -3.144782757926414, 'baseline'), ({(4734, 64, 3407)}, -4.476331392493538, 'baseline')]","[(4733, 64, 3407), (4733, 35, 7238)]",[1],1,"(3407, 35, 7238)",0.9358803033828735,1.0,0.9577904939651489,2,[0.9358803033828735]
"[({(5215, 6, 6482)}, 0.10929204025991489, 'baseline'), ({(2504, 6, 6482)}, -2.608459728616108, 'baseline')]","[(5708, 26, 990), (5215, 6, 6482), (5215, 6, 5708)]",[1],1,"(6482, 26, 990)",0.9567842483520508,1.0,0.962796151638031,3,[0.9567842483520508]
"[({(5037, 8, 5628)}, 0.7871072726387949, 'baseline'), ({(3303, 20, 5628)}, 0.7122632439361916, 'baseline'), ({(9755, 76, 5628)}, -1.2083652530757003, 'baseline'), ({(2693, 20, 5628)}, -1.3943701100258885, 'baseline'), ({(10932, 22, 5628)}, -1.7096557243706536, 'baseline'), ({(9507, 20, 5628)}, -2.212423596846955, 'baseline'), ({(7643, 3, 5628)}, -2.3999987784049117, 'baseline')]","[(5037, 21, 7621), (5037, 8, 5628), (7621, 25, 62)]",[1],1,"(5628, 25, 62)",0.9815145134925842,1.0,0.9962792992591858,3,[0.9815145134925842]
"[({(5728, 30, 1501)}, 1.4541148274247155, 'baseline'), ({(1195, 30, 1501)}, -0.12260877273115643, 'baseline'), ({(2908, 30, 1501)}, -0.24988573228419783, 'baseline'), ({(4341, 30, 1501)}, -0.6577629759597619, 'baseline'), ({(5731, 30, 1501)}, -0.8450623114617015, 'baseline'), ({(3782, 30, 1501)}, -1.055295515197474, 'baseline')]","[(5728, 30, 1501), (2003, 7, 5728), (2003, 10, 11145)]",[1],1,"(1501, 10, 11145)",0.9109222292900085,1.0,0.9204357266426086,3,[0.9109222292900085]
"[({(6257, 8, 3715)}, 1.0982587117336564, 'baseline')]","[(6257, 8, 3715), (6257, 17, 862)]",[1],1,"(3715, 17, 862)",0.7883379459381104,1.0,0.931495726108551,2,[0.7883379459381104]
"[({(3663, 20, 2051)}, 1.9177059690126814, 'baseline'), ({(5600, 20, 2051)}, 1.5021264999963497, 'baseline'), ({(950, 20, 2051)}, -0.8230440444715615, 'baseline'), ({(1972, 76, 2051)}, -1.7656878827126057, 'baseline'), ({(3732, 175, 2051)}, -2.857383019262318, 'baseline')]","[(8575, 85, 434), (3663, 20, 8575), (3663, 20, 2051)]",[1],1,"(2051, 85, 434)",0.9793111681938171,1.0,0.9756770730018616,3,[0.9793111681938171]
"[({(2578, 68, 11844)}, -0.05306632988119675, 'baseline'), ({(1566, 89, 11844)}, -1.2780232146335875, 'baseline')]","[(2578, 68, 8508), (2578, 68, 11844), (8508, 61, 2940)]",[1],1,"(11844, 61, 2940)",0.7022513151168823,1.0,0.5944116115570068,3,[0.7022513151168823]
"[({(382, 15, 10860)}, -0.1285867187690918, 'baseline'), ({(382, 87, 10860)}, -1.5027345115955075, 'baseline')]","[(382, 154, 5054), (382, 15, 10860)]",[1],1,"(10860, 154, 5054)",0.8294661045074463,1.0,0.8733823895454407,2,[0.8294661045074463]
"[({(3441, 53, 1685)}, 3.4257134533441187, 'baseline'), ({(6138, 47, 1685)}, 2.3542858934830444, 'baseline'), ({(2330, 45, 1685)}, 1.1796753736046566, 'baseline'), ({(3142, 53, 1685)}, 0.5925063532269277, 'baseline'), ({(3514, 122, 1685)}, -0.06717634352434258, 'baseline'), ({(397, 47, 1685)}, -0.08650986385814861, 'baseline'), ({(13005, 1, 1685)}, -0.13962175859590142, 'baseline'), ({(8037, 149, 1685)}, -2.1969948017903747, 'baseline')]","[(6884, 17, 60), (3441, 53, 1685), (6884, 164, 3441)]",[1],1,"(1685, 17, 60)",0.9036401510238647,1.0,0.9143084287643433,3,[0.9036401510238647]
"[({(4043, 29, 3794)}, 2.4485094947666703, 'baseline'), ({(7407, 29, 3794)}, 1.7006768875861673, 'baseline'), ({(1360, 29, 3794)}, 1.5441047287850727, 'baseline'), ({(746, 13, 3794)}, 1.0536890452166945, 'baseline'), ({(5492, 13, 3794)}, 0.5951368760680206, 'baseline'), ({(4012, 48, 3794)}, -0.40072329386696914, 'baseline'), ({(5152, 13, 3794)}, -0.41573099533152186, 'baseline'), ({(3196, 13, 3794)}, -7.294955391668379, 'baseline')]","[(5406, 23, 57), (4043, 29, 5406), (4043, 29, 3794)]",[1],1,"(3794, 23, 57)",0.987704873085022,1.0,0.9237578511238098,3,[0.987704873085022]
"[({(1177, 89, 1567)}, 2.656609822524476, 'baseline'), ({(1566, 89, 1567)}, 0.35395155805202144, 'baseline'), ({(3408, 15, 1567)}, -0.9801595214530899, 'baseline')]","[(1177, 89, 1567), (1177, 89, 10777), (10777, 167, 1768)]",[1],1,"(1567, 167, 1768)",0.9859715104103088,1.0,0.9941210150718689,3,[0.9859715104103088]
"[({(3324, 71, 6412)}, 2.955577069339262, 'baseline'), ({(8644, 140, 6412)}, 0.7293963428253931, 'baseline'), ({(6639, 22, 6412)}, 0.47400644344236564, 'baseline')]","[(3324, 71, 6412), (3324, 151, 32)]",[1],1,"(6412, 48, 32)",0.9597603678703308,1.0,0.9531452059745789,2,[0.9597603678703308]
[],[],[1],1,"(13805, 17, 862)",0.687157928943634,1.0,0.6916261315345764,0,[0.687157928943634]
"[({(2693, 20, 7843)}, 2.514664718068801, 'baseline'), ({(2279, 71, 7843)}, 2.4123024712733, 'baseline'), ({(1452, 1, 7843)}, 0.15862186105444329, 'baseline'), ({(2465, 27, 7843)}, -0.5609708409975203, 'baseline'), ({(5953, 76, 7843)}, -3.285593988296316, 'baseline')]","[(2693, 20, 8084), (2693, 20, 7843), (8084, 17, 862)]",[1],1,"(7843, 17, 862)",0.5945130586624146,1.0,0.8698863387107849,3,[0.5945130586624146]
[],[],[1],1,"(14357, 25, 62)",0.9940145611763,1.0,0.9901472926139832,0,[0.9940145611763]
