exp_length,prediction,new_rank,facts,original_score,new_scores,new_ranks,original_rank,new_score,exp
3,"(3861, 26, 64)",1.0,"[({(3861, 28, 32)}, -0.6088706103449888, 'baseline'), ({(3861, 115, 747)}, -0.6392500777722561, 'baseline'), ({(3861, 26, 990)}, -0.6761526118151128, 'baseline'), ({(3861, 26, 1881)}, -0.7377478186734232, 'baseline'), ({(3861, 31, 4)}, -0.8112245636786488, 'baseline'), ({(3861, 26, 1936)}, -0.8673960910946273, 'baseline'), ({(3861, 13, 32)}, -0.8869854802303063, 'baseline'), ({(3861, 31, 657)}, -1.1682382858163909, 'baseline'), ({(3861, 31, 1130)}, -1.4313019911137772, 'baseline'), ({(3861, 31, 568)}, -1.4675237077945391, 'baseline')]",7.833797,[7.366202],[1],1,7.366202,"[(3861, 28, 32), (5849, 26, 64), (5849, 28, 32)]"
3,"(9419, 31, 2512)",2.0,"[({(9419, 31, 9900)}, -0.9964983719198514, 'baseline'), ({(9419, 31, 6394)}, -1.0661173909284094, 'baseline'), ({(9419, 34, 90)}, -1.1159399903967435, 'baseline'), ({(9419, 86, 482)}, -1.3957278022816229, 'baseline'), ({(9419, 116, 10417)}, -1.4276124806331316, 'baseline'), ({(2300, 7, 9419)}, -1.5969290515950327, 'baseline'), ({(9419, 30, 14)}, -1.6779059106087184, 'baseline'), ({(3179, 7, 9419)}, -1.7862178693613617, 'baseline'), ({(14, 7, 9419)}, -1.911857905353029, 'baseline'), ({(9419, 97, 4272)}, -1.983054338918186, 'baseline')]",6.3330984,[5.999847],[2],1,5.999847,"[(3053, 31, 9900), (3053, 31, 2512), (9419, 31, 9900)]"
3,"(4929, 11, 23)",1.0,"[({(4929, 14, 160)}, -0.12417888827166745, 'baseline'), ({(4929, 26, 64)}, -0.4716819328207765, 'baseline'), ({(4929, 26, 1098)}, -0.4986471338370601, 'baseline'), ({(4929, 26, 342)}, -0.5381091143286157, 'baseline'), ({(4929, 106, 1327)}, -0.6667973866329137, 'baseline'), ({(4929, 106, 249)}, -0.7702045021759575, 'baseline'), ({(4929, 26, 7311)}, -1.1214376587217942, 'baseline'), ({(4929, 26, 183)}, -1.1451351459105124, 'baseline'), ({(4929, 26, 2242)}, -1.1462369531137357, 'baseline'), ({(2250, 2, 4929)}, -1.4057808504272145, 'baseline')]",8.66317,[8.608989],[1],1,8.608989,"[(10359, 11, 23), (4929, 14, 160), (10359, 14, 160)]"
3,"(4489, 18, 795)",1.0,"[({(4489, 219, 90)}, -0.7356329250754019, 'baseline'), ({(4489, 18, 8332)}, -0.8175231462186043, 'baseline'), ({(9811, 37, 4489)}, -1.2958133883623382, 'baseline'), ({(786, 35, 4489)}, -1.307770794187832, 'baseline'), ({(6653, 35, 4489)}, -1.3178145212220889, 'baseline'), ({(857, 35, 4489)}, -1.346647530532985, 'baseline'), ({(610, 35, 4489)}, -1.4419432210568286, 'baseline'), ({(10009, 35, 4489)}, -1.4706403067426235, 'baseline'), ({(4489, 154, 1437)}, -1.497916942387917, 'baseline'), ({(4353, 58, 4489)}, -1.5531809839287558, 'baseline')]",7.114539,[6.6786423],[1],1,6.6786423,"[(5138, 18, 795), (5138, 139, 90), (4489, 219, 90)]"
2,"(10519, 66, 9596)",1.0,"[({(10519, 48, 1124)}, -0.979518269377623, 'baseline'), ({(10444, 76, 10519)}, -1.5516532898256616, 'baseline'), ({(10823, 20, 10519)}, -1.8645762834229878, 'baseline'), ({(10519, 43, 141)}, -1.9390872129362458, 'baseline'), ({(1189, 20, 10519)}, -1.974318063734559, 'baseline'), ({(10519, 134, 1271)}, -2.0863295916475195, 'baseline'), ({(10519, 134, 985)}, -2.2044892134878094, 'baseline'), ({(10519, 134, 1546)}, -2.225388364878274, 'baseline'), ({(10519, 41, 138)}, -2.244408946402842, 'baseline'), ({(10519, 17, 2123)}, -2.2786464625302876, 'baseline')]",5.9763412,[5.228465],[1],1,5.228465,"[(1124, 15, 9596), (10519, 48, 1124)]"
3,"(4349, 17, 871)",1.0,"[({(4349, 110, 494)}, -0.29923293214382674, 'baseline'), ({(4349, 85, 434)}, -0.4177505035086142, 'baseline'), ({(4649, 47, 4349)}, -1.570852956786984, 'baseline'), ({(1081, 27, 4349)}, -1.79344324660535, 'baseline'), ({(4349, 38, 3059)}, -1.9280594072895108, 'baseline'), ({(7948, 8, 4349)}, -2.013441871091032, 'baseline'), ({(8652, 8, 4349)}, -2.0439978647318084, 'baseline'), ({(8652, 192, 4349)}, -2.0549984423739582, 'baseline'), ({(4349, 8, 7948)}, -2.056173879653829, 'baseline'), ({(4676, 8, 4349)}, -2.087495055424008, 'baseline')]",6.9785805,[7.5337515],[1],1,7.5337515,"[(11857, 17, 871), (4349, 110, 494), (11857, 110, 494)]"
3,"(6253, 31, 657)",1.0,"[({(6253, 34, 90)}, -0.8498140320871197, 'baseline'), ({(6253, 26, 342)}, -1.1184890866802975, 'baseline'), ({(6253, 26, 64)}, -1.1682382858163909, 'baseline'), ({(6253, 14, 2272)}, -1.2521416450401321, 'baseline'), ({(6253, 31, 3823)}, -1.3623015790686752, 'baseline'), ({(6253, 31, 4488)}, -1.3761962716507634, 'baseline'), ({(6253, 28, 1080)}, -1.4056933934370175, 'baseline'), ({(6253, 14, 29)}, -1.4074522781615844, 'baseline'), ({(6253, 26, 2948)}, -1.4104433363599151, 'baseline'), ({(361, 6, 6253)}, -1.7088481938469533, 'baseline')]",6.9195323,[7.210111],[1],1,7.210111,"[(8098, 31, 657), (8098, 34, 90), (6253, 34, 90)]"
3,"(9122, 17, 215)",1.0,"[({(9122, 85, 434)}, -0.2392558213570727, 'baseline'), ({(9122, 43, 141)}, -0.26448962887694594, 'baseline'), ({(9122, 48, 32)}, -0.4379239141050678, 'baseline'), ({(9122, 17, 393)}, -0.5184011253081525, 'baseline'), ({(9122, 17, 862)}, -0.6257324960434402, 'baseline'), ({(9122, 25, 62)}, -0.7798463133704173, 'baseline'), ({(9122, 19, 929)}, -1.248304015104618, 'baseline'), ({(9122, 19, 240)}, -1.389212728469588, 'baseline'), ({(9122, 8, 268)}, -1.806254936280981, 'baseline'), ({(9122, 192, 2476)}, -2.0051084502972, 'baseline')]",7.1839924,[7.0570173],[1],1,7.0570173,"[(9122, 85, 434), (9660, 85, 434), (9660, 17, 215)]"
3,"(2634, 31, 844)",2.0,"[({(2634, 31, 136)}, -0.871591220614701, 'baseline'), ({(2634, 31, 657)}, -0.9380832484887809, 'baseline'), ({(2634, 11, 23)}, -0.9481035662821552, 'baseline'), ({(2634, 147, 382)}, -1.1394406670441024, 'baseline'), ({(2634, 30, 10464)}, -1.2137956701279984, 'baseline'), ({(2634, 13, 32)}, -1.305535294067819, 'baseline'), ({(2634, 183, 904)}, -1.4911244073917993, 'baseline'), ({(2634, 31, 5878)}, -1.515402314579289, 'baseline'), ({(2634, 86, 1485)}, -1.543169534639148, 'baseline'), ({(2634, 13, 382)}, -1.580262844908224, 'baseline')]",7.234824,[7.1845217],[2],1,7.1845217,"[(2634, 31, 136), (3457, 107, 844), (3457, 107, 136)]"
3,"(3809, 33, 90)",1.0,"[({(3809, 120, 791)}, -0.25774218464875887, 'baseline'), ({(3809, 154, 2438)}, -0.5231371336459754, 'baseline'), ({(3809, 25, 62)}, -0.6011977730964172, 'baseline'), ({(3809, 111, 8335)}, -1.834685772546094, 'baseline'), ({(32, 15, 3809)}, -1.9465728966520641, 'baseline'), ({(8335, 15, 3809)}, -2.2179913945715675, 'baseline'), ({(372, 83, 3809)}, -2.6038423850794006, 'baseline'), ({(9418, 24, 3809)}, -3.1798939288295163, 'baseline'), ({(6485, 24, 3809)}, -3.4061279195253586, 'baseline')]",6.958826,[6.384012],[1],1,6.384012,"[(14281, 120, 791), (14281, 33, 90), (3809, 120, 791)]"
2,"(2857, 10, 2465)",1.0,"[({(2857, 182, 2192)}, -0.21232666689628027, 'baseline'), ({(2857, 10, 579)}, -0.6270769306314475, 'baseline'), ({(1308, 19, 2857)}, -1.316566953442298, 'baseline'), ({(2554, 19, 2857)}, -1.3811476212323623, 'baseline'), ({(6958, 19, 2857)}, -1.5041554559736534, 'baseline'), ({(8632, 19, 2857)}, -1.5135759640500042, 'baseline'), ({(4446, 19, 2857)}, -1.5225799009439542, 'baseline'), ({(3995, 19, 2857)}, -1.5521920742572628, 'baseline'), ({(2857, 47, 1369)}, -1.636555436680064, 'baseline'), ({(2857, 47, 5220)}, -1.6402099255123461, 'baseline')]",6.8358297,[6.813279],[1],1,6.813279,"[(2465, 210, 2192), (2857, 182, 2192)]"
2,"(7245, 100, 160)",1.0,"[({(1253, 71, 7245)}, -1.4909718023754872, 'baseline'), ({(7245, 6, 7148)}, -1.6436732672372245, 'baseline'), ({(7245, 6, 874)}, -1.6593506776652576, 'baseline'), ({(7245, 6, 6278)}, -1.675491439450489, 'baseline'), ({(7245, 77, 8164)}, -1.7175213886644527, 'baseline'), ({(7245, 6, 4354)}, -1.7388138523766279, 'baseline'), ({(7245, 6, 2440)}, -1.7467881048955272, 'baseline'), ({(7245, 6, 7190)}, -1.77973199855888, 'baseline'), ({(7245, 6, 7708)}, -1.8646501434419671, 'baseline'), ({(7245, 77, 9263)}, -1.9356087944076488, 'baseline')]",7.8238983,[7.688943],[1],1,7.688943,"[(1253, 71, 7245), (1253, 214, 160)]"
3,"(4794, 28, 382)",1.0,"[({(4794, 11, 23)}, -0.5084703056336355, 'baseline'), ({(4794, 34, 90)}, -0.5957603359284144, 'baseline'), ({(4794, 28, 32)}, -0.781816086027194, 'baseline'), ({(4794, 26, 64)}, -0.8996260026961181, 'baseline'), ({(4794, 74, 7395)}, -1.304057907067999, 'baseline'), ({(4794, 31, 2512)}, -1.4037376668057493, 'baseline'), ({(11368, 6, 4794)}, -1.6346686230584426, 'baseline'), ({(4794, 14, 3701)}, -1.8615953437110626, 'baseline'), ({(4794, 31, 4959)}, -1.8839269216406365, 'baseline'), ({(4794, 109, 3313)}, -1.9211341251395277, 'baseline')]",5.9059772,[5.6322775],[1],1,5.6322775,"[(1883, 11, 23), (4794, 11, 23), (1883, 13, 382)]"
2,"(5115, 86, 2316)",2.0,"[({(5115, 86, 268)}, -0.34184089945346896, 'baseline'), ({(268, 32, 5115)}, -0.6243403558509879, 'baseline'), ({(5115, 12, 268)}, -1.120090053165041, 'baseline'), ({(268, 38, 5115)}, -1.2128804237830995, 'baseline'), ({(5115, 34, 90)}, -1.274238407515688, 'baseline'), ({(5115, 14, 160)}, -1.2804927399789388, 'baseline'), ({(5115, 155, 13056)}, -1.4089743417078227, 'baseline'), ({(5115, 26, 1098)}, -1.47068111444246, 'baseline'), ({(5115, 26, 64)}, -1.4831931980595003, 'baseline'), ({(5115, 31, 1314)}, -1.5248000831003525, 'baseline')]",7.1986084,[7.003469],[2],1,7.003469,"[(268, 8, 2316), (5115, 86, 268)]"
2,"(1081, 27, 7303)",1.0,"[({(1081, 27, 870)}, -0.7651895069157079, 'baseline'), ({(1081, 27, 5038)}, -0.7856666973677366, 'baseline'), ({(1081, 27, 4360)}, -0.8098705565409882, 'baseline'), ({(1081, 27, 5174)}, -0.824604299154559, 'baseline'), ({(1081, 27, 3364)}, -0.8303966365535648, 'baseline'), ({(1081, 27, 1910)}, -0.9208543332076115, 'baseline'), ({(1081, 103, 3365)}, -0.9853885349124035, 'baseline'), ({(1081, 27, 673)}, -1.075850836917279, 'baseline'), ({(1081, 27, 674)}, -1.0966397146014426, 'baseline'), ({(1081, 27, 9219)}, -1.121352742124619, 'baseline')]",6.3773446,[6.6715097],[1],1,6.6715097,"[(1081, 27, 870), (870, 3, 7303)]"
2,"(12076, 85, 434)",1.0,"[({(12076, 48, 32)}, 0.3454649465946112, 'baseline'), ({(12076, 17, 862)}, 0.07373526940259946, 'baseline'), ({(12076, 66, 540)}, -1.073591343993718, 'baseline'), ({(12076, 19, 313)}, -1.3493626515441746, 'baseline'), ({(12076, 19, 711)}, -1.4592289083407979, 'baseline'), ({(12076, 6, 2125)}, -1.5142662198942531, 'baseline'), ({(12076, 19, 1709)}, -1.5800103232579412, 'baseline'), ({(12076, 21, 7233)}, -1.6253539351963406, 'baseline'), ({(12076, 6, 6028)}, -1.7034327485088097, 'baseline'), ({(12076, 38, 2296)}, -1.7429759337421402, 'baseline')]",8.028749,[7.862233],[1],1,7.862233,"[(434, 161, 32), (12076, 48, 32)]"
2,"(457, 10, 7869)",1.0,"[({(457, 182, 3202)}, -0.35263502729408647, 'baseline'), ({(457, 10, 6327)}, -0.7425191994995549, 'baseline'), ({(457, 10, 4121)}, -0.7522243012371671, 'baseline'), ({(1731, 30, 457)}, -1.3587123429074062, 'baseline'), ({(10756, 30, 457)}, -1.4333615249165614, 'baseline'), ({(457, 7, 4013)}, -1.5260056413750958, 'baseline'), ({(457, 7, 1692)}, -1.592736705140462, 'baseline'), ({(7431, 30, 457)}, -1.5981824918941112, 'baseline'), ({(457, 7, 8703)}, -1.6157349711205637, 'baseline'), ({(457, 7, 3060)}, -1.6355418279340526, 'baseline')]",6.1483383,[5.8200383],[1],1,5.8200383,"[(7869, 210, 3202), (457, 182, 3202)]"
2,"(4552, 35, 2732)",1.0,"[({(4552, 35, 3796)}, -1.210913768980429, 'baseline'), ({(4552, 35, 1562)}, -1.2810363824410453, 'baseline'), ({(4552, 64, 3282)}, -1.3415726244304582, 'baseline'), ({(3282, 64, 4552)}, -1.351077864542102, 'baseline'), ({(3502, 64, 4552)}, -1.364477036314784, 'baseline'), ({(4552, 64, 6448)}, -1.365065494594707, 'baseline'), ({(1624, 64, 4552)}, -1.3706423187470431, 'baseline'), ({(4552, 64, 2617)}, -1.3716435251028263, 'baseline'), ({(4552, 64, 471)}, -1.371675989902206, 'baseline'), ({(513, 64, 4552)}, -1.3770881673854023, 'baseline')]",6.999007,[6.89046],[1],1,6.89046,"[(4552, 35, 3796), (2732, 58, 3796)]"
3,"(3794, 23, 209)",1.0,"[({(3794, 72, 1718)}, -0.5276010012049981, 'baseline'), ({(526, 29, 3794)}, -1.0491669050675465, 'baseline'), ({(3794, 58, 1340)}, -1.2361424605132323, 'baseline'), ({(3794, 58, 834)}, -1.2383470881403549, 'baseline'), ({(3794, 58, 1302)}, -1.2400667335754236, 'baseline'), ({(6157, 58, 3794)}, -1.275780334640373, 'baseline'), ({(2734, 58, 3794)}, -1.2826347771402749, 'baseline'), ({(2978, 58, 3794)}, -1.31177101576787, 'baseline'), ({(3794, 58, 1585)}, -1.3138660090240057, 'baseline'), ({(374, 13, 3794)}, -1.3375113745925997, 'baseline')]",8.168217,[8.254307],[1],1,8.254307,"[(1718, 157, 9331), (9331, 23, 209), (3794, 72, 1718)]"
2,"(3306, 13, 1682)",1.0,"[({(3306, 13, 202)}, -1.1591461432372643, 'baseline'), ({(3306, 28, 32)}, -1.2086638086602333, 'baseline'), ({(3306, 13, 2282)}, -1.2193020507117636, 'baseline'), ({(3306, 13, 92)}, -1.2587838889303873, 'baseline'), ({(3306, 13, 1163)}, -1.2604538172174153, 'baseline'), ({(3306, 13, 1361)}, -1.2936072629227735, 'baseline'), ({(3306, 13, 449)}, -1.3055807747676496, 'baseline'), ({(3306, 13, 181)}, -1.3207539090404887, 'baseline'), ({(3306, 13, 1405)}, -1.3295329576119341, 'baseline'), ({(3306, 147, 382)}, -1.3526429359010594, 'baseline')]",5.862156,[6.1338706],[1],1,6.1338706,"[(1682, 58, 202), (3306, 13, 202)]"
3,"(3660, 31, 136)",1.0,"[({(3660, 11, 23)}, -0.7267527872099008, 'baseline'), ({(3660, 28, 32)}, -0.8563550608836538, 'baseline'), ({(3660, 31, 844)}, -0.871591220614701, 'baseline'), ({(3660, 31, 658)}, -0.8731349167278156, 'baseline'), ({(3660, 13, 32)}, -1.0929896285140313, 'baseline'), ({(3660, 26, 990)}, -1.1126231812459915, 'baseline'), ({(3660, 26, 1936)}, -1.117587724423621, 'baseline'), ({(3660, 26, 1098)}, -1.1203188766124281, 'baseline'), ({(3660, 74, 524)}, -1.1312843855305204, 'baseline'), ({(3660, 26, 1960)}, -1.2615069980024054, 'baseline')]",7.3106804,[7.3606653],[1],1,7.3606653,"[(3660, 11, 23), (9520, 11, 23), (9520, 31, 136)]"
3,"(1927, 212, 4563)",1.0,"[({(1927, 85, 434)}, -0.041460217998435266, 'baseline'), ({(1927, 43, 141)}, -0.17201558131694616, 'baseline'), ({(1927, 17, 862)}, -0.3107597227798798, 'baseline'), ({(1927, 17, 393)}, -0.735099574525136, 'baseline'), ({(1927, 82, 8686)}, -0.8816903951721682, 'baseline'), ({(1927, 48, 1928)}, -0.9220368692270445, 'baseline'), ({(1927, 19, 4418)}, -1.5653241018246506, 'baseline'), ({(1927, 19, 1724)}, -1.5869993236093192, 'baseline'), ({(1927, 39, 7132)}, -1.6303172922693467, 'baseline'), ({(10467, 175, 1927)}, -1.7186563905109131, 'baseline')]",7.7084093,[8.066958],[1],1,8.066958,"[(10651, 212, 4563), (10651, 85, 434), (1927, 85, 434)]"
2,"(740, 37, 1577)",1.0,"[({(740, 37, 854)}, -1.2224141162915172, 'baseline'), ({(740, 37, 6243)}, -1.2409682659006942, 'baseline'), ({(740, 37, 855)}, -1.3106104600017867, 'baseline'), ({(740, 37, 2840)}, -1.3496542098895226, 'baseline'), ({(740, 37, 773)}, -1.3933706935436738, 'baseline'), ({(740, 37, 2035)}, -1.4045178847734445, 'baseline'), ({(740, 37, 961)}, -1.4236507439945367, 'baseline'), ({(740, 37, 794)}, -1.4339044151860052, 'baseline'), ({(740, 37, 4353)}, -1.4341528929440888, 'baseline'), ({(740, 37, 3514)}, -1.4657955563131428, 'baseline')]",6.135332,[6.3139358],[1],1,6.3139358,"[(740, 37, 854), (1577, 58, 854)]"
2,"(8128, 10, 1968)",1.0,"[({(8128, 182, 2192)}, -0.21889502244596853, 'baseline'), ({(8128, 10, 358)}, -0.5796792133806913, 'baseline'), ({(8128, 10, 1840)}, -0.6109734623361015, 'baseline'), ({(8128, 10, 5382)}, -0.6124813782683913, 'baseline'), ({(8128, 10, 1171)}, -0.634653769132832, 'baseline'), ({(8128, 10, 65)}, -0.6360734938628038, 'baseline'), ({(8128, 10, 2875)}, -0.6466820890642893, 'baseline'), ({(8128, 10, 2465)}, -0.6509760074534866, 'baseline'), ({(8128, 10, 579)}, -0.6716834532198259, 'baseline'), ({(8128, 10, 6589)}, -0.6781825018529234, 'baseline')]",6.9333606,[6.9067497],[1],1,6.9067497,"[(8128, 182, 2192), (1968, 210, 2192)]"
3,"(8270, 14, 160)",1.0,"[({(8270, 34, 90)}, -0.14797445956809563, 'baseline'), ({(8270, 28, 32)}, -0.1827733177530828, 'baseline'), ({(8270, 86, 441)}, -0.8529526921850729, 'baseline'), ({(8270, 31, 3257)}, -1.116276110254944, 'baseline'), ({(8270, 191, 12720)}, -1.173604012513055, 'baseline'), ({(8270, 31, 655)}, -1.3884635226019795, 'baseline'), ({(10343, 6, 8270)}, -1.596615836355109, 'baseline'), ({(4169, 6, 8270)}, -1.6337297008312237, 'baseline'), ({(1121, 7, 8270)}, -1.736688619518043, 'baseline'), ({(4973, 6, 8270)}, -1.7508299313810554, 'baseline')]",8.478947,[8.389282],[1],1,8.389282,"[(8270, 34, 90), (12902, 129, 90), (12902, 198, 160)]"
2,"(8285, 17, 862)",1.0,"[({(8285, 21, 10982)}, -1.658736572220102, 'baseline'), ({(8285, 8, 5181)}, -1.9069154680516331, 'baseline'), ({(8285, 8, 360)}, -1.981253194691203, 'baseline'), ({(8285, 8, 2228)}, -2.1060121903691673, 'baseline'), ({(1878, 21, 8285)}, -2.2935494940254006, 'baseline'), ({(8285, 8, 8955)}, -2.3198669495708155, 'baseline'), ({(8285, 8, 266)}, -2.333780361487925, 'baseline'), ({(8285, 8, 1353)}, -2.5457301783133617, 'baseline'), ({(2062, 8, 8285)}, -2.5531223940425947, 'baseline'), ({(8285, 8, 2062)}, -2.5539054720966456, 'baseline')]",6.5313535,[6.5760145],[1],1,6.5760145,"[(8285, 21, 10982), (10982, 17, 862)]"
3,"(1796, 130, 841)",4.0,"[({(8714, 49, 1796)}, -1.2170147259447965, 'baseline'), ({(3082, 49, 1796)}, -1.2235078121103236, 'baseline'), ({(1246, 49, 1796)}, -1.2433955741508644, 'baseline'), ({(11759, 49, 1796)}, -1.2533583140562519, 'baseline'), ({(6780, 49, 1796)}, -1.2587534122468247, 'baseline'), ({(8620, 49, 1796)}, -1.2599164222660446, 'baseline'), ({(7077, 49, 1796)}, -1.2830500198350367, 'baseline'), ({(6070, 49, 1796)}, -1.3077992037589508, 'baseline'), ({(7219, 49, 1796)}, -1.3194611983663254, 'baseline'), ({(9997, 49, 1796)}, -1.3194726749737495, 'baseline')]",6.8177223,[6.7705894],[4],1,6.7705894,"[(8714, 98, 8911), (8714, 49, 1796), (841, 98, 8911)]"
2,"(1754, 29, 181)",2.0,"[({(1754, 104, 2722)}, -1.2352269316026654, 'baseline'), ({(1754, 29, 1080)}, -1.4072681399988822, 'baseline'), ({(3465, 65, 1754)}, -1.4211590208087508, 'baseline'), ({(1754, 29, 75)}, -1.4295387660176533, 'baseline'), ({(2012, 65, 1754)}, -1.4328126438195574, 'baseline'), ({(1754, 29, 331)}, -1.4482786812785577, 'baseline'), ({(910, 65, 1754)}, -1.4588300580542317, 'baseline'), ({(1754, 29, 1405)}, -1.4605756292783816, 'baseline'), ({(3706, 65, 1754)}, -1.470144511007436, 'baseline'), ({(623, 65, 1754)}, -1.481795584811309, 'baseline')]",5.848309,[5.9159045],[2],1,5.9159045,"[(181, 72, 2722), (1754, 104, 2722)]"
3,"(2946, 17, 215)",1.0,"[({(2946, 85, 434)}, -0.23925192612386595, 'baseline'), ({(2946, 43, 141)}, -0.26448962887694594, 'baseline'), ({(2946, 48, 32)}, -0.4379239141050678, 'baseline'), ({(2946, 17, 862)}, -0.6257346102383828, 'baseline'), ({(2946, 24, 592)}, -0.9584897198101395, 'baseline'), ({(2946, 66, 592)}, -0.9775634796141028, 'baseline'), ({(2946, 17, 1192)}, -1.309935007021004, 'baseline'), ({(2946, 19, 1965)}, -1.6746265799979811, 'baseline'), ({(2946, 45, 6046)}, -1.9133165792809288, 'baseline'), ({(2946, 19, 2671)}, -1.940884109201754, 'baseline')]",6.474165,[6.4133835],[1],1,6.4133835,"[(2946, 85, 434), (9660, 85, 434), (9660, 17, 215)]"
3,"(7787, 31, 136)",1.0,"[({(7787, 11, 23)}, -0.7267527872099008, 'baseline'), ({(7787, 34, 90)}, -0.7935402734629676, 'baseline'), ({(7787, 14, 160)}, -0.8227439316027849, 'baseline'), ({(7787, 115, 747)}, -0.8242465002450663, 'baseline'), ({(7787, 31, 657)}, -0.8383732354259408, 'baseline'), ({(7787, 31, 658)}, -0.8731349167278156, 'baseline'), ({(7787, 13, 32)}, -1.0929896285140313, 'baseline'), ({(7787, 193, 1080)}, -1.3309745433679323, 'baseline'), ({(7787, 136, 34)}, -1.3705803397376426, 'baseline'), ({(7787, 31, 439)}, -1.3867068496393926, 'baseline')]",6.917391,[7.0311317],[1],1,7.0311317,"[(9520, 11, 23), (9520, 31, 136), (7787, 11, 23)]"
3,"(8365, 13, 158)",2.0,"[({(8365, 13, 202)}, -1.248403113063236, 'baseline'), ({(8365, 13, 1934)}, -1.264631358588798, 'baseline'), ({(8365, 13, 1046)}, -1.2785687645570933, 'baseline'), ({(8365, 13, 1080)}, -1.2839088822091798, 'baseline'), ({(8365, 13, 119)}, -1.2853890762121885, 'baseline'), ({(8365, 13, 274)}, -1.2856166637639213, 'baseline'), ({(8365, 13, 27)}, -1.28808571300219, 'baseline'), ({(8365, 13, 1260)}, -1.2926815293173455, 'baseline'), ({(8365, 13, 181)}, -1.3115770874067454, 'baseline'), ({(8365, 13, 92)}, -1.3477481839486343, 'baseline')]",5.7749047,[5.6761775],[2],1,5.6761775,"[(8365, 13, 202), (8920, 13, 202), (8920, 13, 158)]"
3,"(7436, 217, 3433)",1.0,"[({(7436, 166, 90)}, -0.5895666547940591, 'baseline'), ({(7436, 124, 4722)}, -0.9306161389462658, 'baseline'), ({(7436, 25, 62)}, -0.9990543909805573, 'baseline'), ({(7436, 101, 975)}, -1.0263515162146946, 'baseline'), ({(7436, 61, 4288)}, -1.0707850922841278, 'baseline'), ({(7436, 101, 1800)}, -1.1313050444101038, 'baseline'), ({(7436, 101, 6854)}, -1.132380964748746, 'baseline'), ({(7436, 101, 594)}, -1.1989031920400612, 'baseline'), ({(7445, 68, 7436)}, -1.210366553316725, 'baseline'), ({(7436, 101, 9982)}, -1.2380515715304667, 'baseline')]",9.396436,[8.669106],[1],1,8.669106,"[(6182, 108, 90), (7436, 166, 90), (6182, 217, 3433)]"
2,"(2369, 182, 2517)",1.0,"[({(2369, 10, 4491)}, -0.09305793701561733, 'baseline'), ({(2369, 10, 5312)}, -0.10201321641112897, 'baseline'), ({(2369, 10, 2070)}, -0.17179459667280017, 'baseline'), ({(2369, 10, 9728)}, -0.24503507997699822, 'baseline'), ({(2471, 30, 2369)}, -0.979383741134146, 'baseline'), ({(12250, 30, 2369)}, -1.0328829296168933, 'baseline'), ({(2369, 7, 2471)}, -1.0930175502475137, 'baseline'), ({(7800, 19, 2369)}, -1.107272598951861, 'baseline'), ({(2369, 7, 7271)}, -1.1460102583674134, 'baseline'), ({(2369, 7, 6604)}, -1.1574655110244718, 'baseline')]",9.2232685,[9.270268],[1],1,9.270268,"[(4491, 210, 2517), (2369, 10, 4491)]"
3,"(7479, 19, 2998)",2.0,"[({(7479, 19, 1857)}, -0.92800806312685, 'baseline'), ({(7479, 43, 141)}, -1.0059914645193504, 'baseline'), ({(7479, 19, 39)}, -1.205152747179495, 'baseline'), ({(1857, 47, 7479)}, -1.211037832304727, 'baseline'), ({(7479, 85, 434)}, -1.2569108530990503, 'baseline'), ({(7479, 17, 862)}, -1.257458485696021, 'baseline'), ({(7479, 48, 181)}, -1.917586721307164, 'baseline'), ({(447, 22, 7479)}, -2.0361722757150296, 'baseline'), ({(7479, 66, 2879)}, -2.057720591299517, 'baseline')]",6.0403447,[5.970885],[2],1,5.970885,"[(7479, 19, 1857), (13529, 19, 2998), (13529, 19, 1857)]"
3,"(2323, 91, 494)",1.0,"[({(2323, 107, 163)}, -0.8161949162302891, 'baseline'), ({(2323, 25, 62)}, -1.0933700359507723, 'baseline'), ({(1794, 2, 2323)}, -1.1257746336281542, 'baseline'), ({(2323, 107, 8253)}, -1.152641516926063, 'baseline'), ({(7820, 145, 2323)}, -1.463853695739247, 'baseline'), ({(4191, 145, 2323)}, -1.5462688887658433, 'baseline'), ({(9589, 145, 2323)}, -1.5647639755887315, 'baseline'), ({(4191, 162, 2323)}, -1.615938446412372, 'baseline'), ({(2323, 107, 9877)}, -1.706172802966, 'baseline'), ({(2323, 1, 11771)}, -1.7391814927881406, 'baseline')]",9.398626,[9.327124],[1],1,9.327124,"[(7623, 107, 163), (7623, 91, 494), (2323, 107, 163)]"
3,"(1727, 17, 432)",2.0,"[({(1727, 17, 1415)}, -0.722571102946163, 'baseline'), ({(1727, 17, 10844)}, -0.7900780538028541, 'baseline'), ({(4638, 20, 1727)}, -1.16356847202436, 'baseline'), ({(1727, 19, 908)}, -1.2946096602557928, 'baseline'), ({(1727, 19, 1250)}, -1.3135118973171465, 'baseline'), ({(1727, 43, 141)}, -1.3282106422763755, 'baseline'), ({(1727, 41, 212)}, -1.367117789815117, 'baseline'), ({(1727, 19, 1646)}, -1.38110606259885, 'baseline'), ({(1727, 19, 1137)}, -1.456265055693931, 'baseline'), ({(1727, 19, 4220)}, -1.5449915603402145, 'baseline')]",7.2044873,[6.780631],[2],1,6.780631,"[(7323, 17, 1415), (1727, 17, 1415), (7323, 17, 432)]"
