new_score,new_ranks,#facts,prediction,new_rank,new_scores,original_score,facts,original_rank
3.8792858,"[1, 1]",11,"(8572, 25, 62)",1.0,"[3.431758, 4.3268137]",12.060263,"[([(2893, 25, 62), (2893, 120, 791), (8572, 120, 791)], 3.7034006, 'xrule'), ([(32, 15, 2893), (2893, 25, 62), (32, 15, 8572)], 2.5551004, 'xrule'), ([(6413, 25, 62), (6413, 48, 32), (32, 15, 8572)], 1.8570004, 'xrule'), ([(32, 15, 6853), (6853, 25, 62), (6853, 16, 32), (32, 15, 8572)], 1.8179007, 'xrule'), ([(4471, 25, 62), (32, 15, 8572), (4471, 48, 32)], 1.5208006, 'xrule'), ([(32, 15, 4331), (4331, 205, 32), (4331, 62, 32), (4331, 133, 32), (4331, 25, 62), (32, 15, 8572), (4331, 135, 32)], 0.85280037, 'xrule'), ([(32, 15, 8572), (954, 25, 62), (32, 87, 954)], 0.26679993, 'xrule'), ([(8572, 56, 8572)], 0.2073212074254178, 0.5516454384919526), ([(769, 48, 32), (32, 15, 8572), (769, 25, 62)], 0.13850021, 'xrule'), ([(954, 120, 791), (8572, 120, 791), (954, 25, 62)], 0.007900238, 'xrule'), ([(32, 15, 8572), (2730, 150, 32), (2730, 25, 62)], -0.82389927, 'xrule')]",1
0.026504926,"[1, 1]",1,"(8630, 56, 8630)",1.0,"[0.026426839, 0.026583016]",0.2021465,"[([(3389, 66, 8630)], 1.4617077373196092e-07, 0.5000000265426934)]",1
6.4660807,"[1, 1]",8,"(11326, 25, 62)",1.0,"[6.603442, 6.328719]",13.831659,"[([(3466, 23, 57), (57, 25, 62), (3466, 15, 11326)], 2.9685993, 'xrule'), ([(3466, 15, 11326)], 2.0717068725033347, 125.88812266003421), ([(3466, 234, 90), (90, 25, 62), (3466, 139, 90), (3466, 206, 90), (3466, 15, 11326)], 0.9633999, 'xrule'), ([(3466, 15, 11889), (11889, 25, 62), (3466, 15, 11326)], 0.8430996, 'xrule'), ([(3573, 218, 3466), (3573, 25, 62), (3466, 15, 11326)], -0.10200024, 'xrule'), ([(3466, 54, 4965), (3466, 15, 4965), (4965, 133, 3466), (4965, 25, 62), (3466, 15, 11326)], -0.14700031, 'xrule'), ([(526, 29, 3466), (526, 25, 62), (3466, 15, 11326)], -0.50320053, 'xrule'), ([(12330, 25, 62), (3466, 15, 12330), (3466, 15, 11326)], -0.8517008, 'xrule')]",1
0.22447184,"[2, 5]",1,"(6404, 13, 449)",3.5,"[0.19380951, 0.25513417]",4.6080956,"[([(6404, 13, 2410)], -1.0897354548868718, 6071.2516680872395)]",6
0.026504945,"[1, 1]",1,"(6089, 56, 6089)",1.0,"[0.026426842, 0.026583046]",0.2021465,"[([(1591, 24, 6089)], 8.656612890385324e-08, 0.5000000116415322)]",1
2.2167168,"[1, 4]",11,"(9896, 167, 1768)",2.5,"[1.315151, 3.1182828]",3.695775,"[([(32, 15, 9896), (9896, 16, 32), (32, 15, 972), (972, 167, 1768)], 3.6994, 'xrule'), ([(32, 15, 9896), (32, 15, 1764), (1764, 167, 1768), (9896, 16, 32), (1764, 16, 32)], 2.7775993, 'xrule'), ([(32, 15, 9896), (9896, 16, 32), (2088, 16, 32), (2088, 167, 1768)], 1.3936996, 'xrule'), ([(1850, 167, 1768), (1850, 25, 62), (9896, 25, 62)], 1.0136995, 'xrule'), ([(1177, 89, 9896), (1177, 89, 1764), (1764, 167, 1768)], 0.58409977, 'xrule'), ([(9896, 101, 3730), (927, 101, 3730), (927, 167, 1768)], 0.4836998, 'xrule'), ([(32, 15, 9896), (9896, 16, 32), (927, 16, 32), (927, 167, 1768)], 0.38289928, 'xrule'), ([(9896, 108, 90)], 0.00821117584072728, 10608.502052772432), ([(9896, 101, 3730), (2088, 167, 1768), (2088, 101, 3730)], -0.02820015, 'xrule'), ([(32, 15, 9896), (2526, 16, 32), (9896, 16, 32), (2526, 167, 1768), (32, 15, 2526)], -0.19939995, 'xrule'), ([(32, 15, 9896), (2665, 167, 1768), (32, 15, 2665), (9896, 16, 32), (2665, 16, 32)], -0.99620056, 'xrule')]",1
0.5635926,"[5, 5]",11,"(3785, 14, 5334)",5.0,"[0.4946717, 0.6325135]",3.9198654,"[([(3785, 28, 32), (5941, 28, 32), (5941, 14, 5334)], 0.37090015, 'xrule'), ([(5571, 14, 5334), (5571, 14, 160), (3785, 14, 160)], 0.16969967, 'xrule'), ([(3785, 14, 2646)], -0.09092803762225408, 9946.477283629838), ([(7912, 14, 5334), (7912, 31, 1211), (3785, 31, 1211)], -0.3479004, 'xrule'), ([(6345, 14, 5334), (3785, 28, 32), (6345, 13, 32), (6345, 28, 32)], -0.9523001, 'xrule'), ([(5941, 14, 5334), (3785, 14, 160), (5941, 14, 160)], -0.98359966, 'xrule'), ([(7912, 14, 5334), (7912, 14, 160), (3785, 14, 160)], -1.6469002, 'xrule'), ([(5225, 221, 160), (3785, 14, 160), (160, 70, 5225), (5225, 221, 5334), (5334, 70, 5225)], -2.1866999, 'xrule'), ([(3785, 26, 64), (5941, 14, 5334), (5941, 26, 64)], -2.8792, 'xrule'), ([(7912, 28, 32), (3785, 28, 32), (7912, 14, 5334)], -3.2802, 'xrule'), ([(5571, 14, 5334), (5571, 28, 32), (3785, 28, 32), (5571, 13, 32)], -3.3403997, 'xrule')]",3
1.224874,"[1, 1]",11,"(6223, 167, 1768)",1.0,"[1.7633696, 0.6863785]",3.145742,"[([(6223, 25, 62)], 0.9713140036040476, 10131.725381319091), ([(3317, 25, 62), (6223, 25, 62), (3317, 167, 1768)], -0.2993002, 'xrule'), ([(1842, 25, 62), (6223, 25, 62), (1842, 167, 1768)], -0.7599001, 'xrule'), ([(1932, 167, 1768), (1932, 25, 62), (6223, 25, 62)], -1.7304001, 'xrule'), ([(3879, 167, 1768), (6223, 25, 62), (3879, 25, 62)], -1.9497995, 'xrule'), ([(4273, 167, 1768), (4273, 25, 62), (6223, 25, 62)], -2.1861, 'xrule'), ([(6223, 101, 4002), (4143, 101, 4002), (4143, 167, 1768)], -2.2067995, 'xrule'), ([(3317, 124, 2956), (6223, 124, 2956), (3317, 167, 1768)], -2.8315, 'xrule'), ([(6223, 124, 2956), (1767, 124, 2956), (1767, 167, 1768)], -3.0081997, 'xrule'), ([(1767, 25, 62), (6223, 25, 62), (1767, 167, 1768)], -3.8064003, 'xrule'), ([(3515, 167, 1768), (6223, 25, 62), (3515, 25, 62)], -4.1892996, 'xrule')]",1
0.65626776,"[4, 7]",11,"(3592, 26, 342)",5.5,"[0.58674294, 0.72579265]",5.4018598,"[([(5733, 26, 342), (3592, 14, 160), (5733, 14, 160)], 1.7522001, 'xrule'), ([(1879, 14, 160), (3592, 14, 160), (1879, 26, 342)], 1.5397005, 'xrule'), ([(3592, 26, 990), (2378, 26, 342), (2378, 26, 990)], 1.2427006, 'xrule'), ([(2168, 14, 160), (3592, 14, 160), (2168, 26, 342)], 0.63010025, 'xrule'), ([(3592, 28, 32)], 0.6103744945073931, 11593.64802621461), ([(3592, 26, 990), (5733, 26, 342), (5733, 26, 990)], 0.38689995, 'xrule'), ([(3592, 193, 68), (2168, 13, 68), (2168, 26, 342)], 0.093800545, 'xrule'), ([(1879, 26, 990), (3592, 26, 990), (1879, 26, 342)], 0.07900047, 'xrule'), ([(3592, 14, 160), (1018, 26, 342), (1018, 14, 160)], -0.34519958, 'xrule'), ([(3259, 26, 342), (3592, 14, 160), (3259, 14, 160)], -1.0543003, 'xrule'), ([(3592, 14, 160), (2378, 26, 342), (2378, 14, 160)], -1.7083998, 'xrule')]",12
4.8590646,"[1, 1]",11,"(6787, 25, 62)",1.0,"[4.5255384, 5.1925907]",10.881088,"[([(6787, 120, 791), (8948, 120, 791), (8948, 25, 62)], 5.4554005, 'xrule'), ([(6787, 120, 791), (10480, 120, 791), (10480, 25, 62)], 2.5930996, 'xrule'), ([(6787, 120, 791), (13380, 25, 62), (13380, 120, 791)], 2.0197, 'xrule'), ([(3718, 25, 62), (1014, 37, 3718), (1014, 37, 6787)], 1.4102001, 'xrule'), ([(2224, 25, 62), (1014, 37, 2224), (1014, 37, 6787)], 1.2292004, 'xrule'), ([(6787, 120, 791), (5108, 120, 791), (5108, 25, 62)], 1.0068998, 'xrule'), ([(6787, 120, 791), (9777, 120, 791), (9777, 25, 62)], 0.9651003, 'xrule'), ([(6787, 120, 791), (8655, 25, 62), (8655, 120, 791)], 0.8799, 'xrule'), ([(6787, 120, 791), (7547, 25, 62), (7547, 120, 791)], 0.82470036, 'xrule'), ([(6787, 120, 791), (3718, 120, 791), (3718, 25, 62)], 0.7088003, 'xrule'), ([(6787, 120, 791)], -0.7936973105297113, 6364.311375326998)]",1
0.14963707,"[1, 1]",1,"(2789, 11, 23)",1.0,"[0.15713735, 0.1421368]",5.030762,"[([(2789, 13, 419)], -1.4111084303189003, 11824.196059276663)]",3
0.44395047,"[2, 2]",1,"(2552, 43, 141)",2.0,"[0.40411505, 0.48378593]",5.0243015,"[([(2552, 17, 818)], 1.151038701467554, 8438.759700578872)]",1
0.25920066,"[3, 1]",8,"(7221, 106, 592)",2.0,"[0.2998465, 0.21855482]",3.3159878,"[([(7113, 26, 1098), (7221, 26, 1098), (7113, 106, 592)], 3.4699001, 'xrule'), ([(7234, 106, 592), (7221, 31, 163), (7234, 31, 163)], 3.0306005, 'xrule'), ([(4, 2, 7113), (7221, 31, 4), (7113, 31, 4), (7113, 106, 592)], 2.7800999, 'xrule'), ([(12647, 83, 592), (7221, 25, 62), (12647, 25, 62)], 2.5341997, 'xrule'), ([(7221, 25, 62), (6517, 25, 62), (6517, 66, 592)], 1.4794998, 'xrule'), ([(7234, 25, 62), (7234, 106, 592), (7221, 25, 62)], 0.7241001, 'xrule'), ([(7166, 24, 592), (7221, 25, 62), (7166, 25, 62), (7166, 66, 592)], 0.7095003, 'xrule'), ([(7221, 13, 32)], -0.42325254073827967, 5195.395738698267)]",3
0.915708,"[1, 1]",8,"(1477, 60, 90)",1.0,"[0.7790811, 1.0523349]",6.757516,"[([(1477, 6, 6074)], 0.9496465226248885, 4237.721044075316), ([(2147, 60, 90), (2147, 66, 3885), (1477, 66, 3885)], -0.25559998, 'xrule'), ([(1477, 43, 141), (9501, 43, 141), (9501, 60, 90)], -0.5567999, 'xrule'), ([(1477, 43, 141), (2575, 43, 141), (2575, 60, 90)], -1.4717999, 'xrule'), ([(2575, 17, 215), (1477, 17, 215), (2575, 60, 90)], -1.5091, 'xrule'), ([(1477, 43, 141), (2147, 60, 90), (2147, 43, 141)], -1.7109995, 'xrule'), ([(2147, 60, 90), (2147, 17, 215), (1477, 17, 215)], -2.1446, 'xrule'), ([(1477, 43, 141), (11983, 43, 141), (11983, 60, 90)], -2.6420994, 'xrule')]",1
6.4879904,"[1, 1]",11,"(10456, 25, 62)",1.0,"[6.608089, 6.367892]",11.303192,"[([(6437, 25, 62), (6437, 83, 4358), (4358, 15, 10456)], 1.9230003, 'xrule'), ([(13139, 154, 2620), (13139, 25, 62), (10456, 154, 2620)], 1.1372004, 'xrule'), ([(9378, 25, 62), (9378, 154, 2620), (10456, 154, 2620)], 0.8779001, 'xrule'), ([(6550, 226, 10456)], 0.44147495651312135, -0.3913895828110515), ([(11558, 154, 2620), (11558, 25, 62), (10456, 154, 2620)], -0.43989944, 'xrule'), ([(13392, 25, 62), (13392, 154, 2620), (10456, 154, 2620)], -0.6605997, 'xrule'), ([(1207, 66, 4358), (1207, 25, 62), (4358, 15, 10456)], -0.80289936, 'xrule'), ([(6098, 13, 4358), (6098, 25, 62), (4358, 15, 10456)], -1.0623999, 'xrule'), ([(13091, 25, 62), (13091, 154, 2620), (10456, 154, 2620)], -2.1091995, 'xrule'), ([(10958, 25, 62), (10958, 154, 2620), (10456, 154, 2620)], -2.1306992, 'xrule'), ([(1586, 154, 2620), (1586, 25, 62), (10456, 154, 2620)], -2.4197998, 'xrule')]",1
0.40446767,"[1, 1]",1,"(848, 17, 862)",1.0,"[0.26817006, 0.5407653]",6.0524263,"[([(848, 19, 3250)], -0.7899379264178631, 71.31218198796718)]",2
0.26047736,"[1, 1]",11,"(4583, 11, 23)",1.0,"[0.21692994, 0.30402482]",3.5137227,"[([(1888, 11, 23), (4583, 26, 1098), (1888, 26, 1098)], 1.1980991, 'xrule'), ([(8398, 31, 4), (8398, 11, 23), (4, 2, 4583), (4583, 31, 4)], 0.6193991, 'xrule'), ([(2711, 26, 1881), (4583, 26, 1881), (2711, 11, 23)], 0.45769978, 'xrule'), ([(4, 2, 4583)], 0.09629062849742984, 8240.524054064437), ([(1507, 26, 1098), (4583, 26, 1098), (1507, 11, 23)], -0.56530094, 'xrule'), ([(2711, 11, 23), (4, 2, 4583), (4583, 31, 4), (2711, 31, 4)], -1.4822006, 'xrule'), ([(6924, 31, 4), (4, 2, 6924), (4583, 31, 4), (6924, 11, 23), (4, 2, 4583)], -1.8256006, 'xrule'), ([(4, 2, 4583), (8389, 31, 4), (8389, 11, 23), (4583, 31, 4)], -2.2349005, 'xrule'), ([(4, 2, 12120), (12120, 11, 23), (4583, 31, 4), (4, 2, 4583), (12120, 31, 4)], -2.6006002, 'xrule'), ([(6924, 11, 23), (4797, 59, 4583), (4797, 59, 6924)], -2.8946009, 'xrule'), ([(4, 2, 4583), (1507, 31, 4), (1507, 11, 23), (4583, 31, 4)], -2.9081001, 'xrule')]",1
2.4513347,"[4, 1]",9,"(5481, 95, 521)",2.5,"[2.544075, 2.3585944]",4.4272175,"[([(12569, 79, 2519), (2519, 61, 521), (5481, 96, 12569)], 3.3561, 'xrule'), ([(5481, 142, 4301), (4301, 130, 2172), (2172, 142, 4301), (4301, 130, 5481), (2172, 95, 521)], 3.0720997, 'xrule'), ([(1674, 61, 521), (5481, 68, 1674)], 2.6903, 'xrule'), ([(5481, 96, 8261), (2172, 95, 521), (2172, 96, 8261)], 2.0360994, 'xrule'), ([(2172, 95, 521), (2172, 96, 12569), (5481, 96, 12569)], 1.9668999, 'xrule'), ([(6568, 130, 2172), (6568, 130, 5481), (2172, 95, 521), (5481, 142, 6568), (2172, 142, 6568)], 1.7166996, 'xrule'), ([(5481, 96, 8305)], 1.1910691821133015, 8757.766932222054), ([(2172, 95, 521), (2172, 80, 4564), (5481, 80, 4564)], 1.0553999, 'xrule'), ([(5480, 130, 5481), (2172, 142, 5480), (5481, 142, 5480), (2172, 95, 521), (5480, 130, 2172)], 0.37669945, 'xrule')]",7
0.15836653,"[2, 3]",1,"(8913, 13, 4474)",2.5,"[0.15602514, 0.16070794]",2.5623288,"[([(8913, 13, 4468)], -0.9406685334004125, 7373.280765311735)]",2
0.3786621,"[1, 1]",12,"(3196, 11, 23)",1.0,"[0.46107122, 0.29625303]",5.5365562,"[([(5905, 13, 637), (3196, 28, 637), (5905, 11, 23)], 1.8077002, 'xrule'), ([(3196, 26, 1098), (11133, 26, 1098), (11133, 11, 23)], 1.3219004, 'xrule'), ([(7412, 13, 637), (7412, 11, 23), (7412, 90, 23), (3196, 28, 637)], 1.2791004, 'xrule'), ([(8165, 11, 23), (3196, 26, 1098), (8165, 26, 1098)], 1.2616997, 'xrule'), ([(3196, 13, 1682), (5905, 13, 1682), (5905, 11, 23)], 0.98550034, 'xrule'), ([(3196, 14, 160), (5905, 14, 160), (5905, 11, 23)], 0.7304001, 'xrule'), ([(3196, 14, 160), (3727, 11, 23), (3727, 14, 160)], 0.5562, 'xrule'), ([(3196, 26, 1098), (4084, 26, 1098), (4084, 11, 23)], 0.14729977, 'xrule'), ([(3196, 14, 160), (8165, 11, 23), (8165, 14, 160)], 0.0041999817, 'xrule'), ([(1011, 11, 23), (3196, 26, 1098), (1011, 26, 1098), (1011, 90, 23)], -0.32390022, 'xrule'), ([(3196, 14, 160), (11133, 14, 160), (11133, 11, 23)], -0.7510004, 'xrule'), ([(3196, 13, 293)], -1.0614852381295052, 13064.257025716079)]",4
1.125885,"[4, 9]",11,"(2181, 17, 818)",6.5,"[0.83155906, 1.4202111]",9.786621,"[([(1964, 17, 818), (1964, 17, 393), (2181, 17, 393)], 0.9264002, 'xrule'), ([(4112, 17, 818), (4112, 43, 141), (2181, 43, 141)], 0.8178005, 'xrule'), ([(2181, 85, 434)], 0.1396036550084046, 1218.5348443314854), ([(2181, 85, 434), (2236, 85, 434), (2236, 17, 818)], -0.6590996, 'xrule'), ([(2181, 17, 215), (1964, 17, 215), (1964, 17, 818)], -0.6644993, 'xrule'), ([(394, 17, 818), (394, 43, 141), (2181, 43, 141)], -0.8897991, 'xrule'), ([(4112, 85, 434), (2181, 85, 434), (4112, 17, 818)], -1.1945992, 'xrule'), ([(2181, 17, 215), (4112, 17, 818), (4112, 17, 215)], -1.3501997, 'xrule'), ([(1964, 43, 141), (2181, 43, 141), (1964, 17, 818)], -1.4147997, 'xrule'), ([(2181, 17, 215), (2236, 17, 215), (2236, 17, 818)], -2.4568996, 'xrule'), ([(394, 17, 393), (394, 17, 818), (2181, 17, 393)], -3.4075994, 'xrule')]",60
2.711893,"[9, 1]",11,"(12232, 33, 90)",5.0,"[3.46051, 1.9632764]",6.379358,"[([(10340, 34, 90), (10340, 28, 32), (32, 87, 12232)], 4.1203995, 'xrule'), ([(11950, 58, 12232)], 3.6801037189093972, 3259.975400050429), ([(12120, 34, 90), (12120, 28, 32), (32, 87, 12232), (12120, 13, 32)], 2.3083992, 'xrule'), ([(32, 15, 2595), (2595, 128, 90), (2595, 166, 90), (32, 87, 12232), (2595, 108, 90)], 2.1084995, 'xrule'), ([(32, 87, 12232), (32, 15, 8308), (8308, 166, 90)], 1.6751995, 'xrule'), ([(10779, 33, 90), (32, 87, 10779), (32, 87, 12232)], 1.6366997, 'xrule'), ([(719, 34, 90), (719, 28, 32), (32, 87, 12232), (719, 13, 32)], 1.5126991, 'xrule'), ([(10779, 120, 791), (10779, 33, 90), (12232, 120, 791)], 1.4681997, 'xrule'), ([(3278, 48, 32), (32, 87, 12232), (3278, 60, 90)], 1.1744995, 'xrule'), ([(188, 28, 32), (32, 87, 12232), (188, 34, 90)], 1.0243998, 'xrule'), ([(6323, 166, 90), (32, 15, 6323), (32, 87, 12232), (6323, 128, 90)], 0.31159973, 'xrule')]",1
1.2046906,"[1, 1]",11,"(9329, 172, 2759)",1.0,"[1.8887343, 0.52064687]",2.8489885,"[([(1897, 172, 2759), (220, 59, 1897), (220, 59, 9329)], 1.1120996, 'xrule'), ([(9329, 30, 467)], 1.0726738502646396, 11837.745105065565), ([(1121, 7, 9329), (5824, 172, 2759), (9329, 30, 1121), (1121, 7, 5824)], 0.41289997, 'xrule'), ([(1121, 7, 9329), (9711, 172, 2759), (9329, 30, 1121), (1121, 7, 9711)], 0.13099957, 'xrule'), ([(1121, 7, 9329), (1833, 172, 2759), (9329, 30, 1121), (1121, 7, 1833)], -0.1729002, 'xrule'), ([(2670, 14, 160), (9329, 14, 160), (2670, 172, 2759)], -0.7602997, 'xrule'), ([(1833, 14, 160), (1833, 172, 2759), (9329, 14, 160)], -1.0165997, 'xrule'), ([(1121, 7, 9329), (1897, 172, 2759), (1121, 7, 1897), (1897, 30, 1121), (9329, 30, 1121)], -1.3288002, 'xrule'), ([(2670, 30, 1060), (1060, 7, 9329), (2670, 172, 2759)], -1.6491003, 'xrule'), ([(5824, 172, 2759), (9329, 14, 160), (5824, 14, 160)], -1.6796999, 'xrule'), ([(9711, 172, 2759), (9329, 14, 160), (9711, 14, 160)], -3.4420004, 'xrule')]",1
0.28353494,"[1, 1]",1,"(738, 115, 6114)",1.0,"[0.2022244, 0.36484548]",5.4222198,"[([(483, 7, 738)], 1.4779124921580604, 11750.8142570579)]",1
1.4506135,"[5, 1]",11,"(8753, 10, 2875)",3.0,"[1.3846356, 1.5165915]",3.1120298,"[([(10033, 10, 6209), (8753, 10, 6209), (10033, 10, 2875)], 3.6535997, 'xrule'), ([(8753, 10, 2465), (2465, 27, 1459), (2875, 27, 1459)], 3.3029995, 'xrule'), ([(7411, 10, 6209), (7411, 10, 2875), (8753, 10, 6209)], 2.7853994, 'xrule'), ([(7314, 10, 2875), (8753, 10, 65), (7314, 10, 65)], 2.6506996, 'xrule'), ([(7314, 10, 2875), (8753, 10, 6209), (7314, 10, 6209)], 2.2560997, 'xrule'), ([(1646, 10, 6209), (1646, 10, 2875), (8753, 10, 6209)], 2.0755997, 'xrule'), ([(8753, 10, 2465)], 1.8906956596923452, 4950.868834818883), ([(8753, 10, 2465), (7314, 10, 2465), (7314, 10, 2875)], 1.8760996, 'xrule'), ([(8753, 10, 2465), (2191, 10, 2875), (2191, 10, 2465)], 1.7355995, 'xrule'), ([(8753, 10, 65), (2191, 10, 2875), (2191, 10, 65)], 0.6346998, 'xrule'), ([(2191, 10, 6209), (2191, 10, 2875), (8753, 10, 6209)], -0.18770027, 'xrule')]",1
0.3743513,"[1, 1]",5,"(5263, 48, 32)",1.0,"[0.35663193, 0.39207065]",6.4752617,"[([(984, 48, 32), (5263, 25, 62), (984, 25, 62)], 0.11269951, 'xrule'), ([(5263, 25, 62), (4618, 25, 62), (32, 15, 4618), (4618, 133, 32)], 0.07629967, 'xrule'), ([(5191, 25, 62), (32, 15, 5191), (5263, 25, 62)], -0.21860027, 'xrule'), ([(4312, 25, 62), (5263, 25, 62), (4312, 185, 32)], -1.0893002, 'xrule'), ([(948, 8, 5263)], -1.3189515466487785, 11389.210992771676)]",1
0.22365227,"[5, 4]",11,"(148, 26, 1098)",4.5,"[0.15813273, 0.28917181]",4.163462,"[([(148, 13, 32), (1041, 28, 32), (148, 28, 32), (1041, 26, 1098)], 2.7704, 'xrule'), ([(1041, 34, 90), (148, 34, 90), (1041, 26, 1098)], 1.0395994, 'xrule'), ([(804, 6, 148)], 1.029985956282079, 8181.736913163155), ([(148, 34, 90), (4604, 34, 90), (4604, 26, 1098)], -0.16480064, 'xrule'), ([(5354, 26, 1098), (148, 13, 32), (5354, 28, 32), (148, 28, 32)], -0.40370083, 'xrule'), ([(11030, 26, 1098), (148, 34, 90), (11030, 34, 90)], -0.54020023, 'xrule'), ([(2744, 26, 1098), (148, 13, 32), (2744, 28, 32), (148, 28, 32)], -0.6946001, 'xrule'), ([(2744, 26, 1098), (148, 34, 90), (2744, 34, 90)], -0.72840023, 'xrule'), ([(11030, 28, 32), (11030, 13, 32), (148, 28, 32), (11030, 26, 1098), (148, 13, 32)], -0.8281002, 'xrule'), ([(5, 34, 90), (148, 34, 90), (5, 26, 1098)], -1.1038008, 'xrule'), ([(3632, 26, 1098), (148, 34, 90), (3632, 34, 90)], -2.2899008, 'xrule')]",2
2.5506632,"[2, 6432]",11,"(1927, 212, 4563)",3217.0,"[2.3229938, 2.7783327]",8.3503,"[([(12967, 17, 862), (12967, 212, 4563), (1927, 17, 862)], 0.7666998, 'xrule'), ([(3608, 212, 4563), (3608, 85, 434), (1927, 85, 434)], -0.31290054, 'xrule'), ([(6936, 212, 4563), (6936, 17, 862), (1927, 17, 862)], -0.44239998, 'xrule'), ([(3608, 212, 4563), (3608, 48, 1928), (1927, 48, 1928)], -0.8337002, 'xrule'), ([(12967, 85, 434), (12967, 212, 4563), (1927, 85, 434)], -0.8775997, 'xrule'), ([(2159, 175, 1927)], -0.9548663594622666, 9840.27790720164), ([(642, 85, 434), (642, 212, 4563), (1927, 85, 434)], -1.0508003, 'xrule'), ([(9555, 85, 434), (9555, 212, 4563), (1927, 85, 434)], -1.3773003, 'xrule'), ([(12967, 48, 1928), (12967, 212, 4563), (1927, 48, 1928)], -1.4337997, 'xrule'), ([(12967, 212, 4563), (1927, 43, 141), (12967, 43, 141)], -1.5795002, 'xrule'), ([(11638, 212, 4563), (11638, 85, 434), (1927, 85, 434)], -2.3193998, 'xrule')]",2
0.16740046,"[1, 1]",11,"(5819, 13, 68)",1.0,"[0.22157222, 0.11322871]",2.024353,"[([(5819, 13, 419)], 0.17390302873841296, 7362.543366510421), ([(1021, 13, 75), (5819, 13, 75), (1021, 13, 68)], 0.069600105, 'xrule'), ([(5819, 13, 2046), (2392, 13, 68), (2392, 13, 2046)], -0.3295002, 'xrule'), ([(3481, 13, 68), (3481, 13, 75), (5819, 13, 75)], -0.36740017, 'xrule'), ([(5819, 13, 2046), (1021, 13, 2046), (1021, 13, 68)], -1.0446997, 'xrule'), ([(7583, 13, 75), (7583, 13, 68), (5819, 13, 75)], -1.2501001, 'xrule'), ([(3481, 13, 68), (3481, 26, 342), (5819, 26, 342)], -1.5279999, 'xrule'), ([(2881, 29, 75), (2881, 29, 68), (5819, 13, 75)], -1.6499996, 'xrule'), ([(5819, 13, 2046), (4438, 13, 2046), (4438, 13, 68)], -1.7598, 'xrule'), ([(2392, 13, 68), (5819, 26, 342), (2392, 26, 342)], -1.9212999, 'xrule'), ([(4438, 13, 68), (5819, 13, 75), (4438, 13, 75)], -2.9035997, 'xrule')]",3
0.82692176,"[4, 5]",1,"(8165, 106, 592)",4.5,"[0.74692214, 0.9069214]",3.294287,"[([(3352, 2, 8165)], -1.2613214864810651, -836.7792535204409)]",3
3.7115493,"[1, 49]",11,"(8023, 120, 791)",25.0,"[2.687896, 4.7352023]",7.7777796,"[([(1065, 25, 62), (8023, 25, 62), (1065, 120, 791)], 2.1940002, 'xrule'), ([(8023, 33, 90), (5860, 120, 791), (5860, 33, 90)], 1.5110998, 'xrule'), ([(8023, 154, 2438), (5860, 120, 791), (5860, 154, 2438)], 1.2293005, 'xrule'), ([(2738, 120, 791), (8023, 25, 62), (2738, 25, 62)], 1.0033998, 'xrule'), ([(8023, 33, 90), (10952, 120, 791), (10952, 33, 90)], 0.9296007, 'xrule'), ([(8023, 154, 2438), (10610, 120, 791), (10610, 154, 2438)], 0.57940006, 'xrule'), ([(6535, 33, 90), (8023, 33, 90), (6535, 120, 791)], 0.23220062, 'xrule'), ([(7892, 120, 791), (8023, 33, 90), (7892, 33, 90)], -0.038999557, 'xrule'), ([(8023, 25, 62), (13337, 120, 791), (13337, 25, 62)], -0.5036993, 'xrule'), ([(8023, 25, 62), (6134, 120, 791), (6134, 25, 62)], -0.63189983, 'xrule'), ([(8023, 111, 11792)], -0.6469263587389052, 10371.343682499244)]",1
0.3407843,"[1, 1]",6,"(8848, 34, 90)",1.0,"[0.1838409, 0.4977277]",5.6515408,"[([(8848, 26, 1936), (7636, 34, 90), (7636, 26, 1936)], 0.94500065, 'xrule'), ([(8848, 26, 990), (9048, 34, 90), (9048, 26, 990)], 0.6423006, 'xrule'), ([(8848, 26, 990), (6959, 26, 990), (6959, 34, 90)], -0.43919945, 'xrule'), ([(9048, 34, 90), (8848, 31, 470), (9048, 31, 470)], -0.5682001, 'xrule'), ([(7318, 6, 8848)], -0.806277228217035, 9385.308684352638), ([(8848, 26, 990), (7636, 34, 90), (7636, 26, 990)], -1.4085999, 'xrule')]",1
2.3426638,"[1, 1]",1,"(10221, 25, 62)",1.0,"[2.3437934, 2.3415341]",11.653254,"[([(10221, 76, 10706)], 2.0468922649322225, 40.885633212536725)]",1
