facts,#facts,new_score,original_score,original_rank,new_rank,prediction,new_ranks,new_scores
"[([(2938, 1, 15497), (7315, 0, 15497), (16075, 0, 15497), (15496, 0, 15497)], 3.502260560244116, 'kelpie'), ([(2938, 1, 15497), (7315, 0, 15497), (16075, 0, 15497), (11555, 0, 15497)], 3.4905532508072947, 'kelpie'), ([(2938, 1, 15497), (7315, 0, 15497), (16075, 0, 15497), (18722, 0, 15497)], 3.0416271601215037, 'kelpie'), ([(2938, 1, 15497)], 2.7598996, 'xrule'), ([(5712, 0, 2938), (7315, 1, 5712), (7315, 0, 15497), (5712, 1, 7315)], 0.17789936, 'xrule')]",5,-0.2452566,9.88568,1,2802.5,"(15497, 1, 2938)","[3476, 2129]","[-0.34862697, -0.14188625]"
"[([(5862, 1, 14121)], 2.6597, 'xrule'), ([(5862, 1, 14121), (14121, 1, 20816)], 1.717003899839, 'kelpie'), ([(5862, 1, 14121)], 1.5529952742986857, 'kelpie'), ([(14121, 1, 20816)], -0.008289297183458251, 'kelpie')]",4,0.007928982,7.876352,1,10523.0,"(14121, 1, 5862)","[16262, 4784]","[-0.2529212, 0.26877916]"
"[([(1038, 4, 39279), (22149, 0, 184), (1038, 4, 22149)], 12.8801, 'xrule'), ([(6598, 0, 184), (1038, 4, 39279), (1038, 4, 6598)], 12.8787, 'xrule'), ([(1038, 4, 39279), (1038, 4, 32299), (32299, 0, 184)], 12.8241005, 'xrule'), ([(1038, 4, 39279)], 11.377097941626898, 'kelpie')]",4,6.7351737,8.77287,1,8.5,"(39279, 0, 184)","[2, 15]","[7.0683813, 6.401966]"
"[([(25165, 1, 7514)], 2.0916996, 'xrule'), ([(25165, 1, 7514), (7514, 1, 21485), (7514, 1, 3331), (21485, 1, 7514)], 1.2083588210832272, 'kelpie'), ([(25165, 1, 7514), (7514, 1, 21485), (7514, 1, 3331), (3331, 1, 7514)], 1.1470594952644775, 'kelpie'), ([(25165, 1, 7514), (7514, 1, 21485), (7514, 1, 3331), (35376, 0, 7514)], 0.9253263965713994, 'kelpie'), ([(21485, 1, 7514), (5598, 1, 25165), (5598, 1, 21485), (25165, 1, 5598), (21485, 0, 5598), (7514, 1, 21485), (21485, 1, 5598)], -0.05960083, 'xrule'), ([(5598, 1, 25165), (25165, 1, 5598), (3331, 0, 5598), (3331, 1, 7514), (5598, 1, 3331), (3331, 1, 5598), (7514, 1, 3331)], -0.0819006, 'xrule')]",6,0.42971474,9.075606,1,2954.0,"(7514, 1, 25165)","[2175, 3733]","[0.3701579, 0.48927158]"
"[([(5116, 1, 15028), (15028, 1, 21701), (15028, 1, 6422), (16314, 1, 15028)], 0.6815996618520043, 'kelpie'), ([(5116, 1, 15028), (15028, 1, 21701), (16314, 1, 15028), (6422, 1, 15028)], 0.679096266743491, 'kelpie'), ([(5116, 1, 15028), (15028, 1, 6422), (16314, 1, 15028), (21701, 1, 15028)], 0.678391501362159, 'kelpie'), ([(5116, 1, 15028)], 0.47210026, 'xrule'), ([(15028, 1, 21701), (5117, 1, 5116), (21701, 1, 15028), (21701, 1, 5117), (5116, 1, 5117), (5117, 1, 21701)], 0.10420036, 'xrule'), ([(16314, 1, 5117), (16314, 1, 15028), (5117, 1, 5116), (5117, 1, 16314), (5116, 1, 5117)], 0.10270023, 'xrule')]",6,-0.5146737,9.27175,1,7020.0,"(15028, 1, 5116)","[1883, 12157]","[0.05392483, -1.0832722]"
"[([(5782, 1, 6726)], 4.6273, 'xrule'), ([(5782, 1, 6726), (6726, 1, 11335), (6726, 1, 35914)], 0.7091360544646822, 'kelpie'), ([(5782, 1, 6726), (6726, 1, 13865), (6726, 1, 35914), (6726, 3, 27793)], 0.691611334977131, 'kelpie'), ([(5782, 1, 6726), (6726, 1, 13865), (6726, 1, 11335), (6726, 1, 35914)], 0.6360063994733747, 'kelpie')]",4,-0.33085054,9.564367,1,13249.5,"(6726, 1, 5782)","[16401, 10098]","[-0.5967377, -0.06496337]"
"[([(5329, 1, 12530), (12530, 0, 1025)], 5.646607391180238, 'kelpie'), ([(5329, 1, 12530)], 5.6194997, 'xrule'), ([(5329, 1, 12530)], 3.6638335519725187, 'kelpie'), ([(12530, 0, 1025)], -0.24859233610609238, 'kelpie')]",4,-3.0389538,10.27132,1,30034.0,"(12530, 1, 5329)","[30372, 29696]","[-3.5794773, -2.4984303]"
"[([(14159, 1, 40286)], 7.4143, 'xrule'), ([(14159, 1, 40286)], 6.316315010999121, 'kelpie'), ([(40286, 0, 5905)], -0.9099339949827178, 'kelpie')]",3,-5.638853,10.40897,1,26491.5,"(40286, 1, 14159)","[30317, 22666]","[-5.5068226, -5.770884]"
"[([(7703, 1, 26785), (26785, 0, 17167)], 11.619010487346765, 'kelpie'), ([(7703, 1, 26785)], 4.2271616360393125, 'kelpie'), ([(7703, 1, 26785)], 3.1688004, 'xrule'), ([(17167, 1, 15649), (26785, 0, 17167), (7703, 0, 15649), (15649, 1, 17167)], 0.06910038, 'xrule'), ([(26785, 0, 17167), (7703, 1, 707), (707, 1, 7703), (707, 0, 17167)], -0.1286993, 'xrule'), ([(26785, 0, 17167)], -0.4836616092258507, 'kelpie')]",6,-0.93917334,10.314679,1,1762.0,"(26785, 1, 7703)","[1853, 1671]","[-0.4920352, -1.3863114]"
"[([(7329, 1, 5855)], 1.4405003, 'xrule'), ([(7329, 1, 5855), (5855, 1, 28317), (5855, 1, 17345), (5855, 1, 11997)], 0.7330465773151928, 'kelpie'), ([(8458, 0, 7329), (11474, 1, 8458), (11474, 0, 5855), (8458, 1, 11474)], 0.109900475, 'xrule'), ([(5855, 1, 28317), (11474, 0, 5855), (5855, 1, 17345), (5855, 1, 11997)], 0.01399234956739735, 'kelpie'), ([(5855, 1, 28317), (5855, 1, 17345), (17345, 1, 5855), (5855, 1, 11997)], -0.011226614036461776, 'kelpie'), ([(28317, 0, 7329), (28317, 1, 5855), (5855, 1, 28317)], -0.034399986, 'xrule')]",6,3.743998,8.925503,1,34.5,"(5855, 1, 7329)","[19, 50]","[4.170452, 3.3175442]"
"[([(6485, 1, 30984), (30984, 0, 957), (34866, 0, 30984), (30984, 1, 13642)], 2.6311337159342596, 'kelpie'), ([(6485, 1, 30984), (30984, 0, 957), (30984, 1, 16988), (34866, 0, 30984)], 2.6133667609924625, 'kelpie'), ([(6485, 1, 30984), (30984, 0, 957), (30984, 1, 16988)], 2.241563912220751, 'kelpie'), ([(6485, 1, 30984)], 1.9948006, 'xrule'), ([(17895, 1, 957), (6485, 0, 17895), (30984, 0, 957), (957, 1, 17895)], 0.28590012, 'xrule'), ([(957, 1, 6485), (30984, 0, 957), (6485, 1, 957)], -0.038700104, 'xrule')]",6,0.857715,9.050512,1,324.5,"(30984, 1, 6485)","[294, 355]","[0.8867846, 0.82864535]"
"[([(29963, 2, 1137), (1914, 8, 29963)], 9.43367015565907, 'kelpie'), ([(29963, 2, 1137)], 5.850205576318439, 'kelpie'), ([(39696, 5, 774), (29963, 2, 1137), (39696, 2, 1137)], 5.4474998, 'xrule'), ([(38592, 2, 1137), (29963, 2, 1137), (38592, 5, 774)], 5.4433994, 'xrule'), ([(20262, 2, 1137), (29963, 2, 1137), (20262, 5, 774)], 5.4174995, 'xrule'), ([(1914, 8, 29963)], -2.4288042633028053, 'kelpie')]",6,7.7928805,8.869197,1,21.0,"(29963, 5, 774)","[15, 27]","[7.8692856, 7.7164755]"
"[([(2573, 1, 17030), (17030, 1, 13110)], 2.751958070718457, 'kelpie'), ([(2573, 1, 17030)], 2.6565003, 'xrule'), ([(2573, 1, 17030)], 2.5550586287568864, 'kelpie'), ([(13110, 1, 17030), (2573, 0, 2574), (17030, 1, 13110), (13110, 0, 2574)], -0.27789974, 'xrule'), ([(17030, 1, 13110)], -0.31346603108464693, 'kelpie')]",5,1.7494695,8.604788,1,95.0,"(17030, 1, 2573)","[19, 171]","[2.4238257, 1.0751132]"
"[([(20114, 6, 20115), (12790, 8, 20115)], 8.240134011872255, 'kelpie'), ([(20114, 6, 20115)], 1.9145518242296435, 'kelpie'), ([(20114, 6, 4716), (20114, 6, 20115), (4716, 2, 2580)], 1.8128996, 'xrule'), ([(20114, 6, 22561), (20114, 6, 20115), (22561, 2, 2580)], 1.8010998, 'xrule'), ([(30667, 2, 2580), (20114, 6, 20115), (20114, 6, 30667)], 1.7769995, 'xrule'), ([(12790, 8, 20115)], 0.5224271248294984, 'kelpie')]",6,4.242597,8.1901455,1,92.5,"(20115, 2, 2580)","[65, 120]","[4.732297, 3.7528975]"
"[([(18271, 1, 3741)], 6.2082, 'xrule'), ([(18271, 1, 3741), (3741, 6, 9062), (3741, 6, 29582), (23931, 0, 3741)], 4.503165691737374, 'kelpie'), ([(18271, 1, 3741), (3741, 6, 29582), (23931, 0, 3741)], 2.7246705832847953, 'kelpie'), ([(18271, 1, 3741), (3741, 6, 9062), (23931, 0, 3741)], 2.238618011954583, 'kelpie')]",4,-2.8560874,10.975729,1,33420.5,"(3741, 1, 18271)","[34242, 32599]","[-3.3118734, -2.4003015]"
"[([(7531, 1, 7532)], 4.1284995, 'xrule'), ([(7531, 1, 7532), (7532, 1, 11527), (7532, 1, 13150)], 1.8874450605014916, 'kelpie'), ([(7531, 1, 7532), (7532, 1, 6969), (7532, 1, 11527), (7532, 1, 13150)], 1.787390790302112, 'kelpie'), ([(7532, 1, 6969), (7532, 1, 11527), (7532, 1, 9521), (7532, 1, 13150)], -0.7033347632162611, 'kelpie')]",4,-0.07730667,8.390123,1,7109.0,"(7532, 1, 7531)","[5099, 9119]","[0.0087054, -0.16331874]"
"[([(36226, 1, 1771)], 2.6282, 'xrule'), ([(36226, 1, 1771), (9610, 1, 1771), (1771, 1, 7171), (21991, 0, 1771)], 0.4696436350932111, 'kelpie'), ([(36226, 1, 1771), (9610, 1, 1771), (36656, 0, 1771), (1771, 1, 7171)], 0.4520206872289172, 'kelpie'), ([(36226, 1, 1771), (9610, 1, 1771), (1771, 1, 7171), (1771, 1, 13508)], 0.3875647006539765, 'kelpie'), ([(9610, 0, 9611), (36226, 0, 9611), (9610, 1, 1771)], -0.020199776, 'xrule')]",5,-4.540223,9.191784,1,40766.0,"(1771, 1, 36226)","[40635, 40897]","[-4.3984375, -4.6820087]"
"[([(10563, 9, 6882), (9971, 1, 6882), (6882, 1, 9971), (6882, 0, 6883)], 11.37333574644977, 'kelpie'), ([(10563, 9, 6882), (9971, 1, 6882), (6882, 1, 9971)], 4.866602308571166, 'kelpie'), ([(10563, 9, 6882)], 2.2876997, 'xrule'), ([(10563, 9, 6882), (6882, 1, 9971)], 1.5441580508398762, 'kelpie'), ([(9971, 1, 6882), (9971, 1, 10563), (6882, 1, 9971), (10563, 1, 9971)], 0.0015001297, 'xrule'), ([(6883, 1, 2955), (6882, 0, 6883), (2955, 1, 10563), (10563, 1, 2955), (2955, 1, 6883)], -0.018899918, 'xrule')]",6,-6.7948437,10.239602,1,32347.0,"(6882, 9, 10563)","[26655, 38039]","[-3.218223, -10.371464]"
"[([(27614, 5, 172), (27614, 0, 28580)], 1.6579001, 'xrule'), ([(27614, 0, 28580)], 1.2990288135985217, 'kelpie'), ([(28580, 0, 13179)], -1.1142813622015402, 'kelpie')]",3,10.141772,7.0875874,1,4.0,"(28580, 5, 172)","[1, 7]","[10.320487, 9.9630575]"
"[([(28165, 1, 40453)], 15.1956005, 'xrule'), ([(28165, 1, 40453)], 11.620920026172994, 'kelpie')]",2,-3.5279198,9.401691,1,13114.5,"(40453, 1, 28165)","[12870, 13359]","[-2.9112554, -4.144584]"
"[([(16026, 1, 21645), (21645, 1, 14574), (14574, 1, 21645), (21645, 1, 32962)], 1.929538817147687, 'kelpie'), ([(16026, 1, 21645), (21645, 1, 14574), (21645, 1, 32962), (32962, 1, 21645)], 1.3226385718735432, 'kelpie'), ([(16026, 1, 21645)], 1.0545006, 'xrule'), ([(16026, 1, 21645), (21645, 1, 14574), (21645, 1, 32962)], 0.7971840371781124, 'kelpie'), ([(19508, 1, 14574), (21645, 1, 14574), (14574, 1, 19508), (16026, 1, 19508), (19508, 1, 16026), (14574, 1, 21645)], 0.10340023, 'xrule'), ([(14574, 1, 21645), (21645, 1, 14574), (16026, 0, 3818), (14574, 0, 3818)], -0.0069999695, 'xrule')]",6,-5.4233246,9.251232,1,23800.5,"(21645, 1, 16026)","[18165, 29436]","[-3.631647, -7.215002]"
"[([(13752, 1, 11251)], 4.1373, 'xrule'), ([(13752, 1, 11251), (11251, 0, 23434), (11251, 1, 5715)], 4.083378451690376, 'kelpie'), ([(13752, 1, 11251), (11251, 0, 23434)], 4.075182569798328, 'kelpie'), ([(13752, 1, 11251), (11251, 1, 5715)], 2.2904015785841385, 'kelpie')]",4,-1.7787724,9.526362,1,17443.5,"(11251, 1, 13752)","[23849, 11038]","[-2.4515848, -1.10596]"
"[([(11702, 1, 26645), (11590, 0, 26645)], 5.603516928027346, 'kelpie'), ([(11702, 1, 26645)], 3.8939004, 'xrule'), ([(11702, 1, 26645)], 2.079753977062925, 'kelpie'), ([(6759, 1, 129), (129, 1, 6759), (11702, 0, 6759), (6759, 5, 129), (26645, 5, 129)], 0.18400002, 'xrule'), ([(11590, 0, 26645)], -0.0041751461686612736, 'kelpie')]",5,-5.899519,10.44846,1,27741.5,"(26645, 1, 11702)","[32116, 23367]","[-5.8885803, -5.9104576]"
"[([(23887, 6, 31376), (12272, 6, 31376), (10052, 6, 31376)], 7.782435107807749, 'kelpie'), ([(23887, 6, 31376), (23887, 6, 13632), (13632, 2, 743)], 1.7526002, 'xrule'), ([(23887, 6, 31376), (10052, 6, 31376)], 1.7147975741205699, 'kelpie'), ([(23887, 6, 31376), (23887, 6, 742), (742, 2, 743)], 1.6515002, 'xrule'), ([(23887, 6, 31376), (12272, 6, 31376)], 1.3769608165451195, 'kelpie'), ([(23887, 6, 31376), (23887, 6, 11979), (11979, 2, 743)], 1.0522003, 'xrule')]",6,6.666278,7.7001705,1,33.5,"(31376, 2, 743)","[24, 43]","[7.1007233, 6.2318325]"
"[([(2601, 1, 5394), (13722, 0, 5394), (20358, 0, 5394), (19801, 0, 5394)], 2.0782280979767433, 'kelpie'), ([(2601, 1, 5394), (20358, 0, 5394), (19801, 0, 5394), (20258, 0, 5394)], 1.8319931870431663, 'kelpie'), ([(2601, 1, 5394)], 1.7930002, 'xrule'), ([(2601, 1, 5394), (20358, 0, 5394), (19801, 0, 5394), (5394, 5, 3276)], 1.684557036799218, 'kelpie'), ([(19801, 1, 19802), (19801, 0, 5394), (19802, 1, 19801), (19802, 0, 2601)], 0.104400635, 'xrule'), ([(20359, 0, 2601), (20358, 1, 20359), (20358, 0, 5394), (20359, 1, 20358)], 0.054600716, 'xrule')]",6,-0.10122672,9.64728,1,6188.0,"(5394, 1, 2601)","[7617, 4759]","[-0.27308765, 0.070634216]"
"[([(2617, 1, 11144), (11144, 0, 21098)], 11.370128722895142, 'kelpie'), ([(2617, 1, 11144)], 2.4752998, 'xrule'), ([(2617, 1, 11144)], 1.8283835295428252, 'kelpie'), ([(11144, 0, 21098), (21097, 1, 21098), (2617, 0, 21097)], 0.18379974, 'xrule'), ([(11144, 0, 21098)], -0.10830684467311966, 'kelpie')]",5,-3.2066722,9.984545,1,12059.5,"(11144, 1, 2617)","[18369, 5750]","[-3.6605334, -2.752811]"
"[([(8153, 1, 10925), (12946, 1, 10925)], 5.409812798706697, 'kelpie'), ([(8153, 1, 10925)], 2.617432275214876, 'kelpie'), ([(8153, 1, 10925)], 2.5667, 'xrule'), ([(8153, 1, 10925), (10925, 1, 5889)], 2.245944615528751, 'kelpie'), ([(12946, 1, 9917), (9917, 1, 12946), (8153, 1, 9917), (12946, 1, 10925), (9917, 1, 8153)], 0.0064001083, 'xrule')]",5,1.0308928,9.006329,1,158.0,"(10925, 1, 8153)","[152, 164]","[1.0378287, 1.023957]"
"[([(15171, 1, 12999), (15729, 1, 16455), (16455, 1, 15729), (16455, 1, 15171), (12999, 1, 15171), (15171, 1, 16455)], 4.3131, 'xrule'), ([(15171, 1, 12999), (12999, 1, 15171)], 4.276040817291763, 'kelpie'), ([(15171, 1, 31425), (15171, 1, 12999), (12999, 1, 15171), (31425, 1, 15171), (15729, 1, 31425)], 4.1059, 'xrule'), ([(15730, 1, 15171), (15171, 1, 12999), (15729, 1, 15730), (12999, 1, 15171), (15730, 1, 15729), (15171, 1, 15730)], 3.9824, 'xrule'), ([(15171, 1, 12999)], 0.6255469762817228, 'kelpie'), ([(12999, 1, 15171)], 0.6216288052742442, 'kelpie')]",6,-2.6926956,6.798723,1,33155.5,"(12999, 1, 15729)","[32817, 33494]","[-3.3964632, -1.9889278]"
"[([(19910, 9, 8634)], 5.0952997, 'xrule'), ([(19910, 9, 8634)], 3.515860437521252, 'kelpie'), ([(8634, 0, 30340)], 0.009635965288011472, 'kelpie'), ([(8634, 9, 5388)], -0.5620517298144012, 'kelpie')]",4,-1.1651838,9.567928,1,14316.0,"(8634, 9, 19910)","[8923, 19709]","[-0.81591064, -1.5144569]"
"[([(5596, 1, 32633), (32633, 0, 5176), (32633, 1, 6813), (6813, 1, 32633)], 10.877393076622123, 'kelpie'), ([(5596, 1, 32633), (32633, 0, 5176), (32633, 1, 6813)], 2.6258994737868364, 'kelpie'), ([(5596, 1, 32633)], 1.6665001, 'xrule'), ([(5596, 1, 32633), (32633, 1, 6813)], 1.5491657948639252, 'kelpie'), ([(5596, 1, 5176), (5176, 1, 5596), (32633, 0, 5176)], 0.06429958, 'xrule'), ([(5596, 1, 5595), (5595, 0, 5176), (5595, 1, 5596), (32633, 0, 5176)], -0.020700455, 'xrule')]",6,-4.5735893,9.348708,1,20292.0,"(32633, 1, 5596)","[22369, 18215]","[-4.200095, -4.947083]"
"[([(8525, 4, 23270), (8525, 4, 21505), (23270, 0, 296)], 10.0375, 'xrule'), ([(8525, 4, 21505)], 5.345688077271449, 'kelpie')]",2,5.3611097,6.9597425,1,25.0,"(21505, 0, 296)","[16, 34]","[5.722722, 4.9994974]"
"[([(25496, 0, 25497), (5309, 0, 5310), (5309, 0, 25497)], 12.4868, 'xrule'), ([(25496, 0, 25497), (15830, 0, 5310), (15830, 0, 25497)], 12.4657, 'xrule'), ([(25496, 0, 25497)], 8.808676888685573, 'kelpie')]",3,-3.3027532,7.0187235,1,3232.0,"(25496, 0, 5310)","[3816, 2648]","[-2.731914, -3.8735924]"
"[([(4691, 1, 36188), (36188, 1, 20727), (20727, 1, 36188), (36188, 3, 6093)], 10.8731013671524, 'kelpie'), ([(4691, 1, 36188)], 1.8999996, 'xrule'), ([(4691, 1, 36188), (36188, 1, 20727), (36188, 3, 6093)], 1.3549261706609388, 'kelpie'), ([(4691, 1, 36188), (36188, 1, 20727)], 1.0531349703825834, 'kelpie'), ([(36188, 1, 20727), (20727, 1, 36188), (4691, 0, 4692), (20727, 0, 4692)], -0.19050026, 'xrule')]",5,-8.920319,9.827701,1,37760.5,"(36188, 1, 4691)","[38838, 36683]","[-8.132234, -9.708404]"
"[([(9012, 0, 2536), (2536, 9, 2537), (2537, 5, 7786), (2537, 9, 2536)], 11.879499, 'xrule'), ([(9012, 0, 2536), (12245, 0, 2536), (12245, 5, 7786)], 11.8431, 'xrule'), ([(9012, 0, 2536), (21593, 5, 7786), (21593, 0, 2536)], 11.8371, 'xrule'), ([(9012, 0, 2536)], 8.495271018397517, 'kelpie')]",4,2.471487,8.305224,1,254.5,"(9012, 5, 7786)","[220, 289]","[2.655274, 2.2877002]"
"[([(16736, 1, 7605), (7606, 1, 7605), (7605, 1, 7606)], 5.141494573135414, 'kelpie'), ([(16736, 1, 7605)], 3.5151005, 'xrule'), ([(16736, 1, 7605), (7605, 0, 5690)], 2.597772753401021, 'kelpie'), ([(16736, 1, 7605), (7605, 1, 7606), (7605, 0, 5690)], 2.5942603702767166, 'kelpie'), ([(16736, 1, 7606), (7606, 1, 16736), (7606, 1, 7605), (7605, 1, 7606)], -1.3413, 'xrule')]",5,-4.634502,9.469548,1,20797.5,"(7605, 1, 16736)","[28866, 12729]","[-5.2261724, -4.0428314]"
"[([(14493, 1, 37743), (37743, 0, 25874), (37743, 0, 770)], 10.801783458002804, 'kelpie'), ([(14493, 1, 37743), (37743, 0, 25874)], 3.808675283580008, 'kelpie'), ([(14493, 1, 37743), (37743, 0, 770)], 3.118537672672482, 'kelpie'), ([(14493, 1, 37743)], 2.9692998, 'xrule'), ([(14493, 1, 25874), (25874, 1, 14493), (37743, 0, 25874)], -0.24450016, 'xrule')]",5,-5.486005,9.327404,1,24904.0,"(37743, 1, 14493)","[21739, 28069]","[-4.117915, -6.8540945]"
"[([(2944, 9, 2945), (2945, 0, 203)], 11.16754995356278, 'kelpie'), ([(2944, 9, 2945)], 3.8788996, 'xrule'), ([(2944, 9, 2945)], 2.737439330761382, 'kelpie'), ([(2944, 0, 203), (2945, 0, 203)], 0.2112999, 'xrule'), ([(2945, 0, 203)], -0.41884513494347136, 'kelpie')]",5,3.7018352,10.549395,1,6317.0,"(2945, 9, 2944)","[12351, 283]","[-1.6734409, 9.077111]"
"[([(3408, 6, 2381), (2380, 6, 2381), (2381, 6, 5200), (4109, 6, 2381)], 2.282578587313974, 'kelpie'), ([(3408, 6, 2381), (2380, 6, 2381), (2381, 6, 21795), (4109, 6, 2381)], 2.215579145699086, 'kelpie'), ([(3408, 6, 2381), (2380, 6, 2381), (2381, 6, 5200), (2381, 6, 21795)], 1.9830375658304082, 'kelpie'), ([(3684, 2, 12273), (3408, 6, 2381), (3408, 6, 3684)], 0.8423996, 'xrule'), ([(7129, 2, 12273), (3408, 6, 2381), (3408, 6, 7129)], 0.80009985, 'xrule'), ([(3408, 6, 16032), (3408, 6, 2381), (16032, 2, 12273)], 0.5843997, 'xrule')]",6,4.744603,8.170172,1,1.0,"(2381, 2, 12273)","[1, 1]","[4.8197308, 4.669475]"
"[([(3847, 1, 17802), (17801, 1, 17802), (17802, 1, 17801)], 7.07985827669618, 'kelpie'), ([(3847, 1, 17802)], 1.7930002, 'xrule'), ([(3847, 1, 17802), (17802, 1, 17801)], 1.2211514087541757, 'kelpie'), ([(17801, 1, 17802), (17802, 1, 17801)], 0.2236090111276462, 'kelpie'), ([(24768, 1, 3847), (17802, 1, 17801), (17801, 1, 24768), (24768, 1, 17801), (3847, 1, 24768), (17801, 1, 17802)], -0.5225992, 'xrule')]",5,-1.3595767,8.961193,1,13105.0,"(17802, 1, 3847)","[18284, 7926]","[-1.762415, -0.9567385]"
"[([(8629, 1, 7673)], 3.1420999, 'xrule'), ([(8629, 1, 7673), (3533, 1, 7673), (7673, 1, 3533), (10866, 1, 7673)], 2.889862260960942, 'kelpie'), ([(8629, 1, 7673), (7673, 1, 3533), (7673, 0, 19841), (10866, 1, 7673)], 2.364084847916386, 'kelpie'), ([(8629, 1, 7673), (7673, 1, 3533), (7673, 0, 2837), (10866, 1, 7673)], 2.0552187960068844, 'kelpie')]",4,-0.7964934,9.002323,1,10468.5,"(7673, 1, 8629)","[13530, 7407]","[-0.7551945, -0.8377924]"
"[([(16054, 1, 26644), (16053, 3, 26644), (26644, 3, 16053), (4985, 1, 26644)], 10.739635458960286, 'kelpie'), ([(16054, 1, 26644), (26644, 3, 16053), (4985, 1, 26644)], 3.2841432584581334, 'kelpie'), ([(16054, 1, 26644), (16053, 3, 26644), (4985, 1, 26644)], 3.2778647415565114, 'kelpie'), ([(16054, 1, 26644)], 2.1005, 'xrule'), ([(16053, 1, 16054), (16053, 1, 4985), (16054, 1, 16053), (4985, 1, 26644), (4985, 1, 16053)], -0.43779945, 'xrule'), ([(26644, 3, 16053), (16054, 1, 16053), (16053, 1, 16054), (16053, 3, 26644)], -0.63759995, 'xrule')]",6,-4.8405056,9.2418165,1,21951.0,"(26644, 1, 16054)","[24120, 19782]","[-4.452816, -5.228195]"
"[([(5305, 1, 29442), (8152, 1, 29442), (29442, 1, 8152), (29442, 1, 17373)], 2.398450505635869, 'kelpie'), ([(5305, 1, 29442)], 1.7723999, 'xrule'), ([(5305, 1, 29442), (29442, 1, 8152), (29442, 1, 17373), (17373, 1, 29442)], 1.5122395237692892, 'kelpie'), ([(5305, 1, 29442), (29442, 1, 8152), (29442, 1, 17373), (29442, 0, 19245)], 1.410222116962058, 'kelpie'), ([(1754, 1, 8152), (8152, 1, 1754), (29442, 1, 8152), (8152, 1, 29442), (1754, 1, 5305), (5305, 1, 1754)], -0.2486, 'xrule')]",5,-4.8562717,8.90522,1,22257.5,"(29442, 1, 5305)","[26789, 17726]","[-4.856749, -4.855794]"
"[([(1770, 1, 1771)], 1.9812002, 'xrule'), ([(1770, 1, 1771), (1771, 1, 7171), (1771, 1, 10303), (1771, 1, 13508)], 0.6342831099647954, 'kelpie'), ([(1770, 1, 1771), (1771, 1, 7171), (1771, 1, 3480), (1771, 1, 13508)], 0.5145492980884248, 'kelpie'), ([(21991, 0, 1771), (1771, 1, 7171), (1771, 1, 3480), (1771, 1, 13508)], 0.007210771492479001, 'kelpie'), ([(21991, 0, 1771), (21991, 1, 1770), (1770, 1, 21991)], -0.1008997, 'xrule')]",5,1.1326418,8.726723,1,662.0,"(1771, 1, 1770)","[1160, 164]","[0.7052953, 1.5599881]"
"[([(512, 4, 22121), (22121, 4, 13498)], 9.921402529263688, 'kelpie'), ([(512, 4, 22121)], 3.4292343567774193, 'kelpie'), ([(512, 4, 4929), (512, 4, 22121), (4929, 0, 351)], 2.7183995, 'xrule'), ([(512, 4, 15290), (15290, 0, 351), (512, 4, 22121)], 2.6837997, 'xrule'), ([(512, 4, 22121), (512, 4, 34879), (34879, 0, 351)], 2.5988994, 'xrule'), ([(22121, 4, 13498)], -1.119951194277297, 'kelpie')]",6,5.106513,8.308378,1,30.5,"(22121, 0, 351)","[23, 38]","[5.382545, 4.8304815]"
"[([(4301, 1, 10990)], 1.7748995, 'xrule'), ([(4301, 1, 10990), (10990, 1, 35363), (10990, 1, 10991), (10990, 1, 23716)], 0.8760500436071921, 'kelpie'), ([(4301, 1, 10990), (10990, 1, 35363), (10990, 1, 21123), (10990, 1, 23716)], 0.8672943595067973, 'kelpie'), ([(6575, 0, 1380), (10990, 0, 1380), (4301, 1, 6575), (6575, 1, 4301)], -0.055900574, 'xrule'), ([(10990, 1, 35363), (10990, 1, 21123), (10990, 1, 10991), (10990, 1, 23716)], -0.5130548050269563, 'kelpie')]",5,0.48513576,9.040138,1,8383.5,"(10990, 1, 4301)","[16237, 530]","[-0.14456923, 1.1148407]"
"[([(37187, 1, 22873)], 14.173201, 'xrule'), ([(37187, 1, 22873), (22873, 1, 31727), (22873, 1, 5829), (22873, 1, 25501)], 0.15584091396991442, 'kelpie'), ([(37187, 1, 22873), (22873, 1, 31727), (22873, 1, 5829), (22873, 1, 20885)], 0.13088611806650133, 'kelpie'), ([(22873, 1, 31727), (22873, 1, 5829), (22873, 1, 25501), (22873, 1, 20885)], -0.026305158635388955, 'kelpie')]",4,-2.2972353,9.392544,1,40627.5,"(22873, 1, 37187)","[40620, 40635]","[-1.834711, -2.7597594]"
"[([(2181, 6, 13776), (13776, 2, 916)], 8.683698580027924, 'kelpie'), ([(13776, 2, 916)], 3.642136975996093, 'kelpie'), ([(27523, 2, 121), (27523, 2, 916), (13776, 2, 916)], 3.2749, 'xrule'), ([(6932, 2, 121), (6932, 2, 916), (13776, 2, 916)], 3.2345, 'xrule'), ([(9036, 2, 916), (9036, 2, 121), (13776, 2, 916)], 3.2338, 'xrule'), ([(2181, 6, 13776)], -0.34665771180427146, 'kelpie')]",6,9.977154,8.00515,1,5.5,"(13776, 2, 121)","[9, 2]","[9.670614, 10.283693]"
