new_scores,new_ranks,original_score,exp_length,new_rank,original_rank,facts,new_score,exp,prediction
[0.3575030267238617],[1],0.5538073182106018,11,1.0,1,"[({(1504, 13, 2046), (4346, 230, 1504)}, 0.4402329745177347, 'baseline'), ({(1504, 13, 2046), (4346, 230, 1504), (1504, 13, 637)}, 0.4313590349651269, 'baseline'), ({(1504, 13, 2046), (4346, 230, 1504), (1504, 28, 32)}, 0.42983956351094005, 'baseline'), ({(1504, 13, 637)}, 0.4255819142768919, 'baseline'), ({(1504, 13, 2046)}, 0.4231858075589685, 'baseline'), ({(1504, 13, 2046), (1504, 13, 637)}, 0.40898625254250504, 'baseline'), ({(4346, 230, 1504), (4019, 6, 1504), (1504, 13, 637), (1504, 13, 622)}, 0.402372580676302, 'baseline'), ({(4346, 230, 1504), (4019, 6, 1504), (1504, 13, 637)}, 0.3932339368513593, 'baseline'), ({(1504, 13, 622)}, 0.37157807914316304, 'baseline'), ({(4346, 230, 1504)}, 0.30410779637830987, 'baseline')]",0.3575030267238617,"[(4346, 230, 1504), (1504, 28, 32), (5334, 70, 7133), (1504, 13, 2046), (13193, 150, 32), (4276, 13, 2046), (637, 221, 5334), (1504, 13, 637), (4276, 14, 5334), (13193, 198, 5334), (4346, 13, 7133)]","(1504, 14, 5334)"
[0.7622966170310974],[1],0.8372358083724976,12,1.0,1,"[({(7455, 30, 7494), (7494, 67, 6480), (7494, 7, 1581)}, 0.40654556152589993, 'baseline'), ({(7455, 30, 7494), (7494, 67, 6480), (7494, 7, 1581), (7494, 7, 403)}, 0.39146889433989024, 'baseline'), ({(7455, 30, 7494), (403, 30, 7494), (7494, 67, 6480), (7494, 7, 403)}, 0.37946663470404157, 'baseline'), ({(7455, 30, 7494), (403, 30, 7494), (7494, 7, 1581)}, 0.36700121727081414, 'baseline'), ({(7455, 30, 7494), (7494, 67, 6480)}, 0.3305454963307089, 'baseline'), ({(403, 30, 7494), (7494, 67, 6480)}, 0.32663301759095004, 'baseline'), ({(7455, 30, 7494), (403, 30, 7494)}, 0.31375722216606244, 'baseline'), ({(7455, 30, 7494), (403, 30, 7494)}, 0.3103889934360423, 'baseline'), ({(7455, 30, 7494), (403, 30, 7494), (7494, 7, 403)}, 0.2901889792302897, 'baseline'), ({(7455, 30, 7494)}, 0.28821192293261116, 'baseline'), ([(7494, 67, 6480), (3169, 101, 259), (3169, 101, 6480)], 0.035600007, 'xrule'), ([(2053, 19, 7494), (2053, 19, 2996), (2996, 67, 259)], 0.019300044, 'xrule'), ([(7494, 67, 6480), (3565, 67, 6480), (3565, 67, 259)], -0.054399967, 'xrule'), ([(10800, 7, 8215), (7494, 7, 8215), (10800, 67, 259), (8215, 30, 10800), (8215, 30, 7494)], -0.12449998, 'xrule'), ([(6332, 101, 259), (7494, 67, 6480), (6332, 101, 6480)], -0.13339996, 'xrule')]",0.7622966170310974,"[(12403, 7, 1581), (3565, 67, 259), (10800, 67, 259), (403, 30, 12403), (12403, 67, 259), (7494, 7, 403), (7455, 30, 7494), (10800, 7, 7455), (403, 30, 7494), (7494, 67, 6480), (7494, 7, 1581), (3565, 67, 6480)]","(7494, 67, 259)"
[0.8775345087051392],[1],0.9535616040229797,17,1.0,1,"[({(805, 12, 5387), (4651, 6, 805), (805, 109, 3178)}, 0.21492820552581926, 'baseline'), ({(805, 13, 474), (805, 109, 3178), (805, 13, 419), (502, 7, 805)}, 0.18430389027169097, 'baseline'), ({(805, 13, 474), (805, 13, 419), (805, 12, 5387)}, 0.17905301909053056, 'baseline'), ({(805, 109, 3178), (502, 7, 805)}, 0.17073307489328357, 'baseline'), ({(805, 13, 474), (502, 7, 805)}, 0.16869359766914233, 'baseline'), ({(805, 13, 474), (805, 109, 3178), (502, 7, 805)}, 0.15958243164694808, 'baseline'), ({(805, 13, 474)}, 0.15543534904170644, 'baseline'), ({(805, 13, 474), (4651, 6, 805), (805, 109, 3178)}, 0.14082309154403566, 'baseline'), ({(805, 12, 5387), (805, 13, 419), (502, 7, 805)}, 0.11406828006392078, 'baseline'), ({(805, 13, 474), (805, 13, 419), (502, 7, 805)}, 0.11310854096521503, 'baseline')]",0.8775345087051392,"[(1201, 109, 3178), (3900, 115, 747), (2364, 13, 474), (2364, 115, 747), (9619, 115, 747), (805, 13, 474), (805, 13, 419), (8193, 115, 747), (1201, 12, 4651), (4651, 6, 805), (8193, 13, 419), (5387, 6, 3900), (805, 12, 5387), (805, 109, 3178), (502, 7, 9619), (502, 7, 805), (1201, 115, 747)]","(805, 115, 747)"
[0.9638913869857788],[1],0.9564436674118042,13,1.0,1,"[({(6481, 13, 2600), (2769, 29, 2600), (2600, 152, 9534), (2600, 58, 449)}, 0.6530899253734477, 'baseline'), ({(9534, 58, 2600), (6481, 13, 2600)}, 0.641180678736364, 'baseline'), ({(6481, 13, 2600), (8168, 58, 2600), (2600, 152, 9534), (2600, 58, 449)}, 0.5591868594489935, 'baseline'), ({(2769, 29, 2600), (6481, 13, 2600)}, 0.5360482168672784, 'baseline'), ({(6481, 13, 2600)}, 0.44908015166279647, 'baseline'), ({(6481, 13, 2600), (2600, 58, 449)}, 0.4009476720543536, 'baseline'), ({(2769, 29, 2600), (6481, 13, 2600), (2600, 58, 449)}, 0.3663719113926809, 'baseline'), ({(2600, 58, 1705), (6481, 13, 2600)}, 0.3489164526283982, 'baseline'), ({(6481, 13, 2600), (7274, 13, 2600), (2600, 152, 9534), (2600, 58, 449)}, 0.32829056321044137, 'baseline'), ({(2600, 152, 9534)}, 0.28562216073005814, 'baseline'), ([(1303, 13, 1934), (1934, 23, 57), (1303, 13, 2600)], 0.017299995, 'xrule'), ([(2600, 23, 209), (8168, 23, 57), (8168, 23, 209)], 0.0159, 'xrule'), ([(3782, 13, 235), (235, 23, 57), (3782, 13, 2600)], -0.0047999993, 'xrule'), ([(8139, 0, 4494), (2600, 0, 4494), (8139, 23, 57)], -0.0068000033, 'xrule'), ([(119, 23, 57), (2600, 0, 4494), (119, 0, 4494)], -0.009599999, 'xrule')]",0.9638913869857788,"[(4914, 23, 57), (9534, 23, 57), (8168, 23, 57), (9534, 58, 2600), (2769, 29, 2600), (6481, 13, 640), (57, 150, 449), (2769, 29, 4914), (6481, 13, 2600), (2600, 58, 449), (640, 23, 57), (8168, 58, 2600), (2600, 152, 9534)]","(2600, 23, 57)"
[0.8994331359863281],[1],0.9161665439605713,15,1.0,1,"[({(5400, 31, 3352)}, 0.13554448929828877, 'baseline'), ({(5399, 59, 5400), (5010, 38, 5400), (5400, 31, 3352), (5622, 38, 5400)}, 0.13247155688519394, 'baseline'), ({(5622, 38, 5400)}, 0.10529870078911627, 'baseline'), ({(5399, 59, 5400)}, 0.07308090012703164, 'baseline'), ({(5400, 12, 394)}, 0.07215239388688476, 'baseline'), ({(5400, 11, 23)}, 0.07053926866301964, 'baseline'), ({(5622, 38, 5400), (5400, 31, 3352)}, 0.0545712886391239, 'baseline'), ({(5399, 59, 5400), (5400, 31, 3352), (5400, 12, 394)}, 0.03219981020134962, 'baseline'), ({(5400, 86, 2317)}, 0.017691518145379885, 'baseline'), ([(5400, 28, 32), (5400, 13, 32), (9364, 28, 32), (9364, 31, 4)], -0.007399991, 'xrule'), ([(5400, 28, 32), (3583, 185, 32), (5400, 13, 32), (3583, 107, 4)], -0.0167, 'xrule'), ([(5400, 28, 32), (5400, 13, 32), (1295, 13, 32), (4, 2, 1295)], -0.023599997, 'xrule'), ([(7719, 31, 4), (5400, 30, 863), (7719, 30, 863)], -0.024199992, 'xrule'), ([(5400, 28, 32), (5834, 13, 32), (5834, 31, 4), (5400, 13, 32), (5834, 28, 32)], -0.027699992, 'xrule'), ({(5622, 38, 5400), (5400, 31, 3352), (5400, 12, 394)}, -0.05243552201314022, 'baseline')]",0.8994331359863281,"[(5010, 38, 5400), (3055, 109, 5622), (3055, 31, 4), (4, 2, 10017), (5400, 31, 3352), (5400, 12, 394), (5622, 38, 5400), (7201, 31, 3352), (4, 2, 7201), (5399, 59, 5400), (4, 2, 4745), (394, 38, 9594), (5010, 6, 4745), (4, 2, 9594), (5399, 59, 10017)]","(5400, 31, 4)"
[0.6568933129310608],[2],0.5090774893760681,12,2.0,1,"[([(1271, 9, 3702), (3702, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)], 0.051799998, 'xrule'), ({(1454, 75, 479)}, 0.04805304387573083, 'baseline'), ({(1454, 9, 138)}, 0.044430567878365475, 'baseline'), ({(1454, 75, 2556)}, 0.04140731226410691, 'baseline'), ({(1546, 9, 1454)}, 0.04119444172057138, 'baseline'), ({(1454, 75, 138)}, 0.039306587525988215, 'baseline'), ({(1454, 75, 2230)}, 0.038030202447271316, 'baseline'), ({(735, 75, 1454)}, 0.03686347879406215, 'baseline'), ({(2544, 75, 1454)}, 0.0364073542628019, 'baseline'), ([(3702, 75, 3726), (1454, 75, 3726), (3726, 75, 3702), (3702, 92, 5562)], 0.035099998, 'xrule'), ([(212, 9, 1300), (212, 92, 5562), (212, 75, 1300), (1300, 75, 212), (1454, 9, 1300), (1300, 9, 1454)], 0.034999996, 'xrule'), ({(212, 9, 1454)}, 0.026996928255866276, 'baseline'), ({(8938, 9, 1454)}, 0.02688890969525935, 'baseline'), ({(1454, 75, 4500)}, 0.023749574043047447, 'baseline'), ({(2556, 9, 1454)}, 0.022792330924731853, 'baseline'), ({(19, 9, 1454)}, 0.021799783183568868, 'baseline'), ({(1454, 9, 570)}, 0.020352891586035062, 'baseline'), ({(1454, 9, 1300)}, 0.017766299619778256, 'baseline'), ([(5763, 9, 1300), (5763, 92, 5562), (1454, 9, 1300), (1300, 9, 5763), (1300, 9, 1454)], 0.016199999, 'xrule'), ({(570, 9, 1454)}, 0.012749089793286372, 'baseline'), ({(2556, 75, 1454)}, 0.011894638619205382, 'baseline'), ({(570, 75, 1454)}, -0.007671979331064498, 'baseline'), ([(5763, 9, 1271), (1271, 9, 5763), (5763, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)], -0.013099998, 'xrule'), ({(2544, 9, 1454)}, -0.025960286192716692, 'baseline'), ({(1454, 9, 479)}, -0.05199836664145251, 'baseline')]",0.6568933129310608,"[(1454, 75, 479), (1454, 9, 138), (1271, 9, 3702), (138, 92, 5562), (1546, 92, 5562), (1271, 9, 1454), (479, 92, 5562), (1454, 9, 1271), (2556, 92, 5562), (1454, 75, 2556), (3702, 92, 5562), (1546, 9, 1454)]","(1454, 92, 5562)"
[0.9320504665374756],[1],0.9932956099510193,8,1.0,1,"[({(1429, 194, 5775), (1429, 111, 9953)}, 0.03581166542408043, 'baseline'), ({(1429, 194, 5775)}, 0.025967731123847607, 'baseline'), ({(95, 15, 1429)}, 0.02117247969905939, 'baseline'), ({(95, 15, 1429), (1429, 194, 5775)}, 0.01926530243707792, 'baseline'), ({(1429, 111, 9953)}, 0.017353854090895588, 'baseline'), ({(1429, 25, 62)}, 0.0042986859868336565, 'baseline'), ([(95, 15, 1429), (95, 15, 11312), (11312, 120, 791)], 0.0015000105, 'xrule'), ({(3494, 24, 1429)}, -0.032699384761095754, 'baseline'), ([(10243, 120, 791), (10243, 25, 62), (1429, 25, 62)], -0.033199996, 'xrule'), ([(13398, 25, 62), (1429, 25, 62), (13398, 120, 791)], -0.058799997, 'xrule'), ([(4994, 120, 791), (1429, 25, 62), (4994, 25, 62)], -0.0624, 'xrule'), ([(9384, 120, 791), (9384, 25, 62), (1429, 25, 62)], -0.0642, 'xrule'), ({(3494, 66, 1429)}, -0.08960791394173331, 'baseline')]",0.9320504665374756,"[(8820, 120, 791), (95, 15, 14290), (95, 15, 1429), (9953, 120, 791), (1429, 194, 5775), (14290, 120, 791), (1429, 111, 9953), (5775, 58, 8820)]","(1429, 120, 791)"
[0.7836092114448547],[1],0.9276204109191895,21,1.0,1,"[({(5137, 6, 6848), (6848, 84, 8210), (8976, 6, 6848)}, 0.12725744685617502, 'baseline'), ([(1617, 28, 32), (1617, 11, 23), (6848, 11, 23), (1617, 13, 32)], 0.09289999, 'xrule'), ([(7785, 6, 6848), (1657, 8, 7785), (7785, 8, 1657), (1657, 48, 32)], 0.0846, 'xrule'), ([(10739, 31, 4), (10739, 13, 32), (6848, 31, 4), (4, 2, 10739), (4, 2, 6848)], 0.0803, 'xrule'), ([(6848, 31, 4), (8546, 28, 32), (8546, 31, 4), (4, 2, 6848)], 0.0785, 'xrule'), ([(1229, 31, 4), (6848, 31, 4), (1229, 13, 32), (4, 2, 6848)], 0.0749, 'xrule'), ({(8976, 6, 6848)}, 0.042478064963865074, 'baseline'), ({(7785, 6, 6848), (6848, 31, 13184)}, 0.03692571348003918, 'baseline'), ({(7785, 6, 6848), (6848, 31, 3248), (8976, 6, 6848)}, 0.027701835102815847, 'baseline'), ({(7785, 6, 6848)}, -0.010561903041811272, 'baseline'), ({(6848, 86, 87), (5137, 6, 6848), (8976, 6, 6848)}, -0.012033601321169537, 'baseline'), ({(6848, 84, 8210)}, -0.02876784377546729, 'baseline'), ({(5089, 32, 6848), (8976, 6, 6848)}, -0.03386785559570862, 'baseline'), ({(6848, 86, 87)}, -0.040471513801918296, 'baseline'), ({(3248, 2, 6848), (8976, 6, 6848)}, -0.0429436760517965, 'baseline')]",0.7836092114448547,"[(10739, 31, 4), (7785, 6, 6848), (8546, 31, 4), (6848, 11, 23), (8210, 48, 32), (1657, 8, 7785), (6848, 31, 4), (4, 2, 10739), (8546, 28, 32), (6848, 84, 8210), (1657, 48, 32), (1617, 11, 23), (7785, 8, 1657), (5137, 6, 6848), (8976, 6, 6848), (8976, 48, 32), (4, 2, 6848), (1617, 13, 32), (5137, 48, 32), (10739, 13, 32), (1617, 28, 32)]","(6848, 28, 32)"
[0.5315578579902649],[1],0.7165725827217102,14,1.0,1,"[([(4350, 46, 152), (4350, 150, 32), (11021, 16, 32)], 0.047499992, 'xrule'), ({(4413, 63, 11021)}, 0.005609608191996022, 'baseline'), ({(11021, 83, 1457)}, 0.004504321086588069, 'baseline'), ([(11020, 46, 152), (11020, 83, 1457), (11021, 83, 1457)], 0.004099995, 'xrule'), ({(11021, 83, 249)}, 0.0018421369106732144, 'baseline'), ({(11021, 16, 2410)}, 0.0014938758085287827, 'baseline'), ({(11021, 83, 1327)}, 0.0013751307803658696, 'baseline'), ({(11021, 46, 9740)}, 0.0009534740492091366, 'baseline'), ({(11021, 25, 62)}, -0.0023195967470081204, 'baseline'), ({(11021, 83, 9277)}, -0.00499037471193814, 'baseline'), ([(4350, 25, 62), (11021, 25, 62), (4350, 46, 152)], -0.016600013, 'xrule'), ({(11021, 16, 32)}, -0.016880610095098402, 'baseline'), ([(11021, 83, 9277), (11020, 46, 152), (11020, 83, 9277)], -0.017800003, 'xrule'), ([(12127, 46, 152), (12127, 46, 9740), (11021, 46, 9740)], -0.028500006, 'xrule')]",0.5315578579902649,"[(4414, 46, 152), (4350, 46, 152), (11021, 83, 249), (4001, 83, 1457), (4001, 46, 152), (4350, 150, 32), (11021, 83, 1457), (11042, 83, 249), (4413, 63, 11021), (11042, 46, 152), (11021, 16, 32), (11020, 46, 152), (4413, 63, 4414), (11020, 83, 1457)]","(11021, 46, 152)"
[0.8178084492683411],[1],0.9416294097900391,15,1.0,1,"[({(475, 32, 5)}, 0.08106539679087499, 'baseline'), ({(5, 34, 90), (5, 31, 470), (4, 2, 5)}, 0.08054147194385046, 'baseline'), ({(5, 74, 2643)}, 0.06431637238184872, 'baseline'), ({(5, 34, 90), (475, 32, 5), (4, 2, 5)}, 0.04186766127869121, 'baseline'), ({(4, 2, 5), (5, 28, 32)}, 0.021447549515769364, 'baseline'), ({(5, 34, 90), (4, 2, 5), (5, 147, 382)}, 0.013496245234416818, 'baseline'), ([(5, 31, 136), (4726, 90, 1885), (4726, 31, 136)], 0.0012999999, 'xrule'), ([(5, 31, 136), (40, 90, 1885), (40, 31, 136)], 0.0011999998, 'xrule'), ([(5, 31, 136), (746, 90, 1885), (746, 31, 136)], 0.0011, 'xrule'), ({(5, 34, 90), (475, 32, 5), (5, 28, 32), (4, 2, 5)}, 0.0008568120593726591, 'baseline'), ([(5, 31, 136), (843, 31, 136), (843, 90, 1885)], 0.0005000001, 'xrule'), ([(5, 14, 160), (4085, 14, 160), (4085, 90, 1885)], 0.0005000001, 'xrule'), ({(4, 2, 5)}, -0.0832779007043511, 'baseline'), ({(5, 34, 90)}, -0.08555794227929353, 'baseline'), ({(5, 28, 32)}, -0.17966919085172708, 'baseline')]",0.8178084492683411,"[(6471, 74, 2643), (4, 2, 5), (9470, 13, 32), (475, 32, 12358), (12358, 90, 1885), (475, 32, 5), (12358, 31, 4), (5, 74, 2643), (9470, 90, 1885), (5, 31, 470), (9470, 31, 470), (5, 34, 90), (6471, 90, 1885), (5, 28, 32), (9470, 34, 90)]","(5, 90, 1885)"
[0.9827936887741089],[1],0.9909408688545227,15,1.0,1,"[({(1569, 43, 384), (1569, 102, 2825), (5665, 22, 1569)}, 0.3912696061512779, 'baseline'), ({(1569, 43, 384)}, 0.30696408072445386, 'baseline'), ({(1569, 102, 1132)}, 0.29724071535730145, 'baseline'), ({(5665, 22, 1569), (1569, 43, 384), (14, 47, 1569), (1569, 102, 1132)}, 0.2863375356753468, 'baseline'), ({(5665, 22, 1569)}, 0.2706447054846887, 'baseline'), ({(5665, 22, 1569), (1569, 102, 1132)}, 0.227694492305503, 'baseline'), ({(5665, 22, 1569), (9037, 22, 1569)}, 0.2143162297631129, 'baseline'), ({(1569, 66, 954)}, 0.2014893697567693, 'baseline'), ({(1569, 8, 4747), (5665, 22, 1569), (1569, 102, 1132)}, 0.20005861983999024, 'baseline'), ({(1569, 19, 545), (5665, 22, 1569), (1569, 102, 1132)}, 0.18341622811992667, 'baseline'), ([(3563, 17, 393), (3563, 85, 434), (1569, 17, 393)], 0.042000003, 'xrule'), ([(620, 17, 862), (620, 85, 434), (1569, 17, 862)], 0.031200007, 'xrule'), ([(1569, 43, 384), (5077, 43, 384), (5077, 85, 434)], 0.027100004, 'xrule'), ([(1535, 17, 862), (1535, 85, 434), (1569, 17, 862)], 0.023800008, 'xrule'), ([(1569, 24, 592), (1569, 39, 592), (1569, 66, 592), (2074, 85, 434), (2074, 66, 592)], 0.023300007, 'xrule')]",0.9827936887741089,"[(6743, 85, 434), (1569, 102, 1132), (2092, 6, 2825), (2092, 85, 434), (14, 47, 1569), (11790, 43, 384), (8615, 6, 1132), (1569, 102, 2825), (9149, 19, 14), (5665, 22, 1569), (8615, 85, 434), (11790, 85, 434), (5665, 22, 6743), (1569, 43, 384), (9149, 85, 434)]","(1569, 85, 434)"
[0.0598335899412632],[7],0.3568492531776428,10,7.0,1,"[({(7889, 46, 8400)}, 0.10040703699804317, 'baseline'), ({(7889, 46, 259)}, 0.07452103778060955, 'baseline'), ([(7246, 46, 3115), (7889, 46, 259), (7246, 46, 259)], 0.0143, 'xrule'), ([(5392, 46, 3115), (5392, 46, 8400), (7889, 46, 8400)], 0.0092, 'xrule'), ([(3622, 46, 8400), (3622, 46, 3115), (7889, 46, 8400)], 0.008300001, 'xrule'), ([(928, 207, 7513), (7889, 8, 928), (7513, 46, 3115)], 0.007100001, 'xrule'), ([(11944, 46, 8400), (11944, 46, 3115), (7889, 46, 8400)], 0.0067000007, 'xrule'), ({(7889, 8, 928)}, -0.014030222821035974, 'baseline')]",0.0598335899412632,"[(7246, 46, 3115), (11944, 46, 3115), (7889, 46, 259), (5392, 46, 8400), (5392, 46, 3115), (3622, 46, 8400), (7246, 46, 259), (7889, 46, 8400), (11944, 46, 8400), (3622, 46, 3115)]","(7889, 46, 3115)"
[0.9149124622344971],[1],0.7856136560440063,13,1.0,1,"[({(7551, 6, 6149)}, 0.3858864126221338, 'baseline'), ({(6149, 12, 7551), (6149, 30, 8849)}, 0.35871319131129764, 'baseline'), ({(6149, 86, 8113), (6149, 30, 8849)}, 0.3327129000054643, 'baseline'), ({(7551, 6, 6149), (6149, 30, 8849), (1759, 7, 6149)}, 0.31035680693258744, 'baseline'), ({(6149, 30, 8849)}, 0.2922718635702197, 'baseline'), ({(7551, 6, 6149), (6149, 31, 10749)}, 0.27683911825454643, 'baseline'), ({(601, 7, 6149), (7551, 6, 6149), (483, 7, 6149), (6149, 31, 10749)}, 0.23431200861722168, 'baseline'), ({(7551, 6, 6149), (6149, 30, 8849), (6149, 31, 4)}, 0.21022483280193832, 'baseline'), ({(601, 7, 6149), (7551, 6, 6149), (483, 7, 6149), (1071, 7, 6149)}, 0.15680928083330925, 'baseline'), ({(483, 7, 6149)}, -0.002342422562995944, 'baseline')]",0.9149124622344971,"[(1759, 7, 9994), (6149, 30, 8849), (7551, 6, 11049), (1759, 7, 6149), (7551, 6, 6149), (8928, 26, 64), (11049, 26, 64), (6149, 12, 7551), (2338, 30, 8849), (2338, 26, 64), (6149, 86, 8113), (9994, 26, 64), (8113, 32, 8928)]","(6149, 26, 64)"
[0.9939417839050293],[1],0.9920915365219116,25,1.0,1,"[([(226, 15, 592), (592, 127, 226), (592, 62, 226), (226, 118, 774), (7278, 66, 592)], 0.014400002, 'xrule'), ([(7278, 82, 1424), (773, 18, 1424), (773, 118, 774)], 0.013700001, 'xrule'), ([(1088, 18, 1424), (7278, 82, 1424), (1088, 118, 774)], 0.012200002, 'xrule'), ({(7278, 17, 9732), (5467, 71, 7278), (11705, 88, 7278), (7278, 179, 236)}, 0.011984388310092771, 'baseline'), ({(7278, 85, 434), (7278, 17, 9732), (7278, 82, 1424)}, 0.009136716785817681, 'baseline'), ({(7278, 159, 32), (7278, 17, 9732), (5467, 71, 7278)}, 0.008956055136514905, 'baseline'), ({(7278, 17, 9732)}, 0.008541147180030097, 'baseline'), ({(7278, 85, 434), (7278, 17, 9732), (5467, 71, 7278), (7278, 179, 236)}, 0.006546418115319148, 'baseline'), ({(6905, 71, 7278), (7278, 17, 9732), (5467, 71, 7278), (11705, 88, 7278)}, 0.005776922172283132, 'baseline'), ([(1928, 118, 774), (236, 37, 1928), (7278, 179, 236)], 0.0053000003, 'xrule'), ({(7278, 17, 8009), (7278, 17, 9732), (6905, 71, 7278)}, 0.005281965199763297, 'baseline'), ({(7278, 17, 9732), (11705, 88, 7278), (7278, 43, 141)}, 0.005269746220764608, 'baseline'), ([(43, 118, 774), (7278, 82, 1424), (43, 18, 1424)], 0.0052000023, 'xrule'), ({(7278, 17, 8009), (7278, 179, 236)}, 0.005148331608819863, 'baseline'), ({(1700, 165, 7278), (7278, 17, 9732), (7278, 179, 236)}, 0.0048287314935748765, 'baseline')]",0.9939417839050293,"[(434, 118, 774), (592, 127, 226), (2428, 118, 774), (7278, 66, 592), (226, 15, 592), (7278, 82, 1424), (7278, 85, 434), (10228, 118, 774), (1088, 118, 774), (7278, 17, 9732), (5467, 71, 7278), (11705, 88, 7278), (773, 118, 774), (7278, 179, 236), (5467, 71, 10228), (592, 62, 226), (1088, 18, 1424), (9483, 118, 774), (13309, 179, 236), (226, 118, 774), (2428, 17, 9732), (11705, 118, 774), (13309, 118, 774), (773, 18, 1424), (9483, 82, 1424)]","(7278, 118, 774)"
[0.7695980668067932],[1],0.664778470993042,21,1.0,1,"[([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (6260, 8, 8095), (3691, 3, 1912), (8095, 8, 1912)], 0.09290001, 'xrule'), ([(6260, 8, 8095), (3691, 232, 160), (8095, 100, 160)], 0.06290001, 'xrule'), ([(6260, 8, 6571), (1912, 8, 6571), (1912, 8, 3691), (1912, 3, 3691), (6571, 45, 1912), (3691, 8, 1912), (6571, 8, 1912), (6571, 8, 6260), (3691, 3, 1912), (6571, 3, 1912), (1912, 45, 6571)], 0.0519, 'xrule'), ([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (1912, 8, 6260), (3691, 3, 1912), (6260, 8, 1912)], 0.048100024, 'xrule'), ([(1912, 8, 3691), (6260, 38, 1864), (1864, 12, 1912), (1912, 3, 3691), (3691, 8, 1912), (1864, 1, 1912), (1912, 38, 1864), (3691, 3, 1912)], 0.040200025, 'xrule'), ({(6571, 8, 6260)}, 0.023268694920619365, 'baseline'), ({(6260, 48, 32)}, 0.02260548523860417, 'baseline'), ({(7562, 8, 6260)}, 0.020123477059696127, 'baseline'), ({(6260, 38, 1864)}, 0.02005799760252967, 'baseline'), ({(6260, 8, 940)}, 0.017990917881796083, 'baseline'), ({(8465, 8, 6260)}, 0.016604169200110836, 'baseline'), ({(2346, 8, 6260)}, 0.016216807982646658, 'baseline'), ({(6260, 8, 3341)}, 0.012526824103743143, 'baseline'), ({(6260, 8, 6353)}, 0.010727477234347837, 'baseline'), ({(6260, 8, 320)}, 0.00992979941057018, 'baseline'), ({(3341, 8, 6260)}, 0.005509254498766106, 'baseline'), ({(6260, 8, 921)}, 0.0041265757054168295, 'baseline'), ({(320, 8, 6260)}, 0.003912067908666944, 'baseline'), ({(6260, 8, 8095)}, -6.600567172526341e-05, 'baseline'), ({(6260, 8, 4704)}, -0.010153307597227284, 'baseline'), ({(6353, 8, 6260)}, -0.014733097584707653, 'baseline'), ({(1912, 8, 6260)}, -0.016629899903860584, 'baseline'), ({(6260, 19, 536)}, -0.01790298432348288, 'baseline'), ({(2345, 8, 6260)}, -0.019665776809045354, 'baseline'), ({(6260, 8, 2346)}, -0.03625897044904781, 'baseline')]",0.7695980668067932,"[(6260, 38, 1864), (1864, 12, 1912), (6571, 45, 1912), (6260, 8, 8095), (3691, 232, 160), (6571, 3, 1912), (8095, 100, 160), (1912, 8, 6260), (1912, 8, 3691), (1912, 8, 6571), (3691, 8, 1912), (6571, 8, 6260), (1912, 38, 1864), (1912, 45, 6571), (6260, 8, 6571), (1912, 3, 3691), (6571, 8, 1912), (6260, 8, 1912), (1864, 1, 1912), (3691, 3, 1912), (8095, 8, 1912)]","(6260, 8, 3691)"
[0.8663996458053589],[1],0.9898172616958618,15,1.0,1,"[({(7872, 10, 6045), (6045, 27, 636), (574, 10, 6045), (1137, 10, 6045)}, 0.14301186347633946, 'baseline'), ({(7872, 10, 6045)}, 0.11657993036207122, 'baseline'), ({(7872, 10, 6045), (6045, 27, 3225), (574, 10, 6045)}, 0.10683625477669068, 'baseline'), ({(574, 10, 6045)}, 0.061381171458713656, 'baseline'), ([(1990, 10, 6946), (6946, 210, 3202), (1990, 10, 6045)], 0.051100016, 'xrule'), ({(7872, 10, 6045), (3356, 10, 6045), (356, 10, 6045)}, 0.04881481360161818, 'baseline'), ({(7872, 10, 6045), (6045, 27, 4593)}, 0.045661638485708374, 'baseline'), ({(7872, 10, 6045), (356, 10, 6045)}, 0.04278949926478012, 'baseline'), ({(7872, 10, 6045), (574, 10, 6045), (1137, 10, 6045)}, 0.03980721064101176, 'baseline'), ({(7872, 10, 6045), (6045, 27, 636), (1137, 10, 6045)}, 0.034342284300149885, 'baseline'), ({(7872, 10, 6045), (3356, 10, 6045), (356, 10, 6045), (574, 10, 6045)}, -0.002381523206297092, 'baseline'), ([(7734, 210, 3202), (6045, 27, 2197), (7734, 27, 2197)], -0.0069999695, 'xrule'), ([(6045, 27, 1949), (457, 182, 3202), (1949, 19, 457)], -0.009599984, 'xrule'), ([(1990, 10, 7734), (7734, 210, 3202), (1990, 10, 6045)], -0.012099981, 'xrule'), ([(1614, 210, 3202), (1501, 10, 6045), (1501, 10, 1614)], -0.013699949, 'xrule')]",0.8663996458053589,"[(1990, 10, 6946), (1137, 182, 3202), (574, 10, 6045), (7734, 27, 3225), (1990, 10, 6045), (6045, 27, 636), (5136, 182, 3202), (636, 19, 5136), (7872, 182, 3202), (7734, 210, 3202), (6946, 210, 3202), (1137, 10, 6045), (7872, 10, 6045), (6045, 27, 3225), (574, 182, 3202)]","(6045, 210, 3202)"
