original_score,original_rank,#facts,new_scores,new_ranks,new_score,new_rank,prediction,facts
1.4664829,1,8,"[6.716093, 6.872976]","[8906, 25371]",6.7945347,17138.5,"(8306, 2, 25327)","[([(8306, 2, 499)], 5.142088713455063, 44.99418849346726), ([(33638, 2, 25327), (33638, 2, 499), (8306, 2, 499)], 0.98870087, 'xrule'), ([(4781, 2, 25327), (4781, 2, 499), (8306, 2, 499)], -0.0316, 'xrule'), ([(7487, 2, 499), (7487, 2, 25327), (8306, 2, 499)], -0.19669914, 'xrule'), ([(13980, 2, 25327), (13980, 2, 499), (8306, 2, 499)], -0.3595991, 'xrule'), ([(37261, 2, 25327), (37261, 2, 499), (8306, 2, 499)], -0.5675993, 'xrule'), ([(38026, 2, 25327), (38026, 2, 499), (8306, 2, 499)], -1.2264996, 'xrule'), ([(6393, 2, 25327), (6393, 2, 499), (8306, 2, 499)], -1.9944, 'xrule')]"
1.4167567,1,11,"[4.664784, 4.857765]","[68, 1083]",4.7612743,575.5,"(37285, 0, 184)","[([(1906, 4, 15434), (15434, 0, 184), (1906, 4, 37285)], 1.3171997, 'xrule'), ([(1906, 4, 29705), (29705, 0, 184), (1906, 4, 37285)], 1.2915993, 'xrule'), ([(1906, 4, 37285)], 0.9926758319671686, 6744.729616115155), ([(1906, 4, 28917), (28917, 0, 184), (1906, 4, 37285)], 0.42739964, 'xrule'), ([(13884, 0, 184), (1906, 4, 13884), (1906, 4, 37285)], 0.3810997, 'xrule'), ([(3819, 0, 184), (1906, 4, 3819), (1906, 4, 37285)], 0.17669964, 'xrule'), ([(1906, 4, 34625), (34625, 0, 184), (1906, 4, 37285)], -0.12250042, 'xrule'), ([(1906, 4, 22010), (22010, 0, 184), (1906, 4, 37285)], -0.3529005, 'xrule'), ([(1906, 4, 20178), (20178, 0, 184), (1906, 4, 37285)], -0.64920044, 'xrule'), ([(31412, 0, 184), (1906, 4, 31412), (1906, 4, 37285)], -0.9054003, 'xrule'), ([(1906, 4, 1988), (1988, 0, 184), (1906, 4, 37285)], -0.9387007, 'xrule')]"
0.6540674,1,13,"[5.016876, 4.745782]","[27, 53]",4.881329,40.0,"(30007, 2, 121)","[([(2206, 2, 916), (2206, 2, 121), (30007, 2, 916)], 2.5162, 'xrule'), ([(1919, 2, 916), (1919, 2, 121), (30007, 2, 916)], 1.6055002, 'xrule'), ([(20016, 4, 30007), (30007, 2, 916)], 1.0699978400276835, -153.25540350493372), ([(120, 2, 916), (30007, 2, 916), (120, 2, 121)], 0.9649, 'xrule'), ([(4649, 2, 121), (4649, 2, 916), (30007, 2, 916)], 0.5666008, 'xrule'), ([(1242, 2, 916), (30007, 2, 916), (1242, 2, 121)], 0.4993, 'xrule'), ([(13030, 6, 30007), (30007, 2, 916)], 0.36445907909482833, -162.40988058881365), ([(3016, 2, 121), (3016, 2, 916), (30007, 2, 916)], 0.15350056, 'xrule'), ([(5151, 2, 121), (5151, 2, 916), (30007, 2, 916)], -0.38539982, 'xrule'), ([(30007, 2, 916)], -0.43763537981744494, -157.60769545507833), ([(4798, 2, 121), (4798, 2, 916), (30007, 2, 916)], -0.6704998, 'xrule'), ([(3306, 2, 916), (30007, 2, 916), (3306, 2, 121)], -0.85259914, 'xrule'), ([(2883, 2, 121), (30007, 2, 916), (2883, 2, 916)], -0.9359999, 'xrule')]"
1.0805113,1,11,"[6.5519843, 5.500496]","[40008, 32137]",6.0262403,36072.5,"(12266, 4, 18612)","[([(13105, 4, 12266)], 0.9298077122705077, 171.71703626284898), ([(18612, 0, 6720), (14219, 0, 6720), (12266, 4, 14219)], 0.8182993, 'xrule'), ([(12266, 4, 9695)], 0.38875107150098814, 166.59598199906702), ([(18612, 0, 6720), (13105, 4, 12266), (13105, 4, 6720)], 0.36209965, 'xrule'), ([(18612, 0, 6720), (10298, 0, 6720), (12266, 4, 10298)], -0.17080021, 'xrule'), ([(12266, 0, 3640)], -0.2615689824576413, 92.43497804674882), ([(6962, 0, 6720), (18612, 0, 6720), (12266, 4, 6962)], -0.6339998, 'xrule'), ([(18612, 0, 6720), (12266, 4, 9695), (9695, 0, 6720)], -1.0952005, 'xrule'), ([(18612, 0, 6720), (1862, 0, 6720), (12266, 4, 1862)], -1.6104002, 'xrule'), ([(18612, 0, 6720), (12266, 4, 12267), (12267, 0, 6720)], -1.6182003, 'xrule'), ([(18612, 0, 6720), (12266, 4, 16385), (16385, 0, 6720)], -2.8806, 'xrule')]"
1.3141148,1,4,"[5.309102, 4.8655763]","[353, 6207]",5.0873394,3280.0,"(31237, 0, 2110)","[([(1073, 4, 31237)], 1.5044780449500443, -8113.181758598855), ([(1073, 4, 31237), (1074, 0, 2110), (1073, 4, 1074)], -0.89089966, 'xrule'), ([(1073, 4, 31237), (34048, 0, 2110), (1073, 4, 34048)], -1.4231997, 'xrule'), ([(1073, 4, 31237), (12993, 0, 2110), (1073, 4, 12993)], -3.0273, 'xrule')]"
1.9245131,1,6,"[5.1251197, 5.31931]","[1597, 4112]",5.2222147,2854.5,"(24513, 0, 4550)","[([(17178, 4, 24513), (39700, 0, 4550), (17178, 4, 39700)], 2.1131, 'xrule'), ([(17178, 4, 24513), (17178, 4, 27816), (27816, 0, 4550)], 1.1192999, 'xrule'), ([(17178, 4, 24513)], 0.34431270905022643, -1775.4147622603357), ([(17178, 4, 24513), (24513, 4, 24514)], 0.020191232653276447, 1183.5050476266715), ([(17178, 4, 24513), (17178, 4, 14360), (14360, 0, 4550)], -0.4012003, 'xrule'), ([(24513, 4, 24514)], -0.6130857028692288, -3532.6486443808867)]"
0.6697103,1,12,"[6.649675, 5.886385]","[92, 122]",6.26803,107.0,"(9258, 2, 916)","[([(1513, 2, 916), (9258, 2, 121), (1513, 2, 121)], 4.4505005, 'xrule'), ([(9258, 2, 121), (19715, 2, 121), (19715, 2, 916)], 3.1043005, 'xrule'), ([(30719, 2, 916), (9258, 2, 121), (30719, 2, 121)], 2.7209005, 'xrule'), ([(9258, 2, 121), (6998, 2, 121), (6998, 2, 916)], 2.4583006, 'xrule'), ([(9258, 2, 121), (2883, 2, 121), (2883, 2, 916)], 2.3634005, 'xrule'), ([(9258, 2, 121)], 1.6931143569546991, -10.155366720827548), ([(35960, 2, 916), (9258, 2, 121), (35960, 2, 121)], 1.6543007, 'xrule'), ([(14172, 2, 121), (9258, 2, 121), (14172, 2, 916)], 1.4855003, 'xrule'), ([(9258, 2, 121), (29307, 2, 121), (29307, 2, 916)], 0.28040028, 'xrule'), ([(9258, 2, 121), (33253, 2, 121), (33253, 2, 916)], 0.19449997, 'xrule'), ([(3766, 6, 9258)], -0.20619960558362938, 115.44863196641734), ([(3306, 2, 916), (9258, 2, 121), (3306, 2, 121)], -0.4052, 'xrule')]"
2.4774587,1,4,"[5.324748, 5.0461574]","[1996, 376]",5.1854525,1186.0,"(36270, 0, 265)","[([(12825, 4, 32698), (32698, 0, 265), (12825, 4, 36270)], 2.7212, 'xrule'), ([(12825, 4, 16310), (16310, 0, 265), (12825, 4, 36270)], 2.3829002, 'xrule'), ([(12825, 4, 16823), (16823, 0, 265), (12825, 4, 36270)], -0.34459972, 'xrule'), ([(12825, 4, 36270)], -0.8312372687809358, 725.3033835097668)]"
2.9325104,1,4,"[5.232548, 4.8140388]","[803, 144]",5.0232935,473.5,"(36297, 0, 16303)","[([(25916, 6, 36297), (25917, 0, 16303), (25916, 6, 25917)], 0.2826004, 'xrule'), ([(25916, 6, 36297)], 0.2540188241867609, 7098.563165412059), ([(25916, 6, 36297), (26541, 0, 16303), (25916, 6, 26541)], -0.23579979, 'xrule'), ([(25916, 6, 36297), (23605, 0, 16303), (25916, 6, 23605)], -1.1451998, 'xrule')]"
0.7776886,1,2,"[5.339513, 5.248048]","[256, 36]",5.2937803,146.0,"(15734, 0, 184)","[([(1131, 4, 15734)], 3.4439319129877073, 7914.9690496511475), ([(15734, 4, 18885)], 1.6779480734655303, 3046.842632621002)]"
3.1222603,1,6,"[7.7822723, 5.428073]","[20059, 12961]",6.6051726,16510.0,"(4747, 0, 22951)","[([(4747, 5, 3149), (22951, 5, 3149)], 2.5515995, 'xrule'), ([(4747, 5, 3149), (3148, 5, 3149), (3148, 0, 22951)], 1.4729996, 'xrule'), ([(24714, 5, 3149), (4747, 5, 3149), (24714, 0, 22951)], 0.7502003, 'xrule'), ([(34665, 5, 3149), (4747, 5, 3149), (34665, 0, 22951)], -0.04600048, 'xrule'), ([(4747, 5, 3149)], -0.8485002041435312, -5420.700252441453), ([(35121, 0, 22951), (4747, 5, 3149), (35121, 5, 3149)], -0.9406004, 'xrule')]"
0.6120101,1,13,"[4.8633304, 5.7092113]","[20, 13]",5.286271,16.5,"(18961, 2, 7)","[([(3402, 6, 18961)], 4.988336142252962, 29.993229149232935), ([(2930, 6, 18961)], 3.130199681702005, 105.95812139585479), ([(19812, 2, 7), (2930, 6, 19812), (2930, 6, 18961)], 2.3876991, 'xrule'), ([(9469, 2, 7), (2930, 6, 9469), (2930, 6, 18961)], 2.1629, 'xrule'), ([(272, 6, 18961)], 2.0664340068159093, 87.88759767073216), ([(37053, 2, 7), (2930, 6, 37053), (2930, 6, 18961)], 0.33379936, 'xrule'), ([(2931, 2, 7), (272, 6, 18961), (272, 6, 2931)], 0.32159996, 'xrule'), ([(28081, 2, 7), (272, 6, 18961), (272, 6, 28081)], 0.13000011, 'xrule'), ([(2931, 2, 7), (2930, 6, 2931), (2930, 6, 18961)], -0.3153, 'xrule'), ([(9687, 2, 7), (2930, 6, 9687), (2930, 6, 18961)], -0.5021, 'xrule'), ([(19812, 2, 7), (272, 6, 18961), (272, 6, 19812)], -1.2042999, 'xrule'), ([(22134, 2, 7), (272, 6, 18961), (272, 6, 22134)], -1.2446003, 'xrule'), ([(2930, 6, 12376), (12376, 2, 7), (2930, 6, 18961)], -1.5782003, 'xrule')]"
0.8926251,1,12,"[5.709793, 5.178227]","[36341, 2056]",5.44401,19198.5,"(39279, 0, 184)","[([(1038, 4, 39279), (9112, 0, 184), (1038, 4, 9112)], 1.4113998, 'xrule'), ([(1038, 4, 39279), (6433, 0, 184), (1038, 4, 6433)], 0.9232998, 'xrule'), ([(1038, 4, 39279), (1038, 4, 9321), (9321, 0, 184)], 0.69970036, 'xrule'), ([(6598, 0, 184), (1038, 4, 39279), (1038, 4, 6598)], 0.65929985, 'xrule'), ([(1038, 4, 39279), (5267, 0, 184), (1038, 4, 5267)], 0.6430006, 'xrule'), ([(1038, 4, 6878), (1038, 4, 39279), (6878, 0, 184)], 0.4031, 'xrule'), ([(1038, 4, 39279), (2661, 0, 184), (1038, 4, 2661)], 0.15100002, 'xrule'), ([(1038, 4, 7356), (1038, 4, 39279), (7356, 0, 184)], -0.3249998, 'xrule'), ([(1038, 4, 6912), (1038, 4, 39279), (6912, 0, 184)], -0.33879948, 'xrule'), ([(1038, 4, 39279)], -1.3618506769679908, -5027.796060326576), ([(1038, 4, 5292), (1038, 4, 39279), (5292, 0, 184)], -1.5775995, 'xrule'), ([(10117, 0, 184), (1038, 4, 39279), (1038, 4, 10117)], -1.9607, 'xrule')]"
1.4126594,1,1,"[5.0908637, 4.891683]","[22791, 10055]",4.9912734,16423.0,"(17933, 0, 160)","[([(17932, 4, 17933)], 2.6643974039754936, 8432.934892831137)]"
1.6869034,1,11,"[6.043745, 5.6113586]","[44, 55]",5.827552,49.5,"(22077, 5, 6956)","[([(22077, 0, 3517)], 3.0603582813201466, 5.9552276123571), ([(40154, 0, 3517), (40154, 5, 6956), (22077, 0, 3517)], 1.1857996, 'xrule'), ([(31510, 0, 3517), (31510, 5, 6956), (22077, 0, 3517)], 0.67980003, 'xrule'), ([(3517, 5, 6956), (22077, 0, 3517)], -0.088900566, 'xrule'), ([(3516, 5, 6956), (3516, 0, 3517), (22077, 0, 3517)], -0.39000034, 'xrule'), ([(11959, 0, 3517), (11959, 5, 6956), (22077, 0, 3517)], -0.45020008, 'xrule'), ([(25797, 0, 3517), (25797, 5, 6956), (22077, 0, 3517)], -0.57299995, 'xrule'), ([(17475, 0, 3517), (17475, 5, 6956), (22077, 0, 3517)], -1.1871004, 'xrule'), ([(12495, 0, 3517), (12495, 5, 6956), (22077, 0, 3517)], -2.0254002, 'xrule'), ([(20087, 5, 6956), (20087, 0, 3517), (22077, 0, 3517)], -3.0200005, 'xrule'), ([(2485, 0, 3517), (2485, 5, 6956), (22077, 0, 3517)], -3.0227003, 'xrule')]"
0.86584294,1,3,"[2.5490613, 2.4429922]","[959, 510]",2.4960268,734.5,"(10506, 0, 296)","[([(10506, 4, 14076)], 0.9939227611697273, 2657.72986203446), ([(10506, 4, 31801)], 0.12658552372318685, 2598.5316041803426), ([(10506, 4, 15765)], -0.10332628052076709, 149.47419137753093)]"
1.3730358,1,11,"[5.1933393, 4.5604014]","[91, 36]",4.87687,63.5,"(33666, 0, 278)","[([(3239, 4, 33666), (5942, 0, 278), (3239, 4, 5942)], 1.7068996, 'xrule'), ([(3239, 4, 33666), (8342, 0, 278), (3239, 4, 8342)], 1.0502005, 'xrule'), ([(3239, 4, 33666), (3239, 4, 4703), (4703, 0, 278)], 0.47630024, 'xrule'), ([(17896, 0, 278), (3239, 4, 33666), (3239, 4, 17896)], 0.3241005, 'xrule'), ([(3239, 4, 33666), (3239, 4, 15700), (15700, 0, 278)], -0.33139992, 'xrule'), ([(3239, 4, 16014), (3239, 4, 33666), (16014, 0, 278)], -0.68410015, 'xrule'), ([(3239, 4, 33666), (3239, 4, 1193), (1193, 0, 278)], -0.73209953, 'xrule'), ([(3239, 4, 33666), (19323, 0, 278), (3239, 4, 19323)], -0.74870014, 'xrule'), ([(3239, 4, 33666)], -1.5255398068338426, -885.8213528072296), ([(3239, 4, 33666), (3239, 4, 18452), (18452, 0, 278)], -2.0263996, 'xrule'), ([(3239, 4, 33666), (8391, 0, 278), (3239, 4, 8391)], -2.3767996, 'xrule')]"
1.6838268,1,8,"[6.277958, 5.510406]","[106, 46]",5.894182,76.0,"(22501, 2, 1326)","[([(2899, 6, 36018), (2899, 6, 22501), (36018, 2, 1326)], 0.9356003, 'xrule'), ([(2899, 6, 22501), (15046, 2, 1326), (2899, 6, 15046)], 0.8785, 'xrule'), ([(2899, 6, 22501)], 0.5068464705662101, 210.62406691308726), ([(2899, 6, 22501), (2900, 2, 1326), (2899, 6, 2900)], 0.32829952, 'xrule'), ([(24664, 2, 1326), (2899, 6, 22501), (2899, 6, 24664)], -0.020500183, 'xrule'), ([(2899, 6, 22501), (2899, 6, 33533), (33533, 2, 1326)], -1.6618004, 'xrule'), ([(2899, 6, 33284), (2899, 6, 22501), (33284, 2, 1326)], -2.2364006, 'xrule'), ([(2899, 6, 20458), (2899, 6, 22501), (20458, 2, 1326)], -2.4786005, 'xrule')]"
1.8926018,1,8,"[4.978606, 5.8288536]","[103, 5089]",5.40373,2596.0,"(31737, 0, 16660)","[([(34851, 0, 4448), (31737, 0, 4448), (34851, 0, 16660)], 1.3516006, 'xrule'), ([(14227, 0, 16660), (31737, 0, 4448), (14227, 0, 4448)], 1.2081003, 'xrule'), ([(4447, 0, 4448), (31737, 0, 4448), (4447, 0, 16660)], 0.28820038, 'xrule'), ([(31737, 0, 4448)], 0.17558483342494208, 40.543783768161276), ([(20439, 0, 16660), (31737, 0, 4448), (20439, 0, 4448)], 0.09360027, 'xrule'), ([(31737, 0, 4448), (22475, 0, 16660), (22475, 0, 4448)], -0.2081995, 'xrule'), ([(31985, 0, 16660), (31737, 0, 4448), (31985, 0, 4448)], -0.47289944, 'xrule'), ([(13469, 0, 4448), (31737, 0, 4448), (13469, 0, 16660)], -1.0200996, 'xrule')]"
1.5232298,1,2,"[4.659025, 5.4954967]","[1259, 731]",5.077261,995.0,"(13521, 0, 427)","[([(13520, 4, 13521)], 1.5154352865570861, 2444.8198653095556), ([(13520, 4, 13521), (13520, 4, 31693), (31693, 0, 427)], 1.3015995, 'xrule')]"
1.4715588,1,13,"[5.578248, 4.8914056]","[440, 12]",5.234827,226.0,"(29963, 5, 774)","[([(19975, 2, 1137), (29963, 2, 1137), (19975, 5, 774)], 2.6353998, 'xrule'), ([(16671, 2, 1137), (29963, 2, 1137), (16671, 5, 774)], 1.8191996, 'xrule'), ([(22732, 2, 1137), (29963, 2, 1137), (22732, 5, 774)], 1.7119999, 'xrule'), ([(28565, 2, 1137), (29963, 2, 1137), (28565, 5, 774)], 1.5009995, 'xrule'), ([(10068, 2, 1137), (29963, 2, 1137), (10068, 5, 774)], 1.4941998, 'xrule'), ([(25704, 2, 1137), (29963, 2, 1137), (25704, 5, 774)], 1.0597, 'xrule'), ([(39696, 5, 774), (29963, 2, 1137), (39696, 2, 1137)], 1.0142002, 'xrule'), ([(21472, 5, 774), (29963, 2, 1137), (21472, 2, 1137)], 0.68239975, 'xrule'), ([(24912, 5, 774), (29963, 2, 1137), (24912, 2, 1137)], 0.29909992, 'xrule'), ([(15789, 5, 774), (29963, 2, 1137), (15789, 2, 1137)], 0.16349983, 'xrule'), ([(29963, 2, 1137), (1914, 8, 29963)], -0.10933585922305987, 652.4726932226159), ([(1914, 8, 29963)], -0.5599002406260761, -47.63642946756618), ([(29963, 2, 1137)], -1.3313950887614512, -177.7910713151884)]"
1.0595998,1,14,"[5.152733, 5.1702805]","[227, 4838]",5.1615067,2532.5,"(16507, 0, 184)","[([(12815, 4, 16507), (12815, 4, 9392), (9392, 0, 184)], 2.0519, 'xrule'), ([(27991, 0, 184), (12815, 4, 16507), (12815, 4, 27991)], 0.86889935, 'xrule'), ([(12815, 4, 16507), (12815, 4, 5900), (5900, 0, 184)], 0.8572998, 'xrule'), ([(12815, 4, 16507)], 0.8543396473804018, -3702.2985233205436), ([(12815, 4, 16507), (16507, 4, 37560)], 0.718900725960217, 725.6723648935097), ([(12815, 4, 16507), (12815, 4, 20176), (20176, 0, 184)], 0.5106993, 'xrule'), ([(25807, 0, 184), (12815, 4, 16507), (12815, 4, 25807)], 0.46299934, 'xrule'), ([(12815, 4, 24478), (12815, 4, 16507), (24478, 0, 184)], 0.054499626, 'xrule'), ([(16507, 4, 37560)], -0.052877386123424255, -4544.513216277263), ([(12815, 4, 6858), (12815, 4, 16507), (6858, 0, 184)], -0.29590034, 'xrule'), ([(12815, 4, 29096), (29096, 0, 184), (12815, 4, 16507)], -0.44470024, 'xrule'), ([(12815, 4, 26693), (12815, 4, 16507), (26693, 0, 184)], -0.7218008, 'xrule'), ([(12815, 4, 18171), (18171, 0, 184), (12815, 4, 16507)], -0.7251005, 'xrule'), ([(12815, 4, 11270), (12815, 4, 16507), (11270, 0, 184)], -1.6336002, 'xrule')]"
0.16975777,1,13,"[6.2543583, 6.1347346]","[40039, 36811]",6.1945467,38425.0,"(2173, 6, 38083)","[([(2173, 6, 10711)], 1.6754818715548918, 26634.84230531912), ([(2173, 2, 6577)], 0.7917480934881539, 8486.68820654685), ([(2173, 6, 10476)], 0.45923523348041806, 13480.612832726592), ([(5443, 6, 38083), (5443, 6, 25880), (2173, 6, 25880)], 0.4286003, 'xrule'), ([(5443, 6, 7021), (2173, 6, 7021), (5443, 6, 38083)], 0.3437996, 'xrule'), ([(5443, 6, 38083), (2173, 6, 10476), (5443, 6, 10476)], -0.121899605, 'xrule'), ([(7021, 2, 121), (2173, 6, 7021), (38083, 2, 121)], -0.22710037, 'xrule'), ([(5443, 6, 38083), (2173, 6, 24005), (5443, 6, 24005)], -0.43869972, 'xrule'), ([(5443, 6, 38083), (5443, 6, 25046), (2173, 6, 25046)], -0.67700005, 'xrule'), ([(5443, 6, 38083), (2173, 6, 30945), (5443, 6, 30945)], -0.90009975, 'xrule'), ([(5443, 6, 38083), (2173, 6, 2174), (5443, 6, 2174)], -1.5518999, 'xrule'), ([(5443, 6, 10711), (2173, 6, 10711), (5443, 6, 38083)], -2.4453, 'xrule'), ([(5443, 6, 38083), (5443, 6, 22326), (2173, 6, 22326)], -2.8416004, 'xrule')]"
3.1416736,1,4,"[7.1724625, 7.1885195]","[26941, 29996]",7.180491,28468.5,"(38386, 0, 1904)","[([(10444, 4, 38386)], 2.0465518031823655, 25173.885598723653), ([(10444, 4, 38386), (10444, 4, 1903), (1903, 0, 1904)], -0.28100014, 'xrule'), ([(10444, 4, 38386), (10444, 4, 1904)], -1.3891001, 'xrule'), ([(10444, 4, 39173), (10444, 4, 38386), (39173, 0, 1904)], -4.2444, 'xrule')]"
1.6178828,1,11,"[6.4563713, 6.913116]","[3538, 2277]",6.684744,2907.5,"(33711, 5, 19257)","[([(33711, 0, 21113), (19256, 5, 19257), (19256, 0, 21113)], 2.5979004, 'xrule'), ([(33711, 0, 21113)], 1.1947088801758121, 155.76758217566297), ([(33711, 5, 9528)], 0.9340343969362026, 51.71789304987258), ([(30935, 5, 19257), (33711, 5, 9528), (30935, 5, 9528)], 0.3593006, 'xrule'), ([(27098, 5, 19257), (33711, 5, 9528), (27098, 5, 9528)], 0.19649982, 'xrule'), ([(21113, 1, 9528), (21113, 5, 19257), (33711, 5, 9528), (21113, 1, 19257), (19257, 1, 21113), (21113, 5, 9528), (9528, 1, 21113)], 0.11270046, 'xrule'), ([(33711, 0, 21113), (36696, 0, 21113), (36696, 5, 19257)], -1.3360996, 'xrule'), ([(22365, 5, 19257), (33711, 5, 9528), (22365, 5, 9528)], -1.5508003, 'xrule'), ([(27263, 5, 9528), (33711, 5, 9528), (27263, 5, 19257)], -1.6885996, 'xrule'), ([(33711, 0, 21113), (27263, 5, 19257), (27263, 0, 21113)], -1.8724003, 'xrule'), ([(19257, 1, 21113), (33711, 0, 21113), (21113, 1, 19257), (21113, 5, 19257)], -2.3856, 'xrule')]"
1.0016706,1,7,"[7.1217003, 8.332494]","[39193, 40184]",7.727097,39688.5,"(3741, 6, 11977)","[([(3741, 6, 29582), (26307, 6, 11977), (26307, 6, 29582)], 3.6425, 'xrule'), ([(2857, 0, 3742), (2857, 6, 11977), (3741, 0, 3742)], 3.6314993, 'xrule'), ([(18271, 1, 3741)], 1.9393039659556888, 652.8742756469281), ([(11976, 0, 3742), (11976, 6, 11977), (3741, 0, 3742)], 1.0318995, 'xrule'), ([(3741, 6, 9062), (11976, 6, 9062), (11976, 6, 11977)], 0.4712, 'xrule'), ([(23931, 0, 3741)], 0.13489059653792046, 358.5336715987018), ([(3741, 0, 3742)], -0.758147670515579, 127.31904855202195)]"
1.0748414,1,11,"[5.1416426, 4.914092]","[14, 202]",5.0278673,108.0,"(18018, 2, 916)","[([(18018, 2, 121), (8244, 2, 916), (8244, 2, 121)], 3.7617006, 'xrule'), ([(18018, 2, 121), (6864, 2, 121), (6864, 2, 916)], 2.8516006, 'xrule'), ([(18018, 2, 121), (3016, 2, 121), (3016, 2, 916)], 2.1996002, 'xrule'), ([(18018, 2, 121), (6266, 2, 916), (6266, 2, 121)], 2.0696, 'xrule'), ([(18018, 2, 121), (7511, 2, 916), (7511, 2, 121)], 1.8311005, 'xrule'), ([(18018, 2, 121), (3122, 2, 916), (3122, 2, 121)], 1.1067, 'xrule'), ([(18018, 2, 121)], 0.9774771240198925, -13.273392674122334), ([(18018, 2, 121), (1242, 2, 916), (1242, 2, 121)], 0.72380066, 'xrule'), ([(18018, 2, 121), (1513, 2, 121), (1513, 2, 916)], 0.64540005, 'xrule'), ([(18018, 2, 121), (1919, 2, 916), (1919, 2, 121)], -0.14190006, 'xrule'), ([(18018, 2, 121), (4774, 2, 121), (4774, 2, 916)], -0.19589996, 'xrule')]"
4.8635826,1,10,"[4.9715085, 5.2129555]","[2, 9]",5.0922318,5.5,"(36972, 5, 172)","[([(219, 0, 220), (219, 5, 172), (36972, 0, 220)], 2.5538998, 'xrule'), ([(220, 5, 172), (36972, 0, 220)], 1.4136, 'xrule'), ([(13177, 2, 36972)], 0.05675224490156033, 97.51418424436183), ([(3077, 0, 220), (36972, 0, 220), (3077, 5, 172)], -0.07390022, 'xrule'), ([(36972, 0, 220)], -0.17873855373491884, 86.45543393616391), ([(11166, 0, 36972)], -1.0269355258829072, 0.2636786375798801), ([(36972, 0, 220), (11515, 0, 220), (11515, 5, 172)], -1.5210009, 'xrule'), ([(36972, 0, 220), (13906, 5, 172), (13906, 0, 220)], -1.8406, 'xrule'), ([(21709, 0, 220), (36972, 0, 220), (21709, 5, 172)], -1.9434004, 'xrule'), ([(36972, 0, 220), (23386, 0, 220), (23386, 5, 172)], -2.4529, 'xrule')]"
1.1540937,1,9,"[2.0128357, 1.982125]","[6, 1]",1.9974804,3.5,"(33791, 0, 2687)","[([(9031, 0, 2687), (9031, 0, 19383), (19383, 4, 33791)], 1.1062994, 'xrule'), ([(19383, 4, 28231), (28231, 0, 2687), (19383, 4, 33791)], 1.0869999, 'xrule'), ([(19383, 4, 28466), (28466, 0, 2687), (19383, 4, 33791)], 0.9076996, 'xrule'), ([(19383, 4, 33791), (33791, 4, 11695)], 0.4552956048507353, 14866.611897561248), ([(19383, 4, 33791)], -0.012138326722796508, -12810.503034554416), ([(33791, 4, 11695)], -0.48989196348854946, -8904.620080991368), ([(19383, 4, 6244), (6244, 0, 2687), (19383, 4, 33791)], -0.80529976, 'xrule'), ([(15809, 0, 2687), (19383, 4, 33791), (19383, 4, 15809)], -0.9695997, 'xrule'), ([(19382, 4, 2687), (19382, 4, 19383), (19383, 4, 33791)], -1.0550003, 'xrule')]"
1.5995007,1,3,"[5.5137486, 4.950366]","[36533, 2661]",5.2320576,19597.0,"(18333, 0, 1929)","[([(19658, 0, 1929), (18332, 4, 18333), (18332, 4, 19658)], 0.30340004, 'xrule'), ([(18333, 4, 1248)], -0.3072738237765257, -1199.5762197033516), ([(18332, 4, 18333)], -0.5283593702657011, 3050.370899610085)]"
2.6455247,1,7,"[5.766503, 5.1604424]","[2642, 224]",5.4634724,1433.0,"(27097, 0, 10241)","[([(38312, 0, 27097)], 0.49799828012269076, 5893.621988794422), ([(24530, 0, 10241), (3408, 8, 24530), (3408, 8, 27097)], -0.9236002, 'xrule'), ([(3408, 8, 27097)], -0.9639806246906912, -8560.72391809423), ([(3408, 8, 16405), (16405, 0, 10241), (3408, 8, 27097)], -1.2155008, 'xrule'), ([(27782, 0, 10241), (3408, 8, 27782), (3408, 8, 27097)], -1.7861004, 'xrule'), ([(3408, 8, 133), (133, 0, 10241), (3408, 8, 27097)], -2.0355005, 'xrule'), ([(3408, 8, 34911), (3408, 8, 27097), (34911, 0, 10241)], -2.3885002, 'xrule')]"
0.75780964,1,11,"[5.111307, 5.0743003]","[868, 311]",5.092804,589.5,"(33324, 0, 284)","[([(2924, 4, 33324), (2924, 4, 16851), (16851, 0, 284)], 0.9982996, 'xrule'), ([(2924, 4, 33324)], 0.8746195320733725, 5529.705706006533), ([(2924, 4, 33324), (8557, 0, 284), (2924, 4, 8557)], 0.3614998, 'xrule'), ([(2924, 4, 33324), (21268, 0, 284), (2924, 4, 21268)], -0.037700653, 'xrule'), ([(2924, 4, 33324), (22648, 0, 284), (2924, 4, 22648)], -0.108400345, 'xrule'), ([(2924, 4, 33324), (2924, 4, 23718), (23718, 0, 284)], -1.0851002, 'xrule'), ([(2924, 4, 33324), (15811, 0, 284), (2924, 4, 15811)], -2.2953005, 'xrule'), ([(22837, 0, 284), (2924, 4, 33324), (2924, 4, 22837)], -2.3062, 'xrule'), ([(2924, 4, 33324), (2924, 4, 6543), (6543, 0, 284)], -2.5485, 'xrule'), ([(2924, 4, 33324), (2924, 4, 5059), (5059, 0, 284)], -3.5192003, 'xrule'), ([(2924, 4, 33324), (26529, 0, 284), (2924, 4, 26529)], -4.0453005, 'xrule')]"
1.2696587,1,2,"[4.608122, 5.019561]","[11, 1]",4.8138413,6.0,"(19442, 2, 1137)","[([(3188, 8, 19442)], 0.7531834108248994, 734.6798719424382), ([(19442, 5, 774)], 0.30644802374635, 25.576018018092178)]"
