original_score,new_score,prediction,new_scores,original_rank,exp_length,facts,new_rank,new_ranks,exp
6.6937075,5.0648317,"(7327, 17, 215)",[5.0648317],1,11,"[({(7327, 85, 434), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 1.0877080494068523, 'baseline'), ({(7327, 48, 32), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 1.032687715664521, 'baseline'), ({(7327, 48, 32), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 1.00675826406367, 'baseline'), ({(7327, 85, 434), (7327, 17, 862), (53, 22, 7327), (7327, 17, 393)}, 1.0055184873926948, 'baseline'), ({(7327, 17, 862), (53, 22, 7327), (7327, 43, 141), (7327, 17, 393)}, 0.9785333183328297, 'baseline'), ({(7327, 100, 160), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 0.9711728598187884, 'baseline'), ({(7327, 48, 32), (7327, 17, 862), (53, 22, 7327), (7327, 17, 393)}, 0.9637198948550493, 'baseline'), ({(3169, 22, 7327), (7327, 85, 434), (7327, 17, 862), (7327, 17, 393)}, 0.9474373360153879, 'baseline'), ({(7327, 100, 160), (7327, 17, 862), (7327, 43, 141), (7327, 17, 393)}, 0.9468594093608894, 'baseline'), ({(7327, 85, 434), (7327, 17, 862), (7327, 82, 1771), (7327, 17, 393)}, 0.9390688437578021, 'baseline')]",5.0,[5],"[(13205, 17, 393), (7327, 43, 141), (13205, 43, 141), (13205, 17, 215), (7327, 17, 393), (7327, 17, 862), (9660, 85, 434), (9660, 17, 215), (14213, 17, 862), (7327, 85, 434), (14213, 17, 215)]"
6.301168,5.8650413,"(1127, 10, 6315)",[5.8650413],1,8,"[({(1127, 47, 670), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.032259027424211016, 'baseline'), ({(1127, 47, 670), (1127, 7, 1335), (1127, 10, 4121), (1127, 10, 6066)}, 0.027805368398185953, 'baseline'), ({(1127, 47, 670), (1127, 10, 468), (1127, 10, 6066), (1127, 10, 4121)}, 0.027000467227995192, 'baseline'), ({(1127, 10, 6066), (1127, 7, 1335), (670, 19, 1127), (1127, 10, 4121)}, 0.02601055328996147, 'baseline'), ({(1127, 10, 468), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.02482418243431177, 'baseline'), ({(1127, 7, 296), (1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121)}, 0.02429966156015984, 'baseline'), ({(1127, 7, 1608), (1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121)}, 0.023794214216247826, 'baseline'), ({(1127, 47, 670), (1127, 7, 440), (1127, 10, 6066), (1127, 10, 4121)}, 0.023450891416974026, 'baseline'), ({(1127, 7, 296), (670, 19, 1127), (1127, 10, 4121), (1127, 10, 6066)}, 0.022531549417902037, 'baseline'), ({(1127, 47, 670), (1127, 10, 6066), (1127, 10, 4121), (1127, 7, 2502)}, 0.02223400301980559, 'baseline')]",7.0,[7],"[(1127, 10, 6066), (1127, 10, 4121), (5136, 10, 6315), (6315, 27, 670), (1127, 47, 670), (5136, 10, 6066), (670, 19, 1127), (5136, 10, 4121)]"
7.7758446,6.67524,"(8758, 19, 1724)",[6.67524],1,10,"[({(8758, 48, 1928), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.986632441449234, 'baseline'), ({(8758, 82, 8686), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.860519495018777, 'baseline'), ({(8758, 82, 8759), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.8334437258676113, 'baseline'), ({(8758, 48, 1928), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.8273592833656542, 'baseline'), ({(8758, 17, 862), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.8068638673564525, 'baseline'), ({(8758, 48, 1928), (8758, 82, 8759), (8758, 19, 4418), (8758, 6, 4975)}, 1.7994747983012864, 'baseline'), ({(11663, 165, 8758), (8758, 17, 5529), (8758, 19, 4418), (8758, 6, 4975)}, 1.7917404991028565, 'baseline'), ({(11663, 165, 8758), (8758, 82, 8686), (8758, 19, 4418), (8758, 6, 4975)}, 1.7864094593688695, 'baseline'), ({(8758, 17, 862), (8758, 48, 1928), (8758, 19, 4418), (8758, 6, 4975)}, 1.7620211446903875, 'baseline'), ({(11663, 165, 8758), (8758, 48, 1928), (8758, 19, 4418), (8758, 6, 4975)}, 1.7529288132994778, 'baseline')]",2.0,[2],"[(13176, 19, 1724), (8758, 19, 4418), (8758, 6, 4975), (9918, 19, 4418), (1724, 7, 4975), (13176, 48, 1928), (8758, 82, 8686), (1724, 47, 9918), (9918, 82, 8686), (8758, 48, 1928)]"
7.0566015,6.6127563,"(9376, 25, 62)",[6.6127563],1,11,"[({(1019, 89, 9376), (9376, 61, 3360), (9376, 61, 2940), (9376, 124, 2846)}, 0.9474287529424881, 'baseline'), ({(9376, 124, 2846), (3181, 89, 9376), (9376, 61, 2940), (9376, 61, 3360)}, 0.9242318168205707, 'baseline'), ({(3830, 63, 9376), (9376, 61, 3360), (9376, 61, 2940), (9376, 124, 2846)}, 0.9192083372479422, 'baseline'), ({(1019, 89, 9376), (3181, 89, 9376), (9376, 61, 2940), (9376, 124, 2846)}, 0.8688669684972584, 'baseline'), ({(9376, 124, 2846), (9376, 61, 3360), (9376, 166, 5422), (9376, 61, 2940)}, 0.8674874786025275, 'baseline'), ({(9376, 124, 2846), (9376, 166, 5422), (3830, 63, 9376), (9376, 108, 5422)}, 0.8635688307410831, 'baseline'), ({(9376, 124, 2846), (9376, 61, 3360), (9376, 61, 2940), (9376, 108, 5422)}, 0.8447454451555126, 'baseline'), ({(9376, 124, 2846), (9376, 166, 5422), (9376, 61, 2940), (9376, 108, 5422)}, 0.824852275351463, 'baseline'), ({(3830, 63, 9376), (3181, 89, 9376), (9376, 61, 2940), (9376, 124, 2846)}, 0.8148873322646711, 'baseline'), ({(1019, 89, 9376), (9376, 124, 2846), (9376, 61, 2940), (3830, 63, 9376)}, 0.7974660863906593, 'baseline')]",1.0,[1],"[(13973, 25, 62), (9376, 61, 3360), (1019, 89, 9376), (12908, 124, 2846), (9376, 61, 2940), (13973, 95, 2940), (12908, 25, 62), (9545, 25, 62), (9376, 124, 2846), (1019, 89, 9545), (13973, 95, 3360)]"
6.9488378,6.784736,"(1658, 26, 990)",[6.784736],1,10,"[({(1658, 31, 657), (1658, 26, 342), (1658, 28, 32), (1658, 31, 4)}, 0.34729484866362076, 'baseline'), ({(1658, 26, 342), (1658, 34, 90), (1658, 28, 32), (1658, 31, 4)}, 0.3317709380107947, 'baseline'), ({(1658, 31, 657), (1658, 26, 342), (1658, 34, 90), (1658, 31, 4)}, 0.32861904440966605, 'baseline'), ({(1658, 31, 657), (1658, 26, 342), (982, 7, 1658), (1658, 31, 4)}, 0.3235903196850358, 'baseline'), ({(982, 7, 1658), (1658, 26, 342), (1658, 28, 32), (1658, 31, 4)}, 0.32221798234994115, 'baseline'), ({(1658, 31, 657), (1658, 26, 342), (1658, 34, 90), (1658, 28, 32)}, 0.3126402310830352, 'baseline'), ({(982, 7, 1658), (1658, 26, 342), (1658, 34, 90), (1658, 31, 4)}, 0.3043117932503081, 'baseline'), ({(1658, 31, 657), (1658, 26, 342), (982, 7, 1658), (1658, 28, 32)}, 0.3028421811232431, 'baseline'), ({(4362, 6, 1658), (1658, 26, 342), (1658, 28, 32), (1658, 31, 4)}, 0.2958555630633832, 'baseline'), ({(1658, 31, 657), (4362, 6, 1658), (1658, 26, 342), (1658, 31, 4)}, 0.29374698910145, 'baseline')]",1.0,[1],"[(1658, 31, 657), (1658, 26, 342), (13009, 31, 4), (1658, 31, 4), (2114, 31, 657), (13009, 26, 342), (13009, 13, 32), (13009, 26, 990), (1658, 28, 32), (2114, 26, 990)]"
6.6759186,6.2720413,"(3577, 48, 32)",[6.2720413],1,8,"[({(4877, 22, 3577), (3577, 66, 4986), (3577, 38, 364), (3577, 66, 3796)}, 0.3335147315075148, 'baseline'), ({(3577, 66, 4986), (4877, 22, 3577), (3577, 6, 5432), (3577, 66, 3796)}, 0.3308725768212163, 'baseline'), ({(4877, 22, 3577), (3577, 66, 4986), (3577, 66, 3796)}, 0.3275342398691602, 'baseline'), ({(80, 3, 3577), (4877, 22, 3577), (3577, 66, 4986), (3577, 66, 3796)}, 0.3270821982148307, 'baseline'), ({(80, 8, 3577), (4877, 22, 3577), (3577, 66, 4986), (3577, 66, 3796)}, 0.32606558137755237, 'baseline'), ({(3333, 8, 3577), (4877, 22, 3577), (3577, 66, 4986), (3577, 66, 3796)}, 0.317765753739616, 'baseline'), ({(3577, 66, 4986), (4877, 22, 3577), (3577, 8, 988), (3577, 66, 3796)}, 0.3173242025561605, 'baseline'), ({(4877, 22, 3577), (3577, 66, 4986), (3577, 8, 2380), (3577, 66, 3796)}, 0.3081975392549518, 'baseline'), ({(3577, 8, 9514), (4877, 22, 3577), (3577, 66, 4986), (3577, 66, 3796)}, 0.306974451952678, 'baseline'), ({(4877, 22, 3577), (3577, 66, 4986), (1367, 3, 3577), (3577, 66, 3796)}, 0.30366806310016237, 'baseline')]",1.0,[1],"[(4877, 16, 32), (364, 185, 32), (4986, 133, 32), (3577, 66, 3796), (32, 15, 3796), (3577, 38, 364), (4877, 22, 3577), (3577, 66, 4986)]"
6.498813,6.659852,"(2016, 17, 60)",[6.659852],1,7,"[({(4325, 8, 2016), (1920, 21, 2016), (792, 8, 2016), (2016, 8, 4325)}, 0.03815607257219951, 'baseline'), ({(4325, 3, 2016), (1920, 21, 2016), (792, 8, 2016), (2016, 8, 4325)}, 0.037484209038068046, 'baseline'), ({(4325, 8, 2016), (4325, 3, 2016), (1920, 21, 2016), (2016, 8, 4325)}, 0.03746370500305074, 'baseline'), ({(4325, 8, 2016), (4325, 3, 2016), (1920, 21, 2016), (792, 8, 2016)}, 0.03738741106557783, 'baseline'), ({(4325, 8, 2016), (1920, 21, 2016), (792, 8, 2016), (2016, 3, 4325)}, 0.03675035662507728, 'baseline'), ({(4325, 8, 2016), (1920, 21, 2016), (2016, 8, 4325), (2016, 3, 4325)}, 0.03656200596279342, 'baseline'), ({(1920, 21, 2016), (2016, 3, 4325), (792, 8, 2016), (2016, 8, 4325)}, 0.036519567437036576, 'baseline'), ({(4325, 3, 2016), (1920, 21, 2016), (792, 8, 2016), (2016, 3, 4325)}, 0.03618721193315773, 'baseline'), ({(4325, 3, 2016), (1920, 21, 2016), (2016, 8, 4325), (2016, 3, 4325)}, 0.036108056957725815, 'baseline'), ({(4325, 8, 2016), (4325, 3, 2016), (1920, 21, 2016), (2016, 3, 4325)}, 0.035872022574469, 'baseline')]",1.0,[1],"[(1920, 21, 2016), (792, 17, 60), (1920, 17, 60), (792, 8, 2016), (4325, 8, 2016), (2016, 8, 4325), (4325, 17, 60)]"
6.5098124,6.3928204,"(5605, 17, 862)",[6.3928204],1,2,"[({(5605, 17, 1192)}, 0.20924333803031903, 'baseline'), ({(5605, 77, 1686), (5605, 17, 1192)}, 0.1993112967840751, 'baseline'), ({(5605, 45, 7550), (5605, 17, 1192)}, 0.19367746574919073, 'baseline'), ({(5605, 77, 5293), (5605, 17, 1192)}, 0.19034914236599734, 'baseline'), ({(5293, 77, 5605), (5605, 17, 1192)}, 0.18677524785063215, 'baseline'), ({(5605, 17, 1192), (5605, 164, 2458)}, 0.18526510457029624, 'baseline'), ({(5605, 45, 7550), (5605, 77, 1686), (5605, 17, 1192)}, 0.184382478974314, 'baseline'), ({(5605, 45, 5194), (5605, 17, 1192)}, 0.18420223454874932, 'baseline'), ({(5605, 17, 1192), (5293, 164, 5605)}, 0.18178800802885864, 'baseline'), ({(3441, 123, 5605), (5605, 17, 1192)}, 0.18166259984926236, 'baseline')]",1.0,[1],"[(1192, 181, 862), (5605, 17, 1192)]"
8.85631,8.735927,"(7019, 11, 23)",[8.735927],1,12,"[({(7019, 26, 1098), (7019, 26, 64), (7019, 31, 163), (7019, 14, 160)}, 0.4949875303127973, 'baseline'), ({(7019, 31, 163), (7019, 26, 64), (7019, 26, 342), (7019, 14, 160)}, 0.4823913997992985, 'baseline'), ({(7019, 31, 163), (7019, 26, 1098), (7019, 26, 342), (7019, 14, 160)}, 0.4759426540314028, 'baseline'), ({(7019, 26, 64), (7019, 26, 1881), (7019, 31, 163), (7019, 14, 160)}, 0.45216755303761375, 'baseline'), ({(7019, 26, 1098), (7019, 26, 1881), (7019, 31, 163), (7019, 14, 160)}, 0.44452099233727455, 'baseline'), ({(7019, 31, 163), (7019, 26, 64), (7019, 31, 84), (7019, 14, 160)}, 0.4412870827032251, 'baseline'), ({(7019, 31, 163), (7019, 26, 1098), (7019, 31, 84), (7019, 14, 160)}, 0.435870212507766, 'baseline'), ({(7019, 26, 64), (7019, 28, 1080), (7019, 31, 163), (7019, 14, 160)}, 0.43342213053281453, 'baseline'), ({(7019, 31, 163), (7019, 26, 1881), (7019, 26, 342), (7019, 14, 160)}, 0.4316320838213833, 'baseline'), ({(7019, 31, 163), (7019, 26, 1098), (7019, 26, 64), (7019, 26, 342)}, 0.4303303183993812, 'baseline')]",1.0,[1],"[(7019, 26, 1098), (8471, 11, 23), (2114, 26, 1098), (5849, 11, 23), (7019, 14, 160), (8471, 31, 163), (10359, 14, 160), (5849, 26, 64), (2114, 11, 23), (10359, 11, 23), (7019, 26, 64), (7019, 31, 163)]"
7.565317,7.676789,"(868, 26, 342)",[7.676789],1,9,"[({(868, 28, 32), (868, 14, 160), (868, 26, 1098), (868, 26, 64)}, 0.37411407798968666, 'baseline'), ({(868, 28, 32), (868, 84, 869), (868, 26, 1098), (868, 26, 64)}, 0.33296970662584496, 'baseline'), ({(868, 28, 32), (3032, 6, 868), (868, 26, 1098), (868, 26, 64)}, 0.3315906935820361, 'baseline'), ({(868, 28, 32), (868, 34, 90), (868, 26, 1098), (868, 26, 64)}, 0.32584957416435945, 'baseline'), ({(868, 28, 32), (868, 106, 249), (868, 26, 1098), (868, 26, 64)}, 0.3175249510195371, 'baseline'), ({(868, 84, 869), (868, 14, 160), (868, 26, 1098), (868, 26, 64)}, 0.3161688261111015, 'baseline'), ({(868, 26, 1098), (3032, 6, 868), (868, 26, 64), (868, 14, 160)}, 0.31405357647072674, 'baseline'), ({(868, 28, 32), (868, 26, 1098), (2259, 7, 868), (868, 26, 64)}, 0.31309894843694086, 'baseline'), ({(868, 34, 90), (868, 14, 160), (868, 26, 1098), (868, 26, 64)}, 0.30758194251190535, 'baseline'), ({(868, 106, 249), (868, 14, 160), (868, 26, 1098), (868, 26, 64)}, 0.3071537427616059, 'baseline')]",1.0,[1],"[(13009, 26, 1098), (13009, 26, 342), (868, 28, 32), (13009, 13, 32), (868, 14, 160), (868, 26, 64), (13009, 26, 64), (13009, 14, 160), (868, 26, 1098)]"
7.8973103,7.079077,"(3116, 11, 23)",[7.079077],1,11,"[({(3116, 14, 160), (1642, 32, 3116), (3116, 31, 4), (3116, 13, 32)}, 1.2009811963684007, 'baseline'), ({(3116, 14, 160), (467, 7, 3116), (3116, 31, 4), (3116, 13, 32)}, 1.132514054180931, 'baseline'), ({(3116, 14, 160), (7999, 2, 3116), (3116, 31, 4), (3116, 13, 32)}, 1.1035137710843217, 'baseline'), ({(3116, 14, 160), (1250, 7, 3116), (3116, 31, 4), (3116, 13, 32)}, 1.0961914595316298, 'baseline'), ({(3116, 14, 160), (3116, 13, 32), (3116, 31, 4), (3116, 31, 7999)}, 1.0801153711156395, 'baseline'), ({(3116, 14, 160), (3116, 31, 4), (3116, 13, 32)}, 1.0549011752175455, 'baseline'), ({(3116, 14, 160), (3116, 31, 4), (3116, 109, 6850), (3116, 13, 32)}, 1.0453806442890572, 'baseline'), ({(3116, 14, 160), (2558, 102, 3116), (3116, 31, 4), (3116, 13, 32)}, 1.0424938720463603, 'baseline'), ({(3116, 14, 160), (3116, 31, 4), (3116, 30, 1501), (3116, 13, 32)}, 1.034238866997477, 'baseline'), ({(3116, 14, 160), (3116, 31, 4), (3116, 84, 3810), (3116, 13, 32)}, 1.0288601437398626, 'baseline')]",1.0,[1],"[(3116, 14, 160), (1642, 32, 3116), (1642, 32, 10679), (10359, 14, 160), (10679, 11, 23), (9520, 11, 23), (3116, 31, 4), (9520, 31, 4), (3116, 13, 32), (10359, 11, 23), (10679, 28, 32)]"
6.271813,6.0196867,"(3481, 13, 1934)",[6.0196867],1,10,"[({(3481, 13, 202), (3481, 13, 637), (3481, 13, 1080), (3481, 13, 27)}, 0.14859966482652645, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 13, 2282), (3481, 13, 27)}, 0.1369991704448371, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 13, 449), (3481, 13, 27)}, 0.13386825763017443, 'baseline'), ({(3481, 13, 202), (3481, 13, 637), (3481, 13, 1080), (3481, 13, 2282)}, 0.12966541491045344, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 13, 2410), (3481, 13, 27)}, 0.12957576953006233, 'baseline'), ({(3481, 13, 1361), (3481, 13, 637), (3481, 13, 1080), (3481, 13, 27)}, 0.12860874376029777, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 203, 5143), (3481, 13, 27)}, 0.12795261584130468, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 14, 160), (3481, 13, 27)}, 0.12747005666885564, 'baseline'), ({(3481, 13, 202), (3481, 13, 637), (3481, 13, 1080), (3481, 13, 449)}, 0.12673000534293138, 'baseline'), ({(3481, 13, 1080), (3481, 13, 637), (3481, 13, 2600), (3481, 13, 27)}, 0.12134365284357279, 'baseline')]",5.0,[5],"[(1934, 58, 637), (13671, 150, 1080), (3481, 13, 27), (9894, 163, 1934), (13671, 150, 1934), (3481, 13, 637), (9894, 131, 202), (3481, 13, 202), (3481, 13, 1080), (27, 58, 1934)]"
7.389966,6.8156853,"(6848, 28, 32)",[6.8156853],1,11,"[({(6848, 31, 2461), (6848, 11, 23), (1702, 32, 6848), (6848, 86, 742)}, 0.40975479479207194, 'baseline'), ({(6848, 11, 23), (1702, 32, 6848), (2961, 6, 6848), (6848, 86, 742)}, 0.4061985432656162, 'baseline'), ({(6848, 86, 87), (6848, 11, 23), (1702, 32, 6848), (6848, 86, 742)}, 0.3867063937638992, 'baseline'), ({(6848, 11, 23), (1702, 32, 6848), (6848, 86, 742), (5137, 6, 6848)}, 0.38271145203244444, 'baseline'), ({(7785, 6, 6848), (6848, 11, 23), (1702, 32, 6848), (6848, 86, 742)}, 0.380462687966595, 'baseline'), ({(6848, 31, 2461), (6848, 11, 23), (6848, 86, 742), (2961, 6, 6848)}, 0.37521271080840907, 'baseline'), ({(6848, 31, 2461), (6848, 11, 23), (6848, 86, 742), (5137, 6, 6848)}, 0.35850624401013, 'baseline'), ({(3248, 2, 6848), (6848, 11, 23), (1702, 32, 6848), (6848, 86, 742)}, 0.35668758706513254, 'baseline'), ({(6848, 11, 23), (1702, 32, 6848), (6848, 86, 742), (8976, 6, 6848)}, 0.35574440314309147, 'baseline'), ({(6848, 86, 87), (6848, 11, 23), (6848, 86, 742), (6848, 31, 2461)}, 0.35396293949398133, 'baseline')]",1.0,[1],"[(1702, 32, 6848), (6848, 31, 2461), (32, 15, 9656), (6848, 86, 742), (10026, 13, 32), (10026, 86, 1702), (654, 185, 32), (654, 107, 2461), (10026, 11, 23), (742, 83, 9656), (6848, 11, 23)]"
8.157777,8.193285,"(6079, 220, 8450)",[8.193285],1,12,"[({(434, 161, 6079), (6079, 220, 4005), (6079, 220, 6386), (6079, 25, 62)}, 0.7700424656795258, 'baseline'), ({(6079, 220, 4005), (6079, 148, 7018), (6079, 220, 6386), (6079, 25, 62)}, 0.6688576191340091, 'baseline'), ({(6079, 220, 4005), (6079, 148, 2034), (6079, 220, 6386), (6079, 25, 62)}, 0.6662741153642882, 'baseline'), ({(6079, 220, 4005), (6079, 220, 6386), (6079, 25, 62), (6079, 148, 1264)}, 0.6595564333881776, 'baseline'), ({(6079, 220, 4005), (6079, 220, 6386), (6079, 25, 62), (6079, 148, 6025)}, 0.6594229189445293, 'baseline'), ({(6079, 220, 4005), (6079, 148, 1922), (6079, 220, 6386), (6079, 25, 62)}, 0.652261778401398, 'baseline'), ({(6079, 148, 9623), (6079, 220, 4005), (6079, 220, 6386), (6079, 25, 62)}, 0.6509323564141846, 'baseline'), ({(6079, 220, 4005), (6079, 220, 6386), (6079, 25, 62), (6079, 148, 3021)}, 0.6468420472199025, 'baseline'), ({(434, 161, 6079), (6079, 220, 4005), (6079, 148, 7018), (6079, 220, 6386)}, 0.6020870646244455, 'baseline'), ({(434, 161, 6079), (6079, 220, 4005), (6079, 148, 2034), (6079, 220, 6386)}, 0.594090505375283, 'baseline')]",2.0,[2],"[(6079, 220, 4005), (5778, 220, 8450), (10954, 220, 4005), (13528, 220, 8450), (13528, 220, 6386), (6079, 220, 6386), (434, 161, 5778), (6079, 25, 62), (10954, 220, 8450), (12954, 220, 8450), (434, 161, 6079), (12954, 25, 62)]"
5.790435,5.5523925,"(4592, 17, 818)",[5.5523925],1,3,"[({(7146, 8, 4592), (4592, 8, 7146)}, 0.002663652369009108, 'baseline'), ({(4592, 8, 7146)}, 0.0009437007479124597, 'baseline'), ({(7146, 8, 4592), (4592, 8, 7146), (2569, 8, 4592)}, 0.0005636615359198028, 'baseline'), ({(7146, 8, 4592)}, 0.000365297267246047, 'baseline'), ({(4592, 8, 7146), (2569, 8, 4592)}, 0.00033430285101405634, 'baseline'), ({(7146, 8, 4592), (2569, 8, 4592)}, -0.0002746182048509764, 'baseline'), ({(2569, 8, 4592)}, -0.001056631124470992, 'baseline'), ({(4592, 8, 7146), (10076, 8, 4592)}, -0.008153398567077084, 'baseline'), ({(4592, 8, 10076), (4592, 8, 7146)}, -0.008176763569798904, 'baseline'), ({(7146, 8, 4592), (10076, 8, 4592), (4592, 8, 7146)}, -0.008346994429895838, 'baseline')]",1.0,[1],"[(7146, 8, 4592), (4592, 8, 7146), (7146, 17, 818)]"
7.8901253,5.771745,"(8007, 43, 141)",[5.771745],1,12,"[({(8007, 48, 32), (8007, 85, 434), (8007, 17, 2044), (8007, 39, 150)}, 3.4584139390330835, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (8007, 19, 1060), (8007, 39, 150)}, 2.995221358558082, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (2468, 27, 8007), (8007, 39, 150)}, 2.8927270991426774, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (9171, 12, 8007), (8007, 39, 150)}, 2.8746740412805907, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (1060, 47, 8007), (8007, 39, 150)}, 2.870028215870274, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (8007, 39, 150), (9508, 183, 8007)}, 2.8578831713756925, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (8007, 39, 150)}, 2.8576981584539256, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (8007, 39, 150), (4322, 183, 8007)}, 2.8546363865085103, 'baseline'), ({(8007, 19, 2167), (8007, 85, 434), (8007, 48, 32), (8007, 39, 150)}, 2.8499519373974453, 'baseline'), ({(8007, 48, 32), (8007, 85, 434), (8007, 38, 9171), (8007, 39, 150)}, 2.8372833258561294, 'baseline')]",1.0,[1],"[(14350, 48, 32), (8007, 17, 2044), (14350, 43, 141), (11381, 39, 150), (8007, 85, 434), (8007, 48, 32), (10702, 43, 141), (10702, 85, 434), (12439, 43, 141), (8007, 39, 150), (11381, 43, 141), (12439, 17, 2044)]"
7.833797,7.2142067,"(3861, 26, 64)",[7.2142067],1,9,"[({(3861, 28, 32), (3861, 31, 4), (3861, 13, 32), (3861, 26, 990)}, 0.3380060607226724, 'baseline'), ({(3861, 26, 1881), (3861, 31, 4), (3861, 13, 32), (3861, 26, 990)}, 0.32627968125940005, 'baseline'), ({(3861, 26, 1881), (3861, 28, 32), (3861, 31, 4), (3861, 13, 32)}, 0.3211288862568805, 'baseline'), ({(3861, 26, 1881), (3861, 28, 32), (3861, 13, 32), (3861, 26, 990)}, 0.31943706798205546, 'baseline'), ({(3861, 26, 1881), (3861, 28, 32), (3861, 31, 4), (3861, 26, 990)}, 0.3107548169764775, 'baseline'), ({(3861, 28, 32), (3861, 31, 4), (3861, 13, 32), (84, 2, 3861)}, 0.3096094541182588, 'baseline'), ({(3861, 31, 4), (3861, 13, 32), (3861, 26, 990), (84, 2, 3861)}, 0.30834202096639146, 'baseline'), ({(3861, 28, 32), (3861, 13, 32), (3861, 26, 990), (84, 2, 3861)}, 0.30056194580427353, 'baseline'), ({(3861, 28, 32), (3861, 31, 4), (3861, 26, 990), (84, 2, 3861)}, 0.29357818875389663, 'baseline'), ({(3861, 26, 1881), (3861, 31, 4), (3861, 13, 32), (84, 2, 3861)}, 0.29137138635114035, 'baseline')]",2.0,[2],"[(13009, 31, 4), (3861, 13, 32), (3861, 26, 990), (5849, 28, 32), (3861, 28, 32), (5849, 26, 64), (13009, 26, 990), (13009, 26, 64), (3861, 31, 4)]"
6.3330984,5.440774,"(9419, 31, 2512)",[5.440774],1,12,"[({(9419, 116, 10417), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.3450279648132301, 'baseline'), ({(9419, 31, 9900), (9419, 31, 6394), (9419, 86, 482), (2300, 7, 9419)}, 0.33125213917804575, 'baseline'), ({(9419, 31, 6394), (3179, 7, 9419), (9419, 31, 9900), (2300, 7, 9419)}, 0.31932358074469136, 'baseline'), ({(9419, 34, 90), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.3168592863021063, 'baseline'), ({(9419, 116, 10417), (9419, 31, 9900), (9419, 31, 6394), (9419, 86, 482)}, 0.31023268027811324, 'baseline'), ({(2636, 7, 9419), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.3075910024275154, 'baseline'), ({(863, 7, 9419), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.2949715069219657, 'baseline'), ({(14, 7, 9419), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.2935657909860068, 'baseline'), ({(2227, 7, 9419), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.281945746193597, 'baseline'), ({(9419, 30, 14), (9419, 31, 6394), (9419, 31, 9900), (2300, 7, 9419)}, 0.28057674674945393, 'baseline')]",4.0,[4],"[(9419, 116, 10417), (3053, 31, 2512), (9419, 31, 9900), (5247, 116, 10417), (2300, 7, 8002), (5247, 31, 2512), (2300, 7, 9419), (3053, 31, 9900), (12112, 31, 2512), (8002, 31, 2512), (9419, 31, 6394), (12112, 31, 6394)]"
