new_score,new_ranks,prediction,facts,new_scores,exp_length,original_rank,exp,new_rank,original_score
5.9226136,[2],"(5575, 11, 8038)","[([(25429, 11, 8038), (25429, 4, 66), (5575, 4, 66)], 0.8323002, 'xrule'), ([(5575, 3, 75), (10332, 11, 8038), (10332, 3, 75)], 0.8154001, 'xrule'), ([(20908, 3, 725), (20908, 11, 8038), (5575, 3, 725)], 0.57750034, 'xrule'), ([(20908, 3, 651), (20908, 11, 8038), (5575, 3, 651)], 0.53490067, 'xrule'), ([(20230, 3, 100), (20230, 11, 8038), (5575, 3, 100)], 0.53200054, 'xrule'), ({(5575, 3, 651)}, 0.1864853308991408, 'baseline'), ({(5575, 2, 68)}, 0.11051754196046598, 'baseline'), ({(5575, 2, 30)}, 0.09683613018318639, 'baseline'), ({(5575, 3, 953)}, 0.07825187876096641, 'baseline'), ({(5575, 3, 115)}, 0.06744293402884459, 'baseline'), ({(5575, 3, 954)}, 0.06486896706737395, 'baseline'), ({(5575, 3, 2563)}, 0.05867962071775012, 'baseline'), ({(5575, 3, 100)}, 0.04688934511337959, 'baseline'), ({(5575, 5, 5576)}, 0.037298242521005734, 'baseline'), ({(5575, 3, 725)}, 0.03422550387537281, 'baseline')]",[5.9226136],14,1,"[(20230, 11, 8038), (5575, 3, 651), (10332, 3, 75), (5575, 3, 725), (25429, 11, 8038), (5575, 3, 75), (20908, 3, 725), (20908, 11, 8038), (20908, 3, 651), (20230, 3, 100), (25429, 4, 66), (10332, 11, 8038), (5575, 3, 100), (5575, 4, 66)]",2.0,6.8954225
5.6489277,[1],"(5067, 11, 7992)","[([(23486, 11, 7992), (23486, 3, 78), (5067, 3, 78)], 0.87199974, 'xrule'), ([(12340, 11, 7992), (12340, 3, 78), (5067, 3, 78)], 0.86569977, 'xrule'), ([(5067, 2, 31), (14544, 2, 31), (14544, 11, 7992)], 0.85700035, 'xrule'), ([(5067, 2, 30), (14544, 2, 30), (14544, 11, 7992)], 0.8125, 'xrule'), ([(5067, 3, 6), (25622, 3, 6), (25622, 11, 7992)], 0.51830006, 'xrule'), ({(5067, 3, 9)}, 0.09646038249513086, 'baseline'), ({(5067, 3, 10)}, 0.08801559642522983, 'baseline'), ({(5067, 3, 39)}, 0.07223610117127348, 'baseline'), ({(5067, 3, 6)}, 0.07016758155029773, 'baseline'), ({(5067, 3, 40)}, 0.0564289493405821, 'baseline'), ({(5067, 2, 68)}, 0.049161951032028944, 'baseline'), ({(5067, 2, 30)}, 0.04897312352781526, 'baseline'), ({(5067, 3, 100)}, 0.037874261826045794, 'baseline'), ({(5067, 2, 27)}, 0.03207401460414439, 'baseline'), ({(5067, 3, 278)}, 0.02945427127238869, 'baseline')]",[5.6489277],13,1,"[(25622, 11, 7992), (23486, 11, 7992), (14544, 2, 31), (5067, 3, 6), (23486, 3, 78), (25622, 3, 6), (14544, 11, 7992), (14544, 2, 30), (12340, 11, 7992), (5067, 2, 31), (5067, 2, 30), (12340, 3, 78), (5067, 3, 78)]",1.0,5.6155605
5.4225616,[2],"(5645, 9, 11980)","[([(5645, 2, 2083), (18965, 2, 2083), (18965, 9, 11980)], 0.42319965, 'xrule'), ([(18965, 3, 2085), (18965, 9, 11980), (5645, 3, 2085)], 0.39729977, 'xrule'), ([(18965, 2, 2082), (18965, 9, 11980), (5645, 2, 2082)], 0.39350033, 'xrule'), ([(5645, 4, 66), (18965, 9, 11980), (18965, 4, 66)], 0.3764, 'xrule'), ([(18965, 9, 11980), (18965, 1, 65), (5645, 1, 65)], 0.31869984, 'xrule'), ({(5645, 2, 2083)}, 0.17931083896282596, 'baseline'), ({(5645, 2, 2082)}, 0.1526489660035259, 'baseline'), ({(5645, 3, 2085)}, 0.14856056419327865, 'baseline'), ({(5645, 3, 630)}, 0.14330772605339703, 'baseline'), ({(5645, 3, 78)}, 0.09029821589334992, 'baseline'), ({(5645, 4, 66)}, 0.07959942058326272, 'baseline'), ({(5645, 3, 75)}, 0.07584099007529134, 'baseline'), ({(5645, 3, 10)}, 0.06935219000698586, 'baseline'), ({(5645, 3, 9)}, 0.06882862282650112, 'baseline'), ({(5645, 3, 5648)}, 0.04695085713033671, 'baseline')]",[5.4225616],11,2,"[(18965, 2, 2082), (5645, 2, 2082), (18965, 9, 11980), (5645, 4, 66), (18965, 3, 2085), (18965, 2, 2083), (5645, 3, 2085), (5645, 2, 2083), (18965, 1, 65), (18965, 4, 66), (5645, 1, 65)]",2.0,6.96239
6.8935156,[2],"(7628, 12, 4492)","[([(24360, 12, 4492), (24360, 3, 40), (7628, 3, 40)], 0.23589993, 'xrule'), ([(7628, 3, 279), (23877, 3, 279), (23877, 12, 4492)], 0.21880054, 'xrule'), ({(7628, 3, 279)}, 0.20841888659169563, 'baseline'), ([(7628, 3, 279), (14117, 3, 279), (14117, 12, 4492)], 0.20460033, 'xrule'), ([(23877, 3, 149), (23877, 12, 4492), (7628, 3, 149)], 0.20390034, 'xrule'), ([(23877, 12, 4492), (7628, 3, 40), (23877, 3, 40)], 0.20370007, 'xrule'), ({(7628, 3, 149)}, 0.17270187595260938, 'baseline'), ({(7628, 3, 88)}, 0.16420463774788333, 'baseline'), ({(7628, 3, 40)}, 0.15131477561735282, 'baseline'), ({(7628, 3, 184)}, 0.15120414942475993, 'baseline'), ({(7628, 3, 6)}, 0.1315784856332773, 'baseline'), ({(7628, 3, 7)}, 0.11238197522150682, 'baseline'), ({(7628, 2, 30)}, 0.044167558655207204, 'baseline'), ({(7628, 2, 31)}, 0.04351047704370545, 'baseline'), ({(7628, 1, 1054)}, 0.03881553837789723, 'baseline')]",[6.8935156],11,2,"[(7628, 3, 279), (24360, 3, 40), (4492, 3, 279), (24360, 12, 4492), (7628, 3, 40), (7628, 3, 149), (23877, 3, 279), (14117, 3, 279), (14117, 12, 4492), (23877, 12, 4492), (23877, 3, 149)]",2.0,8.398114
5.029543,[4],"(5844, 11, 8038)","[({(5844, 3, 37)}, 0.08477501106550107, 'baseline'), ({(5844, 3, 666)}, 0.08013729288055828, 'baseline'), ({(5844, 3, 185)}, 0.050884286827239465, 'baseline'), ({(5844, 3, 78)}, 0.04355053135808554, 'baseline'), ({(5844, 3, 10)}, 0.03802112767831293, 'baseline'), ({(5844, 2, 68)}, 0.029293100302682416, 'baseline'), ({(5844, 3, 75)}, 0.02866748998321739, 'baseline'), ({(5844, 2, 30)}, 0.027849237409916676, 'baseline'), ({(5844, 5, 5845)}, 0.026610414455446894, 'baseline'), ({(5844, 3, 276)}, 0.0258074206844045, 'baseline'), ([(5844, 3, 40), (23703, 11, 8038), (23703, 3, 40)], -0.04339981, 'xrule'), ([(23703, 11, 8038), (23703, 3, 185), (5844, 3, 185)], -0.25339985, 'xrule'), ([(23703, 3, 75), (5844, 3, 75), (23703, 11, 8038)], -0.37559986, 'xrule'), ([(24960, 11, 8038), (5844, 3, 37), (24960, 3, 37)], -0.48639965, 'xrule'), ([(5844, 3, 276), (23703, 11, 8038), (23703, 3, 276)], -0.52789974, 'xrule')]",[5.029543],13,1,"[(24904, 3, 78), (8038, 3, 10), (5844, 3, 185), (24904, 11, 8038), (25640, 3, 185), (25640, 11, 8038), (5844, 3, 37), (5844, 3, 78), (5844, 3, 666), (8038, 3, 37), (5844, 3, 10), (19270, 11, 8038), (19270, 3, 666)]",4.0,6.3391323
7.276265,[2],"(6213, 11, 8038)","[([(19548, 11, 8038), (6213, 3, 2132), (19548, 3, 2132)], 0.8337002, 'xrule'), ([(6213, 3, 1839), (25070, 11, 8038), (25070, 3, 1839)], 0.54179955, 'xrule'), ([(6213, 4, 485), (14153, 4, 485), (14153, 11, 8038)], 0.5304003, 'xrule'), ([(6213, 3, 651), (25070, 3, 651), (25070, 11, 8038)], 0.52040005, 'xrule'), ([(6213, 3, 9), (16972, 3, 9), (16972, 11, 8038)], 0.41520023, 'xrule'), ({(6213, 3, 1839)}, 0.11497978408462121, 'baseline'), ({(6213, 3, 1321)}, 0.0900144977686475, 'baseline'), ({(6213, 3, 651)}, 0.08615402416539082, 'baseline'), ({(6213, 3, 1493)}, 0.0856218738742743, 'baseline'), ({(6213, 3, 1838)}, 0.05825142095521154, 'baseline'), ({(6213, 3, 37)}, 0.053061525322609354, 'baseline'), ({(6213, 3, 1840)}, 0.04425529665359814, 'baseline'), ({(6213, 3, 39)}, 0.03578094667891255, 'baseline'), ({(6213, 3, 78)}, 0.027876893977090596, 'baseline'), ({(6213, 3, 10)}, 0.01897529788076861, 'baseline')]",[7.276265],14,2,"[(14153, 4, 485), (6213, 3, 1839), (16972, 11, 8038), (25070, 3, 1839), (6213, 4, 485), (6213, 3, 9), (19548, 11, 8038), (14153, 11, 8038), (16972, 3, 9), (6213, 3, 651), (19548, 3, 2132), (6213, 3, 2132), (25070, 3, 651), (25070, 11, 8038)]",2.0,7.5643873
7.1167192,[1],"(7574, 12, 8644)","[([(20674, 12, 8644), (7574, 3, 1148), (20674, 3, 1148)], 1.4274001, 'xrule'), ([(20674, 12, 8644), (20674, 5, 7575), (7574, 5, 7575)], 1.3997002, 'xrule'), ([(20674, 3, 7583), (20674, 12, 8644), (7574, 3, 7583)], 1.3738003, 'xrule'), ([(20674, 12, 8644), (20674, 3, 9), (7574, 3, 9)], 1.3390002, 'xrule'), ([(7574, 3, 38), (20674, 3, 38), (20674, 12, 8644)], 1.3346, 'xrule'), ({(7574, 5, 7575)}, 0.19821171029894044, 'baseline'), ({(7574, 3, 1148)}, 0.18453411319720733, 'baseline'), ({(7574, 3, 1149)}, 0.14822868552951685, 'baseline'), ({(7574, 3, 7581)}, 0.09845546918393837, 'baseline'), ({(7574, 3, 1626)}, 0.0856457157320346, 'baseline'), ({(7574, 3, 259)}, 0.049812356942581563, 'baseline'), ({(7574, 3, 9)}, 0.041965524613293476, 'baseline'), ({(7574, 3, 78)}, 0.04133800694211821, 'baseline'), ({(7574, 3, 10)}, 0.03835682099161457, 'baseline'), ({(7574, 8, 7427)}, 0.0380173129416421, 'baseline')]",[7.1167192],11,1,"[(7574, 3, 38), (7574, 5, 7575), (20674, 5, 7575), (7574, 3, 9), (7574, 3, 1148), (20674, 3, 1148), (20674, 3, 7583), (7574, 3, 7583), (20674, 3, 38), (20674, 12, 8644), (20674, 3, 9)]",1.0,8.558601
5.94575,[2],"(6246, 11, 7984)","[([(25133, 11, 7984), (6246, 3, 7), (25133, 3, 7)], 0.81949997, 'xrule'), ([(16481, 4, 66), (6246, 4, 66), (16481, 11, 7984)], 0.49030018, 'xrule'), ([(6246, 3, 40), (15964, 11, 7984), (15964, 3, 40)], 0.48589993, 'xrule'), ([(15964, 11, 7984), (15964, 3, 39), (6246, 3, 39)], 0.45250034, 'xrule'), ([(6246, 3, 6), (25133, 11, 7984), (25133, 3, 6)], 0.4286003, 'xrule'), ({(6246, 4, 66)}, 0.07741932108533593, 'baseline'), ({(6246, 3, 6)}, 0.07625154684469058, 'baseline'), ({(6246, 3, 40)}, 0.0756183071345492, 'baseline'), ({(6246, 3, 149)}, 0.07017711832424073, 'baseline'), ({(6246, 3, 1541)}, 0.05570749471975393, 'baseline'), ({(6246, 3, 88)}, 0.05077270695663952, 'baseline'), ({(6246, 2, 31)}, 0.04988197514727532, 'baseline'), ({(6246, 3, 278)}, 0.043196718190792655, 'baseline'), ({(6246, 3, 628)}, 0.03624347871115942, 'baseline'), ({(6246, 1, 1034)}, 0.03598407931334589, 'baseline')]",[5.94575],13,3,"[(6246, 4, 66), (15964, 3, 39), (25133, 3, 7), (6246, 3, 40), (16481, 11, 7984), (6246, 3, 7), (25133, 3, 6), (6246, 3, 39), (16481, 4, 66), (15964, 11, 7984), (15964, 3, 40), (6246, 3, 6), (25133, 11, 7984)]",2.0,5.7324796
5.5518365,[4],"(4978, 11, 6729)","[([(19035, 11, 6729), (4978, 3, 40), (19035, 3, 40)], 0.1473999, 'xrule'), ([(4978, 3, 40), (21394, 3, 40), (21394, 11, 6729)], 0.14389992, 'xrule'), ([(19035, 2, 172), (4978, 2, 172), (19035, 11, 6729)], 0.12479973, 'xrule'), ([(21394, 11, 6729), (4978, 1, 264), (21394, 1, 264)], 0.1225996, 'xrule'), ([(4978, 3, 40), (24192, 11, 6729), (24192, 3, 40)], 0.121899605, 'xrule'), ({(4978, 4, 924)}, 0.0996933384375645, 'baseline'), ({(4978, 3, 93)}, 0.08391479685231522, 'baseline'), ({(4978, 3, 92)}, 0.06844906042663969, 'baseline'), ({(4978, 3, 40)}, 0.0641556186579484, 'baseline'), ({(4978, 1, 264)}, 0.05979446597506681, 'baseline'), ({(4978, 3, 41)}, 0.03411678499576114, 'baseline'), ({(4978, 3, 870)}, 0.030180017426152228, 'baseline'), ({(4978, 5, 4979)}, 0.023929635977663188, 'baseline'), ({(4978, 3, 6)}, 0.013432542735415335, 'baseline'), ({(4978, 3, 276)}, 0.012983362157162613, 'baseline')]",[5.5518365],11,1,"[(19035, 2, 172), (4978, 3, 40), (4978, 1, 264), (24192, 3, 40), (19035, 3, 40), (21394, 3, 40), (21394, 1, 264), (24192, 11, 6729), (19035, 11, 6729), (21394, 11, 6729), (4978, 2, 172)]",4.0,6.7241745
5.8666153,[7],"(6327, 12, 8676)","[([(6327, 3, 279), (19207, 12, 8676), (19207, 3, 279)], 0.2652998, 'xrule'), ([(6327, 3, 279), (25448, 12, 8676), (25448, 3, 279)], 0.25220013, 'xrule'), ([(6327, 3, 279), (22349, 12, 8676), (22349, 3, 279)], 0.25199986, 'xrule'), ([(6327, 3, 279), (15050, 3, 279), (15050, 12, 8676)], 0.25050068, 'xrule'), ([(22349, 3, 2729), (22349, 12, 8676), (6327, 3, 2729)], 0.24670029, 'xrule'), ({(6327, 3, 279)}, 0.20297817456387623, 'baseline'), ({(6327, 3, 220)}, 0.13911918842967808, 'baseline'), ({(6327, 3, 7)}, 0.13843731132794218, 'baseline'), ({(6327, 3, 40)}, 0.12921909531579623, 'baseline'), ({(6327, 3, 6)}, 0.11638645371349512, 'baseline'), ({(6327, 3, 39)}, 0.1019192142963567, 'baseline'), ({(6327, 3, 10)}, 0.0684566898458992, 'baseline'), ({(6327, 4, 66)}, 0.06137756535945173, 'baseline'), ({(6327, 3, 74)}, 0.045950929636219065, 'baseline'), ({(6327, 2, 30)}, 0.03856662938229898, 'baseline')]",[5.8666153],11,2,"[(15050, 12, 8676), (6327, 3, 2729), (22349, 3, 2729), (22349, 12, 8676), (19207, 3, 279), (25448, 12, 8676), (25448, 3, 279), (6327, 3, 279), (15050, 3, 279), (22349, 3, 279), (19207, 12, 8676)]",7.0,7.3364105
4.515738,[36],"(7177, 12, 9510)","[([(20036, 12, 9510), (20036, 3, 9), (7177, 3, 9)], 1.3186007, 'xrule'), ([(7177, 3, 78), (20036, 12, 9510), (20036, 3, 78)], 1.3095007, 'xrule'), ([(20036, 3, 40), (7177, 3, 40), (20036, 12, 9510)], 1.2946005, 'xrule'), ([(20036, 3, 6), (7177, 3, 6), (20036, 12, 9510)], 1.2464008, 'xrule'), ([(20036, 3, 39), (7177, 3, 39), (20036, 12, 9510)], 1.2331009, 'xrule'), ({(7177, 3, 78)}, 0.12830833637342137, 'baseline'), ({(7177, 3, 9)}, 0.12395767412377307, 'baseline'), ({(7177, 3, 79)}, 0.11110309797890713, 'baseline'), ({(7177, 5, 7178)}, 0.0903397007552442, 'baseline'), ({(7177, 3, 84)}, 0.08991245465507768, 'baseline'), ({(7177, 3, 10)}, 0.08334068492857677, 'baseline'), ({(7177, 3, 40)}, 0.08005909155402624, 'baseline'), ({(7177, 3, 7180)}, 0.0639048022798753, 'baseline'), ({(7177, 3, 149)}, 0.034336130111145016, 'baseline'), ({(7177, 2, 31)}, 0.012841264698403833, 'baseline')]",[4.515738],11,2,"[(20036, 3, 39), (20036, 12, 9510), (7177, 3, 40), (20036, 3, 6), (20036, 3, 9), (7177, 3, 78), (7177, 3, 39), (20036, 3, 40), (7177, 3, 6), (7177, 3, 9), (20036, 3, 78)]",36.0,6.4412184
8.879378,[1],"(7154, 9, 8418)","[([(7154, 1, 65), (23960, 9, 8418), (23960, 1, 65)], 0.14009953, 'xrule'), ([(23960, 9, 8418), (23960, 3, 111), (7154, 3, 111)], 0.1392994, 'xrule'), ([(24581, 9, 8418), (24581, 3, 111), (7154, 3, 111)], 0.12010002, 'xrule'), ([(18264, 9, 8418), (18264, 3, 111), (7154, 3, 111)], 0.118499756, 'xrule'), ([(7154, 1, 65), (24892, 9, 8418), (24892, 1, 65)], 0.11629963, 'xrule'), ({(7154, 2, 69)}, 0.10636142926906172, 'baseline'), ({(7154, 1, 65)}, 0.09963707168107526, 'baseline'), ({(7154, 3, 73)}, 0.08868221477857481, 'baseline'), ({(7154, 3, 10)}, 0.07692817881479813, 'baseline'), ({(7154, 3, 40)}, 0.0749721927861401, 'baseline'), ({(7154, 4, 66)}, 0.05879978366357401, 'baseline'), ({(7154, 3, 476)}, 0.054063837031141336, 'baseline'), ({(7154, 3, 9)}, 0.04827503391966509, 'baseline'), ({(7154, 3, 479)}, 0.0413980883935182, 'baseline'), ({(7154, 3, 56)}, 0.03466610140300153, 'baseline')]",[8.879378],11,1,"[(23960, 3, 111), (18264, 3, 111), (24892, 9, 8418), (24581, 9, 8418), (7154, 1, 65), (23960, 1, 65), (24892, 1, 65), (23960, 9, 8418), (18264, 9, 8418), (24581, 3, 111), (7154, 3, 111)]",1.0,9.283322
9.293803,[1],"(6219, 9, 7790)","[([(6219, 3, 100), (20237, 9, 7790), (20237, 3, 100)], 0.09589958, 'xrule'), ([(21168, 3, 2558), (6219, 3, 2558), (21168, 9, 7790)], 0.09299946, 'xrule'), ([(6219, 3, 100), (20150, 3, 100), (20150, 9, 7790)], 0.092199326, 'xrule'), ([(6219, 3, 100), (24128, 3, 100), (24128, 9, 7790)], 0.09089947, 'xrule'), ([(20369, 9, 7790), (6219, 3, 33), (20369, 3, 33)], 0.08899975, 'xrule'), ({(6219, 3, 2558)}, 0.08832458687564396, 'baseline'), ({(6219, 3, 78)}, 0.039320032053399394, 'baseline'), ({(6219, 3, 75)}, 0.028342286997852118, 'baseline'), ({(6219, 3, 185)}, 0.023878137542942844, 'baseline'), ({(6219, 1, 864)}, 0.022997896154987173, 'baseline'), ({(6219, 3, 4355)}, 0.021048585849693692, 'baseline'), ({(6219, 2, 31)}, 0.02073578065188443, 'baseline'), ({(6219, 3, 4062)}, 0.007535020801668271, 'baseline'), ({(6219, 3, 6226)}, 0.003418962436917048, 'baseline'), ({(6219, 3, 914)}, -0.0012464123182831625, 'baseline')]",[9.293803],13,1,"[(6219, 3, 2558), (20369, 3, 33), (20237, 3, 100), (24128, 9, 7790), (20237, 9, 7790), (20150, 3, 100), (20150, 9, 7790), (20369, 9, 7790), (21168, 3, 2558), (6219, 3, 33), (24128, 3, 100), (6219, 3, 100), (21168, 9, 7790)]",1.0,9.5396805
7.8905826,[1],"(6105, 9, 8339)","[([(14301, 9, 8339), (14301, 3, 506), (6105, 3, 506)], 0.2038002, 'xrule'), ([(14301, 9, 8339), (14301, 3, 747), (6105, 3, 747)], 0.1953001, 'xrule'), ([(22633, 9, 8339), (6105, 3, 506), (22633, 3, 506)], 0.19029999, 'xrule'), ([(22633, 9, 8339), (6105, 3, 747), (22633, 3, 747)], 0.18440056, 'xrule'), ([(14301, 9, 8339), (14301, 1, 65), (6105, 1, 65)], 0.17990017, 'xrule'), ({(6105, 3, 506)}, 0.1400556966117384, 'baseline'), ({(6105, 2, 728)}, 0.11519340716063271, 'baseline'), ({(6105, 1, 65)}, 0.07551769447490829, 'baseline'), ({(6105, 3, 6)}, 0.05975441169446173, 'baseline'), ({(6105, 3, 2349)}, 0.04674057192611309, 'baseline'), ({(6105, 4, 66)}, 0.035439531267431906, 'baseline'), ({(6105, 3, 20)}, 0.033209840740938475, 'baseline'), ({(6105, 3, 40)}, 0.030809442453510884, 'baseline'), ({(6105, 3, 220)}, 0.029915849625896083, 'baseline'), ({(6105, 3, 4500)}, 0.017492334338716685, 'baseline')]",[7.8905826],10,1,"[(6105, 3, 747), (14301, 3, 506), (6105, 1, 65), (14301, 9, 8339), (14301, 3, 747), (22633, 9, 8339), (14301, 1, 65), (22633, 3, 747), (22633, 3, 506), (6105, 3, 506)]",1.0,8.565611
5.979376,[3],"(5334, 11, 6729)","[([(23138, 11, 6729), (5334, 3, 40), (23138, 3, 40)], 0.22450066, 'xrule'), ([(18403, 11, 6729), (5334, 3, 40), (18403, 3, 40)], 0.19720078, 'xrule'), ([(20195, 11, 6729), (20195, 3, 40), (5334, 3, 40)], 0.19000053, 'xrule'), ([(20195, 11, 6729), (5334, 3, 149), (20195, 3, 149)], 0.18190002, 'xrule'), ([(5334, 3, 40), (11908, 11, 6729), (11908, 3, 40)], 0.15920067, 'xrule'), ({(5334, 3, 149)}, 0.11502651410367402, 'baseline'), ({(5334, 3, 4514)}, 0.09145740701875088, 'baseline'), ({(5334, 1, 264)}, 0.0559883517712123, 'baseline'), ({(5334, 2, 3483)}, 0.045038263276907964, 'baseline'), ({(5334, 2, 31)}, 0.03964237400035805, 'baseline'), ({(5334, 3, 772)}, 0.033515016501147174, 'baseline'), ({(5334, 3, 3417)}, 0.02765373414041323, 'baseline'), ({(5334, 2, 172)}, 0.023622552817241245, 'baseline'), ({(5334, 2, 68)}, 0.021995584454345435, 'baseline'), ({(5334, 3, 5345)}, 0.016496698333452995, 'baseline')]",[5.979376],11,1,"[(18403, 11, 6729), (11908, 3, 40), (18403, 3, 40), (23138, 11, 6729), (20195, 3, 40), (11908, 11, 6729), (20195, 3, 149), (23138, 3, 40), (20195, 11, 6729), (5334, 3, 40), (5334, 3, 149)]",3.0,6.271142
6.0782604,[1],"(6812, 11, 7869)","[([(6812, 3, 10), (9782, 3, 10), (9782, 11, 7869)], 0.40600014, 'xrule'), ([(21889, 11, 7869), (6812, 3, 7), (21889, 3, 7)], 0.3845005, 'xrule'), ([(16648, 11, 7869), (6812, 3, 174), (16648, 3, 174)], 0.29540062, 'xrule'), ([(6812, 2, 709), (8150, 11, 7869), (8150, 2, 709)], 0.27840042, 'xrule'), ([(16072, 3, 7), (6812, 3, 7), (16072, 11, 7869)], 0.27590084, 'xrule'), ({(6812, 3, 7)}, 0.09008316232829208, 'baseline'), ({(6812, 3, 10)}, 0.06872371862005205, 'baseline'), ({(6812, 2, 30)}, 0.06319526863532111, 'baseline'), ({(6812, 2, 171)}, 0.04880050846919401, 'baseline'), ({(6812, 3, 174)}, 0.04737667269413888, 'baseline'), ({(6812, 3, 294)}, 0.0432539386522362, 'baseline'), ({(6812, 4, 66)}, 0.0400085849395343, 'baseline'), ({(6812, 3, 78)}, 0.0396576327896332, 'baseline'), ({(6812, 2, 68)}, 0.03696254914376047, 'baseline'), ({(6812, 2, 172)}, 0.035067598288239736, 'baseline')]",[6.0782604],14,1,"[(6812, 2, 709), (9782, 11, 7869), (8150, 11, 7869), (6812, 3, 7), (21889, 3, 7), (16648, 11, 7869), (16648, 3, 174), (6812, 3, 10), (6812, 3, 174), (21889, 11, 7869), (16072, 3, 7), (16072, 11, 7869), (9782, 3, 10), (8150, 2, 709)]",1.0,6.495025
5.8894467,[1],"(5696, 11, 7984)","[([(23697, 11, 7984), (5696, 3, 6), (23697, 3, 6)], 1.2691002, 'xrule'), ([(5696, 2, 31), (24893, 2, 31), (24893, 11, 7984)], 1.0823002, 'xrule'), ([(5696, 2, 31), (16982, 2, 31), (16982, 11, 7984)], 1.0236006, 'xrule'), ([(5696, 3, 78), (12878, 11, 7984), (12878, 3, 78)], 1.0071001, 'xrule'), ([(14520, 11, 7984), (5696, 3, 5654), (14520, 3, 5654)], 0.9727001, 'xrule'), ({(5696, 3, 10)}, 0.06468586156054039, 'baseline'), ({(5696, 3, 78)}, 0.05871872138260474, 'baseline'), ({(5696, 3, 20)}, 0.05707267949159769, 'baseline'), ({(5696, 3, 108)}, 0.04460815614707275, 'baseline'), ({(5696, 3, 7)}, 0.043373147956032296, 'baseline'), ({(5696, 3, 279)}, 0.040619890179045, 'baseline'), ({(5696, 2, 68)}, 0.03773979372893561, 'baseline'), ({(5696, 2, 31)}, 0.03615860171817128, 'baseline'), ({(5696, 2, 30)}, 0.035807649554563205, 'baseline'), ({(5696, 3, 276)}, 0.012278596835240152, 'baseline')]",[5.8894467],14,1,"[(5696, 3, 78), (12878, 11, 7984), (23697, 3, 6), (16982, 11, 7984), (5696, 3, 5654), (16982, 2, 31), (14520, 3, 5654), (23697, 11, 7984), (5696, 3, 6), (5696, 2, 31), (24893, 11, 7984), (14520, 11, 7984), (24893, 2, 31), (12878, 3, 78)]",1.0,6.2951746
6.452299,[2],"(5380, 11, 8038)","[([(5380, 3, 10), (12402, 11, 8038), (12402, 3, 10)], 0.6594, 'xrule'), ([(9668, 11, 8038), (5380, 4, 66), (9668, 4, 66)], 0.60499954, 'xrule'), ([(5380, 3, 10), (8092, 3, 10), (8092, 11, 8038)], 0.53569984, 'xrule'), ([(14665, 11, 8038), (5380, 3, 506), (14665, 3, 506)], 0.51729965, 'xrule'), ([(8092, 3, 37), (8092, 11, 8038), (5380, 3, 37)], 0.49590015, 'xrule'), ({(5380, 3, 37)}, 0.05936245154695885, 'baseline'), ({(5380, 3, 476)}, 0.049426118808219344, 'baseline'), ({(5380, 3, 220)}, 0.04437259859554745, 'baseline'), ({(5380, 3, 40)}, 0.04211429780464336, 'baseline'), ({(5380, 3, 9)}, 0.04133609959382832, 'baseline'), ({(5380, 3, 10)}, 0.03758911319486962, 'baseline'), ({(5380, 3, 6)}, 0.03153042024664644, 'baseline'), ({(5380, 3, 732)}, 0.03001598543701226, 'baseline'), ({(5380, 2, 30)}, 0.02453235813664521, 'baseline'), ({(5380, 2, 68)}, 0.02431396669216595, 'baseline')]",[6.452299],13,1,"[(12402, 11, 8038), (8092, 3, 37), (12402, 3, 10), (14665, 3, 506), (14665, 11, 8038), (5380, 3, 506), (8092, 11, 8038), (8092, 3, 10), (5380, 3, 37), (5380, 3, 10), (9668, 11, 8038), (5380, 4, 66), (9668, 4, 66)]",2.0,6.7899523
7.2252007,[1],"(6848, 9, 11980)","[({(6848, 3, 629)}, 0.3081722669295858, 'baseline'), ([(6848, 3, 629), (22316, 9, 11980), (22316, 3, 629)], 0.30160046, 'xrule'), ([(6848, 3, 629), (22042, 9, 11980), (22042, 3, 629)], 0.29190063, 'xrule'), ([(6848, 3, 629), (23486, 3, 629), (23486, 9, 11980)], 0.28450012, 'xrule'), ([(6848, 3, 629), (22670, 3, 629), (22670, 9, 11980)], 0.27920055, 'xrule'), ([(6848, 3, 629), (14173, 9, 11980), (14173, 3, 629)], 0.24779987, 'xrule'), ({(6848, 2, 2083)}, 0.22319988485222808, 'baseline'), ({(6848, 2, 2082)}, 0.16542724822085553, 'baseline'), ({(6848, 3, 2084)}, 0.10618786055732127, 'baseline'), ({(6848, 3, 479)}, 0.09838108255095926, 'baseline'), ({(6848, 1, 65)}, 0.03636650271459822, 'baseline'), ({(6848, 4, 66)}, 0.023843805270723547, 'baseline'), ({(6848, 3, 9)}, 0.015418092679791906, 'baseline'), ({(6848, 3, 220)}, 0.013432542735415335, 'baseline'), ({(6848, 3, 39)}, -0.0012292461740117736, 'baseline')]",[7.2252007],11,1,"[(23486, 3, 629), (22670, 9, 11980), (23486, 9, 11980), (22042, 9, 11980), (18126, 3, 629), (18126, 9, 11980), (6848, 3, 629), (22670, 3, 629), (22316, 3, 629), (22042, 3, 629), (22316, 9, 11980)]",1.0,8.735666
