new_ranks,prediction,exp,original_score,exp_length,new_score,facts,new_rank,new_scores,original_rank
[1],"(5400, 31, 4)","[(5010, 38, 5400), (467, 7, 11711), (4, 2, 10017), (5478, 30, 1389), (5478, 31, 4), (5399, 59, 5400), (1389, 7, 5400), (4, 2, 4745), (11711, 31, 4), (2344, 7, 5400), (5010, 6, 4745), (467, 7, 5400), (2344, 7, 9919), (9919, 31, 4), (5399, 59, 10017)]",0.9161665439605713,15,0.9068952798843384,"[({(1389, 7, 5400)}, -8.806481271721221, 'baseline'), ({(467, 7, 5400)}, -9.144802493015753, 'baseline'), ({(5010, 38, 5400)}, -9.218502946901632, 'baseline'), ({(5399, 59, 5400)}, -9.303943753708918, 'baseline'), ({(2344, 7, 5400)}, -9.437611127928676, 'baseline'), ({(394, 6, 5400)}, -9.577420751214873, 'baseline'), ({(694, 38, 5400)}, -9.580005650442791, 'baseline'), ({(5400, 30, 863)}, -9.733567097382789, 'baseline'), ({(5400, 86, 2317)}, -10.042899516984692, 'baseline'), ({(5400, 12, 394)}, -10.055311133852612, 'baseline')]",1.0,[0.9068952798843384],1
[3],"(1454, 92, 5562)","[(8938, 92, 5562), (735, 92, 5562), (735, 75, 1454), (1454, 75, 2230), (1300, 92, 5562), (1454, 9, 1300), (19, 92, 5562), (19, 9, 1454), (8938, 9, 1454), (2230, 92, 5562)]",0.5090774893760681,10,0.4934602975845337,"[({(19, 9, 1454)}, -7.318443635304103, 'baseline'), ({(1454, 75, 2230)}, -7.516690250433929, 'baseline'), ({(1454, 9, 1300)}, -7.564721363396276, 'baseline'), ({(8938, 9, 1454)}, -7.596496777248493, 'baseline'), ({(735, 75, 1454)}, -7.620087981763021, 'baseline'), ({(1454, 75, 4500)}, -7.693771060360125, 'baseline'), ({(2544, 9, 1454)}, -7.7282696145899274, 'baseline'), ({(212, 9, 1454)}, -7.791191205550193, 'baseline'), ({(2556, 9, 1454)}, -7.896558298271391, 'baseline'), ({(1546, 9, 1454)}, -7.975078699476882, 'baseline')]",3.0,[0.4934602975845337],1
[1],"(1429, 120, 791)","[(5775, 15, 1429), (8820, 120, 791), (95, 15, 14290), (95, 15, 1429), (9953, 120, 791), (1429, 194, 5775), (14290, 120, 791), (1429, 111, 9953), (5775, 190, 1429), (5775, 58, 8820)]",0.9932956099510193,10,0.9406441450119019,"[({(5775, 15, 1429)}, 12.347369444968212, 'baseline'), ({(1429, 111, 9953)}, 12.218710185462651, 'baseline'), ({(5775, 190, 1429)}, 12.002427399870873, 'baseline'), ({(1429, 194, 5775)}, 11.900799869716655, 'baseline'), ({(95, 15, 1429)}, -13.164565329333547, 'baseline'), ({(3494, 66, 1429)}, -13.19614585832117, 'baseline'), ({(3494, 24, 1429)}, -14.057759207344615, 'baseline'), ({(1429, 25, 62)}, -18.420680733952366, 'baseline')]",1.0,[0.9406441450119019],1
[1],"(6848, 28, 32)","[(8976, 48, 32), (6848, 31, 2461), (32, 15, 9656), (8210, 102, 6848), (6848, 86, 742), (654, 185, 32), (654, 107, 2461), (742, 83, 9656), (8210, 6, 6848), (8210, 48, 32), (8976, 6, 6848)]",0.9276204109191895,11,0.685850977897644,"[({(6848, 31, 2461)}, -9.134525906896709, 'baseline'), ({(6848, 86, 742)}, -9.3219440344855, 'baseline'), ({(8210, 6, 6848)}, -9.381858988171388, 'baseline'), ({(8976, 6, 6848)}, -9.415503055768854, 'baseline'), ({(8210, 102, 6848)}, -9.504824831962841, 'baseline'), ({(5296, 6, 6848)}, -9.53756590117014, 'baseline'), ({(5089, 32, 6848)}, -9.615124996104761, 'baseline'), ({(9412, 2, 6848)}, -9.65616683069209, 'baseline'), ({(8210, 38, 6848)}, -9.72256267494255, 'baseline'), ({(7785, 6, 6848)}, -9.74736761933745, 'baseline')]",1.0,[0.685850977897644],1
[1],"(11021, 46, 152)","[(12958, 46, 152), (11021, 46, 9740), (11021, 83, 249), (4001, 16, 32), (4001, 83, 1457), (4001, 46, 152), (11042, 83, 249), (11042, 46, 152), (11021, 83, 1457), (13965, 46, 152), (13965, 46, 9740), (11021, 16, 32), (12958, 83, 1327), (11021, 83, 1327)]",0.7165725827217102,14,0.5951888561248779,"[({(11021, 16, 32)}, 9.687694401870353, 'baseline'), ({(11021, 83, 1327)}, 9.567433281401243, 'baseline'), ({(11021, 46, 9740)}, -7.09253040810629, 'baseline'), ({(11021, 83, 1457)}, -7.995223986935613, 'baseline'), ({(11021, 83, 249)}, -8.114612377553897, 'baseline'), ({(11021, 83, 9277)}, -8.66871557893076, 'baseline'), ({(4413, 63, 11021)}, -9.315466285345932, 'baseline'), ({(11021, 25, 62)}, -13.735881986560829, 'baseline')]",1.0,[0.5951888561248779],1
[1],"(5, 90, 1885)","[(6471, 74, 2643), (9909, 90, 1885), (5, 86, 2317), (6928, 31, 136), (475, 32, 12358), (12358, 90, 1885), (9909, 86, 2317), (475, 32, 5), (5, 74, 2643), (12358, 147, 382), (5, 31, 136), (6471, 90, 1885), (5, 147, 382), (6928, 90, 1885)]",0.9416294097900391,14,0.8149943351745605,"[({(475, 32, 5)}, -8.710510913804216, 'baseline'), ({(5, 31, 136)}, -10.144514955126178, 'baseline'), ({(5, 74, 2643)}, -10.331658494577457, 'baseline'), ({(5, 147, 382)}, -10.646126730786126, 'baseline'), ({(5, 86, 2317)}, -11.236597587170943, 'baseline'), ({(5, 31, 4)}, -12.156285576987754, 'baseline'), ({(5, 26, 1098)}, -13.19614585832117, 'baseline'), ({(5, 25, 62)}, -13.79249739556116, 'baseline'), ({(5, 11, 23)}, -14.993090346594268, 'baseline'), ({(5, 34, 90)}, -15.861832218425489, 'baseline')]",1.0,[0.8149943351745605],1
[1],"(1569, 85, 434)","[(12820, 85, 434), (6743, 85, 434), (10098, 19, 2116), (9037, 22, 1569), (1569, 19, 2116), (13679, 85, 434), (1569, 19, 270), (5665, 22, 1569), (6634, 85, 434), (10098, 85, 434), (6634, 19, 270), (9037, 22, 13679), (5665, 22, 6743), (1569, 17, 393), (12820, 17, 393)]",0.9909408688545227,15,0.9906573295593262,"[({(1569, 19, 270)}, 16.81918131247045, 'baseline'), ({(5665, 22, 1569)}, 15.887197351816944, 'baseline'), ({(1569, 19, 2116)}, 15.594468540144746, 'baseline'), ({(1569, 17, 393)}, 13.345927037746902, 'baseline'), ({(9037, 22, 1569)}, 13.008998818590898, 'baseline'), ({(1569, 43, 384)}, 12.595425389619498, 'baseline'), ({(879, 71, 1569)}, -11.46977767984817, 'baseline'), ({(1569, 66, 954)}, -11.615480588612268, 'baseline'), ({(1569, 17, 243)}, -12.917874158516815, 'baseline'), ({(1569, 48, 32)}, -14.816194269272193, 'baseline')]",1.0,[0.9906573295593262],1
[4],"(7889, 46, 3115)","[(7246, 46, 3115), (11944, 46, 3115), (7889, 46, 259), (7246, 46, 259), (7889, 46, 8400), (11944, 46, 8400)]",0.3568492531776428,6,0.10125318169593811,"[({(7889, 46, 8400)}, -7.038428977818932, 'baseline'), ({(7889, 46, 259)}, -8.278449373496573, 'baseline')]",4.0,[0.10125318169593811],1
[1],"(6149, 26, 64)","[(418, 26, 2948), (12410, 31, 470), (12410, 26, 64), (1759, 7, 9994), (6340, 26, 64), (1759, 7, 6149), (7551, 6, 6149), (418, 26, 64), (11049, 26, 64), (1148, 7, 6340), (6149, 26, 2948), (6149, 31, 470), (1148, 7, 6149), (7551, 6, 11049), (9994, 26, 64)]",0.7856136560440063,15,0.8887274861335754,"[({(6149, 31, 470)}, -7.683091998743102, 'baseline'), ({(6149, 26, 2948)}, -8.010783355105117, 'baseline'), ({(1148, 7, 6149)}, -8.0423226198121, 'baseline'), ({(1759, 7, 6149)}, -8.40388766324698, 'baseline'), ({(7551, 6, 6149)}, -8.487482986605793, 'baseline'), ({(777, 2, 6149)}, -9.137292966990735, 'baseline'), ({(1071, 7, 6149)}, -9.178300132289433, 'baseline'), ({(6149, 31, 9840)}, -9.190352907283032, 'baseline'), ({(601, 7, 6149)}, -9.290612622965389, 'baseline'), ({(6149, 31, 4)}, -9.86220791139477, 'baseline')]",1.0,[0.8887274861335754],1
[1],"(7278, 118, 774)","[(7278, 43, 141), (13309, 43, 141), (2428, 118, 774), (9483, 118, 774), (32, 118, 774), (13309, 118, 774), (6905, 71, 11586), (7278, 82, 1424), (7278, 236, 32), (6847, 22, 2428), (9483, 82, 1424), (6847, 22, 7278), (6905, 71, 7278), (11586, 118, 774)]",0.9920915365219116,14,0.9977859258651733,"[({(7278, 43, 141)}, 15.292085790158758, 'baseline'), ({(7278, 236, 32)}, 14.872132924629524, 'baseline'), ({(6905, 71, 7278)}, 13.144119787392999, 'baseline'), ({(6847, 22, 7278)}, 13.015673137492035, 'baseline'), ({(7278, 82, 1424)}, 12.84381778775521, 'baseline'), ({(7278, 17, 5529)}, 12.70699874390065, 'baseline'), ({(7278, 66, 592)}, -11.93352136159767, 'baseline'), ({(7278, 179, 236)}, -13.735881986560829, 'baseline'), ({(11705, 88, 7278)}, -13.94987874221587, 'baseline'), ({(7278, 85, 434)}, -15.861832218425489, 'baseline')]",1.0,[0.9977859258651733],1
[1],"(6260, 8, 3691)","[(3691, 8, 2346), (2346, 8, 6260), (6260, 8, 2346), (3691, 8, 7562), (6571, 3, 3691), (8095, 8, 3691), (6571, 8, 6260), (7562, 8, 6260), (6260, 8, 8095)]",0.664778470993042,9,0.6632972955703735,"[({(6571, 8, 6260)}, -6.222818848531691, 'baseline'), ({(6260, 8, 2346)}, -6.337622164834264, 'baseline'), ({(6260, 8, 8095)}, -6.494823719630196, 'baseline'), ({(2346, 8, 6260)}, -6.6122894144556525, 'baseline'), ({(7562, 8, 6260)}, -6.940184197863293, 'baseline'), ({(8465, 8, 6260)}, -6.966624256502866, 'baseline'), ({(2345, 8, 6260)}, -6.970177484238865, 'baseline'), ({(3341, 8, 6260)}, -7.026456931503899, 'baseline'), ({(6260, 8, 4704)}, -7.101041287316135, 'baseline'), ({(6260, 8, 6353)}, -7.1595024398875085, 'baseline')]",1.0,[0.6632972955703735],1
[1],"(6045, 210, 3202)","[(2003, 7, 4808), (7978, 27, 4303), (11701, 27, 2197), (11701, 210, 3202), (6045, 103, 4808), (1127, 10, 4121), (6045, 27, 4303), (7978, 210, 3202), (6045, 27, 2197), (1654, 10, 6045), (2003, 182, 3202), (1654, 182, 3202), (4121, 210, 3202), (1127, 10, 6045)]",0.9898172616958618,14,0.8825785517692566,"[({(6045, 103, 4808)}, -10.866668103367429, 'baseline'), ({(6045, 27, 2197)}, -11.223124217544495, 'baseline'), ({(1654, 10, 6045)}, -11.361661141756422, 'baseline'), ({(6045, 27, 4303)}, -11.516524437580717, 'baseline'), ({(1127, 10, 6045)}, -11.805869858162744, 'baseline'), ({(2820, 10, 6045)}, -11.93352136159767, 'baseline'), ({(7872, 10, 6045)}, -11.942639933498826, 'baseline'), ({(3356, 10, 6045)}, -12.028679861171035, 'baseline'), ({(1062, 10, 6045)}, -12.122825440211372, 'baseline'), ({(1137, 10, 6045)}, -12.156285576987754, 'baseline')]",1.0,[0.8825785517692566],1
[1],"(8790, 25, 62)","[(236, 44, 8790), (2999, 101, 1467), (8539, 25, 62), (3181, 89, 8790), (9545, 25, 62), (12923, 25, 62), (8790, 101, 1467), (1019, 89, 8790), (2999, 25, 62), (1019, 89, 9545), (236, 63, 3375), (3181, 89, 12923), (4709, 89, 8790), (4709, 89, 8539), (3375, 25, 62)]",0.9913109540939331,15,0.9921913743019104,"[({(236, 44, 8790)}, -11.970505406226376, 'baseline'), ({(4709, 89, 8790)}, -12.018746054133187, 'baseline'), ({(8790, 101, 1467)}, -12.202715222100638, 'baseline'), ({(3181, 89, 8790)}, -12.398993176798639, 'baseline'), ({(1019, 89, 8790)}, -12.521908235425027, 'baseline'), ({(236, 63, 8790)}, -13.19614585832117, 'baseline'), ({(32, 15, 8790)}, -13.735881986560829, 'baseline'), ({(8790, 217, 4081)}, -13.852511481795528, 'baseline'), ({(8790, 61, 3111)}, -13.916358505065805, 'baseline'), ({(8790, 101, 5624)}, -13.984561669932072, 'baseline')]",1.0,[0.9921913743019104],1
[1],"(6791, 25, 62)","[(11230, 25, 62), (6791, 128, 90), (6791, 108, 90), (90, 25, 62), (32, 15, 6791), (32, 15, 11230), (3514, 25, 62), (6791, 143, 3514), (6791, 166, 90)]",0.990455687046051,9,0.9706143140792847,"[({(6791, 108, 90)}, 16.029999599791207, 'baseline'), ({(6791, 166, 90)}, 16.029999599791207, 'baseline'), ({(6791, 128, 90)}, 16.029999599791207, 'baseline'), ({(32, 15, 6791)}, 14.872132924629524, 'baseline'), ({(6791, 143, 3514)}, 14.789879832489836, 'baseline'), ({(706, 89, 6791)}, 13.274036831242565, 'baseline'), ({(6791, 22, 7711)}, 13.114116482353229, 'baseline'), ({(6791, 61, 3111)}, -13.984561669932072, 'baseline'), ({(6791, 217, 3433)}, -14.222499523121595, 'baseline'), ({(6791, 61, 2940)}, -15.482503592450785, 'baseline')]",1.0,[0.9706143140792847],1
[3],"(8194, 154, 2620)","[(8194, 83, 8675), (8195, 66, 8675), (10468, 154, 2620), (8319, 159, 8194), (8675, 15, 8194), (8194, 22, 8195), (119, 15, 8194), (8675, 154, 2620), (8319, 66, 10468), (119, 154, 2620)]",0.4746376872062683,10,0.28134703636169434,"[({(8194, 22, 8195)}, 10.080372228888747, 'baseline'), ({(119, 15, 8194)}, -7.391414799638273, 'baseline'), ({(8194, 83, 8675)}, -7.9207383561314995, 'baseline'), ({(8675, 15, 8194)}, -8.069966447688822, 'baseline'), ({(8319, 159, 8194)}, -8.846537487740163, 'baseline')]",3.0,[0.28134703636169434],1
[3],"(2154, 26, 1960)","[(13009, 26, 1960), (8092, 26, 1960), (2154, 30, 69), (637, 2, 2154), (3201, 7, 3616), (69, 7, 551), (8092, 13, 637), (13009, 26, 990), (2154, 26, 990), (13009, 26, 64), (2154, 26, 64), (2154, 30, 3201), (3616, 26, 1960), (551, 26, 1960)]",0.6236992478370667,14,0.4645957052707672,"[({(2154, 30, 3201)}, -7.732887974133997, 'baseline'), ({(2154, 30, 69)}, -8.486253714157147, 'baseline'), ({(637, 2, 2154)}, -8.652286736081766, 'baseline'), ({(2154, 26, 990)}, -8.797366118099283, 'baseline'), ({(2154, 26, 64)}, -9.0628271614465, 'baseline'), ({(2154, 26, 1098)}, -9.890047949187208, 'baseline'), ({(2154, 12, 600)}, -10.684430071154459, 'baseline'), ({(2154, 28, 1361)}, -11.012924366701865, 'baseline'), ({(69, 7, 2154)}, -11.236597587170943, 'baseline'), ({(2154, 14, 160)}, -11.721636472896979, 'baseline')]",3.0,[0.4645957052707672],1
[1],"(5263, 48, 32)","[(434, 161, 32), (5263, 85, 434), (3346, 48, 32), (671, 48, 32), (5263, 45, 10487), (10487, 48, 32), (2379, 48, 32), (3346, 8, 5263), (5263, 77, 2379), (5263, 8, 671)]",0.9680300951004028,10,0.9645330905914307,"[({(3346, 8, 5263)}, 14.457124520633796, 'baseline'), ({(5263, 45, 10487)}, -9.898909326767539, 'baseline'), ({(5263, 77, 2379)}, -10.609538371376917, 'baseline'), ({(5263, 85, 434)}, -11.430593387822436, 'baseline'), ({(5263, 8, 671)}, -11.942639933498826, 'baseline'), ({(6021, 12, 5263)}, -11.979969159850926, 'baseline'), ({(5263, 8, 7919)}, -11.999169665136423, 'baseline'), ({(5263, 45, 2702)}, -12.342772919308844, 'baseline'), ({(5263, 3, 5523)}, -13.984561669932072, 'baseline'), ({(5991, 8, 5263)}, -18.420680733952366, 'baseline')]",1.0,[0.9645330905914307],1
[1],"(7200, 28, 32)","[(742, 32, 7200), (4880, 13, 32), (1536, 6, 4880), (32, 15, 9656), (7747, 13, 32), (5227, 6, 7200), (2037, 6, 7747), (742, 83, 9656), (7200, 106, 592), (5227, 48, 32), (592, 135, 32), (2037, 6, 7200), (1536, 6, 7200)]",0.8547556400299072,13,0.8083851933479309,"[({(7200, 106, 592)}, -8.014880463944207, 'baseline'), ({(2037, 6, 7200)}, -8.497591169532408, 'baseline'), ({(1536, 6, 7200)}, -8.958157120286803, 'baseline'), ({(742, 32, 7200)}, -9.20640512716484, 'baseline'), ({(5227, 6, 7200)}, -9.559828153838732, 'baseline'), ({(7200, 31, 466)}, -9.734573529656371, 'baseline'), ({(3295, 6, 7200)}, -10.4199343203302, 'baseline'), ({(7200, 34, 90)}, -10.917934772181766, 'baseline'), ({(7200, 14, 160)}, -11.047639587657253, 'baseline'), ({(1026, 6, 7200)}, -12.868446753128177, 'baseline')]",1.0,[0.8083851933479309],1
[1],"(4433, 17, 862)","[(9244, 17, 862), (1468, 17, 862), (4433, 8, 9244), (3018, 17, 862), (4433, 8, 3018), (3018, 8, 4433), (1468, 8, 4433), (2319, 17, 862), (4433, 8, 2319)]",0.9954941272735596,9,0.9884257316589355,"[({(4433, 8, 3018)}, -11.924485186195275, 'baseline'), ({(3018, 8, 4433)}, -11.93352136159767, 'baseline'), ({(1468, 8, 4433)}, -12.356534454623587, 'baseline'), ({(4433, 8, 9244)}, -12.530116096690898, 'baseline'), ({(4433, 8, 2319)}, -12.662076738068818, 'baseline'), ({(2128, 8, 4433)}, -13.164565329333547, 'baseline'), ({(9244, 8, 4433)}, -13.297352161298376, 'baseline'), ({(2422, 8, 4433)}, -13.409966539811913, 'baseline'), ({(4222, 8, 4433)}, -13.984561669932072, 'baseline'), ({(4433, 8, 2422)}, -14.136740777924341, 'baseline')]",1.0,[0.9884257316589355],1
[1],"(9711, 11, 23)","[(1130, 2, 8678), (1759, 7, 9711), (371, 7, 9711), (1883, 11, 23), (1759, 7, 9994), (9711, 31, 1130), (8678, 11, 23), (9711, 31, 3823), (371, 7, 1883), (5265, 11, 23), (9994, 11, 23), (5265, 31, 3823), (1130, 2, 9711)]",0.9838512539863586,13,0.9795854091644287,"[({(1130, 2, 9711)}, -9.8033425352243, 'baseline'), ({(9711, 31, 3823)}, -10.538740795399418, 'baseline'), ({(9711, 31, 1130)}, -10.794382570981384, 'baseline'), ({(371, 7, 9711)}, -10.978937021592776, 'baseline'), ({(1759, 7, 9711)}, -11.133574959680491, 'baseline'), ({(1127, 7, 9711)}, -11.361661141756422, 'baseline'), ({(268, 32, 9711)}, -11.610539587134596, 'baseline'), ({(7309, 103, 9711)}, -11.617133029160318, 'baseline'), ({(9711, 31, 4)}, -11.67851600527232, 'baseline'), ({(2820, 7, 9711)}, -12.202715222100638, 'baseline')]",1.0,[0.9795854091644287],1
[4],"(8105, 52, 1374)","[(529, 52, 1374), (1374, 20, 5361), (8105, 20, 1952), (8105, 20, 9975), (8105, 20, 7754), (8105, 52, 529), (1374, 20, 1952), (1374, 20, 9975), (1374, 20, 7754), (8105, 20, 5361)]",0.8518562912940979,10,0.09091616421937943,"[({(8105, 52, 529)}, -7.694950121673738, 'baseline'), ({(8105, 20, 5361)}, -8.121815753688052, 'baseline'), ({(8105, 20, 1952)}, -8.459725710940647, 'baseline'), ({(8105, 20, 7754)}, -8.604234283551248, 'baseline'), ({(8105, 20, 9975)}, -8.675677757270009, 'baseline'), ({(8105, 20, 6191)}, -8.869327509281437, 'baseline'), ({(8105, 20, 9961)}, -8.963965304541398, 'baseline'), ({(8105, 20, 3490)}, -9.128739878771892, 'baseline'), ({(8105, 20, 5603)}, -9.130802477188805, 'baseline'), ({(8105, 20, 5316)}, -9.280969492543495, 'baseline')]",4.0,[0.09091616421937943],1
[1],"(746, 13, 1682)","[(746, 13, 3420), (746, 13, 4474), (6592, 37, 1682), (746, 13, 993), (6924, 13, 474), (746, 13, 2600), (465, 13, 1682), (6592, 37, 4474), (6924, 13, 1682), (5430, 13, 1682), (8586, 13, 1682), (746, 13, 474), (465, 13, 2600), (5430, 13, 3420), (8586, 13, 993)]",0.9694784283638,15,0.9455462098121643,"[({(746, 13, 3420)}, -9.096303968073629, 'baseline'), ({(746, 13, 2600)}, -9.392531068381118, 'baseline'), ({(746, 13, 474)}, -9.55151334006387, 'baseline'), ({(746, 13, 4474)}, -9.56799953805011, 'baseline'), ({(746, 13, 993)}, -9.637717785970354, 'baseline'), ({(746, 13, 1302)}, -9.71958236473466, 'baseline'), ({(746, 13, 1361)}, -10.150601938094734, 'baseline'), ({(746, 13, 2410)}, -10.412593188297656, 'baseline'), ({(746, 13, 1260)}, -10.80901722917663, 'baseline'), ({(746, 13, 834)}, -10.908119937208216, 'baseline')]",1.0,[0.9455462098121643],1
[9],"(10740, 20, 1366)","[(1366, 17, 10844), (10740, 20, 2593), (5709, 20, 2459), (375, 20, 1366), (10740, 20, 1727), (3122, 3, 1366), (7887, 42, 1366), (1727, 17, 10844), (5709, 20, 1366), (7887, 42, 12021), (375, 20, 2593), (10740, 20, 2459), (5082, 20, 3122), (5082, 52, 10740), (10740, 20, 12021)]",0.8317307829856873,15,0.130013570189476,"[({(10740, 20, 2593)}, -7.134253330082479, 'baseline'), ({(10740, 20, 1727)}, -7.345072986711289, 'baseline'), ({(10740, 20, 2459)}, -7.4039802532314205, 'baseline'), ({(10740, 20, 12021)}, -7.481181126849306, 'baseline'), ({(5082, 52, 10740)}, -7.495685075333522, 'baseline'), ({(10740, 20, 52)}, -7.505291663933256, 'baseline'), ({(10740, 20, 1328)}, -7.572694413758319, 'baseline'), ({(10740, 20, 3122)}, -7.747010383070536, 'baseline'), ({(10740, 20, 2592)}, -7.819735782550504, 'baseline'), ({(10740, 20, 8740)}, -7.895116300955353, 'baseline')]",9.0,[0.130013570189476],1
[1],"(6998, 101, 1467)","[(6998, 101, 2736), (6998, 101, 6590), (11570, 101, 1467), (6064, 159, 6998), (11357, 101, 1467), (593, 101, 1467), (5377, 101, 1467), (5377, 101, 6590), (1467, 188, 2736), (6998, 101, 4759), (6064, 159, 593), (11570, 101, 4759), (6998, 101, 3145), (11357, 101, 3145)]",0.886987566947937,14,0.9174391627311707,"[({(6998, 101, 3145)}, -7.924853272560097, 'baseline'), ({(6998, 101, 4759)}, -8.220508717045368, 'baseline'), ({(6998, 101, 2736)}, -8.603909091287129, 'baseline'), ({(6064, 159, 6998)}, -8.709697416694784, 'baseline'), ({(6998, 101, 6590)}, -8.822938929366037, 'baseline'), ({(6998, 101, 1800)}, -8.875280317823835, 'baseline'), ({(6998, 22, 11004)}, -9.055140495107707, 'baseline'), ({(587, 89, 6998)}, -9.233490690633875, 'baseline'), ({(6998, 101, 594)}, -9.341632873929571, 'baseline'), ({(1177, 89, 6998)}, -9.747750156086271, 'baseline')]",1.0,[0.9174391627311707],1
[2],"(6543, 98, 8248)","[(980, 98, 8248), (4219, 98, 8248), (11078, 68, 7921), (11078, 96, 3083), (6543, 96, 3083), (10656, 49, 5453), (10656, 98, 8248), (5453, 130, 6543), (980, 68, 6544), (11078, 98, 8248), (6543, 68, 7921), (4219, 68, 8570), (6543, 68, 8570), (6543, 68, 6544)]",0.9474917650222778,14,0.7914732098579407,"[({(6543, 68, 7921)}, -9.423033309644488, 'baseline'), ({(6543, 68, 8570)}, -9.714634832463108, 'baseline'), ({(6543, 96, 3083)}, -10.202285462132695, 'baseline'), ({(6543, 68, 6544)}, -10.205505326184154, 'baseline'), ({(5453, 130, 6543)}, -10.263598857980663, 'baseline'), ({(6543, 96, 981)}, -10.457211465079629, 'baseline'), ({(6543, 68, 3515)}, -10.47183606461137, 'baseline'), ({(6543, 49, 7253)}, -10.484543940835016, 'baseline'), ({(6543, 80, 4791)}, -10.519242907283259, 'baseline'), ({(1796, 130, 6543)}, -10.606824878404367, 'baseline')]",2.0,[0.7914732098579407],1
[1],"(7535, 17, 215)","[(9435, 17, 215), (7535, 19, 1017), (2984, 47, 7535), (2435, 17, 215), (5125, 47, 7535), (8647, 19, 2116), (12240, 17, 215), (5125, 47, 231), (9435, 19, 1017), (2116, 47, 7535), (2984, 47, 2435), (7535, 19, 1121), (12240, 19, 1121), (231, 17, 215), (8647, 17, 215)]",0.8892365097999573,15,0.6569945216178894,"[({(5125, 47, 7535)}, -8.079930996130326, 'baseline'), ({(2116, 47, 7535)}, -9.065402566757209, 'baseline'), ({(7535, 19, 1121)}, -9.092057578405548, 'baseline'), ({(7535, 19, 1017)}, -9.282890695151389, 'baseline'), ({(2984, 47, 7535)}, -9.30361648115982, 'baseline'), ({(8083, 47, 7535)}, -9.37410454026135, 'baseline'), ({(4584, 8, 7535)}, -9.535294497075133, 'baseline'), ({(1389, 47, 7535)}, -9.881847574700489, 'baseline'), ({(7535, 19, 1127)}, -10.03267288555919, 'baseline'), ({(4584, 3, 7535)}, -10.430606179903748, 'baseline')]",1.0,[0.6569945216178894],1
[1],"(8285, 17, 862)","[(361, 8, 8285), (361, 17, 862), (5181, 8, 8285), (1434, 8, 8285), (37, 8, 8285), (1434, 17, 862), (37, 17, 862), (5181, 17, 862), (8285, 8, 5181)]",0.9222087264060974,9,0.8356860280036926,"[({(5181, 8, 8285)}, -9.863352570976376, 'baseline'), ({(8285, 8, 5181)}, -10.367982060174718, 'baseline'), ({(361, 8, 8285)}, -11.297175574095682, 'baseline'), ({(37, 8, 8285)}, -11.565564029518756, 'baseline'), ({(1434, 8, 8285)}, -12.315805275685438, 'baseline'), ({(8285, 8, 1353)}, -12.474027415355254, 'baseline'), ({(8285, 21, 10982)}, -12.730173097719717, 'baseline'), ({(2228, 8, 8285)}, -13.735881986560829, 'baseline'), ({(8285, 8, 2228)}, -14.4198374789911, 'baseline'), ({(8285, 8, 266)}, -15.861832218425489, 'baseline')]",1.0,[0.8356860280036926],1
[1],"(6350, 43, 141)","[(2467, 47, 6350), (13205, 17, 393), (6350, 48, 274), (12226, 43, 141), (13205, 43, 141), (10447, 19, 2467), (6350, 19, 112), (6350, 17, 393), (6350, 19, 1121), (12240, 43, 141), (12226, 48, 274), (13720, 19, 112), (13720, 43, 141), (10447, 43, 141), (12240, 19, 1121)]",0.9883594512939453,15,0.9966647028923035,"[({(6350, 17, 393)}, -10.77424730935928, 'baseline'), ({(2467, 47, 6350)}, -10.924531922598787, 'baseline'), ({(6350, 19, 112)}, -10.954769812752888, 'baseline'), ({(6350, 19, 1121)}, -11.141766213883423, 'baseline'), ({(6350, 48, 274)}, -11.889135515313628, 'baseline'), ({(6350, 19, 1654)}, -12.156285576987754, 'baseline'), ({(882, 47, 6350)}, -12.339361923556114, 'baseline'), ({(2970, 84, 6350)}, -12.616127632662266, 'baseline'), ({(6350, 19, 467)}, -12.917874158516815, 'baseline'), ({(6350, 66, 9443)}, -13.149141355223337, 'baseline')]",1.0,[0.9966647028923035],1
[4],"(6183, 17, 1002)","[(985, 42, 6183), (7134, 17, 1002), (6183, 17, 2424), (200, 20, 8122), (9411, 17, 1002), (8122, 17, 1002), (2429, 20, 6183), (8001, 17, 1002), (5360, 76, 6183), (985, 42, 9411), (2424, 181, 1002), (200, 20, 6183), (7134, 226, 5360), (2429, 20, 8001)]",0.8010475039482117,14,0.3593272268772125,"[({(200, 20, 6183)}, -7.055170954518286, 'baseline'), ({(985, 42, 6183)}, -7.069596920596375, 'baseline'), ({(2429, 20, 6183)}, -7.100606781256217, 'baseline'), ({(6183, 17, 2424)}, -7.272277332767005, 'baseline'), ({(5360, 76, 6183)}, -7.332399583402004, 'baseline'), ({(8833, 76, 6183)}, -7.4616271171944115, 'baseline'), ({(6183, 19, 1198)}, -7.477376761295869, 'baseline'), ({(12517, 20, 6183)}, -7.55498599407401, 'baseline'), ({(2687, 76, 6183)}, -7.743839510089029, 'baseline'), ({(6183, 19, 1284)}, -8.28504680137074, 'baseline')]",4.0,[0.3593272268772125],1
