exp,original_score,new_ranks,exp_length,new_rank,new_score,prediction,original_rank,facts,new_scores
"[(4311, 85, 434), (1291, 85, 434), (2381, 85, 434), (2381, 8, 3039), (3039, 8, 6036), (1291, 8, 3039), (6036, 85, 434), (3039, 8, 2381), (4311, 8, 3039)]",0.988152801990509,[1],9,1.0,0.9941911101341248,"(3039, 85, 434)",1,"[({(1291, 8, 3039)}, 0.049486557956781314, 'baseline'), ({(3039, 8, 6036)}, 0.030358354504583983, 'baseline'), ({(4311, 8, 3039)}, 0.007965664309464656, 'baseline'), ({(3039, 8, 2381)}, 0.006262044349180673, 'baseline'), ({(2381, 8, 3039)}, 0.0017902059136326173, 'baseline'), ({(3039, 8, 1291)}, -0.0037818151316902616, 'baseline'), ({(3039, 8, 4311)}, -0.02234794671395904, 'baseline'), ({(3039, 38, 2729)}, -0.04181071093578854, 'baseline'), ({(3039, 8, 3607)}, -0.04555346540094589, 'baseline'), ({(6036, 8, 3039)}, -0.04650922589030707, 'baseline')]",[0.9941911101341248]
"[(4860, 39, 592), (6121, 39, 592), (6809, 83, 592), (6809, 76, 1207), (879, 71, 12703), (6121, 3, 4878), (4878, 8, 1207), (4860, 3, 4878), (879, 71, 4878), (12703, 24, 592), (2665, 22, 4879), (4878, 8, 4879), (592, 15, 2665)]",0.1647690385580063,[7],13,7.0,0.019903119653463364,"(4878, 39, 592)",1,"[({(4860, 3, 4878)}, 0.36222795802232544, 'baseline'), ({(6121, 3, 4878)}, 0.2981093040621258, 'baseline'), ({(4878, 8, 4879)}, 0.2823381534145354, 'baseline'), ({(879, 71, 4878)}, 0.2796507885619272, 'baseline'), ({(4878, 8, 1207)}, 0.24169428236897547, 'baseline'), ({(4878, 3, 4860)}, 0.20917148462200605, 'baseline'), ({(2099, 47, 4878)}, 0.20733905903634975, 'baseline'), ({(4853, 8, 4878)}, 0.17687098242237, 'baseline'), ([(4878, 25, 62), (11544, 24, 592), (11544, 25, 62)], 0.005900003, 'xrule'), ({(6121, 8, 4878)}, 0.0031697851833228123, 'baseline'), ([(879, 71, 4878), (7665, 66, 592), (879, 71, 7665)], -0.009499997, 'xrule'), ([(879, 71, 4878), (4269, 24, 592), (879, 71, 4269)], -0.010699999, 'xrule'), ({(7799, 3, 4878)}, -0.017914791646446444, 'baseline'), ([(4878, 25, 62), (4269, 24, 592), (4269, 25, 62)], -0.018599998, 'xrule')]",[0.019903119653463364]
"[(10002, 107, 3248), (4491, 103, 7614), (7564, 26, 494), (5805, 26, 494), (505, 6, 7564), (8907, 107, 2370), (5805, 31, 1313), (8907, 91, 494), (7614, 31, 3248), (7614, 31, 1313), (505, 6, 7614), (4491, 103, 10164), (7614, 31, 2370), (10164, 91, 494), (10002, 91, 494)]",0.9964919686317444,[1],15,1.0,0.936403751373291,"(7614, 91, 494)",1,"[({(7614, 31, 2370)}, 0.11833689652080419, 'baseline'), ({(7614, 31, 3248)}, 0.07635466288133355, 'baseline'), ({(7614, 31, 1313)}, 0.07626960709131375, 'baseline'), ({(505, 6, 7614)}, 0.07334510516620574, 'baseline'), ({(4491, 103, 7614)}, 0.07141975590434062, 'baseline'), ({(7614, 31, 84)}, 0.053591589430088786, 'baseline'), ({(3127, 2, 7614)}, 0.05030337996938239, 'baseline'), ({(7614, 31, 7999)}, 0.04903791377751796, 'baseline'), ({(7614, 14, 160)}, 0.03711281246017141, 'baseline'), ({(7614, 30, 4569)}, 0.02382789084044463, 'baseline'), ([(4, 2, 7614), (7773, 31, 4), (7773, 26, 494)], 0.015700005, 'xrule'), ([(4491, 103, 7614), (4491, 27, 1230), (1230, 110, 494)], -0.0075000003, 'xrule'), ([(1395, 110, 494), (4491, 103, 7614), (4491, 27, 1395)], -0.0189, 'xrule'), ([(4, 2, 7614), (3819, 107, 4), (3819, 91, 494)], -0.035499997, 'xrule')]",[0.936403751373291]
"[(10651, 85, 434), (13452, 85, 434), (5969, 212, 4563), (12312, 212, 4563), (2283, 212, 4563), (12967, 82, 1771), (3387, 215, 13452), (10651, 212, 4563), (4055, 50, 2283), (12312, 25, 62), (3387, 215, 5969), (4055, 50, 13452), (12967, 212, 4563), (13452, 25, 62), (13452, 82, 1771)]",0.9722623825073242,[1],15,1.0,0.9412667751312256,"(13452, 212, 4563)",1,"[({(13452, 82, 1771)}, 0.3047327212730428, 'baseline'), ({(13452, 85, 434)}, 0.28630207088831766, 'baseline'), ({(4055, 50, 13452)}, 0.2522020150498883, 'baseline'), ({(3387, 215, 13452)}, 0.1974430488209727, 'baseline'), ({(13452, 25, 62)}, 0.1770340011043382, 'baseline'), ({(13452, 48, 32)}, 0.14552525724435827, 'baseline'), ({(13452, 39, 1327)}, 0.0020693344344000584, 'baseline')]",[0.9412667751312256]
"[(552, 34, 90), (552, 28, 32), (9985, 33, 90), (32, 206, 90), (11275, 129, 90), (7417, 133, 32), (11275, 150, 32), (7417, 194, 961), (961, 15, 9985), (3443, 60, 90), (32, 15, 7417), (3443, 48, 32), (32, 87, 7417)]",0.9863195419311523,[1],13,1.0,0.9725090265274048,"(7417, 33, 90)",1,"[([(552, 34, 90), (552, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)], 0.0941, 'xrule'), ({(32, 87, 7417)}, 0.04177520700556695, 'baseline'), ([(3443, 60, 90), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417), (3443, 48, 32)], 0.026600003, 'xrule'), ([(32, 15, 7417), (32, 87, 7417), (11275, 129, 90), (7417, 133, 32), (11275, 150, 32)], 0.022599995, 'xrule'), ({(7417, 194, 961)}, 0.0031668944090041287, 'baseline'), ({(32, 15, 7417)}, -0.0011642175414810574, 'baseline'), ({(7417, 25, 62)}, -0.0015304880762547078, 'baseline'), ([(5398, 13, 32), (5398, 34, 90), (5398, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)], -0.0024999976, 'xrule'), ({(7417, 120, 791)}, -0.0033346014615381094, 'baseline'), ({(434, 161, 7417)}, -0.004635353595618707, 'baseline'), ({(961, 15, 7417)}, -0.004976292212273362, 'baseline'), ({(961, 144, 7417)}, -0.006484528140349558, 'baseline'), ([(12245, 120, 791), (7417, 120, 791), (12245, 33, 90)], -0.031199992, 'xrule')]",[0.9725090265274048]
"[(12026, 82, 363), (13176, 100, 1672), (13223, 100, 1672), (11442, 100, 1672), (5912, 82, 363), (5912, 43, 141), (10431, 100, 1672), (11442, 100, 160), (10431, 43, 141), (5912, 100, 160), (4418, 47, 5912), (5912, 17, 818), (13223, 17, 818), (12026, 100, 1672), (13176, 19, 4418)]",0.902134120464325,[2],15,2.0,0.41691356897354126,"(5912, 100, 1672)",1,"[({(5912, 17, 818)}, 0.08649513409499858, 'baseline'), ({(4418, 47, 5912)}, 0.08199715153272784, 'baseline'), ({(5912, 100, 160)}, 0.0758041990748059, 'baseline'), ({(5912, 43, 141)}, 0.07402878537639632, 'baseline'), ({(5912, 82, 363)}, 0.07241322381427133, 'baseline'), ({(5912, 100, 8832)}, 0.06575607787301052, 'baseline'), ({(5912, 85, 434)}, 0.0646616024992869, 'baseline'), ({(5912, 17, 862)}, 0.06108172890240645, 'baseline'), ({(5912, 66, 7132)}, 0.04107940470549805, 'baseline'), ({(5912, 39, 11927)}, 0.023454378302457682, 'baseline'), ({(5912, 17, 393)}, 0.011213871593667771, 'baseline'), ({(5912, 17, 215)}, 0.008571187946927988, 'baseline'), ([(11921, 100, 1672), (5912, 48, 1928), (11921, 48, 1928)], 0.0063999966, 'xrule'), ([(12631, 17, 862), (5912, 17, 862), (12631, 100, 1672)], 0.0031999946, 'xrule'), ({(5912, 48, 1928)}, -0.0008155750449451714, 'baseline'), ({(5912, 24, 11927)}, -0.0010323794780128898, 'baseline'), ([(5912, 43, 141), (11921, 43, 141), (11921, 100, 1672)], -0.010000005, 'xrule'), ([(4418, 47, 11921), (11921, 100, 1672), (5912, 19, 4418), (4418, 47, 5912)], -0.013899997, 'xrule'), ([(5912, 43, 141), (12631, 43, 141), (12631, 100, 1672)], -0.0141, 'xrule'), ({(5912, 19, 4418)}, -0.05423573125847083, 'baseline')]",[0.41691356897354126]
"[(4550, 192, 3289), (4550, 8, 3289), (3289, 60, 90), (4472, 164, 4550), (3194, 33, 90), (4550, 38, 4551), (4472, 66, 3194), (8328, 8, 4550), (4551, 34, 90), (8328, 60, 90)]",0.9950908422470093,[1],10,1.0,0.9961282014846802,"(4550, 60, 90)",1,"[({(4472, 164, 4550)}, 0.014731506763901657, 'baseline'), ({(4550, 192, 3289)}, 0.013825873775617725, 'baseline'), ({(8328, 8, 4550)}, 0.00965676732728933, 'baseline'), ({(4550, 38, 4551)}, 0.009219149999228873, 'baseline'), ({(4550, 8, 3289)}, 0.00544337457420575, 'baseline'), ([(4550, 48, 32), (1357, 60, 90), (1357, 48, 32)], 0.0029999912, 'xrule'), ({(4550, 25, 62)}, 0.0007874173399603563, 'baseline'), ({(4550, 123, 10558)}, -0.0008977251616896103, 'baseline'), ({(6860, 45, 4550)}, -0.0015264945627221234, 'baseline'), ({(3016, 76, 4550)}, -0.004701157132717221, 'baseline'), ({(4550, 6, 4551)}, -0.005024393112033769, 'baseline'), ([(4616, 28, 32), (4550, 48, 32), (4616, 34, 90)], -0.017400011, 'xrule'), ([(4550, 48, 32), (3098, 33, 90), (32, 87, 3098)], -0.022, 'xrule'), ([(4313, 213, 90), (4550, 48, 32), (32, 15, 4313), (4313, 128, 90), (4313, 166, 90), (4313, 129, 90), (4313, 108, 90)], -0.025700003, 'xrule'), ([(3716, 28, 32), (4550, 48, 32), (3716, 34, 90)], -0.03220001, 'xrule')]",[0.9961282014846802]
"[(4346, 230, 1504), (5501, 152, 853), (92, 221, 5334), (1504, 13, 92), (5334, 70, 7133), (736, 198, 5334), (1504, 13, 853), (637, 221, 5334), (1504, 13, 637), (4346, 13, 7133), (1504, 13, 1164), (736, 150, 1164), (5334, 70, 5501)]",0.5538073182106018,[3],13,3.0,0.24471606314182281,"(1504, 14, 5334)",1,"[({(1504, 13, 1164)}, 0.18627449432187684, 'baseline'), ({(1504, 13, 92)}, 0.18303332787692939, 'baseline'), ({(1504, 13, 853)}, 0.18219948865239508, 'baseline'), ({(1504, 13, 637)}, 0.17309869387802418, 'baseline'), ({(4346, 230, 1504)}, 0.17280052159567605, 'baseline'), ({(4019, 38, 1504)}, 0.15053401442393777, 'baseline'), ({(3301, 6, 1504)}, 0.14978967160334752, 'baseline'), ({(1504, 13, 382)}, 0.14548582878854613, 'baseline'), ({(11737, 6, 1504)}, 0.09747143371504556, 'baseline'), ({(1504, 14, 160)}, 0.0682668937213917, 'baseline')]",[0.24471606314182281]
"[(2996, 67, 259), (2053, 19, 2996), (3169, 101, 6480), (3565, 67, 259), (403, 30, 12403), (12403, 67, 259), (403, 30, 7494), (3169, 101, 259), (2053, 19, 7494), (7494, 67, 6480), (3565, 67, 6480)]",0.8372358083724976,[1],11,1.0,0.8152405619621277,"(7494, 67, 259)",1,"[({(403, 30, 7494)}, 0.15006954520108276, 'baseline'), ({(2053, 19, 7494)}, 0.05555969011323754, 'baseline'), ([(7494, 67, 6480), (3169, 101, 259), (3169, 101, 6480)], 0.035600007, 'xrule'), ([(2053, 19, 7494), (2053, 19, 2996), (2996, 67, 259)], 0.019300044, 'xrule'), ([(7494, 67, 6480), (3565, 67, 6480), (3565, 67, 259)], -0.054399967, 'xrule'), ({(7494, 7, 7455)}, -0.06853957939978576, 'baseline'), ({(7494, 7, 3493)}, -0.06982751657174678, 'baseline'), ({(7455, 30, 7494)}, -0.08059095308709605, 'baseline'), ([(10800, 7, 8215), (7494, 7, 8215), (10800, 67, 259), (8215, 30, 10800), (8215, 30, 7494)], -0.12449998, 'xrule'), ([(6332, 101, 259), (7494, 67, 6480), (6332, 101, 6480)], -0.13339996, 'xrule'), ({(7494, 7, 1581)}, -0.19515504372891732, 'baseline'), ({(7494, 7, 8215)}, -0.24435137624230502, 'baseline'), ({(7494, 7, 403)}, -0.260455120650162, 'baseline'), ({(8215, 30, 7494)}, -0.31799243757499746, 'baseline')]",[0.8152405619621277]
"[(2364, 13, 474), (2364, 115, 747), (1992, 115, 747), (805, 13, 474), (559, 7, 4721), (805, 13, 419), (8193, 115, 747), (805, 30, 3624), (805, 74, 1769), (7202, 74, 1769), (7202, 115, 747), (8193, 13, 419), (559, 7, 805), (4721, 115, 747), (3624, 7, 1992)]",0.9535616040229797,[1],15,1.0,0.7717349529266357,"(805, 115, 747)",1,"[({(559, 7, 805)}, 0.26544709104112135, 'baseline'), ({(805, 13, 419)}, 0.22655687808009403, 'baseline'), ({(805, 74, 1769)}, 0.20139365956359662, 'baseline'), ({(805, 13, 474)}, 0.1258146866203942, 'baseline'), ({(805, 30, 3624)}, 0.07996721100978685, 'baseline'), ({(805, 13, 1340)}, 0.039692143893966206, 'baseline'), ({(1389, 7, 805)}, 0.012430469444536752, 'baseline'), ({(805, 31, 4488)}, -0.06583695580816354, 'baseline'), ({(805, 141, 5805)}, -0.1397972599302788, 'baseline'), ({(805, 155, 350)}, -0.14483832269592317, 'baseline')]",[0.7717349529266357]
"[(9534, 23, 57), (5223, 13, 9534), (2600, 58, 8168), (5223, 13, 2600), (8168, 23, 57), (6481, 13, 640), (57, 150, 449), (6481, 13, 2600), (2600, 58, 449), (4468, 23, 57), (640, 23, 57), (8089, 13, 2600), (8089, 13, 4468)]",0.9564436674118042,[1],13,1.0,0.8308399319648743,"(2600, 23, 57)",1,"[({(6481, 13, 2600)}, 0.4556977573885014, 'baseline'), ({(2600, 58, 8168)}, 0.36945621334724793, 'baseline'), ({(8089, 13, 2600)}, 0.3522090728331976, 'baseline'), ({(5223, 13, 2600)}, 0.3391734176988694, 'baseline'), ({(2600, 58, 449)}, 0.2912806084995711, 'baseline'), ({(2769, 29, 2600)}, 0.29103593145283513, 'baseline'), ({(449, 58, 2600)}, 0.26199207796622087, 'baseline'), ({(236, 37, 2600)}, 0.2304500150667945, 'baseline'), ({(7274, 13, 2600)}, 0.1587784692759747, 'baseline'), ({(971, 13, 2600)}, 0.10370353896055148, 'baseline'), ([(1303, 13, 1934), (1934, 23, 57), (1303, 13, 2600)], 0.017299995, 'xrule'), ([(2600, 23, 209), (8168, 23, 57), (8168, 23, 209)], 0.0159, 'xrule'), ([(3782, 13, 235), (235, 23, 57), (3782, 13, 2600)], -0.0047999993, 'xrule'), ([(8139, 0, 4494), (2600, 0, 4494), (8139, 23, 57)], -0.0068000033, 'xrule'), ([(119, 23, 57), (2600, 0, 4494), (119, 0, 4494)], -0.009599999, 'xrule')]",[0.8308399319648743]
"[(1454, 75, 479), (1454, 9, 138), (1271, 9, 3702), (138, 92, 5562), (1546, 92, 5562), (1271, 9, 1454), (479, 92, 5562), (1454, 9, 1271), (2556, 92, 5562), (1454, 75, 2556), (3702, 92, 5562), (1546, 9, 1454)]",0.5090774893760681,[2],12,2.0,0.6331672072410583,"(1454, 92, 5562)",1,"[([(1271, 9, 3702), (3702, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)], 0.051799998, 'xrule'), ({(1454, 75, 479)}, 0.04805304387573083, 'baseline'), ({(1454, 9, 138)}, 0.044430567878365475, 'baseline'), ({(1454, 75, 2556)}, 0.04140731226410691, 'baseline'), ({(1546, 9, 1454)}, 0.04119444172057138, 'baseline'), ({(1454, 75, 138)}, 0.039306587525988215, 'baseline'), ({(1454, 75, 2230)}, 0.038030202447271316, 'baseline'), ({(735, 75, 1454)}, 0.03686347879406215, 'baseline'), ({(2544, 75, 1454)}, 0.0364073542628019, 'baseline'), ([(3702, 75, 3726), (1454, 75, 3726), (3726, 75, 3702), (3702, 92, 5562)], 0.035099998, 'xrule'), ([(212, 9, 1300), (212, 92, 5562), (212, 75, 1300), (1300, 75, 212), (1454, 9, 1300), (1300, 9, 1454)], 0.034999996, 'xrule'), ({(212, 9, 1454)}, 0.026996928255866276, 'baseline'), ({(8938, 9, 1454)}, 0.02688890969525935, 'baseline'), ({(1454, 75, 4500)}, 0.023749574043047447, 'baseline'), ({(2556, 9, 1454)}, 0.022792330924731853, 'baseline'), ({(19, 9, 1454)}, 0.021799783183568868, 'baseline'), ({(1454, 9, 570)}, 0.020352891586035062, 'baseline'), ({(1454, 9, 1300)}, 0.017766299619778256, 'baseline'), ([(5763, 9, 1300), (5763, 92, 5562), (1454, 9, 1300), (1300, 9, 5763), (1300, 9, 1454)], 0.016199999, 'xrule'), ({(570, 9, 1454)}, 0.012749089793286372, 'baseline'), ({(2556, 75, 1454)}, 0.011894638619205382, 'baseline'), ({(570, 75, 1454)}, -0.007671979331064498, 'baseline'), ([(5763, 9, 1271), (1271, 9, 5763), (5763, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)], -0.013099998, 'xrule'), ({(2544, 9, 1454)}, -0.025960286192716692, 'baseline'), ({(1454, 9, 479)}, -0.05199836664145251, 'baseline')]",[0.6331672072410583]
"[(5400, 28, 32), (5010, 38, 5400), (3583, 185, 32), (7512, 31, 4), (9364, 28, 32), (9364, 31, 4), (5400, 31, 3352), (5400, 13, 32), (7201, 31, 3352), (4, 2, 7201), (4, 2, 4745), (3583, 107, 4), (5010, 6, 4745), (694, 6, 7512), (694, 38, 5400)]",0.9161665439605713,[1],15,1.0,0.8716813325881958,"(5400, 31, 4)",1,"[({(5400, 31, 3352)}, 0.1115782140385878, 'baseline'), ({(694, 38, 5400)}, 0.07833797764391277, 'baseline'), ({(5010, 38, 5400)}, 0.030911515434048978, 'baseline'), ([(5400, 28, 32), (5400, 13, 32), (9364, 28, 32), (9364, 31, 4)], -0.007399991, 'xrule'), ([(5400, 28, 32), (3583, 185, 32), (5400, 13, 32), (3583, 107, 4)], -0.0167, 'xrule'), ([(5400, 28, 32), (5400, 13, 32), (1295, 13, 32), (4, 2, 1295)], -0.023599997, 'xrule'), ([(7719, 31, 4), (5400, 30, 863), (7719, 30, 863)], -0.024199992, 'xrule'), ([(5400, 28, 32), (5834, 13, 32), (5834, 31, 4), (5400, 13, 32), (5834, 28, 32)], -0.027699992, 'xrule'), ({(5400, 14, 160)}, -0.04275449088525675, 'baseline'), ({(5400, 86, 2317)}, -0.05795711746412646, 'baseline'), ({(5622, 102, 5400)}, -0.0608242499085379, 'baseline'), ({(5399, 59, 5400)}, -0.09131816491567442, 'baseline'), ({(1389, 7, 5400)}, -0.09186323451516581, 'baseline'), ({(5622, 38, 5400)}, -0.10278094275639174, 'baseline'), ({(5400, 184, 8563)}, -0.12642208194408372, 'baseline'), ({(5400, 13, 32)}, -0.15429231972990787, 'baseline'), ({(394, 6, 5400)}, -0.187554274367542, 'baseline'), ({(5400, 12, 394)}, -0.22643012226657697, 'baseline'), ({(9854, 6, 5400)}, -0.34895350387403856, 'baseline'), ({(5400, 11, 23)}, -0.3493986909467232, 'baseline'), ({(5400, 31, 658)}, -0.3831138792115693, 'baseline'), ({(467, 7, 5400)}, -0.39930351389458507, 'baseline'), ({(5400, 30, 863)}, -0.41594089865465733, 'baseline'), ({(2344, 7, 5400)}, -0.47231574600924964, 'baseline'), ({(5400, 26, 1098)}, -0.5637412830699982, 'baseline')]",[0.8716813325881958]
"[(3494, 66, 1429), (8820, 120, 791), (11312, 120, 791), (3494, 24, 1429), (791, 25, 62), (95, 15, 1429), (3494, 66, 9136), (9136, 120, 791), (95, 15, 11312), (1429, 194, 5775), (1429, 25, 62), (5775, 58, 8820)]",0.9932956099510193,[1],12,1.0,0.9853702783584595,"(1429, 120, 791)",1,"[({(3494, 24, 1429)}, 0.004373333355456846, 'baseline'), ({(1429, 25, 62)}, 0.002108885884654475, 'baseline'), ([(95, 15, 1429), (95, 15, 11312), (11312, 120, 791)], 0.0015000105, 'xrule'), ({(1429, 194, 5775)}, -0.006135034397821282, 'baseline'), ({(3494, 66, 1429)}, -0.00828710853782161, 'baseline'), ([(10243, 120, 791), (10243, 25, 62), (1429, 25, 62)], -0.033199996, 'xrule'), ([(13398, 25, 62), (1429, 25, 62), (13398, 120, 791)], -0.058799997, 'xrule'), ([(4994, 120, 791), (1429, 25, 62), (4994, 25, 62)], -0.0624, 'xrule'), ([(9384, 120, 791), (9384, 25, 62), (1429, 25, 62)], -0.0642, 'xrule'), ({(95, 15, 1429)}, -0.13627589203219298, 'baseline'), ({(5775, 15, 1429)}, -0.1830627366159819, 'baseline'), ({(1429, 111, 9953)}, -0.19230638878538348, 'baseline')]",[0.9853702783584595]
"[(10739, 31, 4), (1229, 31, 4), (1657, 48, 32), (4, 2, 6848), (1657, 8, 7785), (1617, 13, 32), (1229, 13, 32), (7785, 6, 6848), (1617, 11, 23), (10739, 13, 32), (6848, 31, 4), (4, 2, 10739), (7785, 8, 1657), (8546, 31, 4), (1617, 28, 32), (6848, 11, 23), (8546, 28, 32)]",0.9276204109191895,[1],17,1.0,0.622046709060669,"(6848, 28, 32)",1,"[([(1617, 28, 32), (1617, 11, 23), (6848, 11, 23), (1617, 13, 32)], 0.09289999, 'xrule'), ([(7785, 6, 6848), (1657, 8, 7785), (7785, 8, 1657), (1657, 48, 32)], 0.0846, 'xrule'), ([(10739, 31, 4), (10739, 13, 32), (6848, 31, 4), (4, 2, 10739), (4, 2, 6848)], 0.0803, 'xrule'), ([(6848, 31, 4), (8546, 28, 32), (8546, 31, 4), (4, 2, 6848)], 0.0785, 'xrule'), ([(1229, 31, 4), (6848, 31, 4), (1229, 13, 32), (4, 2, 6848)], 0.0749, 'xrule'), ({(7785, 6, 6848)}, 0.029135982466751677, 'baseline'), ({(6848, 84, 8210)}, -0.0281759696219, 'baseline'), ({(1702, 32, 6848)}, -0.04919995838147751, 'baseline'), ({(5137, 6, 6848)}, -0.05234082509057006, 'baseline'), ({(6848, 28, 382)}, -0.07041551636681398, 'baseline'), ({(2961, 6, 6848)}, -0.07426651285473333, 'baseline'), ({(3248, 2, 6848)}, -0.08959021138740048, 'baseline'), ({(6848, 86, 742)}, -0.09350921674731896, 'baseline'), ({(5296, 6, 6848)}, -0.09694298070724948, 'baseline'), ({(6848, 86, 87)}, -0.10045256181615256, 'baseline')]",[0.622046709060669]
"[(4414, 46, 152), (11021, 25, 62), (4350, 46, 152), (11021, 46, 9740), (4350, 150, 32), (11021, 83, 1457), (4413, 63, 11021), (13965, 46, 152), (13965, 46, 9740), (11021, 16, 32), (11020, 46, 152), (11934, 46, 152), (11934, 25, 62), (4413, 63, 4414), (11020, 83, 1457)]",0.7165725827217102,[2],15,2.0,0.37199628353118896,"(11021, 46, 152)",1,"[([(4350, 46, 152), (4350, 150, 32), (11021, 16, 32)], 0.047499992, 'xrule'), ([(11020, 46, 152), (11020, 83, 1457), (11021, 83, 1457)], 0.004099995, 'xrule'), ({(11021, 46, 9740)}, 0.0031298584706086216, 'baseline'), ({(4413, 63, 11021)}, 0.0006515183247800054, 'baseline'), ({(11021, 25, 62)}, 0.00028848271055281576, 'baseline'), ({(11021, 16, 32)}, -0.001135715335983955, 'baseline'), ({(11021, 83, 249)}, -0.00309942478965454, 'baseline'), ({(11021, 83, 1327)}, -0.0038627470097889727, 'baseline'), ({(11021, 16, 2410)}, -0.010482545060576418, 'baseline'), ({(11021, 83, 1457)}, -0.01282169393071752, 'baseline'), ([(4350, 25, 62), (11021, 25, 62), (4350, 46, 152)], -0.016600013, 'xrule'), ([(11021, 83, 9277), (11020, 46, 152), (11020, 83, 9277)], -0.017800003, 'xrule'), ({(11021, 83, 9277)}, -0.01811490864892967, 'baseline'), ([(12127, 46, 152), (12127, 46, 9740), (11021, 46, 9740)], -0.028500006, 'xrule')]",[0.37199628353118896]
"[(5, 26, 1098), (2317, 32, 5), (9909, 90, 1885), (5, 86, 2317), (9470, 26, 1098), (475, 32, 12358), (12358, 90, 1885), (9909, 86, 2317), (5, 13, 32), (475, 32, 5), (9470, 90, 1885), (9470, 13, 32)]",0.9416294097900391,[1],12,1.0,0.8067398071289062,"(5, 90, 1885)",1,"[({(5, 13, 32)}, 0.09070678340136502, 'baseline'), ({(5, 86, 2317)}, 0.03251324123387908, 'baseline'), ({(5, 26, 1098)}, 0.029029662671332664, 'baseline'), ({(475, 32, 5)}, 0.02781253584527238, 'baseline'), ({(2317, 32, 5)}, 0.00494217401218094, 'baseline'), ({(4797, 59, 5)}, 0.0015343082699571051, 'baseline'), ([(5, 31, 136), (4726, 90, 1885), (4726, 31, 136)], 0.0012999999, 'xrule'), ([(5, 31, 136), (40, 90, 1885), (40, 31, 136)], 0.0011999998, 'xrule'), ([(5, 31, 136), (746, 90, 1885), (746, 31, 136)], 0.0011, 'xrule'), ([(5, 31, 136), (843, 31, 136), (843, 90, 1885)], 0.0005000001, 'xrule'), ([(5, 14, 160), (4085, 14, 160), (4085, 90, 1885)], 0.0005000001, 'xrule'), ({(5, 28, 32)}, -0.05051918796395693, 'baseline'), ({(5, 31, 4)}, -0.053886895093699615, 'baseline'), ({(4, 2, 5)}, -0.07078205512826143, 'baseline'), ({(5, 147, 382)}, -0.07571743891812562, 'baseline')]",[0.8067398071289062]
"[(12820, 85, 434), (8680, 85, 434), (6743, 85, 434), (8615, 6, 1132), (8680, 19, 545), (3563, 85, 434), (5665, 22, 1569), (1132, 109, 1569), (8615, 85, 434), (12820, 17, 393), (3563, 17, 393), (1569, 17, 393), (5665, 22, 6743), (1569, 19, 545)]",0.9909408688545227,[1],14,1.0,0.9766630530357361,"(1569, 85, 434)",1,"[({(5665, 22, 1569)}, 0.37866063092019114, 'baseline'), ({(1132, 109, 1569)}, 0.05161670871017171, 'baseline'), ({(1569, 17, 393)}, 0.044105629430503265, 'baseline'), ({(1569, 19, 545)}, 0.042682151253291764, 'baseline'), ([(3563, 17, 393), (3563, 85, 434), (1569, 17, 393)], 0.042000003, 'xrule'), ([(620, 17, 862), (620, 85, 434), (1569, 17, 862)], 0.031200007, 'xrule'), ([(1569, 43, 384), (5077, 43, 384), (5077, 85, 434)], 0.027100004, 'xrule'), ([(1535, 17, 862), (1535, 85, 434), (1569, 17, 862)], 0.023800008, 'xrule'), ([(1569, 24, 592), (1569, 39, 592), (1569, 66, 592), (2074, 85, 434), (2074, 66, 592)], 0.023300007, 'xrule'), ({(1569, 8, 4747)}, 0.008188228074222429, 'baseline'), ({(1569, 102, 2825)}, -0.02185382417587502, 'baseline'), ({(1569, 19, 14)}, -0.038246353197515036, 'baseline'), ({(1569, 19, 240)}, -0.04549290709195052, 'baseline'), ({(1569, 43, 384)}, -0.0804781513053606, 'baseline'), ({(1569, 38, 1132)}, -0.09375329776872827, 'baseline')]",[0.9766630530357361]
"[(928, 207, 7513), (7246, 46, 3115), (11944, 46, 3115), (7889, 8, 928), (7889, 46, 259), (5392, 46, 8400), (7513, 46, 3115), (5392, 46, 3115), (3622, 46, 8400), (7246, 46, 259), (7889, 46, 8400), (11944, 46, 8400), (3622, 46, 3115)]",0.3568492531776428,[13],13,13.0,0.012640229426324368,"(7889, 46, 3115)",1,"[([(7246, 46, 3115), (7889, 46, 259), (7246, 46, 259)], 0.0143, 'xrule'), ([(5392, 46, 3115), (5392, 46, 8400), (7889, 46, 8400)], 0.0092, 'xrule'), ([(3622, 46, 8400), (3622, 46, 3115), (7889, 46, 8400)], 0.008300001, 'xrule'), ([(928, 207, 7513), (7889, 8, 928), (7513, 46, 3115)], 0.007100001, 'xrule'), ([(11944, 46, 8400), (11944, 46, 3115), (7889, 46, 8400)], 0.0067000007, 'xrule'), ({(7889, 46, 8400)}, 0.0022316658349481595, 'baseline'), ({(7889, 46, 259)}, -0.0009877226073762633, 'baseline'), ({(7889, 8, 928)}, -0.009253907036056186, 'baseline')]",[0.012640229426324368]
